run_id,candidate_id,source_id,source_name,source_priority,source_type,url,domain,fetch_status,http_status,title,description,matched_terms,published_hint,usable_context,context_signal,fetched_at_utc,review_flag,notes
982fc2dcf9fe9aa5,2d3822958c512f72,wnba,WNBA official,100,official_league,https://www.wnba.com/,www.wnba.com,ok,200,The Official Home of the WNBA | Women's National Basketball Association,"The official home of the Women's National Basketball Association. Keep up to date with news, scores, and standings for your favorite teams.",wnba,,Yes,Matched source metadata terms: wnba,2026-06-10T02:42:57.837928+00:00,,"Official WNBA league source. Use for schedule, stats, news, transactions, injuries."
982fc2dcf9fe9aa5,2d3822958c512f72,espn_wnba,ESPN WNBA,75,scoreboard_backup,https://www.espn.com/wnba/scoreboard,www.espn.com,ok,200,"WNBA Scores, 2026 Season - ESPN","Live scores for every 2026 WNBA season game on ESPN. Includes box scores, video highlights, play breakdowns and updated odds.",wnba,,Yes,Matched source metadata terms: wnba,2026-06-10T02:42:58.373024+00:00,,Backup box score and story-link source.
982fc2dcf9fe9aa5,2d3822958c512f72,ap_wnba,AP WNBA hub,70,wire_context,https://apnews.com/hub/wnba-basketball,apnews.com,ok,200,"WNBA Scores & Daily News | WNBA Stats, Scores & News Today","Read daily news surrounding WNBA stats, players, and scheduled games. View the WNBA recaps here with AP News, the definitive source of independent journalism.",wnba,,Yes,Matched source metadata terms: wnba,2026-06-10T02:42:59.141104+00:00,,"Use for wire-style context, never copied prose."
982fc2dcf9fe9aa5,f17a1bf2af7398a6,wnba,WNBA official,100,official_league,https://www.wnba.com/,www.wnba.com,ok,200,The Official Home of the WNBA | Women's National Basketball Association,"The official home of the Women's National Basketball Association. Keep up to date with news, scores, and standings for your favorite teams.",wnba,,Yes,Matched source metadata terms: wnba,2026-06-10T02:42:59.674740+00:00,,"Official WNBA league source. Use for schedule, stats, news, transactions, injuries."
982fc2dcf9fe9aa5,f17a1bf2af7398a6,team_chicago_sky,Chicago Sky official,90,official_team,https://sky.wnba.com/,sky.wnba.com,ok,200,The Official Website of the Chicago Sky | WNBA,"Explore the official home for the WNBA sky for live scores, exciting video highlights, and the latest team news. Discover where we stand in the league and get the complete schedule for the 2026 WNBA season.","chicago sky, wnba",,Yes,"Matched source metadata terms: chicago sky, wnba",2026-06-10T02:43:00.147181+00:00,,Official team site.
982fc2dcf9fe9aa5,f17a1bf2af7398a6,espn_wnba,ESPN WNBA,75,scoreboard_backup,https://www.espn.com/wnba/scoreboard,www.espn.com,ok,200,"WNBA Scores, 2026 Season - ESPN","Live scores for every 2026 WNBA season game on ESPN. Includes box scores, video highlights, play breakdowns and updated odds.",wnba,,Yes,Matched source metadata terms: wnba,2026-06-10T02:43:00.557570+00:00,,Backup box score and story-link source.
982fc2dcf9fe9aa5,f17a1bf2af7398a6,ap_wnba,AP WNBA hub,70,wire_context,https://apnews.com/hub/wnba-basketball,apnews.com,ok,200,"WNBA Scores & Daily News | WNBA Stats, Scores & News Today","Read daily news surrounding WNBA stats, players, and scheduled games. View the WNBA recaps here with AP News, the definitive source of independent journalism.",wnba,,Yes,Matched source metadata terms: wnba,2026-06-10T02:43:01.254925+00:00,,"Use for wire-style context, never copied prose."
982fc2dcf9fe9aa5,01e14db6abb3100e,wnba,WNBA official,100,official_league,https://www.wnba.com/,www.wnba.com,ok,200,The Official Home of the WNBA | Women's National Basketball Association,"The official home of the Women's National Basketball Association. Keep up to date with news, scores, and standings for your favorite teams.",wnba,,Yes,Matched source metadata terms: wnba,2026-06-10T02:43:01.690923+00:00,,"Official WNBA league source. Use for schedule, stats, news, transactions, injuries."
982fc2dcf9fe9aa5,01e14db6abb3100e,team_seattle_storm,Seattle Storm official,90,official_team,https://storm.wnba.com/,storm.wnba.com,ok,200,The Official Website of the Seattle Storm | WNBA,"Explore the official home for the WNBA storm for live scores, exciting video highlights, and the latest team news. Discover where we stand in the league and get the complete schedule for the 2026 WNBA season.","seattle storm, wnba",,Yes,"Matched source metadata terms: seattle storm, wnba",2026-06-10T02:43:02.284099+00:00,,Official team site.
982fc2dcf9fe9aa5,01e14db6abb3100e,team_las_vegas_aces,Las Vegas Aces official,90,official_team,https://aces.wnba.com/,aces.wnba.com,ok,200,The Official Website of the Las Vegas Aces | WNBA,"The official website of the Las Vegas Aces. Includes news, scores, schedules, statistics, photos and video.","las vegas aces, wnba",,Yes,"Matched source metadata terms: las vegas aces, wnba",2026-06-10T02:43:03.181621+00:00,,Official team site.
