script_version,rank,editorial_decision,recommended_timing,editorial_score,priority_score,source_quality,source_tier,eligibility_passed,eligibility_reason,time_sensitive,verification_needed,sensitive,duplicate_status,related_story_count,cluster_rank,cluster_id,primary_entity,content_lane,content_bucket,sport,story_type,source,headline,link,post_format,hook,first_slide,carousel_outline,instagram_angle,why_it_matters,caption_starter,visual_brief,hashtags,published,age_hours,decision_reason,score_reason,notes
v11_final,1,Must Post,Post ASAP,81,9,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,No,No,No,Primary,17,1,wnba::angel reese,Angel Reese,Star-driven engagement,Star Watch,WNBA,Record / Milestone,Just Women's Sports,Angel Reese Posts Historic Double-Double in Dream vs Sky Victory,https://justwomenssports.com/reads/dream-vs-sky-angel-reese-double-double-atlanta-dream-chicago-sky-wnba-commissioners-cup-score/,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,Milestone watch: Angel Reese Posts Historic Double-Double in Dream vs Sky Victory,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Angel Reese Posts Historic Double-Double in Dream vs Sky Victory What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,2026-06-10T15:59:49+00:00,6.5,"High-score, timely, verified hard-news story.","Record or milestone. Fresh under 12 hours. Core brand sport: WNBA. Source quality 8/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",
v11_final,2,Must Post,Post ASAP,78,8,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,No,No,No,Primary,6,1,wnba::las vegas aces,Las Vegas Aces,Daily news,Daily News,WNBA,Record / Milestone,The Athletic,"Trump has not extended White House invitation to 2025 WNBA champion Las Vegas Aces, team says",https://sports.yahoo.com/articles/trump-not-extended-white-house-184607508.html,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,"Milestone watch: Trump has not extended White House invitation to 2025 WNBA champion Las Vegas Aces, team says",Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,"Trump has not extended White House invitation to 2025 WNBA champion Las Vegas Aces, team says What should we cover next?","Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,2026-06-10T18:46:07+00:00,3.8,"High-score, timely, verified hard-news story.",Record or milestone. Fresh under 12 hours. Core brand sport: WNBA. Source quality 9/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,3,Maybe Post,Use when convenient,74,8,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,No,No,No,Primary,70,1,golf::us_womens_open,Nelly Korda,Star-driven engagement,Star Watch,Golf / LPGA,Record / Milestone,Yahoo Sports,Nelly Korda continues her historic march with 2026 U.S. Women's Open title,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNclBwRHVsTER2cDlORWxGZmhiY1JoVU1oU1IzRGFsS1ROamZvSDlKcG8xOWEzRjFMOWNUU29IeFI1dUZISHZPWFpidzdWS2g2Y1d3MHZsVWZqQUFYZGRvb2ZHZkVVSkZkQkVZNmoyOTJWUTFFSkJucWFwMHNHVURvY1psaVhWOFFTNEhv?oc=5,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Nelly Korda continues her historic march with 2026 U.S. Women's Open title,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Nelly Korda continues her historic march with 2026 U.S. Women's Open title What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #LPGA #Golf,2026-06-08T03:28:00+00:00,67.1,"Strong candidate, but not mandatory.","Record or milestone. Recent under 72 hours. Strong secondary sport: Golf / LPGA. Source quality 9/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",
v11_final,4,Maybe Post,Post during daytime engagement window,74,8,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,No,No,No,Primary,12,1,wnba::aja_wilson,A'Ja Wilson,Star-driven engagement,Growth of the Game,WNBA,League Expansion,Just Women's Sports,"A’ja Wilson, Dawn Staley Top 2026 TIME 100 Most Influential People in Sports List",https://justwomenssports.com/reads/time-100-most-influential-people-sports-list-womens-athletes-dawn-staley-aja-wilson-2026/,Map/expansion carousel,Another market is betting big on women's sports.,"Expansion watch: A’ja Wilson, Dawn Staley Top 2026 TIME 100 Most Influential People in Sports List",Slide 1: expansion headline | Slide 2: market/team details | Slide 3: why demand is rising | Slide 4: fan question,Another sign that women's sports demand is outgrowing the old model.,Expansion stories show where fan demand and investor confidence are rising.,"A’ja Wilson, Dawn Staley Top 2026 TIME 100 Most Influential People in Sports List More teams, more investment, more proof that the demand is real.","Use a map, team/logo style graphic, or market comparison carousel.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,2026-06-10T15:35:46+00:00,6.9,"Strong candidate, but not mandatory.","Expansion story. Fresh under 12 hours. Core brand sport: WNBA. Source quality 8/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",
v11_final,5,Maybe Post,Use when convenient,73,8,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,No,No,No,Primary,5,1,nwsl / women's soccer::gotham fc,Gotham Fc,Daily news,Daily News,NWSL / Women's Soccer,Record / Milestone,Equalizer Soccer,Gotham FC announces first-ever ‘dedicated’ training facility,https://news.google.com/rss/articles/CBMiogFBVV95cUxPRTAyUG93UzNGVDZWWFVzcmhFUXBKQ3NhZF9aQUJYNHB0cklZQ2hvVzdnSGZweFR1Y1BWSFFQNEF5Qk1abHZZNDBZMDdUZGpTbVF6TVMyS1c3d0ZqSWFMOWktY0p6ajAwem5FQmNQUGphbHJtNDl0MmNVZ0tiS2J1WHBmQ1RWRnUwODN3WVc1NW9lWi1zMFJLYkhaQXktNV9QdVE?oc=5,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Gotham FC announces first-ever ‘dedicated’ training facility,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Gotham FC announces first-ever ‘dedicated’ training facility What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #NWSL #USWNT #WomensSoccer,2026-06-10T18:38:41+00:00,3.9,"Strong candidate, but not mandatory.",Record or milestone. Fresh under 12 hours. Core brand sport: NWSL / Women's Soccer. Source quality 8/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,6,Save for Weekend,Post during daytime engagement window,66,7,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,No,No,No,Primary,25,1,pwhl / women's hockey::pwhl,Pwhl,Growth of the game,Growth of the Game,PWHL / Women's Hockey,League Expansion,PWHL,PWHL COMPLETES PHASE 2 OF 2026 EXPANSION PLAYER DISTRIBUTION PROCESS WITH EXPANSION TEAM FOUNDATIONAL SIGNINGS,https://news.google.com/rss/articles/CBMi5gFBVV95cUxNMG5qTFRtOU80X1M1RG5zMmtoa3B3QXpIRDd6ZmM0bzVfVllLS0Item5vSC1uVkFxRE5oS3VSUE00YkNBclVEUVBNWmQxYVptbk8tS0xCbTRldUQ3NHR1RWxrdTNGQXNmY3I2RlBtOFRmUDRSU1dpMFBlOTBQcmRHRjlKOHZhMk1LbzFzX0U0akFINlkyTHpUWkRsREp4R1VNbWVpeXRfNmp1TTBZUHdNajc5NHk2dy1UNFZnTHd3ZDJ1azNPVlVQOFlTemhsaVhmYjhaVkRBdi1EQTktcG9yb1Yxb3lNZw?oc=5,Map/expansion carousel,Another market is betting big on women's sports.,Expansion watch: PWHL COMPLETES PHASE 2 OF 2026 EXPANSION PLAYER DISTRIBUTION PROCESS WITH EXPANSION TEAM FOUNDATIONAL SIGNINGS,Slide 1: expansion headline | Slide 2: market/team details | Slide 3: why demand is rising | Slide 4: fan question,Another sign that women's sports demand is outgrowing the old model.,Expansion stories show where fan demand and investor confidence are rising.,"PWHL COMPLETES PHASE 2 OF 2026 EXPANSION PLAYER DISTRIBUTION PROCESS WITH EXPANSION TEAM FOUNDATIONAL SIGNINGS More teams, more investment, more proof that the demand is real.","Use a map, team/logo style graphic, or market comparison carousel.",#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey,2026-06-09T16:04:19+00:00,30.5,Useful but not urgent.,Expansion story. Recent under 72 hours. Core brand sport: PWHL / Women's Hockey. Source quality 10/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,7,Save for Weekend,Post during daytime engagement window,66,7,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,No,No,No,Primary,1,1,softball::grand_slams_lights_out_pitching_define_ausl_opening,,Growth of the game,Growth of the Game,Softball,League Expansion,Just Women's Sports,"Grand Slams, Lights-Out Pitching Define AUSL Opening Day",https://justwomenssports.com/reads/ausl-opening-day-2026-montana-fouts-softball-schedule-scores/,Map/expansion carousel,Another market is betting big on women's sports.,"Expansion watch: Grand Slams, Lights-Out Pitching Define AUSL Opening Day",Slide 1: expansion headline | Slide 2: market/team details | Slide 3: why demand is rising | Slide 4: fan question,Another sign that women's sports demand is outgrowing the old model.,Expansion stories show where fan demand and investor confidence are rising.,"Grand Slams, Lights-Out Pitching Define AUSL Opening Day More teams, more investment, more proof that the demand is real.","Use a map, team/logo style graphic, or market comparison carousel.",#WomensSports #HerSportsDaily #SportsNews #Softball #WCWS,2026-06-10T17:32:18+00:00,5.0,Useful but not urgent.,Expansion story. Fresh under 12 hours. Strong secondary sport: Softball. Source quality 8/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,8,Save for Weekend,Save for weekend or filler slot,65,7,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,Yes,No,No,Primary,1,1,nwsl / women's soccer::san diego wave,San Diego Wave,Daily news,Daily News,NWSL / Women's Soccer,Breaking / Transaction,Equalizer Soccer,San Diego Wave signs Spanish goalkeeper Sandra Paños through 2028,https://news.google.com/rss/articles/CBMiqwFBVV95cUxNTWJKNHZmTE05dG9oRi1iR1FueDlMcFdia25VdDdwUGdrSTRqSzhRb1RXaUYyOW4zMjVZY0FyY25oQzFzNkROcjdpYVd5VVNERkdpemlReWFoanFDWEtHNUdfajV1Rmd2ZERnV0xqTmdHczZFUlQ5VEtWMmZZTE5EeFpsM1pyTFNPUUl4WElxMlhZUVgySHIzMllOZW1LdlItbDBTNjdEMlZ1aVU?oc=5,Story post,San Diego Wave signs Spanish goalkeeper Sandra Paños through 2028,San Diego Wave signs Spanish goalkeeper Sandra Paños through 2028,Slide 1: headline | Slide 2: context | Slide 3: why it matters | Slide 4: audience question,Quick hit: San Diego Wave signs Spanish goalkeeper Sandra Paños through 2028,"This is a useful update, but it should be weighed against stronger stories.",San Diego Wave signs Spanish goalkeeper Sandra Paños through 2028 What should we cover next?,"Use a simple NWSL / Women's Soccer news card with headline, context, and one engagement question.",#WomensSports #HerSportsDaily #SportsNews #NWSL #USWNT #WomensSoccer,2026-06-10T19:38:45+00:00,2.9,Useful but not urgent.,Confirmed breaking or transaction story. Fresh under 6 hours. Core brand sport: NWSL / Women's Soccer. Source quality 8/10. Engagement: normal interest. Penalties: no major penalties.,
v11_final,9,Save for Weekend,Save for weekend or filler slot,64,7,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,No,No,No,Primary,1,1,softball::athletes_unlimited_togethxr_debut_everyone_watches_women's_softball,,College spotlight,College Spotlight,Softball,Record / Milestone,Togethxr,Athletes Unlimited and TOGETHXR Debut “Everyone Watches Women’s Softball” Amid Historic Growth for the Game,https://news.google.com/rss/articles/CBMifEFVX3lxTE5SOHI0eXB5eGNXajNwX0IteXBGN01RSXJMZS1hTzlqZm5HQ2RKVUtHbUdJaEFEdXFDbzZQVGZfQXJZWlVaM3FiZkVfRlk4NnFBSTRVRU5OMlprS0dxcFFrVWtaTGZIajRIWE1OR2FmVTF2N2JRWjFoMGZ0SzA?oc=5,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Athletes Unlimited and TOGETHXR Debut “Everyone Watches Women’s Softball” Amid Historic Growth for the Game,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Athletes Unlimited and TOGETHXR Debut “Everyone Watches Women’s Softball” Amid Historic Growth for the Game What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #Softball #WCWS,2026-06-08T15:17:29+00:00,55.3,Useful but not urgent.,Record or milestone. Recent under 72 hours. Strong secondary sport: Softball. Source quality 8/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,10,Save for Weekend,Post during daytime engagement window,64,7,6,Other,Yes,Passed: clear women's sports signal.,No,No,No,Primary,1,1,volleyball::2027_fivb_women's_volleyball_world_cup_selects_horizon,,Growth of the game,Growth of the Game,Volleyball,Business / Growth,Volleyball World,The 2027 FIVB Women’s Volleyball World Cup Selects Horizon Sports & Experiences as Exclusive Sponsorship Sales and Media Rights Agency,https://news.google.com/rss/articles/CBMi_AFBVV95cUxNRlN4WWN4ZVhESVpkZHFVdUNYNEx3X2RWSFBObWRTM0xMSWo4aFIxb1hPR3ZCNUQwbTdjMXAxTWxrd1c5RjdNQkM3QVBvNWRIM3BRYV9UclZsUS0yTThERXQ2dEozT1J0TzRKTkF6ZElPVnAtMDZ6VXQ2ZGkxOC1XOVYzQ3hxZ1hyTk9XZ3NqYjZDVW9KZUtFR3lLSERtekR3OXZWNjRxVndncFoyQzRXQ0s3OTV1N29rbi1xSThGcmZQNG1NbVF1Nkxhak5OTkttUjZtZEhxNzBFNDZKMWR1dnd1WkxUS1d1UUFwdjdzeThEaEdlcHF6dkR6TFU?oc=5,Data carousel,Women's sports are becoming impossible for the business world to ignore.,The business of women's sports keeps growing: The 2027 FIVB Women’s Volleyball World Cup Selects Horizon Sports & Experiences as Exclusive Sponsorship Sales and Media Rights Agency,Slide 1: headline stat | Slide 2: what changed | Slide 3: why it matters | Slide 4: what comes next,The business of women's sports is not emerging anymore. It is becoming big business.,This helps show the business momentum behind women's sports.,The 2027 FIVB Women’s Volleyball World Cup Selects Horizon Sports & Experiences as Exclusive Sponsorship Sales and Media Rights Agency The growth of women's sports keeps getting harder to ignore.,Use a clean data carousel with bold numbers and simple context.,#WomensSports #HerSportsDaily #SportsNews #Volleyball #NCAAVB,2026-06-10T12:02:35+00:00,10.5,Useful but not urgent.,Business/growth story. Fresh under 12 hours. Strong secondary sport: Volleyball. Source quality 6/10. Engagement: high-interest keyword. Penalties: no major penalties.,
