rank,headline,template_name,headline_max_70,subhead_max_110,footer_max_45,slide_number,slide_role,slide_title,slide_body_max_120
1,Angel Reese Posts Historic Double-Double in Dream vs Sky Victory,Tonight in the W 4-Slide Template,Angel Reese Posts Historic Double-Double in Dream vs Sky Victory,Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,1,Hook,Angel Reese Posts Historic Double-Double in Dream vs,The story you need to know.
1,Angel Reese Posts Historic Double-Double in Dream vs Sky Victory,Tonight in the W 4-Slide Template,Angel Reese Posts Historic Double-Double in Dream vs Sky Victory,Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
1,Angel Reese Posts Historic Double-Double in Dream vs Sky Victory,Tonight in the W 4-Slide Template,Angel Reese Posts Historic Double-Double in Dream vs Sky Victory,Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,3,Angle,The angle,A milestone worth putting into context.
1,Angel Reese Posts Historic Double-Double in Dream vs Sky Victory,Tonight in the W 4-Slide Template,Angel Reese Posts Historic Double-Double in Dream vs Sky Victory,Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,4,CTA,Your take on this WNBA story?,Follow Her Sports Daily for more.
2,"Trump has not extended White House invitation to 2025 WNBA champion Las Vegas Aces, team says",Tonight in the W 4-Slide Template,Trump has not extended White House invitation to 2025 WNBA champion,Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,1,Hook,Trump has not extended White House invitation to 2025,The story you need to know.
2,"Trump has not extended White House invitation to 2025 WNBA champion Las Vegas Aces, team says",Tonight in the W 4-Slide Template,Trump has not extended White House invitation to 2025 WNBA champion,Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
2,"Trump has not extended White House invitation to 2025 WNBA champion Las Vegas Aces, team says",Tonight in the W 4-Slide Template,Trump has not extended White House invitation to 2025 WNBA champion,Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,3,Angle,The angle,A milestone worth putting into context.
2,"Trump has not extended White House invitation to 2025 WNBA champion Las Vegas Aces, team says",Tonight in the W 4-Slide Template,Trump has not extended White House invitation to 2025 WNBA champion,Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,4,CTA,Your take on this WNBA story?,Follow Her Sports Daily for more.
3,Nelly Korda continues her historic march with 2026 U.S. Women's Open title,Milestone Graphic Template,Nelly Korda continues her historic march with 2026 U.S. Women's Open,Records and milestones are proof points for the rise of women's sports.,More LPGA coverage daily,1,Hook,Nelly Korda continues her historic march with 2026,The story you need to know.
3,Nelly Korda continues her historic march with 2026 U.S. Women's Open title,Milestone Graphic Template,Nelly Korda continues her historic march with 2026 U.S. Women's Open,Records and milestones are proof points for the rise of women's sports.,More LPGA coverage daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
3,Nelly Korda continues her historic march with 2026 U.S. Women's Open title,Milestone Graphic Template,Nelly Korda continues her historic march with 2026 U.S. Women's Open,Records and milestones are proof points for the rise of women's sports.,More LPGA coverage daily,3,Angle,The angle,A milestone worth putting into context.
3,Nelly Korda continues her historic march with 2026 U.S. Women's Open title,Milestone Graphic Template,Nelly Korda continues her historic march with 2026 U.S. Women's Open,Records and milestones are proof points for the rise of women's sports.,More LPGA coverage daily,4,CTA,Your take on this Golf / LPGA story?,Follow Her Sports Daily for more.
4,"A’ja Wilson, Dawn Staley Top 2026 TIME 100 Most Influential People in Sports List",Growth Carousel Template,"A’ja Wilson, Dawn Staley Top 2026 TIME 100 Most Influential People in",Expansion stories show where fan demand and investor confidence are rising.,More WNBA coverage daily,1,Hook,"A’ja Wilson, Dawn Staley Top 2026 TIME 100 Most",The story you need to know.
4,"A’ja Wilson, Dawn Staley Top 2026 TIME 100 Most Influential People in Sports List",Growth Carousel Template,"A’ja Wilson, Dawn Staley Top 2026 TIME 100 Most Influential People in",Expansion stories show where fan demand and investor confidence are rising.,More WNBA coverage daily,2,Context,The number to know,Expansion stories show where fan demand and investor confidence are rising.
4,"A’ja Wilson, Dawn Staley Top 2026 TIME 100 Most Influential People in Sports List",Growth Carousel Template,"A’ja Wilson, Dawn Staley Top 2026 TIME 100 Most Influential People in",Expansion stories show where fan demand and investor confidence are rising.,More WNBA coverage daily,3,Angle,Why this matters,Another sign that women's sports demand is outgrowing the old model.
4,"A’ja Wilson, Dawn Staley Top 2026 TIME 100 Most Influential People in Sports List",Growth Carousel Template,"A’ja Wilson, Dawn Staley Top 2026 TIME 100 Most Influential People in",Expansion stories show where fan demand and investor confidence are rising.,More WNBA coverage daily,4,CTA,Your take on this WNBA story?,Follow Her Sports Daily for more.
5,Gotham FC announces first-ever ‘dedicated’ training facility,Milestone Graphic Template,Gotham FC announces first-ever ‘dedicated’ training facility,Records and milestones are proof points for the rise of women's sports.,More women's soccer daily,1,Hook,Gotham FC announces first-ever ‘dedicated’ training,The story you need to know.
5,Gotham FC announces first-ever ‘dedicated’ training facility,Milestone Graphic Template,Gotham FC announces first-ever ‘dedicated’ training facility,Records and milestones are proof points for the rise of women's sports.,More women's soccer daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
5,Gotham FC announces first-ever ‘dedicated’ training facility,Milestone Graphic Template,Gotham FC announces first-ever ‘dedicated’ training facility,Records and milestones are proof points for the rise of women's sports.,More women's soccer daily,3,Angle,The angle,A milestone worth putting into context.
5,Gotham FC announces first-ever ‘dedicated’ training facility,Milestone Graphic Template,Gotham FC announces first-ever ‘dedicated’ training facility,Records and milestones are proof points for the rise of women's sports.,More women's soccer daily,4,CTA,Your take on this NWSL / Women's Soccer story?,Follow Her Sports Daily for more.
6,PWHL COMPLETES PHASE 2 OF 2026 EXPANSION PLAYER DISTRIBUTION PROCESS WITH EXPANSION TEAM FOUNDATIONAL SIGNINGS,Growth Carousel Template,PWHL COMPLETES PHASE 2 OF 2026 EXPANSION PLAYER DISTRIBUTION PROCESS,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,1,Hook,PWHL COMPLETES PHASE 2 OF 2026 EXPANSION PLAYER,The story you need to know.
6,PWHL COMPLETES PHASE 2 OF 2026 EXPANSION PLAYER DISTRIBUTION PROCESS WITH EXPANSION TEAM FOUNDATIONAL SIGNINGS,Growth Carousel Template,PWHL COMPLETES PHASE 2 OF 2026 EXPANSION PLAYER DISTRIBUTION PROCESS,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,2,Context,The number to know,Expansion stories show where fan demand and investor confidence are rising.
6,PWHL COMPLETES PHASE 2 OF 2026 EXPANSION PLAYER DISTRIBUTION PROCESS WITH EXPANSION TEAM FOUNDATIONAL SIGNINGS,Growth Carousel Template,PWHL COMPLETES PHASE 2 OF 2026 EXPANSION PLAYER DISTRIBUTION PROCESS,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,3,Angle,Why this matters,Another sign that women's sports demand is outgrowing the old model.
6,PWHL COMPLETES PHASE 2 OF 2026 EXPANSION PLAYER DISTRIBUTION PROCESS WITH EXPANSION TEAM FOUNDATIONAL SIGNINGS,Growth Carousel Template,PWHL COMPLETES PHASE 2 OF 2026 EXPANSION PLAYER DISTRIBUTION PROCESS,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,4,CTA,Your take on this PWHL / Women's Hockey story?,Follow Her Sports Daily for more.
7,"Grand Slams, Lights-Out Pitching Define AUSL Opening Day",Growth Carousel Template,"Grand Slams, Lights-Out Pitching Define AUSL Opening Day",Expansion stories show where fan demand and investor confidence are rising.,More softball coverage daily,1,Hook,"Grand Slams, Lights-Out Pitching Define AUSL Opening",The story you need to know.
7,"Grand Slams, Lights-Out Pitching Define AUSL Opening Day",Growth Carousel Template,"Grand Slams, Lights-Out Pitching Define AUSL Opening Day",Expansion stories show where fan demand and investor confidence are rising.,More softball coverage daily,2,Context,The number to know,Expansion stories show where fan demand and investor confidence are rising.
7,"Grand Slams, Lights-Out Pitching Define AUSL Opening Day",Growth Carousel Template,"Grand Slams, Lights-Out Pitching Define AUSL Opening Day",Expansion stories show where fan demand and investor confidence are rising.,More softball coverage daily,3,Angle,Why this matters,Another sign that women's sports demand is outgrowing the old model.
7,"Grand Slams, Lights-Out Pitching Define AUSL Opening Day",Growth Carousel Template,"Grand Slams, Lights-Out Pitching Define AUSL Opening Day",Expansion stories show where fan demand and investor confidence are rising.,More softball coverage daily,4,CTA,Your take on this Softball story?,Follow Her Sports Daily for more.
8,San Diego Wave signs Spanish goalkeeper Sandra Paños through 2028,Standard Feed Card Template,San Diego Wave signs Spanish goalkeeper Sandra Paños through 2028,"This is a useful update, but it should be weighed against stronger stories.",More women's soccer daily,1,Hook,San Diego Wave signs Spanish goalkeeper Sandra Paños,The story you need to know.
8,San Diego Wave signs Spanish goalkeeper Sandra Paños through 2028,Standard Feed Card Template,San Diego Wave signs Spanish goalkeeper Sandra Paños through 2028,"This is a useful update, but it should be weighed against stronger stories.",More women's soccer daily,2,Context,Why it matters,"This is a useful update, but it should be weighed against stronger stories."
8,San Diego Wave signs Spanish goalkeeper Sandra Paños through 2028,Standard Feed Card Template,San Diego Wave signs Spanish goalkeeper Sandra Paños through 2028,"This is a useful update, but it should be weighed against stronger stories.",More women's soccer daily,3,Angle,The angle,Quick hit: San Diego Wave signs Spanish goalkeeper Sandra Paños through 2028
8,San Diego Wave signs Spanish goalkeeper Sandra Paños through 2028,Standard Feed Card Template,San Diego Wave signs Spanish goalkeeper Sandra Paños through 2028,"This is a useful update, but it should be weighed against stronger stories.",More women's soccer daily,4,CTA,Your take on this NWSL / Women's Soccer story?,Follow Her Sports Daily for more.
9,Athletes Unlimited and TOGETHXR Debut “Everyone Watches Women’s Softball” Amid Historic Growth for the Game,Milestone Graphic Template,Athletes Unlimited and TOGETHXR Debut “Everyone Watches Women’s,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,1,Hook,Athletes Unlimited and TOGETHXR Debut “Everyone,The story you need to know.
9,Athletes Unlimited and TOGETHXR Debut “Everyone Watches Women’s Softball” Amid Historic Growth for the Game,Milestone Graphic Template,Athletes Unlimited and TOGETHXR Debut “Everyone Watches Women’s,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
9,Athletes Unlimited and TOGETHXR Debut “Everyone Watches Women’s Softball” Amid Historic Growth for the Game,Milestone Graphic Template,Athletes Unlimited and TOGETHXR Debut “Everyone Watches Women’s,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,3,Angle,The angle,A milestone worth putting into context.
