run_id,candidate_id,source_id,source_name,source_priority,source_type,url,domain,fetch_status,http_status,title,description,matched_terms,published_hint,usable_context,context_signal,fetched_at_utc,review_flag,notes
4fc8b84450d1ff91,e3b9c0efd905e60f,wnba,WNBA official,100,official_league,https://www.wnba.com/,www.wnba.com,ok,200,The Official Home of the WNBA | Women's National Basketball Association,"The official home of the Women's National Basketball Association. Keep up to date with news, scores, and standings for your favorite teams.",wnba,,Yes,Matched source metadata terms: wnba,2026-06-10T02:21:20.340859+00:00,,"Official WNBA league source. Use for schedule, stats, news, transactions, injuries."
4fc8b84450d1ff91,e3b9c0efd905e60f,espn_wnba,ESPN WNBA,75,scoreboard_backup,https://www.espn.com/wnba/scoreboard,www.espn.com,ok,202,,,wnba,,Yes,Matched source metadata terms: wnba,2026-06-10T02:21:20.757071+00:00,,Backup box score and story-link source.
4fc8b84450d1ff91,e3b9c0efd905e60f,ap_wnba,AP WNBA hub,70,wire_context,https://apnews.com/hub/wnba-basketball,apnews.com,ok,200,"WNBA Scores & Daily News | WNBA Stats, Scores & News Today","Read daily news surrounding WNBA stats, players, and scheduled games. View the WNBA recaps here with AP News, the definitive source of independent journalism.",wnba,,Yes,Matched source metadata terms: wnba,2026-06-10T02:21:21.527921+00:00,,"Use for wire-style context, never copied prose."
4fc8b84450d1ff91,3ceaf4ffafae8fa8,wnba,WNBA official,100,official_league,https://www.wnba.com/,www.wnba.com,ok,200,The Official Home of the WNBA | Women's National Basketball Association,"The official home of the Women's National Basketball Association. Keep up to date with news, scores, and standings for your favorite teams.",wnba,,Yes,Matched source metadata terms: wnba,2026-06-10T02:21:21.972261+00:00,,"Official WNBA league source. Use for schedule, stats, news, transactions, injuries."
4fc8b84450d1ff91,3ceaf4ffafae8fa8,team_chicago_sky,Chicago Sky official,90,official_team,https://sky.wnba.com/,sky.wnba.com,ok,200,The Official Website of the Chicago Sky | WNBA,"Explore the official home for the WNBA sky for live scores, exciting video highlights, and the latest team news. Discover where we stand in the league and get the complete schedule for the 2026 WNBA season.","chicago sky, wnba",,Yes,"Matched source metadata terms: chicago sky, wnba",2026-06-10T02:21:22.549156+00:00,,Official team site.
4fc8b84450d1ff91,3ceaf4ffafae8fa8,espn_wnba,ESPN WNBA,75,scoreboard_backup,https://www.espn.com/wnba/scoreboard,www.espn.com,ok,202,,,wnba,,Yes,Matched source metadata terms: wnba,2026-06-10T02:21:22.930660+00:00,,Backup box score and story-link source.
4fc8b84450d1ff91,3ceaf4ffafae8fa8,ap_wnba,AP WNBA hub,70,wire_context,https://apnews.com/hub/wnba-basketball,apnews.com,ok,200,"WNBA Scores & Daily News | WNBA Stats, Scores & News Today","Read daily news surrounding WNBA stats, players, and scheduled games. View the WNBA recaps here with AP News, the definitive source of independent journalism.",wnba,,Yes,Matched source metadata terms: wnba,2026-06-10T02:21:23.617298+00:00,,"Use for wire-style context, never copied prose."
4fc8b84450d1ff91,280a38fac263cb02,wnba,WNBA official,100,official_league,https://www.wnba.com/,www.wnba.com,ok,200,The Official Home of the WNBA | Women's National Basketball Association,"The official home of the Women's National Basketball Association. Keep up to date with news, scores, and standings for your favorite teams.",wnba,,Yes,Matched source metadata terms: wnba,2026-06-10T02:21:24.061329+00:00,,"Official WNBA league source. Use for schedule, stats, news, transactions, injuries."
4fc8b84450d1ff91,280a38fac263cb02,team_seattle_storm,Seattle Storm official,90,official_team,https://storm.wnba.com/,storm.wnba.com,ok,200,The Official Website of the Seattle Storm | WNBA,"Explore the official home for the WNBA storm for live scores, exciting video highlights, and the latest team news. Discover where we stand in the league and get the complete schedule for the 2026 WNBA season.","seattle storm, wnba",,Yes,"Matched source metadata terms: seattle storm, wnba",2026-06-10T02:21:24.578137+00:00,,Official team site.
4fc8b84450d1ff91,280a38fac263cb02,team_las_vegas_aces,Las Vegas Aces official,90,official_team,https://aces.wnba.com/,aces.wnba.com,ok,200,The Official Website of the Las Vegas Aces | WNBA,"The official website of the Las Vegas Aces. Includes news, scores, schedules, statistics, photos and video.","las vegas aces, wnba",,Yes,"Matched source metadata terms: las vegas aces, wnba",2026-06-10T02:21:25.197388+00:00,,Official team site.
4fc8b84450d1ff91,280a38fac263cb02,espn_wnba,ESPN WNBA,75,scoreboard_backup,https://www.espn.com/wnba/scoreboard,www.espn.com,ok,202,,,wnba,,Yes,Matched source metadata terms: wnba,2026-06-10T02:21:25.577493+00:00,,Backup box score and story-link source.
4fc8b84450d1ff91,280a38fac263cb02,ap_wnba,AP WNBA hub,70,wire_context,https://apnews.com/hub/wnba-basketball,apnews.com,ok,200,"WNBA Scores & Daily News | WNBA Stats, Scores & News Today","Read daily news surrounding WNBA stats, players, and scheduled games. View the WNBA recaps here with AP News, the definitive source of independent journalism.",wnba,,Yes,Matched source metadata terms: wnba,2026-06-10T02:21:26.253288+00:00,,"Use for wire-style context, never copied prose."
4fc8b84450d1ff91,786bdd06077786da,wnba,WNBA official,100,official_league,https://www.wnba.com/,www.wnba.com,ok,200,The Official Home of the WNBA | Women's National Basketball Association,"The official home of the Women's National Basketball Association. Keep up to date with news, scores, and standings for your favorite teams.",wnba,,Yes,Matched source metadata terms: wnba,2026-06-10T02:21:26.731102+00:00,,"Official WNBA league source. Use for schedule, stats, news, transactions, injuries."
4fc8b84450d1ff91,786bdd06077786da,team_dallas_wings,Dallas Wings official,90,official_team,https://wings.wnba.com/,wings.wnba.com,ok,200,The Official Website of the Dallas Wings | WNBA,"Explore the official home for the WNBA wings for live scores, exciting video highlights, and the latest team news. Discover where we stand in the league and get the complete schedule for the 2026 WNBA season.","dallas wings, wnba",,Yes,"Matched source metadata terms: dallas wings, wnba",2026-06-10T02:21:27.340867+00:00,,Official team site.
4fc8b84450d1ff91,786bdd06077786da,team_minnesota_lynx,Minnesota Lynx official,90,official_team,https://lynx.wnba.com/,lynx.wnba.com,ok,200,The Official Website of the Minnesota Lynx | WNBA,"Explore the official home for the WNBA lynx for live scores, exciting video highlights, and the latest team news. Discover where we stand in the league and get the complete schedule for the 2026 WNBA season.","minnesota lynx, wnba",,Yes,"Matched source metadata terms: minnesota lynx, wnba",2026-06-10T02:21:27.912545+00:00,,Official team site.
