rank,headline,template_name,headline_max_70,subhead_max_110,footer_max_45,slide_number,slide_role,slide_title,slide_body_max_120
1,"Liberty clinch spot in Commissioner’s Cup final, contemplate following Knicks’ title path",Tonight in the W 4-Slide Template,"Liberty clinch spot in Commissioner’s Cup final, contemplate","What happened, who stood out, and why it matters for WNBA fans.",More WNBA coverage daily,1,Hook,"Liberty clinch spot in Commissioner’s Cup final,",The story you need to know.
1,"Liberty clinch spot in Commissioner’s Cup final, contemplate following Knicks’ title path",Tonight in the W 4-Slide Template,"Liberty clinch spot in Commissioner’s Cup final, contemplate","What happened, who stood out, and why it matters for WNBA fans.",More WNBA coverage daily,2,Context,What happened,This is timely WNBA coverage with a result fans may want explained quickly.
1,"Liberty clinch spot in Commissioner’s Cup final, contemplate following Knicks’ title path",Tonight in the W 4-Slide Template,"Liberty clinch spot in Commissioner’s Cup final, contemplate","What happened, who stood out, and why it matters for WNBA fans.",More WNBA coverage daily,3,Angle,The angle,"What happened, who stood out, and why it matters for WNBA fans."
1,"Liberty clinch spot in Commissioner’s Cup final, contemplate following Knicks’ title path",Tonight in the W 4-Slide Template,"Liberty clinch spot in Commissioner’s Cup final, contemplate","What happened, who stood out, and why it matters for WNBA fans.",More WNBA coverage daily,4,CTA,Your take on this WNBA story?,Follow Her Sports Daily for more.
2,Jonquel Jones Scores 20 as Liberty Clinches Commissioner’s Cup Berth,Tonight in the W 4-Slide Template,Jonquel Jones Scores 20 as Liberty Clinches Commissioner’s Cup Berth,"What happened, who stood out, and why it matters for WNBA fans.",More WNBA coverage daily,1,Hook,Jonquel Jones Scores 20 as Liberty Clinches,The story you need to know.
2,Jonquel Jones Scores 20 as Liberty Clinches Commissioner’s Cup Berth,Tonight in the W 4-Slide Template,Jonquel Jones Scores 20 as Liberty Clinches Commissioner’s Cup Berth,"What happened, who stood out, and why it matters for WNBA fans.",More WNBA coverage daily,2,Context,What happened,This is timely WNBA coverage with a result fans may want explained quickly.
2,Jonquel Jones Scores 20 as Liberty Clinches Commissioner’s Cup Berth,Tonight in the W 4-Slide Template,Jonquel Jones Scores 20 as Liberty Clinches Commissioner’s Cup Berth,"What happened, who stood out, and why it matters for WNBA fans.",More WNBA coverage daily,3,Angle,The angle,"What happened, who stood out, and why it matters for WNBA fans."
2,Jonquel Jones Scores 20 as Liberty Clinches Commissioner’s Cup Berth,Tonight in the W 4-Slide Template,Jonquel Jones Scores 20 as Liberty Clinches Commissioner’s Cup Berth,"What happened, who stood out, and why it matters for WNBA fans.",More WNBA coverage daily,4,CTA,Your take on this WNBA story?,Follow Her Sports Daily for more.
3,"Kelsey Plum, Kahleah Copper Make WNBA History in Historic Overtime Duel",Tonight in the W 4-Slide Template,"Kelsey Plum, Kahleah Copper Make WNBA History in Historic Overtime",Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,1,Hook,"Kelsey Plum, Kahleah Copper Make WNBA History in",The story you need to know.
3,"Kelsey Plum, Kahleah Copper Make WNBA History in Historic Overtime Duel",Tonight in the W 4-Slide Template,"Kelsey Plum, Kahleah Copper Make WNBA History in Historic Overtime",Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
3,"Kelsey Plum, Kahleah Copper Make WNBA History in Historic Overtime Duel",Tonight in the W 4-Slide Template,"Kelsey Plum, Kahleah Copper Make WNBA History in Historic Overtime",Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,3,Angle,The angle,A milestone worth putting into context.
3,"Kelsey Plum, Kahleah Copper Make WNBA History in Historic Overtime Duel",Tonight in the W 4-Slide Template,"Kelsey Plum, Kahleah Copper Make WNBA History in Historic Overtime",Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,4,CTA,Your take on this WNBA story?,Follow Her Sports Daily for more.
4,Vekic sweeps by Raducanu at Queen's to secure first career WTA 500 title,Postgame Recap Template,Vekic sweeps by Raducanu at Queen's to secure first career WTA 500,"What happened, who stood out, and why it matters for Tennis fans.",More women's sports daily,1,Hook,Vekic sweeps by Raducanu at Queen's to secure first,The story you need to know.
4,Vekic sweeps by Raducanu at Queen's to secure first career WTA 500 title,Postgame Recap Template,Vekic sweeps by Raducanu at Queen's to secure first career WTA 500,"What happened, who stood out, and why it matters for Tennis fans.",More women's sports daily,2,Context,What happened,This is timely Tennis coverage with a result fans may want explained quickly.
4,Vekic sweeps by Raducanu at Queen's to secure first career WTA 500 title,Postgame Recap Template,Vekic sweeps by Raducanu at Queen's to secure first career WTA 500,"What happened, who stood out, and why it matters for Tennis fans.",More women's sports daily,3,Angle,The angle,"What happened, who stood out, and why it matters for Tennis fans."
4,Vekic sweeps by Raducanu at Queen's to secure first career WTA 500 title,Postgame Recap Template,Vekic sweeps by Raducanu at Queen's to secure first career WTA 500,"What happened, who stood out, and why it matters for Tennis fans.",More women's sports daily,4,CTA,Your take on this Tennis story?,Follow Her Sports Daily for more.
5,"Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin",Milestone Graphic Template,"Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin",Records and milestones are proof points for the rise of women's sports.,More women's sports daily,1,Hook,"Mercedes-Benz, WTA launch first-ever star-shaped court",The story you need to know.
5,"Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin",Milestone Graphic Template,"Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin",Records and milestones are proof points for the rise of women's sports.,More women's sports daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
5,"Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin",Milestone Graphic Template,"Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin",Records and milestones are proof points for the rise of women's sports.,More women's sports daily,3,Angle,The angle,A milestone worth putting into context.
5,"Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin",Milestone Graphic Template,"Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin",Records and milestones are proof points for the rise of women's sports.,More women's sports daily,4,CTA,Your take on this Tennis story?,Follow Her Sports Daily for more.
6,Georgia Track & Field Secures 2nd Consecutive NCAA Outdoor Championship,Milestone Graphic Template,Georgia Track & Field Secures 2nd Consecutive NCAA Outdoor,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,1,Hook,Georgia Track & Field Secures 2nd Consecutive NCAA,The story you need to know.
6,Georgia Track & Field Secures 2nd Consecutive NCAA Outdoor Championship,Milestone Graphic Template,Georgia Track & Field Secures 2nd Consecutive NCAA Outdoor,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
6,Georgia Track & Field Secures 2nd Consecutive NCAA Outdoor Championship,Milestone Graphic Template,Georgia Track & Field Secures 2nd Consecutive NCAA Outdoor,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,3,Angle,The angle,A milestone worth putting into context.
6,Georgia Track & Field Secures 2nd Consecutive NCAA Outdoor Championship,Milestone Graphic Template,Georgia Track & Field Secures 2nd Consecutive NCAA Outdoor,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,4,CTA,Your take on this Track & Field story?,Follow Her Sports Daily for more.
7,PWHL Draft: 15 Sleeper Picks Not To Ignore In The 2026 PWHL Draft,Standard Feed Card Template,PWHL Draft: 15 Sleeper Picks Not To Ignore In The 2026 PWHL Draft,"This is a useful update, but it should be weighed against stronger stories.",More women's sports daily,1,Hook,PWHL Draft: 15 Sleeper Picks Not To Ignore In The 2026,The story you need to know.
7,PWHL Draft: 15 Sleeper Picks Not To Ignore In The 2026 PWHL Draft,Standard Feed Card Template,PWHL Draft: 15 Sleeper Picks Not To Ignore In The 2026 PWHL Draft,"This is a useful update, but it should be weighed against stronger stories.",More women's sports daily,2,Context,Why it matters,"This is a useful update, but it should be weighed against stronger stories."
7,PWHL Draft: 15 Sleeper Picks Not To Ignore In The 2026 PWHL Draft,Standard Feed Card Template,PWHL Draft: 15 Sleeper Picks Not To Ignore In The 2026 PWHL Draft,"This is a useful update, but it should be weighed against stronger stories.",More women's sports daily,3,Angle,The angle,Quick hit: PWHL Draft: 15 Sleeper Picks Not To Ignore In The 2026 PWHL Draft
7,PWHL Draft: 15 Sleeper Picks Not To Ignore In The 2026 PWHL Draft,Standard Feed Card Template,PWHL Draft: 15 Sleeper Picks Not To Ignore In The 2026 PWHL Draft,"This is a useful update, but it should be weighed against stronger stories.",More women's sports daily,4,CTA,Your take on this PWHL / Women's Hockey story?,Follow Her Sports Daily for more.
8,Gotham FC announces first-ever ‘dedicated’ training facility,Milestone Graphic Template,Gotham FC announces first-ever ‘dedicated’ training facility,Records and milestones are proof points for the rise of women's sports.,More women's soccer daily,1,Hook,Gotham FC announces first-ever ‘dedicated’ training,The story you need to know.
8,Gotham FC announces first-ever ‘dedicated’ training facility,Milestone Graphic Template,Gotham FC announces first-ever ‘dedicated’ training facility,Records and milestones are proof points for the rise of women's sports.,More women's soccer daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
8,Gotham FC announces first-ever ‘dedicated’ training facility,Milestone Graphic Template,Gotham FC announces first-ever ‘dedicated’ training facility,Records and milestones are proof points for the rise of women's sports.,More women's soccer daily,3,Angle,The angle,A milestone worth putting into context.
8,Gotham FC announces first-ever ‘dedicated’ training facility,Milestone Graphic Template,Gotham FC announces first-ever ‘dedicated’ training facility,Records and milestones are proof points for the rise of women's sports.,More women's soccer daily,4,CTA,Your take on this NWSL / Women's Soccer story?,Follow Her Sports Daily for more.
9,"India women's vs Pakistan women's head-to-head record: Who has won more matches in T20Is, ODIs and ICC World Cups?",Milestone Graphic Template,India women's vs Pakistan women's head-to-head record: Who has won,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,1,Hook,India women's vs Pakistan women's head-to-head record:,The story you need to know.
9,"India women's vs Pakistan women's head-to-head record: Who has won more matches in T20Is, ODIs and ICC World Cups?",Milestone Graphic Template,India women's vs Pakistan women's head-to-head record: Who has won,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
9,"India women's vs Pakistan women's head-to-head record: Who has won more matches in T20Is, ODIs and ICC World Cups?",Milestone Graphic Template,India women's vs Pakistan women's head-to-head record: Who has won,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,3,Angle,The angle,A milestone worth putting into context.
9,"India women's vs Pakistan women's head-to-head record: Who has won more matches in T20Is, ODIs and ICC World Cups?",Milestone Graphic Template,India women's vs Pakistan women's head-to-head record: Who has won,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,4,CTA,Your take on this Cricket story?,Follow Her Sports Daily for more.
10,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships,Milestone Graphic Template,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,1,Hook,Arkansas' Sanu Jallow sets women's 800m collegiate,The story you need to know.
10,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships,Milestone Graphic Template,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
10,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships,Milestone Graphic Template,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,3,Angle,The angle,A milestone worth putting into context.
10,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships,Milestone Graphic Template,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,4,CTA,Your take on this Women's Sports story?,Follow Her Sports Daily for more.
