rank,headline,sport,story_type,source,link,context_confidence,context_source_status,verified_context_notes,story_summary,key_fact_1,key_fact_2,key_fact_3,key_fact_4,winner,loser,final_score,matchup,game_time,tv_network,key_player_1,key_player_1_statline,key_player_2,key_player_2_statline,watch_angle,round_or_event,top_performer_1,top_performer_1_statline,top_performer_2,top_performer_2_statline,milestone_text,historical_context,key_number,number_context,business_impact,main_takeaway,next_game_or_implication,manual_review_flag,supplemental_search_queries,supplemental_source_count,supplemental_sources
1,"Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major",Golf / LPGA,Game Recap / Result,AP News,https://news.google.com/rss/articles/CBMinAFBVV95cUxPSl9BNUp5YkFZWEFOTEZ1dkYzN2hFV0VEcFZYbGttWEFWWm5vRFExOHVrQzlFcWxzS2QxOFFhaVdWNHVWX1BsYkhWMlpxZ1pLaDIzZi11RkhNWGdNVUc5YVVFaExUUzJ5NldnSnZRN01yVVp5VW95MUZLZzZObWlUYW84OEhWdlFCU3BWVWxWN0ROUkg5VzB4Y2pLMUU?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major"" score | Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major final score | Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major box score | Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major AP News Supplemental source context: AP News (Strong): Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major || MSN (Other): Nelly Korda wins US Women's Open title with perilous final putt, claiming her 2nd straight major MSN || Toronto Star (Other): Korda wins U.S. Women's Open title with perilous final putt, claiming 2nd straight major Verify exact stats, scores, records, player details, and jersey numbers before final design.","Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major","Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major","Nelly Korda wins US Women's Open title with perilous final putt, claiming her 2nd straight major MSN","Korda wins U.S. Women's Open title with perilous final putt, claiming 2nd straight major","Women's Open title with perilous final putt, claiming her 2nd straight major.",,,,,,,,,,,,,,,,,,,,,,"Nelly Korda wins US Women's Open title with perilous final putt, claiming her 2nd straight major MSN",,Yes,"""Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major"" score | Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major final score | Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major box score | Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major AP News",5,"AP News (Strong): Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major || MSN (Other): Nelly Korda wins US Women's Open title with perilous final putt, claiming her 2nd straight major MSN || Toronto Star (Other): Korda wins U.S. Women's Open title with perilous final putt, claiming 2nd straight major || AP News (Strong): Women's Open title with perilous final putt, claiming her 2nd straight major. || AP News (Strong): Women's Open title with perilous final putt, claiming her 2nd straight major AP News"
2,Texas wins second straight Women's College World Series title | FINAL OUT,Softball,Game Recap / Result,NCAA.com,https://news.google.com/rss/articles/CBMiuAFBVV95cUxORzFONGdrc1EwNDVtNzNLYmJ5bU1WR2pzZlNjTzBTNEZud3ZDNU9YbUNPOHVlTGJabF80QkstUk9BRWtwbEhLckJKOXZNRFEtTElXT1RQdXVsOVNmTXpqamh4dDlBNXhmcUpZQU9ydjR3YlVxVGN4OWhjdkFtOF95TVoxVUoyekZWd295dFRXSERVQWFCR2VoODl1dXp1UDNPWHJ2dWxiaC02MnVjWUdwaElNRDRlbmVU?oc=5,High,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Texas wins second straight Women's College World Series title | FINAL OUT"" score | Texas wins second straight Women's College World Series title | FINAL OUT final score | Texas wins second straight Women's College World Series title | FINAL OUT box score | Texas wins second straight Women's College World Series title | FINAL OUT opponent score softball | site:ncaa.com Texas wins second straight Women's College World Series title | FINAL OUT score Supplemental source context: NCAA.com (Official): Texas wins second straight Women's College World Series title | FINAL OUT || NCAA.com (Official): Texas wins second straight Women's College World Series title. || NCAA.com (Official): Texas softball repeats, wins 2026 Women's College World Series title",Texas wins second straight Women's College World Series title | FINAL OUT,Texas wins second straight Women's College World Series title | FINAL OUT,Texas wins second straight Women's College World Series title.,"Texas softball repeats, wins 2026 Women's College World Series title","Texas softball repeats, wins 2026 Women's College World Series title NCAA.com",,,,,,,,,,,,,,,,,,,,,,Texas wins second straight Women's College World Series title.,,No,"""Texas wins second straight Women's College World Series title | FINAL OUT"" score | Texas wins second straight Women's College World Series title | FINAL OUT final score | Texas wins second straight Women's College World Series title | FINAL OUT box score | Texas wins second straight Women's College World Series title | FINAL OUT opponent score softball | site:ncaa.com Texas wins second straight Women's College World Series title | FINAL OUT score",5,"NCAA.com (Official): Texas wins second straight Women's College World Series title | FINAL OUT || NCAA.com (Official): Texas wins second straight Women's College World Series title. || NCAA.com (Official): Texas softball repeats, wins 2026 Women's College World Series title || NCAA.com (Official): Texas softball repeats, wins 2026 Women's College World Series title NCAA.com || Yahoo Sports (Strong): Texas softball: Report card after winning 2nd straight Women's College World Series title"
3,Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992,Tennis,Record / Milestone,Just Women's Sports,https://justwomenssports.com/reads/french-open-2026-winner-mirra-andreeva-wta-tour-grand-slam-results/,High,direct_article_plus_supplemental_search,"Fetched direct article text. Supplemental searches used: ""Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992"" record stats | Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992 exact record | Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992 milestone stats | Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992 Just Women's Sports Supplemental source context: Just Women's Sports (Strong): Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992 || Just Women's Sports (Strong): Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992 Just Women's Sports || Fox News (Other): Mirra Andreeva, 19, wins French Open to become youngest women's singles champion since 1992","Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992 Mirra Andreeva captured her first-ever Grand Slam title at the 2026 French Open, becoming the youngest women's singles champion since 1992.","Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992 Mirra Andreeva captured her first-ever Grand Slam title at the 2026 French Open, becoming the youngest women's singles champion since 1992.","6 Mirra Andreeva is on the board, lifting her first Grand Slam trophy after Saturday's straight-set 2026 French Open win over qualifier Maja Chwalińska .","Andreeva now shifts focus to the WTA's next Grand Slam, hitting the grass courts of Wimbledon starting June 29th, live on ESPN .",Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992,,,,,,,,,,,,,,,,,"Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992 Mirra Andreeva captured her first-ever Grand Slam title at the 2026 French Open, becoming the youngest women's singles champion since 1992.","6 Mirra Andreeva is on the board, lifting her first Grand Slam trophy after Saturday's straight-set 2026 French Open win over qualifier Maja Chwalińska .",,,,"6 Mirra Andreeva is on the board, lifting her first Grand Slam trophy after Saturday's straight-set 2026 French Open win over qualifier Maja Chwalińska .",,No,"""Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992"" record stats | Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992 exact record | Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992 milestone stats | Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992 Just Women's Sports",5,"Just Women's Sports (Strong): Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992 || Just Women's Sports (Strong): Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992 Just Women's Sports || Fox News (Other): Mirra Andreeva, 19, wins French Open to become youngest women's singles champion since 1992 || Fox News (Other): Mirra Andreeva, 19, wins French Open to become youngest women's singles champion since 1992 Fox News || Deccan Herald (Other): French Open | Mirra Andreeva becomes youngest women's singles champion since 1992"
4,Dream's Angel Reese is setting such a dominant record that her only competition is an NBA star,WNBA,Record / Milestone,The Sporting News,https://sports.yahoo.com/articles/dreams-angel-reese-setting-dominant-172520213.html,High,direct_article_plus_supplemental_search,"Fetched direct article text. Supplemental searches used: ""Dream's Angel Reese is setting such a dominant record that her only competition is an NBA star"" record stats | Dream's Angel Reese is setting such a dominant record that her only competition is an NBA star exact record | Dream's Angel Reese is setting such a dominant record that her only competition is an NBA star milestone stats | Dream's Angel Reese is setting such a dominant record that her only competition is an NBA star WNBA records stats | Dream's Angel Reese is setting such a dominant record that her only competition is an NBA star The Sporting News Supplemental source context: Yahoo Sports (Strong): Dream's Angel Reese is setting such a dominant record that her only competition is an NBA star || Yahoo Sports (Strong): Dream's Angel Reese is setting such a dominant record that her only competition is an NBA star Yahoo Sports || MSN (Other): Angel Reese sets WNBA rebound record in Dream's win",Dream's Angel Reese is setting such a dominant record that her only competition is an NBA star Angel does things differently than everyone in WNBA history.,Dream's Angel Reese is setting such a dominant record that her only competition is an NBA star Angel does things differently than everyone in WNBA history.,Dream's Angel Reese is setting such a dominant record that her only competition is an NBA star originally appeared on The Sporting News .,"Reese has recorded 56 double-doubles in her first 74 career games, split between the Chicago Sky and the Atlanta Dream .","But if she can snag at least 10 points with at least 10 rebounds, it'll be another example of Reese's greatness in that regard.",,,,,,,,,,,,,,,,,56,Dream's Angel Reese is setting such a dominant record that her only competition is an NBA star originally appeared on The Sporting News .,56,Dream's Angel Reese is setting such a dominant record that her only competition is an NBA star Angel does things differently than everyone in WNBA history.,,Dream's Angel Reese is setting such a dominant record that her only competition is an NBA star originally appeared on The Sporting News .,,No,"""Dream's Angel Reese is setting such a dominant record that her only competition is an NBA star"" record stats | Dream's Angel Reese is setting such a dominant record that her only competition is an NBA star exact record | Dream's Angel Reese is setting such a dominant record that her only competition is an NBA star milestone stats | Dream's Angel Reese is setting such a dominant record that her only competition is an NBA star WNBA records stats | Dream's Angel Reese is setting such a dominant record that her only competition is an NBA star The Sporting News",5,Yahoo Sports (Strong): Dream's Angel Reese is setting such a dominant record that her only competition is an NBA star || Yahoo Sports (Strong): Dream's Angel Reese is setting such a dominant record that her only competition is an NBA star Yahoo Sports || MSN (Other): Angel Reese sets WNBA rebound record in Dream's win || MSN (Other): Angel Reese sets WNBA rebound record in Dream's win MSN || USA Today (Strong): 2025 WNBA All-Star Game highlights: Team Collier dominates with record-setting performance
5,Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss,WNBA,Record / Milestone,Just Women's Sports,https://justwomenssports.com/reads/mystics-vs-dream-coach-sydney-johnson-ejected-wnba-game-washington-scores/,High,direct_article_plus_supplemental_search,"Fetched direct article text. Supplemental searches used: ""Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss"" record stats | Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss exact record | Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss milestone stats | Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss WNBA records stats | Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss Just Women's Sports Supplemental source context: Yahoo Sports (Strong): Mystics coach Sydney Johnson ejected, escorted off by police in loss to Dream || Yahoo Sports (Strong): Mystics coach Sydney Johnson ejected, escorted off by police in loss to Dream Yahoo Sports || ESPN (Strong): Mystics 83-72 Dream (4 May, 2026) Final Score",2 Atlanta — the third-highest margin of defeat in team history.,2 Atlanta — the third-highest margin of defeat in team history.,"Mystics coach Sydney Johnson ejected, escorted off by police in loss to Dream","Mystics coach Sydney Johnson ejected, escorted off by police in loss to Dream Yahoo Sports","Mystics 83-72 Dream (4 May, 2026) Final Score",,,83-72,,,,,,,,,,,,,,2 Atlanta — the third-highest margin of defeat in team history.,"Mystics coach Sydney Johnson ejected, escorted off by police in loss to Dream",,,,"Mystics coach Sydney Johnson ejected, escorted off by police in loss to Dream",,No,"""Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss"" record stats | Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss exact record | Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss milestone stats | Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss WNBA records stats | Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss Just Women's Sports",5,"Yahoo Sports (Strong): Mystics coach Sydney Johnson ejected, escorted off by police in loss to Dream || Yahoo Sports (Strong): Mystics coach Sydney Johnson ejected, escorted off by police in loss to Dream Yahoo Sports || ESPN (Strong): Mystics 83-72 Dream (4 May, 2026) Final Score || ESPN (Strong): Mystics 83-72 Dream (4 May, 2026) Final Score ESPN || ESPN (Strong): Storm 81-70 Dream (Jul 14, 2024) Final Score"
6,Report: Las Vegas trading Hilary Knight to PWHL expansion Detroit,PWHL / Women's Hockey,League Expansion,ESPN,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQdlpNdk1nbkhsWWczc00tYkxqUktrS2RwcEp5akZudjN2dF80aV92Q2FMSEhtS05oOWpYUG9ZMjZJWE52ZFNGdmx5QkZBUUdxc2ViSHdVZVR6dUZ2V0w0ZjlPX0k4bWhpVWxMQnlWbmNURWJ3SDlPV1NMemhXZXNIMWVCQ3VDZVYzYnE3Rk5aV1NTVGxnVHRwY2pOSTRPMDhsRW84dzFmZ09lcHc?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Report: Las Vegas trading Hilary Knight to PWHL expansion Detroit"" | Report: Las Vegas trading Hilary Knight to PWHL expansion Detroit amount number details | Report: Las Vegas trading Hilary Knight to PWHL expansion Detroit purse revenue viewership attendance investment | Report: Las Vegas trading Hilary Knight to PWHL expansion Detroit ESPN Supplemental source context: ESPN (Strong): Report: Las Vegas trading Hilary Knight to PWHL expansion Detroit || ESPN (Strong): Report: Las Vegas trading Hilary Knight to PWHL expansion Detroit ESPN || TSN (Other): Report: Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas Verify exact stats, scores, records, player details, and jersey numbers before final design.",Report: Las Vegas trading Hilary Knight to PWHL expansion Detroit,Report: Las Vegas trading Hilary Knight to PWHL expansion Detroit,Report: Las Vegas trading Hilary Knight to PWHL expansion Detroit ESPN,Report: Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas,Report: Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas TSN,,,,,,,,,,,,,,,,,,,,,Report: Las Vegas trading Hilary Knight to PWHL expansion Detroit ESPN,Report: Las Vegas trading Hilary Knight to PWHL expansion Detroit ESPN,,Yes,"""Report: Las Vegas trading Hilary Knight to PWHL expansion Detroit"" | Report: Las Vegas trading Hilary Knight to PWHL expansion Detroit amount number details | Report: Las Vegas trading Hilary Knight to PWHL expansion Detroit purse revenue viewership attendance investment | Report: Las Vegas trading Hilary Knight to PWHL expansion Detroit ESPN",5,"ESPN (Strong): Report: Las Vegas trading Hilary Knight to PWHL expansion Detroit || ESPN (Strong): Report: Las Vegas trading Hilary Knight to PWHL expansion Detroit ESPN || TSN (Other): Report: Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas || TSN (Other): Report: Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas TSN || GazetteXtra (Other): Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says"
7,Toronto and Portland are in the middle of the standings a month into their WNBA expansion seasons,WNBA,League Expansion,Associated Press,https://sports.yahoo.com/articles/toronto-portland-middle-standings-month-180216585.html,High,direct_article_plus_supplemental_search,"Fetched direct article text. Supplemental searches used: ""Toronto and Portland are in the middle of the standings a month into their WNBA expansion seasons"" | Toronto and Portland are in the middle of the standings a month into their WNBA expansion seasons amount number details | Toronto and Portland are in the middle of the standings a month into their WNBA expansion seasons purse revenue viewership attendance investment | Toronto and Portland are in the middle of the standings a month into their WNBA expansion seasons Associated Press Supplemental source context: AP News (Strong): Toronto and Portland are in the middle of the standings a month into their WNBA expansion seasons || AP News (Strong): Toronto and Portland are in the middle of the standings a month into their WNBA expansion seasons AP News || The Star Democrat (Other): Toronto and Portland are in the middle of the standings a month into their WNBA expansion seasons The Star Democrat","The rookie guard averaged 22 points, 7.7 assists and 3.7 rebounds to help the Lynx win all three of their games last week.","The rookie guard averaged 22 points, 7.7 assists and 3.7 rebounds to help the Lynx win all three of their games last week.",Toronto and Portland are in the middle of the standings a month into their WNBA expansion seasons A month into the WNBA season and there has been a strong effort from the two new expansion teams in Toronto and Portland.,Portland (6-7) pulled off wins over title contender New York and Indiana .,"2 pick in the WNBA draft is averaging 17.2 points, 6.4 assists and 5.0 rebounds on the season.",,,6-7,,,,,,,,,,,,,,,,,,Toronto and Portland are in the middle of the standings a month into their WNBA expansion seasons A month into the WNBA season and there has been a strong effort from the two new expansion teams in Toronto and Portland.,Toronto and Portland are in the middle of the standings a month into their WNBA expansion seasons A month into the WNBA season and there has been a strong effort from the two new expansion teams in Toronto and Portland.,,No,"""Toronto and Portland are in the middle of the standings a month into their WNBA expansion seasons"" | Toronto and Portland are in the middle of the standings a month into their WNBA expansion seasons amount number details | Toronto and Portland are in the middle of the standings a month into their WNBA expansion seasons purse revenue viewership attendance investment | Toronto and Portland are in the middle of the standings a month into their WNBA expansion seasons Associated Press",5,AP News (Strong): Toronto and Portland are in the middle of the standings a month into their WNBA expansion seasons || AP News (Strong): Toronto and Portland are in the middle of the standings a month into their WNBA expansion seasons AP News || The Star Democrat (Other): Toronto and Portland are in the middle of the standings a month into their WNBA expansion seasons The Star Democrat || wdtimes.com (Other): Toronto and Portland are in the middle of the standings a month into their WNBA expansion seasons wdtimes.com || Daily Jefferson County Union (Other): Toronto and Portland are in the middle of the standings a month into their WNBA expansion seasons Daily Jefferson County Union
8,"Purdue Women's Basketball Big Ten Home, Road Opponents Announced for 2026-27",NCAA Women's Basketball,Breaking / Transaction,Sports Illustrated,https://news.google.com/rss/articles/CBMivAFBVV95cUxQcUJjRFJqd1pLakdGSXY1R29JQWZSbEdlQ1hNZEt0RW5hdzdULXE3dlhyRVR6VVg5UXdKSFVXa1JLRlE0RU55cnF3Rm1nMjNab05odl9ab25BUUFKUFV6M3lTaEhKTzlycC1zT25ybzJoYk96WkVONWVHaDE0ZHZ6Z1drWXhmM0FBRGhrc1l4TDFQWHhOcnlacF9YV1h2ZjdnUDFXMFJNRHhMX1hyX3RlWi1zdHN0ZU1LZXpVNQ?oc=5,High,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Purdue Women's Basketball Big Ten Home, Road Opponents Announced for 2026-27"" | Purdue Women's Basketball Big Ten Home, Road Opponents Announced for 2026-27 details | Purdue Women's Basketball Big Ten Home, Road Opponents Announced for 2026-27 Sports Illustrated Supplemental source context: Sports Illustrated (Strong): Purdue Women's Basketball Big Ten Home, Road Opponents Announced for 2026-27 || Sports Illustrated (Strong): Purdue Women's Basketball Big Ten Home, Road Opponents Announced for 2026-27 Sports Illustrated || Big Ten Conference (Official): 2026-27 Big Ten Conference Women's Basketball Opponents Announced","Purdue Women's Basketball Big Ten Home, Road Opponents Announced for 2026-27","Purdue Women's Basketball Big Ten Home, Road Opponents Announced for 2026-27","Purdue Women's Basketball Big Ten Home, Road Opponents Announced for 2026-27 Sports Illustrated",2026-27 Big Ten Conference Women's Basketball Opponents Announced,2026-27 Big Ten Conference Women's Basketball Opponents Announced Big Ten Conference,,,,,,,,,,,,,,,,,,,,,,"Purdue Women's Basketball Big Ten Home, Road Opponents Announced for 2026-27 Sports Illustrated",,No,"""Purdue Women's Basketball Big Ten Home, Road Opponents Announced for 2026-27"" | Purdue Women's Basketball Big Ten Home, Road Opponents Announced for 2026-27 details | Purdue Women's Basketball Big Ten Home, Road Opponents Announced for 2026-27 Sports Illustrated",5,"Sports Illustrated (Strong): Purdue Women's Basketball Big Ten Home, Road Opponents Announced for 2026-27 || Sports Illustrated (Strong): Purdue Women's Basketball Big Ten Home, Road Opponents Announced for 2026-27 Sports Illustrated || Big Ten Conference (Official): 2026-27 Big Ten Conference Women's Basketball Opponents Announced || Big Ten Conference (Official): 2026-27 Big Ten Conference Women's Basketball Opponents Announced Big Ten Conference || MSN (Other): Iowa women's basketball home, away Big Ten opponents set"
9,"Big Ten announces home, road matchups for Wisconsin women's basketball",NCAA Women's Basketball,Breaking / Transaction,Yahoo Sports,https://news.google.com/rss/articles/CBMiggFBVV95cUxQc3gzSXp6SDVVLXNBNXhiQzlabExZbFFyUl9JX20waUF1UFdySGNJU3NTMHJLbndyTHZTV3F3ZXhucTZpVGVLN1Z2d2RnUEhELUF2VmJnN3NKUUZvV1M2TzVMSkdrNk96cEoyUUhUZzhHMWIyYkVJeWZYY3I3Z0d5RXlR?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Big Ten announces home, road matchups for Wisconsin women's basketball"" | Big Ten announces home, road matchups for Wisconsin women's basketball details | Big Ten announces home, road matchups for Wisconsin women's basketball Yahoo Sports Supplemental source context: Yahoo Sports (Strong): Big Ten announces home, road matchups for Wisconsin women's basketball || Yahoo Sports (Strong): Big Ten announces home, road matchups for Wisconsin women's basketball Yahoo Sports || Milwaukee Journal Sentinel (Other): Big Ten announces home, road matchups for Wisconsin women's basketball Milwaukee Journal Sentinel Verify exact stats, scores, records, player details, and jersey numbers before final design.","Big Ten announces home, road matchups for Wisconsin women's basketball","Big Ten announces home, road matchups for Wisconsin women's basketball","Big Ten announces home, road matchups for Wisconsin women's basketball Yahoo Sports","Big Ten announces home, road matchups for Wisconsin women's basketball Milwaukee Journal Sentinel","Big Ten announces home, road matchups for Wisconsin women's basketball AOL.com",,,,,,,,,,,,,,,,,,,,,,"Big Ten announces home, road matchups for Wisconsin women's basketball Yahoo Sports",,Yes,"""Big Ten announces home, road matchups for Wisconsin women's basketball"" | Big Ten announces home, road matchups for Wisconsin women's basketball details | Big Ten announces home, road matchups for Wisconsin women's basketball Yahoo Sports",5,"Yahoo Sports (Strong): Big Ten announces home, road matchups for Wisconsin women's basketball || Yahoo Sports (Strong): Big Ten announces home, road matchups for Wisconsin women's basketball Yahoo Sports || Milwaukee Journal Sentinel (Other): Big Ten announces home, road matchups for Wisconsin women's basketball Milwaukee Journal Sentinel || AOL.com (Other): Big Ten announces home, road matchups for Wisconsin women's basketball AOL.com || Sports Illustrated (Strong): Purdue Women's Basketball Big Ten Home, Road Opponents Announced for 2026-27"
10,Toronto Sceptres Pushing Through Expansion Process,PWHL / Women's Hockey,League Expansion,The IX Sports,https://news.google.com/rss/articles/CBMipwFBVV95cUxPa2dTenNKQ0kzM3lGMFJXWEVZZzdrdEVTSDRDT05GdENuM1FrLVphOWE5M3JUR0pwR3h6aHNJbTVrSVRHWVh2a0lmWFg3alN3S0V4ZmxNU0hfZHZFTEtNbnlMY3dxbDVFdHdQc2E5XzlsdllETER0T3FFT2hndTN4aGpnLThpTWpEZUZMOHYtRUdhYWNEUmZ5ZjFYWUZycU9ZT2h6NlhJUQ?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Toronto Sceptres Pushing Through Expansion Process"" | Toronto Sceptres Pushing Through Expansion Process amount number details | Toronto Sceptres Pushing Through Expansion Process purse revenue viewership attendance investment | Toronto Sceptres Pushing Through Expansion Process The IX Sports Supplemental source context: The IX Sports (Other): Toronto Sceptres Pushing Through Expansion Process || The IX Sports (Other): Toronto Sceptres Pushing Through Expansion Process The IX Sports || Yahoo Sports Canada (Strong): How The Toronto Sceptres Could Force Changes To The PWHL's Expansion Plans Verify exact stats, scores, records, player details, and jersey numbers before final design.",Toronto Sceptres Pushing Through Expansion Process,Toronto Sceptres Pushing Through Expansion Process,Toronto Sceptres Pushing Through Expansion Process The IX Sports,How The Toronto Sceptres Could Force Changes To The PWHL's Expansion Plans,How The Toronto Sceptres Could Force Changes To The PWHL's Expansion Plans Yahoo Sports Canada,,,,,,,,,,,,,,,,,,,,,Toronto Sceptres Pushing Through Expansion Process The IX Sports,Toronto Sceptres Pushing Through Expansion Process The IX Sports,,Yes,"""Toronto Sceptres Pushing Through Expansion Process"" | Toronto Sceptres Pushing Through Expansion Process amount number details | Toronto Sceptres Pushing Through Expansion Process purse revenue viewership attendance investment | Toronto Sceptres Pushing Through Expansion Process The IX Sports",4,The IX Sports (Other): Toronto Sceptres Pushing Through Expansion Process || The IX Sports (Other): Toronto Sceptres Pushing Through Expansion Process The IX Sports || Yahoo Sports Canada (Strong): How The Toronto Sceptres Could Force Changes To The PWHL's Expansion Plans || Yahoo Sports Canada (Strong): How The Toronto Sceptres Could Force Changes To The PWHL's Expansion Plans Yahoo Sports Canada
