script_version,editorial_decision,editorial_score,priority_score,source_quality,source_tier,eligibility_passed,eligibility_reason,recommended_timing,decision_reason,score_reason,freshness_component,story_value_component,brand_fit_component,engagement_component,source_component,penalty_component,content_bucket,content_lane,sport,story_type,source,title,published,age_hours,link,post_format,hook,first_slide,carousel_outline,instagram_angle,why_it_matters,caption_starter,visual_brief,hashtags,primary_entity,cluster_id,cluster_rank,related_story_count,duplicate_status,verification_needed,sensitive,time_sensitive,categories,summary
v11_final,Must Post,80,8,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,Post ASAP,"High-score, timely, verified hard-news story.","Championship or major result. Fresh under 24 hours. Strong secondary sport: Golf / LPGA. Source quality 9/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",8,40,10,10,12,0,Tonight / Game Coverage,Star-driven engagement,Golf / LPGA,Game Recap / Result,AP News,"Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major",2026-06-08T02:14:00+00:00,20.0,https://news.google.com/rss/articles/CBMinAFBVV95cUxPSl9BNUp5YkFZWEFOTEZ1dkYzN2hFV0VEcFZYbGttWEFWWm5vRFExOHVrQzlFcWxzS2QxOFFhaVdWNHVWX1BsYkhWMlpxZ1pLaDIzZi11RkhNWGdNVUc5YVVFaExUUzJ5NldnSnZRN01yVVp5VW95MUZLZzZObWlUYW84OEhWdlFCU3BWVWxWN0ROUkg5VzB4Y2pLMUU?oc=5,Breaking graphic + carousel,Here is the quick version of what happened and why it matters.,"Quick recap: Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major",Slide 1: result | Slide 2: top performer | Slide 3: turning point | Slide 4: what is next,"What happened, who stood out, and why it matters for Golf / LPGA fans.",This is timely Golf / LPGA coverage with a result fans may want explained quickly.,"Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major Here is the quick breakdown and why it matters.","Use a quick recap carousel with final result, top performer, and next game.",#WomensSports #HerSportsDaily #SportsNews #LPGA #Golf,Nelly Korda,golf::us_womens_open,1,82,Primary,No,No,Yes,,"Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major AP News"
v11_final,Must Post,79,8,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Post ASAP,"High-score, timely, verified hard-news story.",Championship or major result. Fresh under 12 hours. Strong secondary sport: Softball. Source quality 10/10. Engagement: high-interest keyword. Penalties: no major penalties.,12,40,10,4,13,0,Tonight / Game Coverage,Game coverage,Softball,Game Recap / Result,NCAA.com,Texas wins second straight Women's College World Series title | FINAL OUT,2026-06-08T15:16:44+00:00,6.9,https://news.google.com/rss/articles/CBMiuAFBVV95cUxORzFONGdrc1EwNDVtNzNLYmJ5bU1WR2pzZlNjTzBTNEZud3ZDNU9YbUNPOHVlTGJabF80QkstUk9BRWtwbEhLckJKOXZNRFEtTElXT1RQdXVsOVNmTXpqamh4dDlBNXhmcUpZQU9ydjR3YlVxVGN4OWhjdkFtOF95TVoxVUoyekZWd295dFRXSERVQWFCR2VoODl1dXp1UDNPWHJ2dWxiaC02MnVjWUdwaElNRDRlbmVU?oc=5,Breaking graphic + carousel,Here is the quick version of what happened and why it matters.,Quick recap: Texas wins second straight Women's College World Series title | FINAL OUT,Slide 1: result | Slide 2: top performer | Slide 3: turning point | Slide 4: what is next,"What happened, who stood out, and why it matters for Softball fans.",This is timely Softball coverage with a result fans may want explained quickly.,Texas wins second straight Women's College World Series title | FINAL OUT Here is the quick breakdown and why it matters.,"Use a quick recap carousel with final result, top performer, and next game.",#WomensSports #HerSportsDaily #SportsNews #Softball #WCWS,College World Series,softball::texas_wcws_title,1,29,Primary,No,No,Yes,,Texas wins second straight Women's College World Series title | FINAL OUT NCAA.com
v11_final,Skip Duplicate,78,8,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,Post ASAP,Another stronger version of this topic already exists.,"Championship or major result. Fresh under 24 hours. Strong secondary sport: Golf / LPGA. Source quality 9/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",8,40,10,8,12,0,Tonight / Game Coverage,Star-driven engagement,Golf / LPGA,Game Recap / Result,USA Today,"Nelly Korda wins US Women's Open: Leaderboard, highlights from final round",2026-06-08T01:47:00+00:00,20.4,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNNHVFWXllSjdpX1ZVbVNySWNZSzFmY2p6Qjd4YkhjbVhMOU1ucTd3RVhERnpBd3FoMVBGaGZ3bGNtZ1RhVlhMcjdZaHVQTFhBR09sWThPVEVDWmZHb3dIMVB5YWxXQzhPVm14OVJ0aUhBRzNEZlBJMjFEVG1LWjBkNWF2b3pTbldZVjlfSmdlNktzWXRFNjdpN0E0aEtILVgtS3J6V0RmT2xLbWlmdUJ2OFNMVWxURzZU?oc=5,Breaking graphic + carousel,Here is the quick version of what happened and why it matters.,"Quick recap: Nelly Korda wins US Women's Open: Leaderboard, highlights from final round",Slide 1: result | Slide 2: top performer | Slide 3: turning point | Slide 4: what is next,"What happened, who stood out, and why it matters for Golf / LPGA fans.",This is timely Golf / LPGA coverage with a result fans may want explained quickly.,"Nelly Korda wins US Women's Open: Leaderboard, highlights from final round Here is the quick breakdown and why it matters.","Use a quick recap carousel with final result, top performer, and next game.",#WomensSports #HerSportsDaily #SportsNews #LPGA #Golf,Nelly Korda,golf::us_womens_open,2,82,Duplicate / alternate angle,No,No,Yes,,"Nelly Korda wins US Women's Open: Leaderboard, highlights from final round USA Today"
v11_final,Skip Duplicate,78,8,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,Post ASAP,Another stronger version of this topic already exists.,"Championship or major result. Fresh under 24 hours. Strong secondary sport: Golf / LPGA. Source quality 9/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",8,40,10,8,12,0,Tonight / Game Coverage,Star-driven engagement,Golf / LPGA,Game Recap / Result,Yahoo Sports,"U.S. Women's Open: Nelly Korda birdies late to complete rally, secure latest major championship win at Riviera",2026-06-07T23:55:36+00:00,22.3,https://news.google.com/rss/articles/CBMiggJBVV95cUxNT3RQd3ZWemRuMzVGRjUzMU5qLXlKOWN6M3pRalZLb3phWVRxOU5QUmFZY3VTZlZyVWw2RmNhb0QySmlZVWVGNmlMWnAwelo2S3RaWmFvVFhzTnkwWlBaeDF6aWhPNjR3MHdTeTh4UFphWnJNVi1oR1FzT1hUV0pPWGZYUkFnMXIydVJmbUdxMkR6cl9tRHh6cVF5V2FZVTJNV1pJNmZtSWR4akptVEdMWkFoN041Y1M5TTNNSE94MmN4bXVXVjVLY195RWM5QllWRll5NFgwdHZQaFhwdmsyb0I4dHRmUTMzZXgzZnR0RHByVHlWNjBubGJIXzdIY3Z5UkE?oc=5,Breaking graphic + carousel,Here is the quick version of what happened and why it matters.,"Quick recap: U.S. Women's Open: Nelly Korda birdies late to complete rally, secure latest major championship win at Riviera",Slide 1: result | Slide 2: top performer | Slide 3: turning point | Slide 4: what is next,"What happened, who stood out, and why it matters for Golf / LPGA fans.",This is timely Golf / LPGA coverage with a result fans may want explained quickly.,"U.S. Women's Open: Nelly Korda birdies late to complete rally, secure latest major championship win at Riviera Here is the quick breakdown and why it matters.","Use a quick recap carousel with final result, top performer, and next game.",#WomensSports #HerSportsDaily #SportsNews #LPGA #Golf,Nelly Korda,golf::us_womens_open,3,82,Duplicate / alternate angle,No,No,Yes,,"U.S. Women's Open: Nelly Korda birdies late to complete rally, secure latest major championship win at Riviera Yahoo Sports"
v11_final,Skip Duplicate,77,8,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,Post ASAP,Another stronger version of this topic already exists.,"Record or milestone. Fresh under 24 hours. Strong secondary sport: Golf / LPGA. Source quality 9/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",10,35,10,10,12,0,Star Watch,Star-driven engagement,Golf / LPGA,Record / Milestone,Yahoo Sports,Nelly Korda continues her historic march with 2026 U.S. Women's Open title,2026-06-08T03:28:00+00:00,18.7,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNclBwRHVsTER2cDlORWxGZmhiY1JoVU1oU1IzRGFsS1ROamZvSDlKcG8xOWEzRjFMOWNUU29IeFI1dUZISHZPWFpidzdWS2g2Y1d3MHZsVWZqQUFYZGRvb2ZHZkVVSkZkQkVZNmoyOTJWUTFFSkJucWFwMHNHVURvY1psaVhWOFFTNEhv?oc=5,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,Milestone watch: Nelly Korda continues her historic march with 2026 U.S. Women's Open title,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Nelly Korda continues her historic march with 2026 U.S. Women's Open title What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #LPGA #Golf,Nelly Korda,golf::us_womens_open,4,82,Duplicate / alternate angle,No,No,No,,Nelly Korda continues her historic march with 2026 U.S. Women's Open title Yahoo Sports
v11_final,Must Post,77,8,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,Post ASAP,"High-score, timely, verified hard-news story.","Record or milestone. Fresh under 12 hours. Strong secondary sport: Tennis. Source quality 8/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",12,35,10,10,10,0,Star Watch,Star-driven engagement,Tennis,Record / Milestone,Just Women's Sports,Mirra Andreeva Becomes Youngest French Open Women’s Champion Since 1992,2026-06-08T16:00:19+00:00,6.2,https://justwomenssports.com/reads/french-open-2026-winner-mirra-andreeva-wta-tour-grand-slam-results/,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,Milestone watch: Mirra Andreeva Becomes Youngest French Open Women’s Champion Since 1992,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Mirra Andreeva Becomes Youngest French Open Women’s Champion Since 1992 What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis,Mirra Andreeva,tennis::mirra andreeva,1,4,Primary,No,No,No,"News, Tennis, 2026 French Open, 2026 WTA season, Maja Chwalińska, Mirra Andreeva, WTA Grand Slams","Mirra Andreeva captured her first-ever Grand Slam title at the 2026 French Open, becoming the youngest women's singles champion since 1992. The post Mirra Andreeva Becomes Youngest French Open Women’s Champion Since 1992 appeared first on Just Women's Sports ."
v11_final,Verify First,77,8,6,Other,Yes,Passed: clear women's sports signal.,Verify first,Needs stronger confirmation before posting.,"Record or milestone. Fresh under 12 hours. Core brand sport: WNBA. Source quality 6/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",12,35,14,8,8,0,Star Watch,Star-driven engagement,WNBA,Record / Milestone,The Sporting News,Dream's Angel Reese is setting such a dominant record that her only competition is an NBA star,2026-06-08T17:25:20+00:00,4.8,https://sports.yahoo.com/articles/dreams-angel-reese-setting-dominant-172520213.html,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,Milestone watch: Dream's Angel Reese is setting such a dominant record that her only competition is an NBA star,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Dream's Angel Reese is setting such a dominant record that her only competition is an NBA star What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,Angel Reese,wnba::angel reese,1,6,Primary,Yes,No,No,WNBA,Angel does things differently than everyone in WNBA history.
v11_final,Skip Duplicate,75,8,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,Use when convenient,Another stronger version of this topic already exists.,"Record or milestone. Fresh under 24 hours. Strong secondary sport: Golf / LPGA. Source quality 9/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",10,35,10,8,12,0,Star Watch,Star-driven engagement,Golf / LPGA,Record / Milestone,Yahoo Sports,Nelly Korda picks up historic U.S. Women's Open win by mere inches at Riviera to further bolster legacy,2026-06-08T01:52:00+00:00,20.3,https://news.google.com/rss/articles/CBMi6AFBVV95cUxPbXpTM29aRFUzLVVTZ1BwenBqYU1yVUl0akxYdnNnNU1IVm94YXRUZXhlSXptV3lFZ0hBN1RwVHluUFg1OWJFdWg5YU9aSDJhZzdoeG9uYnBrTER4Z0d0UHFxbWFvaWN5azRjYzZVQkYwYUVSWHBZOXpDbFpZNHdzX3JZRVliRk1McnRtYXNfQ0ttWElvS0hJckM3YWlRTGpVVU9GbmppN3hMUGt4cndSdEFjNW1tM3htVENyV0x0OHhuRUJUcGpmaGtXSndvdzNRRUN6U3FwalZUZU1JRFdkOEFtdlFiMUdQ?oc=5,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Nelly Korda picks up historic U.S. Women's Open win by mere inches at Riviera to further bolster legacy,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Nelly Korda picks up historic U.S. Women's Open win by mere inches at Riviera to further bolster legacy What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #LPGA #Golf,Nelly Korda,golf::us_womens_open,5,82,Duplicate / alternate angle,No,No,No,,Nelly Korda picks up historic U.S. Women's Open win by mere inches at Riviera to further bolster legacy Yahoo Sports
v11_final,Maybe Post,75,8,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,Use when convenient,"Strong candidate, but not mandatory.",Record or milestone. Fresh under 12 hours. Core brand sport: WNBA. Source quality 8/10. Engagement: high-interest keyword. Penalties: no major penalties.,12,35,14,4,10,0,Daily News,Daily news,WNBA,Record / Milestone,Just Women's Sports,Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss,2026-06-08T15:41:02+00:00,6.5,https://justwomenssports.com/reads/mystics-vs-dream-coach-sydney-johnson-ejected-wnba-game-washington-scores/,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,Atlanta Dream,wnba::atlanta dream,1,4,Primary,No,No,No,"Basketball, News, WNBA, 2026 WNBA season, Atlanta Dream, Sydney Johnson, Washington Mystics","The Washington Mystics fell to a 4-5 WNBA record, as coach Sydney Johnson was ejected in Saturday's Mystics vs Dream Commissioner's Cup game. The post Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss appeared first on Just Women's Sports ."
v11_final,Skip,71,8,6,Other,Yes,Passed: clear women's sports signal.,Post within 2 hours if still fresh,Needs verification and score is not high enough.,"Game result. Fresh under 6 hours. Core brand sport: WNBA. Source quality 6/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",15,24,14,10,8,0,Tonight / Game Coverage,Star-driven engagement,WNBA,Game Recap / Result,Hardwood Heroics,“Paige Is 1 Of 1”: Paige Bueckers Ties Franchise Assist Record As Teammate Reflects On Missed Chances,2026-06-08T20:32:59+00:00,1.6,https://sports.yahoo.com/articles/paige-1-1-paige-bueckers-203259948.html,Story post,Here is the quick version of what happened and why it matters.,Quick recap: “Paige Is 1 Of 1”: Paige Bueckers Ties Franchise Assist Record As Teammate Reflects On Missed Chances,Slide 1: result | Slide 2: top performer | Slide 3: turning point | Slide 4: what is next,"What happened, who stood out, and why it matters for WNBA fans.",This is timely WNBA coverage with a result fans may want explained quickly.,“Paige Is 1 Of 1”: Paige Bueckers Ties Franchise Assist Record As Teammate Reflects On Missed Chances Here is the quick breakdown and why it matters.,"Use a quick recap carousel with final result, top performer, and next game.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,Paige Bueckers,wnba::paige bueckers,1,5,Primary,Yes,No,Yes,"Dallas Wings, Paige Bueckers, WNBA","Paige Bueckers is in a league of her own in their 104-96 win over the Los Angeles Sparks on Friday after creating history for herself and the Dallas Wings. Looking to impress in her second season in the WNBA, Bueckers continued to do the job she was tasked to do when she was drafted first [...]"
