script_version,editorial_decision,editorial_score,priority_score,source_quality,source_tier,eligibility_passed,eligibility_reason,recommended_timing,decision_reason,score_reason,freshness_component,story_value_component,brand_fit_component,engagement_component,source_component,penalty_component,content_bucket,content_lane,sport,story_type,source,title,published,age_hours,link,post_format,hook,first_slide,carousel_outline,instagram_angle,why_it_matters,caption_starter,visual_brief,hashtags,primary_entity,cluster_id,cluster_rank,related_story_count,duplicate_status,verification_needed,sensitive,time_sensitive,categories,summary
v11_final,Must Post,77,8,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,Post ASAP,"High-score, timely, verified hard-news story.",Record or milestone. Fresh under 12 hours. Core brand sport: WNBA. Source quality 9/10. Engagement: high-interest keyword. Penalties: no major penalties.,12,35,14,4,12,0,Daily News,Daily news,WNBA,Record / Milestone,USA TODAY Sports,WNBA expansion soars with historic 50-game season in 2027,2026-06-17T15:00:58+00:00,7.4,https://sports.yahoo.com/articles/wnba-expansion-soars-historic-50-150058605.html,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,Milestone watch: WNBA expansion soars with historic 50-game season in 2027,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,WNBA expansion soars with historic 50-game season in 2027 What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,,wnba::wnba_expansion_soars_historic_2027_wnba_officially_hitting,1,1,Primary,No,No,No,"wnba, sports",The WNBA is officially hitting 50 games in 2027 amid a growing rise in demand and interest.
v11_final,Verify First,77,8,6,Other,Yes,Passed: clear women's sports signal.,Verify first,Needs stronger confirmation before posting.,"Record or milestone. Fresh under 12 hours. Core brand sport: WNBA. Source quality 6/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",12,35,14,8,8,0,Star Watch,Star-driven engagement,WNBA,Record / Milestone,The Sporting News,Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win,2026-06-17T20:24:13+00:00,2.0,https://sports.yahoo.com/articles/caitlin-clarks-latest-post-had-202413090.html,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,Milestone watch: Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,Caitlin Clark,wnba::caitlin_clark_records,1,3,Primary,Yes,No,No,WNBA,The veteran guard kept it simple.
v11_final,Maybe Post,75,8,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,Use when convenient,"Strong candidate, but not mandatory.","Confirmed breaking or transaction story. Fresh under 6 hours. Core brand sport: WNBA. Source quality 9/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",15,26,14,8,12,0,Star Watch,Star-driven engagement,WNBA,Breaking / Transaction,The Athletic,"Caitlin Clark’s sneaker image released by Nike, due for sale on Oct. 1",2026-06-17T19:01:06+00:00,3.4,https://sports.yahoo.com/articles/caitlin-clark-sneaker-image-released-190106798.html,Story post,"Caitlin Clark’s sneaker image released by Nike, due for sale on Oct. 1","Caitlin Clark’s sneaker image released by Nike, due for sale on Oct. 1",Slide 1: headline | Slide 2: context | Slide 3: why it matters | Slide 4: audience question,"Quick hit: Caitlin Clark’s sneaker image released by Nike, due for sale on Oct. 1","This is a useful update, but it should be weighed against stronger stories.","Caitlin Clark’s sneaker image released by Nike, due for sale on Oct. 1 What should we cover next?","Use a simple WNBA news card with headline, context, and one engagement question.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,Caitlin Clark,wnba::caitlin clark,1,31,Primary,No,No,Yes,"Athletic - Women's Basketball, The Athletic","Nike announced Wednesday the first signature shoe for Indiana Fever star Caitlin Clark, the Caitlin 1, along with the Caitlin Signature Collection, an 18-piece apparel line. Both will be available for sale on Oct. 1. Clark also posted the shoe, shown in a blue colorway, on her Instagram account. The sneaker will retail for $140 in North America and $135 elsewhere in the world. Clark has played in Kobe Bryant’s signature shoes during her three seasons in the WNBA, with Nike releasing specialized"
v11_final,Maybe Post,75,8,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,Use when convenient,"Strong candidate, but not mandatory.",Record or milestone. Fresh under 12 hours. Core brand sport: NWSL / Women's Soccer. Source quality 9/10. Engagement: high-interest keyword. Penalties: no major penalties.,12,35,14,2,12,0,Daily News,Daily news,NWSL / Women's Soccer,Record / Milestone,Yahoo Sports,Sudan women’s soccer team defies war and prejudice to make historic return to international stage,2026-06-17T14:32:51+00:00,7.9,https://news.google.com/rss/articles/CBMihgFBVV95cUxPLXBrN2RhVEkxZHhJQVVkQ2VISXgwRE5HNUk0d0RPSnJDSVhsSTlQc3N6Z0JnZkE2YU4zRVRVZkN3UkhzcHhFUlZaWEY5V0Q3VTBjbFJaNS1lajZDNVlnTzdPcGFjVWRJWGtNblRkQjhHMGI0TXl6c3Rfd0RoTU9DN1ZQV2dLUQ?oc=5,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Sudan women’s soccer team defies war and prejudice to make historic return to international stage,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Sudan women’s soccer team defies war and prejudice to make historic return to international stage What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #NWSL #USWNT #WomensSoccer,,nwsl / women's soccer::sudan_women's_soccer_defies_war_prejudice_make_historic,1,1,Primary,No,No,No,,Sudan women’s soccer team defies war and prejudice to make historic return to international stage Yahoo Sports
v11_final,Maybe Post,73,8,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Use when convenient,"Strong candidate, but not mandatory.",Record or milestone. Recent under 72 hours. Core brand sport: WNBA. Source quality 10/10. Engagement: high-interest keyword. Penalties: no major penalties.,7,35,14,4,13,0,Daily News,Daily news,WNBA,Record / Milestone,Atlanta Dream | WNBA,Dream Notches First-Ever Win Against Expansion Toronto Tempo,2026-06-14T22:30:49+00:00,71.9,https://news.google.com/rss/articles/CBMikgFBVV95cUxPUW5wVUFFRzYwZjByTXJvQ0pNMnd3VUZhR0I5R0VVdHRvUUI2WUw1eVZrUGVHN24yMjRxbmZZeW92T05JRmxwUE5jQ0o2N1F4R2RJMFl5SVlaWmVuQVpueU1NM01zQ1VYWGtTS19rQXQ2YXQ2Y05DWWNfLU1NNTI3Qmt2OVdZWjl1bWhNbmtSY1Z3UQ?oc=5,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Dream Notches First-Ever Win Against Expansion Toronto Tempo,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Dream Notches First-Ever Win Against Expansion Toronto Tempo What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,Atlanta Dream,wnba::atlanta dream,1,3,Primary,No,No,No,,Dream Notches First-Ever Win Against Expansion Toronto Tempo Atlanta Dream | WNBA
v11_final,Skip Duplicate,73,8,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,Use when convenient,Another stronger version of this topic already exists.,Confirmed breaking or transaction story. Fresh under 6 hours. Core brand sport: WNBA. Source quality 9/10. Engagement: major athlete. Penalties: no major penalties.,15,26,14,6,12,0,Star Watch,Star-driven engagement,WNBA,Breaking / Transaction,Associated Press,Nike to release Caitlin Clark's 'Caitlin 1' signature shoe this fall,2026-06-17T19:46:00+00:00,2.7,https://sports.yahoo.com/articles/nike-release-caitlin-clarks-caitlin-194600080.html,Story post,Nike to release Caitlin Clark's 'Caitlin 1' signature shoe this fall,Nike to release Caitlin Clark's 'Caitlin 1' signature shoe this fall,Slide 1: headline | Slide 2: context | Slide 3: why it matters | Slide 4: audience question,Quick hit: Nike to release Caitlin Clark's 'Caitlin 1' signature shoe this fall,"This is a useful update, but it should be weighed against stronger stories.",Nike to release Caitlin Clark's 'Caitlin 1' signature shoe this fall What should we cover next?,"Use a simple WNBA news card with headline, context, and one engagement question.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,Caitlin Clark,wnba::caitlin clark,2,31,Duplicate / alternate angle,No,No,Yes,Sports Wire,"Caitlin Clark can check another “must-have” item off her list in her rise to one of the biggest stars in women's basketball: a signature shoe. Nike announced on Wednesday that it is releasing the “Caitlin 1” this fall. “Coming to a logo near you,” the sportswear giant posted, a nod to Clark's penchant for taking 3-pointers from near where the logos sit at midcourt in most WNBA arenas."
v11_final,Maybe Post,73,8,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,Use when convenient,"Strong candidate, but not mandatory.",Record or milestone. Fresh under 12 hours. Core brand sport: NWSL / Women's Soccer. Source quality 8/10. Engagement: high-interest keyword. Penalties: no major penalties.,12,35,14,2,10,0,Daily News,Daily news,NWSL / Women's Soccer,Record / Milestone,Equalizer Soccer,Angel City fire head coach Alex Straus,2026-06-17T18:43:39+00:00,3.7,https://equalizersoccer.com/2026/06/17/angel-city-fire-head-coach-alex-straus/,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Angel City fire head coach Alex Straus,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Angel City fire head coach Alex Straus What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #NWSL #USWNT #WomensSoccer,Angel City,nwsl / women's soccer::angel city,1,2,Primary,No,No,No,"Angel City FC, News, NWSL, Alexander Straus, Featured",LA team sits in 12th with 4-6-1 record
v11_final,Maybe Post,71,8,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Post during daytime engagement window,"Strong candidate, but not mandatory.",Expansion story. Fresh under 12 hours. Core brand sport: WNBA. Source quality 10/10. Engagement: high-interest keyword. Penalties: no major penalties.,12,30,14,2,13,0,Growth of the Game,Growth of the game,WNBA,League Expansion,WNBA,WNBA Announces Expansion To 50-Game Regular Season Starting In 2027,2026-06-17T15:38:41+00:00,6.8,https://news.google.com/rss/articles/CBMickFVX3lxTE1vZHhOM2d4dEs0VXlqSjhDVDZvcm1rVl9MVkRhaUxSQ0NYQ2RXZ2V4ejhVX3p5MGZ0cUktcEJxU1FJNzRXS3JFRjFFS0kwbVVNTHFFV1dlOWtGUXc0THdrNFEtQkNJanV4Q0Vsc19rWTBWQQ?oc=5,Map/expansion carousel,Another market is betting big on women's sports.,Expansion watch: WNBA Announces Expansion To 50-Game Regular Season Starting In 2027,Slide 1: expansion headline | Slide 2: market/team details | Slide 3: why demand is rising | Slide 4: fan question,Another sign that women's sports demand is outgrowing the old model.,Expansion stories show where fan demand and investor confidence are rising.,"WNBA Announces Expansion To 50-Game Regular Season Starting In 2027 More teams, more investment, more proof that the demand is real.","Use a map, team/logo style graphic, or market comparison carousel.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,,wnba::wnba_announces_expansion_regular_starting_2027_wnba_announces,1,1,Primary,No,No,No,,WNBA Announces Expansion To 50-Game Regular Season Starting In 2027 WNBA
v11_final,Maybe Post,71,8,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Use when convenient,"Strong candidate, but not mandatory.","Record or milestone. Still usable this week. Strong secondary sport: Track & Field. Source quality 10/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",3,35,10,10,13,0,Star Watch,Star-driven engagement,Track & Field,Record / Milestone,NCAA.com,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record,2026-06-12T15:14:55+00:00,127.2,https://news.google.com/rss/articles/CBMi0AFBVV95cUxObnBtV1YxcUxLd1F0dlhTUm90TERMcDF4VVdFWndwcE5KU1hlWnEzbTI1SndxdUxpX2hHNHk3b3otZ2Vvb1ZuTHJoX1lXaXZzb3l4OWE3TkxTcjh5T2xTbDdma3BDRk0ycGF1dG42cmlLckRJVnVST2pqYWRhSm5uOERMMVhhQThqMnpubkhQc3hVZngzRFlZVTN3aXgtX0d0bG9GMTMyMEVRSlZfR0lvZFF1X2lLeG5PdWM3SEdmOTNXbEFzUTQtSmx3OHN2VUY0?oc=5,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #TrackAndField,Sha'Carri Richardson,track & field::sha'carri richardson,1,1,Primary,No,No,No,,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record NCAA.com
v11_final,Maybe Post,69,7,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Use when convenient,"Strong candidate, but not mandatory.",Record or milestone. Recent under 72 hours. Strong secondary sport: Tennis. Source quality 10/10. Engagement: high-interest keyword. Penalties: no major penalties.,7,35,10,4,13,0,Daily News,Daily news,Tennis,Record / Milestone,WTA Tennis,"Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin",2026-06-15T11:29:44+00:00,58.9,https://news.google.com/rss/articles/CBMitAFBVV95cUxQWGJjWFAyODY2S2hhWUtCMWdGRUxfWlI1TDdtTEtiWlBqQllYUUlycEZQX1Y4VXI4V0dQLThHRFZjZFBRcEFrM3FkYWdTcXg2OWdteTRLeFZHSnV5SG11NFEyNzdxXzFHZ0txRDJpTGNzZUVuTHV0aFJNRWNxREJhZmF2alA5TXlVb0tKd0ZxLUJzY2JPRzBmdXhCeXZfcVJEMlVRSHJvMDhNOEVmdVJXQWVTZ0Q?oc=5,Story post,This is the kind of milestone that shows where the game is headed.,"Milestone watch: Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin",Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,"Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin What should we cover next?","Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis,,tennis::mercedes_benz_wta_launch_ever_star_shaped_court,1,1,Primary,No,No,No,,"Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin WTA Tennis"
