rank,headline,sport,story_type,source,link,context_confidence,context_source_status,verified_context_notes,story_summary,key_fact_1,key_fact_2,key_fact_3,key_fact_4,winner,loser,final_score,matchup,game_time,tv_network,key_player_1,key_player_1_statline,key_player_2,key_player_2_statline,watch_angle,round_or_event,top_performer_1,top_performer_1_statline,top_performer_2,top_performer_2_statline,milestone_text,historical_context,key_number,number_context,business_impact,main_takeaway,next_game_or_implication,manual_review_flag,supplemental_search_queries,supplemental_source_count,supplemental_sources
1,WNBA expansion soars with historic 50-game season in 2027,WNBA,Record / Milestone,USA TODAY Sports,https://sports.yahoo.com/articles/wnba-expansion-soars-historic-50-150058605.html,High,direct_article_plus_supplemental_search,"Fetched direct article text. Supplemental searches used: ""WNBA expansion soars with historic 50-game season in 2027"" record stats | WNBA expansion soars with historic 50-game season in 2027 exact record | WNBA expansion soars with historic 50-game season in 2027 milestone stats | WNBA expansion soars with historic 50-game season in 2027 WNBA records stats | WNBA expansion soars with historic 50-game season in 2027 USA TODAY Sports Supplemental source context: Yahoo Sports (Strong): WNBA expansion soars with historic 50-game season in 2027 || Yahoo Sports (Strong): WNBA expansion soars with historic 50-game season in 2027 Yahoo Sports || USA Today (Strong): WNBA expansion soars with historic 50-game season in 2027 USA Today",WNBA expansion soars with historic 50-game season in 2027 The WNBA is officially hitting 50 games in 2027 amid a growing rise in demand and interest.,WNBA expansion soars with historic 50-game season in 2027 The WNBA is officially hitting 50 games in 2027 amid a growing rise in demand and interest.,"The CBA includes the WNBA's first $1 million salaries and a new salary cap ($7 million per team, up from $1.5 million in 2025) that's set to increase annually as the league's revenue grows.",This article originally appeared on USA TODAY: WNBA announces historic 50-game season starting in 2027,The extra games in the WNBA's regular-season schedule arrive ahead of the addition of three expansion teams who will join the league over the next four years.,,,,,,,,,,,,,,,,,WNBA expansion soars with historic 50-game season in 2027 The WNBA is officially hitting 50 games in 2027 amid a growing rise in demand and interest.,"The CBA includes the WNBA's first $1 million salaries and a new salary cap ($7 million per team, up from $1.5 million in 2025) that's set to increase annually as the league's revenue grows.",,,,"The CBA includes the WNBA's first $1 million salaries and a new salary cap ($7 million per team, up from $1.5 million in 2025) that's set to increase annually as the league's revenue grows.",,No,"""WNBA expansion soars with historic 50-game season in 2027"" record stats | WNBA expansion soars with historic 50-game season in 2027 exact record | WNBA expansion soars with historic 50-game season in 2027 milestone stats | WNBA expansion soars with historic 50-game season in 2027 WNBA records stats | WNBA expansion soars with historic 50-game season in 2027 USA TODAY Sports",3,Yahoo Sports (Strong): WNBA expansion soars with historic 50-game season in 2027 || Yahoo Sports (Strong): WNBA expansion soars with historic 50-game season in 2027 Yahoo Sports || USA Today (Strong): WNBA expansion soars with historic 50-game season in 2027 USA Today
2,Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win,WNBA,Record / Milestone,The Sporting News,https://sports.yahoo.com/articles/caitlin-clarks-latest-post-had-202413090.html,High,direct_article_plus_supplemental_search,"Fetched direct article text. Supplemental searches used: ""Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win"" record stats | Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win exact record | Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win milestone stats | Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win WNBA records stats | Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win The Sporting News Supplemental source context: sportingnews.com (Other): Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win || sportingnews.com (Other): Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win sportingnews.com || MSN (Other): Clark sets assist record despite Fever's narrow loss to Valkyries",Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win The veteran guard kept it simple.,Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win The veteran guard kept it simple.,Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win originally appeared on The Sporting News .,"Just one day after Indiana erupted for a franchise-record 113 points in regulation during a 113-91 victory over the Toronto Tempo , Clark found herself making headlines again, this time away from the basketball court.","On Tuesday night against Toronto, Clark finished with 21 points and 14 assists while recording her second consecutive double-double.",,,113-91,,,,,,,,,,,,,,record 113,Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win originally appeared on The Sporting News .,record 113,Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win The veteran guard kept it simple.,,Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win originally appeared on The Sporting News .,,No,"""Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win"" record stats | Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win exact record | Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win milestone stats | Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win WNBA records stats | Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win The Sporting News",5,sportingnews.com (Other): Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win || sportingnews.com (Other): Caitlin Clark's latest post had Sophie Cunningham asking one question after Fever's record-setting win sportingnews.com || MSN (Other): Clark sets assist record despite Fever's narrow loss to Valkyries || MSN (Other): Clark sets assist record despite Fever's narrow loss to Valkyries MSN || The Times of India (Other): Sophie Cunningham receives heartwarming three-word message from Caitlin Clark following win over Mystics
3,Sudan women's soccer team defies war and prejudice to make historic return to international stage,NWSL / Women's Soccer,Record / Milestone,Yahoo Sports,https://news.google.com/rss/articles/CBMihgFBVV95cUxPLXBrN2RhVEkxZHhJQVVkQ2VISXgwRE5HNUk0d0RPSnJDSVhsSTlQc3N6Z0JnZkE2YU4zRVRVZkN3UkhzcHhFUlZaWEY5V0Q3VTBjbFJaNS1lajZDNVlnTzdPcGFjVWRJWGtNblRkQjhHMGI0TXl6c3Rfd0RoTU9DN1ZQV2dLUQ?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Sudan women's soccer team defies war and prejudice to make historic return to international stage"" record stats | Sudan women's soccer team defies war and prejudice to make historic return to international stage exact record | Sudan women's soccer team defies war and prejudice to make historic return to international stage milestone stats | Sudan women's soccer team defies war and prejudice to make historic return to international stage Yahoo Sports Supplemental source context: Yahoo Sports (Strong): Sudan women's soccer team defies war and prejudice to make historic return to international stage || Yahoo Sports (Strong): Sudan women's soccer team defies war and prejudice to make historic return to international stage Yahoo Sports Verify exact stats, scores, records, player details, and jersey numbers before final design.",Sudan women's soccer team defies war and prejudice to make historic return to international stage,Sudan women's soccer team defies war and prejudice to make historic return to international stage,Sudan women's soccer team defies war and prejudice to make historic return to international stage Yahoo Sports,,,,,,,,,,,,,,,,,,,Sudan women's soccer team defies war and prejudice to make historic return to international stage,Sudan women's soccer team defies war and prejudice to make historic return to international stage Yahoo Sports,,,,Sudan women's soccer team defies war and prejudice to make historic return to international stage Yahoo Sports,,Yes,"""Sudan women's soccer team defies war and prejudice to make historic return to international stage"" record stats | Sudan women's soccer team defies war and prejudice to make historic return to international stage exact record | Sudan women's soccer team defies war and prejudice to make historic return to international stage milestone stats | Sudan women's soccer team defies war and prejudice to make historic return to international stage Yahoo Sports",2,Yahoo Sports (Strong): Sudan women's soccer team defies war and prejudice to make historic return to international stage || Yahoo Sports (Strong): Sudan women's soccer team defies war and prejudice to make historic return to international stage Yahoo Sports
4,Dream Notches First-Ever Win Against Expansion Toronto Tempo,WNBA,Record / Milestone,Atlanta Dream | WNBA,https://news.google.com/rss/articles/CBMikgFBVV95cUxPUW5wVUFFRzYwZjByTXJvQ0pNMnd3VUZhR0I5R0VVdHRvUUI2WUw1eVZrUGVHN24yMjRxbmZZeW92T05JRmxwUE5jQ0o2N1F4R2RJMFl5SVlaWmVuQVpueU1NM01zQ1VYWGtTS19rQXQ2YXQ2Y05DWWNfLU1NNTI3Qmt2OVdZWjl1bWhNbmtSY1Z3UQ?oc=5,Medium,fallback_summary,"Skipped Google News aggregator URL. Supplemental searches used: ""Dream Notches First-Ever Win Against Expansion Toronto Tempo"" record stats | Dream Notches First-Ever Win Against Expansion Toronto Tempo exact record | Dream Notches First-Ever Win Against Expansion Toronto Tempo milestone stats | Dream Notches First-Ever Win Against Expansion Toronto Tempo WNBA records stats | Dream Notches First-Ever Win Against Expansion Toronto Tempo Atlanta Dream | WNBA Verify exact stats, scores, records, player details, and jersey numbers before final design.",Dream Notches First-Ever Win Against Expansion Toronto Tempo Atlanta Dream.,Dream Notches First-Ever Win Against Expansion Toronto Tempo Atlanta Dream.,,,,,,,,,,,,,,,,,,,,Dream Notches First-Ever Win Against Expansion Toronto Tempo Atlanta Dream.,Milestone is headline-confirmed. Verify exact record details before adding supporting stats.,,,,Milestone is headline-confirmed. Verify exact record details before adding supporting stats.,,Yes,"""Dream Notches First-Ever Win Against Expansion Toronto Tempo"" record stats | Dream Notches First-Ever Win Against Expansion Toronto Tempo exact record | Dream Notches First-Ever Win Against Expansion Toronto Tempo milestone stats | Dream Notches First-Ever Win Against Expansion Toronto Tempo WNBA records stats | Dream Notches First-Ever Win Against Expansion Toronto Tempo Atlanta Dream | WNBA",0,
5,Angel City fire head coach Alex Straus,NWSL / Women's Soccer,Record / Milestone,Equalizer Soccer,https://equalizersoccer.com/2026/06/17/angel-city-fire-head-coach-alex-straus/,High,direct_article_plus_supplemental_search,"Fetched direct article text. Supplemental searches used: ""Angel City fire head coach Alex Straus"" record stats | Angel City fire head coach Alex Straus exact record | Angel City fire head coach Alex Straus milestone stats | Angel City fire head coach Alex Straus Equalizer Soccer Supplemental source context: Equalizer Soccer (Strong): Angel City fire head coach Alex Straus || Equalizer Soccer (Strong): Angel City fire head coach Alex Straus Equalizer Soccer || Yahoo Sports (Strong): Angel City ends winning streak, falls 2-1 against Orlando Pride","Angel City fire head coach Alex Straus LA team sits in 12th with 4-6-1 record Angel City FC announced Wednesday that it is parting ways with head coach Alex Straus, effective immediately.","Angel City fire head coach Alex Straus LA team sits in 12th with 4-6-1 record Angel City FC announced Wednesday that it is parting ways with head coach Alex Straus, effective immediately.","Angel City sits in 12th place in the 16-team league standings, having won four games, drawn one, and lost six. ""The club's focus remains on supporting its players, competing at the highest level, and building a high-performance environment that gives the players the best opportunity to succeed,"" the coaching change announcement read.",Senior assistant coach Leif Gunnar Smerud will act as interim head coach while Angel City conducts a search for its new head coach.,"We are deeply grateful for Alex's leadership and the progress made during his tenure, and we wish him nothing but success in his next chapter."" Eight red cards called against Brazil capture chaos of Tuesday's showdown A 2-1 loss to Brazil is no cause for major concern, but it might...",,,4-6,,,,,,,,,,,,,,12th,"Angel City sits in 12th place in the 16-team league standings, having won four games, drawn one, and lost six. ""The club's focus remains on supporting its players, competing at the highest level, and building a high-performance environment that gives the players the best opportunity to succeed,"" the coaching change announcement read.",12th,"Angel City fire head coach Alex Straus LA team sits in 12th with 4-6-1 record Angel City FC announced Wednesday that it is parting ways with head coach Alex Straus, effective immediately.",,"Angel City sits in 12th place in the 16-team league standings, having won four games, drawn one, and lost six. ""The club's focus remains on supporting its players, competing at the highest level, and building a high-performance environment that gives the players the best opportunity to succeed,"" the coaching change announcement read.",,No,"""Angel City fire head coach Alex Straus"" record stats | Angel City fire head coach Alex Straus exact record | Angel City fire head coach Alex Straus milestone stats | Angel City fire head coach Alex Straus Equalizer Soccer",5,"Equalizer Soccer (Strong): Angel City fire head coach Alex Straus || Equalizer Soccer (Strong): Angel City fire head coach Alex Straus Equalizer Soccer || Yahoo Sports (Strong): Angel City ends winning streak, falls 2-1 against Orlando Pride || Yahoo Sports (Strong): Angel City ends winning streak, falls 2-1 against Orlando Pride Yahoo Sports || prostinternational.com (Other): Dash steals win from Angel City in stoppage time"
6,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record,Track & Field,Record / Milestone,NCAA.com,https://news.google.com/rss/articles/CBMi0AFBVV95cUxObnBtV1YxcUxLd1F0dlhTUm90TERMcDF4VVdFWndwcE5KU1hlWnEzbTI1SndxdUxpX2hHNHk3b3otZ2Vvb1ZuTHJoX1lXaXZzb3l4OWE3TkxTcjh5T2xTbDdma3BDRk0ycGF1dG42cmlLckRJVnVST2pqYWRhSm5uOERMMVhhQThqMnpubkhQc3hVZngzRFlZVTN3aXgtX0d0bG9GMTMyMEVRSlZfR0lvZFF1X2lLeG5PdWM3SEdmOTNXbEFzUTQtSmx3OHN2VUY0?oc=5,High,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record"" record stats | Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record exact record | Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record milestone stats | Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record NCAA.com Supplemental source context: NCAA.com (Official): Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record || NCAA.com (Official): Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record NCAA.com || FloTrack (Other): Adaejah Hodge Breaks Sha'Carri Richardson's NCAA 100m Record",Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record NCAA.com,Adaejah Hodge Breaks Sha'Carri Richardson's NCAA 100m Record,Adaejah Hodge Breaks Sha'Carri Richardson's NCAA 100m Record FloTrack,,,,,,,,,,,,,,,,,100,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record NCAA.com,100,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record,,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record NCAA.com,,No,"""Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record"" record stats | Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record exact record | Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record milestone stats | Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record NCAA.com",5,NCAA.com (Official): Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record || NCAA.com (Official): Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record NCAA.com || FloTrack (Other): Adaejah Hodge Breaks Sha'Carri Richardson's NCAA 100m Record || FloTrack (Other): Adaejah Hodge Breaks Sha'Carri Richardson's NCAA 100m Record FloTrack || LetsRun.com (Other): Georgia's Adaejah Hodge DESTROYS Sha'Carri Richardson's NCAA 100m record
7,"Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin",Tennis,Record / Milestone,WTA Tennis,https://news.google.com/rss/articles/CBMitAFBVV95cUxQWGJjWFAyODY2S2hhWUtCMWdGRUxfWlI1TDdtTEtiWlBqQllYUUlycEZQX1Y4VXI4V0dQLThHRFZjZFBRcEFrM3FkYWdTcXg2OWdteTRLeFZHSnV5SG11NFEyNzdxXzFHZ0txRDJpTGNzZUVuTHV0aFJNRWNxREJhZmF2alA5TXlVb0tKd0ZxLUJzY2JPRzBmdXhCeXZfcVJEMlVRSHJvMDhNOEVmdVJXQWVTZ0Q?oc=5,High,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin"" record stats | Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin exact record | Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin milestone stats | Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin WTA Tennis Supplemental source context: WTA Tennis (Official): Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin || WTA Tennis (Official): Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin WTA Tennis || facebook.com (Other): Pinay tennis star Alex Eala is through to the Round of 16 in the Berlin Open after defeating Croatia's Donna Vekic, 7-5, 6-4. Link to full story in the comments section.","Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin","Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin","Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin WTA Tennis","Pinay tennis star Alex Eala is through to the Round of 16 in the Berlin Open after defeating Croatia's Donna Vekic, 7-5, 6-4. Link to full story in the comments section.","Pinay tennis star Alex Eala is through to the Round of 16 in the Berlin Open after defeating Croatia's Donna Vekic, 7-5, 6-4.",,,7-5,,,,,,,,,,,,,,"Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin","Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin WTA Tennis",,,,"Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin WTA Tennis",,No,"""Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin"" record stats | Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin exact record | Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin milestone stats | Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin WTA Tennis",5,"WTA Tennis (Official): Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin || WTA Tennis (Official): Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin WTA Tennis || facebook.com (Other): Pinay tennis star Alex Eala is through to the Round of 16 in the Berlin Open after defeating Croatia's Donna Vekic, 7-5, 6-4. Link to full story in the comments section. || facebook.com (Other): Pinay tennis star Alex Eala is through to the Round of 16 in the Berlin Open after defeating Croatia's Donna Vekic, 7-5, 6-4. || WTA Tennis (Official): VANDA Pharmaceuticals Berlin Tennis Open 2026 Past Winners"
8,Caroline Harvey Selected First Overall By The Vancouver Goldeneyes At The 2026 PWHL Draft,PWHL / Women's Hockey,Breaking / Transaction,Yahoo Sports,https://news.google.com/rss/articles/CBMijgFBVV95cUxQMFE0cDZvaFBSNUpNVUZ1cHJjTVJIelFBWldITjBtSlJteHI3YTV3VURHeUZXZlB0TjJGZ3hDczVZV1pfanJKTS1GVnRrSV9pWTdSYURoZHBrc0lsQXNiVHFSQkpMR1dPbkFmdmFBMV9OOWpFTlI0bDMzV25PWU9IWjhfT3FMcjNIVU1uQ0R3?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Caroline Harvey Selected First Overall By The Vancouver Goldeneyes At The 2026 PWHL Draft"" | Caroline Harvey Selected First Overall By The Vancouver Goldeneyes At The 2026 PWHL Draft details | Caroline Harvey Selected First Overall By The Vancouver Goldeneyes At The 2026 PWHL Draft Yahoo Sports Supplemental source context: Yahoo Sports (Strong): Caroline Harvey Selected First Overall By The Vancouver Goldeneyes At The 2026 PWHL Draft || Yahoo Sports (Strong): Caroline Harvey Selected First Overall By The Vancouver Goldeneyes At The 2026 PWHL Draft Yahoo Sports || Yahoo Sports Australia (Strong): Caroline Harvey selected by Vancouver Goldeneyes with first pick in 2026 PWHL Draft Verify exact stats, scores, records, player details, and jersey numbers before final design.",Caroline Harvey Selected First Overall By The Vancouver Goldeneyes At The 2026 PWHL Draft,Caroline Harvey Selected First Overall By The Vancouver Goldeneyes At The 2026 PWHL Draft,Caroline Harvey Selected First Overall By The Vancouver Goldeneyes At The 2026 PWHL Draft Yahoo Sports,Caroline Harvey selected by Vancouver Goldeneyes with first pick in 2026 PWHL Draft,Caroline Harvey selected by Vancouver Goldeneyes with first pick in 2026 PWHL Draft Yahoo Sports Australia,,,,,,,,,,,,,,,,,,,,,,Caroline Harvey Selected First Overall By The Vancouver Goldeneyes At The 2026 PWHL Draft Yahoo Sports,,Yes,"""Caroline Harvey Selected First Overall By The Vancouver Goldeneyes At The 2026 PWHL Draft"" | Caroline Harvey Selected First Overall By The Vancouver Goldeneyes At The 2026 PWHL Draft details | Caroline Harvey Selected First Overall By The Vancouver Goldeneyes At The 2026 PWHL Draft Yahoo Sports",5,Yahoo Sports (Strong): Caroline Harvey Selected First Overall By The Vancouver Goldeneyes At The 2026 PWHL Draft || Yahoo Sports (Strong): Caroline Harvey Selected First Overall By The Vancouver Goldeneyes At The 2026 PWHL Draft Yahoo Sports || Yahoo Sports Australia (Strong): Caroline Harvey selected by Vancouver Goldeneyes with first pick in 2026 PWHL Draft || Yahoo Sports Australia (Strong): Caroline Harvey selected by Vancouver Goldeneyes with first pick in 2026 PWHL Draft Yahoo Sports Australia || Yahoo Sports Canada (Strong): Vancouver Goldeneyes pick American Caroline Harvey 1st overall in PWHL draft
9,How Trojans Star JuJu Watkins Recruited No. 2 Prospect Saniyah Hall to USC,NCAA Women's Basketball,Recruiting / Roster News,Just Women's Sports,https://justwomenssports.com/reads/juju-watkins-recruits-saniyah-hall-usc-trojans-womens-college-basketball/,High,direct_article_plus_supplemental_search,"Fetched direct article text. Supplemental searches used: ""How Trojans Star JuJu Watkins Recruited No. 2 Prospect Saniyah Hall to USC"" | How Trojans Star JuJu Watkins Recruited No. 2 Prospect Saniyah Hall to USC details | How Trojans Star JuJu Watkins Recruited No. 2 Prospect Saniyah Hall to USC Just Women's Sports Supplemental source context: Just Women's Sports (Strong): How Trojans Star JuJu Watkins Recruited No. 2 Prospect Saniyah Hall to USC || Just Women's Sports (Strong): How Trojans Star JuJu Watkins Recruited No. || Trojans Wire (Other): JuJu Watkins is an elite recruiter, not just a star basketball player Trojans Wire","Hall earned MVP honors at the 2025 FIBA U19 World Cup, where she averaged 19.9 points, 6.4 rebounds, and 2.9 steals per game while helping Team USA win gold .","Hall earned MVP honors at the 2025 FIBA U19 World Cup, where she averaged 19.9 points, 6.4 rebounds, and 2.9 steals per game while helping Team USA win gold .",2 Prospect Saniyah Hall to USC Trojans standout JuJu Watkins revealed how she helped recruit top high school prospect Saniyah Hall to join USC women's basketball.,How Trojans Star JuJu Watkins Recruited No.,"JuJu Watkins didn't just coach Saniyah Hall at the Overtime Select Takeover event , she also recruited her to USC.",,,,,,,,,,,,,,,,,,,,,,2 Prospect Saniyah Hall to USC Trojans standout JuJu Watkins revealed how she helped recruit top high school prospect Saniyah Hall to join USC women's basketball.,,No,"""How Trojans Star JuJu Watkins Recruited No. 2 Prospect Saniyah Hall to USC"" | How Trojans Star JuJu Watkins Recruited No. 2 Prospect Saniyah Hall to USC details | How Trojans Star JuJu Watkins Recruited No. 2 Prospect Saniyah Hall to USC Just Women's Sports",5,"Just Women's Sports (Strong): How Trojans Star JuJu Watkins Recruited No. 2 Prospect Saniyah Hall to USC || Just Women's Sports (Strong): How Trojans Star JuJu Watkins Recruited No. || Trojans Wire (Other): JuJu Watkins is an elite recruiter, not just a star basketball player Trojans Wire || On3 (Other): USC Trojans land commitment from 2026 No. 1 overall prospect Saniyah Hall || Just Women's Sports (Strong): 2 Prospect Saniyah Hall to USC Just Women's Sports"
10,SEC opponents announced for Mizzou women's basketball,NCAA Women's Basketball,Breaking / Transaction,Yahoo Sports,https://news.google.com/rss/articles/CBMijgFBVV95cUxNZC1xVlVuZWprNENpTXZfWld6anJkb0NrTENuQnk1ZzRzdVhJVnVXYjY3Q3dzazh2bzRoQ0NBblE1SmxDcnhsN2xMOFI1OUhmLVRaaHVMVkdsQXdqeEFhdHBlVTRYQU02WU9ScFRCRTM5M0Z5Z1U1XzY5Y0kzNUlLNUg1UFBwWFhnUjg3QnRB?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""SEC opponents announced for Mizzou women's basketball"" | SEC opponents announced for Mizzou women's basketball details | SEC opponents announced for Mizzou women's basketball Yahoo Sports Supplemental source context: Yahoo Sports (Strong): SEC opponents announced for Mizzou women's basketball || Yahoo Sports (Strong): SEC opponents announced for Mizzou women's basketball Yahoo Sports || Rock M Nation (Other): SEC opponents announced for Mizzou women's basketball Rock M Nation Verify exact stats, scores, records, player details, and jersey numbers before final design.",SEC opponents announced for Mizzou women's basketball,SEC opponents announced for Mizzou women's basketball,SEC opponents announced for Mizzou women's basketball Yahoo Sports,SEC opponents announced for Mizzou women's basketball Rock M Nation,SEC opponents announced for Auburn women's basketball's 2026-27 season,,,,,,,,,,,,,,,,,,,,,,SEC opponents announced for Mizzou women's basketball Yahoo Sports,,Yes,"""SEC opponents announced for Mizzou women's basketball"" | SEC opponents announced for Mizzou women's basketball details | SEC opponents announced for Mizzou women's basketball Yahoo Sports",5,Yahoo Sports (Strong): SEC opponents announced for Mizzou women's basketball || Yahoo Sports (Strong): SEC opponents announced for Mizzou women's basketball Yahoo Sports || Rock M Nation (Other): SEC opponents announced for Mizzou women's basketball Rock M Nation || Yahoo Sports (Strong): SEC opponents announced for Auburn women's basketball's 2026-27 season || Yahoo Sports (Strong): SEC opponents announced for Auburn women's basketball's 2026-27 season Yahoo Sports
