rank,headline,template_name,headline_max_70,subhead_max_110,footer_max_45,slide_number,slide_role,slide_title,slide_body_max_120
1,Caitlin Clark Hits Game-Winning 3-Pointer to Push Fever Past Mystics,Tonight in the W 4-Slide Template,Caitlin Clark Hits Game-Winning 3-Pointer to Push Fever Past Mystics,"What happened, who stood out, and why it matters for WNBA fans.",More WNBA coverage daily,1,Hook,Caitlin Clark Hits Game-Winning 3-Pointer to Push,The story you need to know.
1,Caitlin Clark Hits Game-Winning 3-Pointer to Push Fever Past Mystics,Tonight in the W 4-Slide Template,Caitlin Clark Hits Game-Winning 3-Pointer to Push Fever Past Mystics,"What happened, who stood out, and why it matters for WNBA fans.",More WNBA coverage daily,2,Context,What happened,This is timely WNBA coverage with a result fans may want explained quickly.
1,Caitlin Clark Hits Game-Winning 3-Pointer to Push Fever Past Mystics,Tonight in the W 4-Slide Template,Caitlin Clark Hits Game-Winning 3-Pointer to Push Fever Past Mystics,"What happened, who stood out, and why it matters for WNBA fans.",More WNBA coverage daily,3,Angle,The angle,"What happened, who stood out, and why it matters for WNBA fans."
1,Caitlin Clark Hits Game-Winning 3-Pointer to Push Fever Past Mystics,Tonight in the W 4-Slide Template,Caitlin Clark Hits Game-Winning 3-Pointer to Push Fever Past Mystics,"What happened, who stood out, and why it matters for WNBA fans.",More WNBA coverage daily,4,CTA,Your take on this WNBA story?,Follow Her Sports Daily for more.
2,A’ja Wilson Makes WNBA History in Aces vs. Storm Win,Tonight in the W 4-Slide Template,A’ja Wilson Makes WNBA History in Aces vs. Storm Win,Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,1,Hook,A’ja Wilson Makes WNBA History in Aces vs. Storm Win,The story you need to know.
2,A’ja Wilson Makes WNBA History in Aces vs. Storm Win,Tonight in the W 4-Slide Template,A’ja Wilson Makes WNBA History in Aces vs. Storm Win,Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
2,A’ja Wilson Makes WNBA History in Aces vs. Storm Win,Tonight in the W 4-Slide Template,A’ja Wilson Makes WNBA History in Aces vs. Storm Win,Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,3,Angle,The angle,A milestone worth putting into context.
2,A’ja Wilson Makes WNBA History in Aces vs. Storm Win,Tonight in the W 4-Slide Template,A’ja Wilson Makes WNBA History in Aces vs. Storm Win,Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,4,CTA,Your take on this WNBA story?,Follow Her Sports Daily for more.
3,Texas’s 2026 WCWS Finals Win Shatters NCAA Softball Viewership Records,Postgame Recap Template,Texas’s 2026 WCWS Finals Win Shatters NCAA Softball Viewership Records,"What happened, who stood out, and why it matters for Softball fans.",More softball coverage daily,1,Hook,Texas’s 2026 WCWS Finals Win Shatters NCAA Softball,The story you need to know.
3,Texas’s 2026 WCWS Finals Win Shatters NCAA Softball Viewership Records,Postgame Recap Template,Texas’s 2026 WCWS Finals Win Shatters NCAA Softball Viewership Records,"What happened, who stood out, and why it matters for Softball fans.",More softball coverage daily,2,Context,What happened,This is timely Softball coverage with a result fans may want explained quickly.
