script_version,rank,editorial_decision,recommended_timing,editorial_score,priority_score,source_quality,source_tier,eligibility_passed,eligibility_reason,time_sensitive,verification_needed,sensitive,duplicate_status,related_story_count,cluster_rank,cluster_id,primary_entity,content_lane,content_bucket,sport,story_type,source,headline,link,post_format,hook,first_slide,carousel_outline,instagram_angle,why_it_matters,caption_starter,visual_brief,hashtags,published,age_hours,decision_reason,score_reason,notes
v11_final,1,Must Post,Post ASAP,79,8,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Yes,No,No,Primary,1,1,tennis::gauff_wins_career_wta_1000_title_ends_pegula's,,Game coverage,Tonight / Game Coverage,Tennis,Game Recap / Result,WTA Tennis,"Gauff wins third career WTA 1000 title, ends Pegula’s impressive run in Wuhan",https://news.google.com/rss/articles/CBMitwFBVV95cUxPbXUtY0FsX1VUd3JSQUFoTV9oQm1UX3RjMFdwREVZaVdsb2lVUmZWSmc1VmMwVm5XMU5MU3FWbm5xU2lEbDYzN09STDJyYmdzejhPR2cySW9GcHJqMF80QklwcHVRUXltUVBEZUFlem9LR1kxYmVFZWRvS2JjTHA3SnhQTlcyMWtCbnNNUW1qYmNmVEtheG5Ma0VpbndhZlQxOHJRdS1DQ3ppSy12OElNeTV2bE9BODA?oc=5,Breaking graphic + carousel,Here is the quick version of what happened and why it matters.,"Quick recap: Gauff wins third career WTA 1000 title, ends Pegula’s impressive run in Wuhan",Slide 1: result | Slide 2: top performer | Slide 3: turning point | Slide 4: what is next,"What happened, who stood out, and why it matters for Tennis fans.",This is timely Tennis coverage with a result fans may want explained quickly.,"Gauff wins third career WTA 1000 title, ends Pegula’s impressive run in Wuhan Here is the quick breakdown and why it matters.","Use a quick recap carousel with final result, top performer, and next game.",#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis,2026-06-13T09:48:23+00:00,11.0,"High-score, timely, verified hard-news story.",Championship or major result. Fresh under 12 hours. Strong secondary sport: Tennis. Source quality 10/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,2,Verify First,Verify first,77,8,6,Other,Yes,Passed: clear women's sports signal.,No,Yes,No,Primary,1,1,wnba::caitlin_clark_records,Caitlin Clark,Star-driven engagement,Star Watch,WNBA,Record / Milestone,Hawkeyes Wire,Caitlin Clark ties Tamika Catchings' Fever franchise mark in latest win,https://sports.yahoo.com/articles/caitlin-clark-ties-tamika-catchings-114524048.html,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,Milestone watch: Caitlin Clark ties Tamika Catchings' Fever franchise mark in latest win,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Caitlin Clark ties Tamika Catchings' Fever franchise mark in latest win What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,2026-06-13T11:45:24+00:00,9.1,Needs stronger confirmation before posting.,"Record or milestone. Fresh under 12 hours. Core brand sport: WNBA. Source quality 6/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",
v11_final,3,Must Post,Post ASAP,76,8,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,No,No,No,Primary,7,1,wnba::aja_wilson,A'Ja Wilson,Star-driven engagement,Star Watch,WNBA,Record / Milestone,CBS Sports,"A’ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89",https://news.google.com/rss/articles/CBMizwFBVV95cUxNSWxYTk93VkhjS0NuanJEVUJzU0pvdmhtTTRHWW03M3VLREo2bFNYaGZyLVBOZDB3SjJ0aGN4LVAxbWNNWENlc3MwUlMtd0s2dGxxUk1va1JvNE1wa3hoa3otcS1PWk5wUEFYTjZGZWtfang3dWExVm9OZ1NBZmE1ZGxCY25reEpFVmZoUlYzMEZJVWJEX3hCd1JDWjl2eDBLVDZLeEYzTmxNWWtLeDFQT2VaN0JXaThXbEtzU0dzbFZzaDNaNjNCVEhrWHJpMm8?oc=5,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,"Milestone watch: A’ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89",Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,"A’ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89 What should we cover next?","Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,2026-06-12T04:36:00+00:00,40.2,"High-score, timely, verified hard-news story.","Record or milestone. Recent under 72 hours. Core brand sport: WNBA. Source quality 9/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",
v11_final,4,Maybe Post,Use when convenient,75,8,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,No,No,No,Primary,1,1,track & field::sha'carri richardson,Sha'Carri Richardson,Star-driven engagement,Star Watch,Track & Field,Record / Milestone,NCAA.com,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record,https://news.google.com/rss/articles/CBMi0AFBVV95cUxObnBtV1YxcUxLd1F0dlhTUm90TERMcDF4VVdFWndwcE5KU1hlWnEzbTI1SndxdUxpX2hHNHk3b3otZ2Vvb1ZuTHJoX1lXaXZzb3l4OWE3TkxTcjh5T2xTbDdma3BDRk0ycGF1dG42cmlLckRJVnVST2pqYWRhSm5uOERMMVhhQThqMnpubkhQc3hVZngzRFlZVTN3aXgtX0d0bG9GMTMyMEVRSlZfR0lvZFF1X2lLeG5PdWM3SEdmOTNXbEFzUTQtSmx3OHN2VUY0?oc=5,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #TrackAndField,2026-06-12T15:14:55+00:00,29.6,"Strong candidate, but not mandatory.","Record or milestone. Recent under 72 hours. Strong secondary sport: Track & Field. Source quality 10/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",
v11_final,5,Maybe Post,Use when convenient,71,8,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,No,No,No,Primary,11,1,wnba::las vegas aces,Las Vegas Aces,Daily news,Daily News,WNBA,Record / Milestone,Las Vegas Aces | WNBA,GAME RECAP: Record 3-Point Shooting by Chelsea Gray Helps Aces Douse Fire 105-89,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQc3hFZ3NCTlQ0cWZiQUlYSkI5SFNjQllpTXA4dXhnRlpzWjBDRFUtek5QYTdvYVk0cElNREdWZTM1U21YLVFMLV9Cb3ZkcWttZEtMQ3B3dVBiRlBkQ1JRRC1zdk16Ti1PSVJSNGdFMUVaNXJTUGdxM0xjSXVNakZLZ195LVdxRFA4NlZhaUNxc1hqSjNLOUc2LUt3NnZaSzk4el9MS3I4eGstZw?oc=5,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: GAME RECAP: Record 3-Point Shooting by Chelsea Gray Helps Aces Douse Fire 105-89,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,GAME RECAP: Record 3-Point Shooting by Chelsea Gray Helps Aces Douse Fire 105-89 What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,2026-06-12T06:11:32+00:00,38.6,"Strong candidate, but not mandatory.",Record or milestone. Recent under 72 hours. Core brand sport: WNBA. Source quality 10/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,6,Maybe Post,Post during daytime engagement window,70,7,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,No,No,No,Primary,34,1,pwhl / women's hockey::pwhl,Pwhl,Growth of the game,Growth of the Game,PWHL / Women's Hockey,League Expansion,Yahoo Sports,Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four,https://news.google.com/rss/articles/CBMiigFBVV95cUxPZ04tUUZMYk9MM2RwQXY2ZU9EQXAwcENtQWpacEhzSnk3Y0lPd3kzYnVLTEdQTnRYU0pXSk1rdEJST0FhOTdDc2hIdFVOZkxvUFl1QjY3VnctUjBNbWFjeks2M0lvU3FrTnY0Q3JkZUZjeEpCb2VWdmtZTVJoeWhDaHRTS0tGYTZSQ1E?oc=5,Map/expansion carousel,Another market is betting big on women's sports.,Expansion watch: Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four,Slide 1: expansion headline | Slide 2: market/team details | Slide 3: why demand is rising | Slide 4: fan question,Another sign that women's sports demand is outgrowing the old model.,Expansion stories show where fan demand and investor confidence are rising.,"Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four More teams, more investment, more proof that the demand is real.","Use a map, team/logo style graphic, or market comparison carousel.",#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey,2026-06-13T12:13:10+00:00,8.6,"Strong candidate, but not mandatory.",Expansion story. Fresh under 12 hours. Core brand sport: PWHL / Women's Hockey. Source quality 9/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,7,Save for Weekend,Save for weekend or filler slot,66,7,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,No,No,No,Primary,1,1,volleyball::major league volleyball,Major League Volleyball,College spotlight,College Spotlight,Volleyball,Record / Milestone,Yahoo Sports,Major League Volleyball Ends Year Three With Record Growth,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQMzlVckU5ekt1bGRmNm9hV2kzN0FPcGFZSzlBWE42NnFSWFNId3BMb0w0SnVCR3paQmRnM1o2WGFSLVJjQWtSVWxYNjVaTWJ4dlFFOVhhRkNYNFh5MzJaTTJLa0g3Yk81MkpydHZFaDBNZldRNTlqRkg5N2VkQ2RWZ0h3UVZ2RlVfekdN?oc=5,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Major League Volleyball Ends Year Three With Record Growth,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Major League Volleyball Ends Year Three With Record Growth What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #Volleyball #NCAAVB,2026-06-12T17:00:06+00:00,27.8,Useful but not urgent.,Record or milestone. Recent under 72 hours. Strong secondary sport: Volleyball. Source quality 9/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,8,Save for Weekend,Save for weekend or filler slot,66,7,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,No,No,No,Primary,1,1,softball::former_ucla_softball_star_megan_grant_crushes_record,,College spotlight,College Spotlight,Softball,Record / Milestone,Just Women's Sports,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut,https://justwomenssports.com/reads/megan-grant-softball-ucla-portland-cascade-ausl-home-run-record/,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #Softball #WCWS,2026-06-12T19:46:52+00:00,25.0,Useful but not urgent.,Record or milestone. Recent under 72 hours. Strong secondary sport: Softball. Source quality 8/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,9,Save for Weekend,Post during daytime engagement window,65,7,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,No,No,No,Primary,29,1,nwsl / women's soccer::uswnt,Uswnt,Growth of the game,Growth of the Game,NWSL / Women's Soccer,Business / Growth,Just Women's Sports,"Abby Wambach, USWNT Legends Join Crux Football’s Player Investor Collective",https://justwomenssports.com/reads/crux-football-abby-wambach-multi-team-womens-soccer-ownership-player-investor-collective/,Data carousel,Women's sports are becoming impossible for the business world to ignore.,"The business of women's sports keeps growing: Abby Wambach, USWNT Legends Join Crux Football’s Player Investor Collective",Slide 1: headline stat | Slide 2: what changed | Slide 3: why it matters | Slide 4: what comes next,The business of women's sports is not emerging anymore. It is becoming big business.,This helps show the business momentum behind women's sports.,"Abby Wambach, USWNT Legends Join Crux Football’s Player Investor Collective The growth of women's sports keeps getting harder to ignore.",Use a clean data carousel with bold numbers and simple context.,#WomensSports #HerSportsDaily #SportsNews #NWSL #USWNT #WomensSoccer,2026-06-12T16:21:34+00:00,28.5,Useful but not urgent.,Business/growth story. Recent under 72 hours. Core brand sport: NWSL / Women's Soccer. Source quality 8/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,10,Save for Weekend,Save for weekend or filler slot,64,7,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,No,No,No,Primary,4,1,nwsl / women's soccer::gotham fc,Gotham Fc,Daily news,Daily News,NWSL / Women's Soccer,Record / Milestone,Equalizer Soccer,Gotham FC announces first-ever ‘dedicated’ training facility,https://news.google.com/rss/articles/CBMiogFBVV95cUxPRTAyUG93UzNGVDZWWFVzcmhFUXBKQ3NhZF9aQUJYNHB0cklZQ2hvVzdnSGZweFR1Y1BWSFFQNEF5Qk1abHZZNDBZMDdUZGpTbVF6TVMyS1c3d0ZqSWFMOWktY0p6ajAwem5FQmNQUGphbHJtNDl0MmNVZ0tiS2J1WHBmQ1RWRnUwODN3WVc1NW9lWi1zMFJLYkhaQXktNV9QdVE?oc=5,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Gotham FC announces first-ever ‘dedicated’ training facility,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Gotham FC announces first-ever ‘dedicated’ training facility What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #NWSL #USWNT #WomensSoccer,2026-06-10T18:38:41+00:00,74.2,Useful but not urgent.,Record or milestone. Still usable this week. Core brand sport: NWSL / Women's Soccer. Source quality 8/10. Engagement: high-interest keyword. Penalties: no major penalties.,
