script_version,rank,editorial_decision,recommended_timing,editorial_score,priority_score,source_quality,source_tier,eligibility_passed,eligibility_reason,time_sensitive,verification_needed,sensitive,duplicate_status,related_story_count,cluster_rank,cluster_id,primary_entity,content_lane,content_bucket,sport,story_type,source,headline,link,post_format,hook,first_slide,carousel_outline,instagram_angle,why_it_matters,caption_starter,visual_brief,hashtags,published,age_hours,decision_reason,score_reason,notes
v11_final,1,Must Post,Post ASAP,81,9,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,No,No,No,Primary,6,1,wnba::aja_wilson,A'Ja Wilson,Star-driven engagement,Star Watch,WNBA,Record / Milestone,Just Women's Sports,Aces Vet Chelsea Gray’s Record-Tying Night Fuels Commissioner’s Cup Win,https://justwomenssports.com/reads/aces-vs-fire-chelsea-gray-2026-wnba-commissioners-cup-game-scores/,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,Milestone watch: Aces Vet Chelsea Gray’s Record-Tying Night Fuels Commissioner’s Cup Win,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Aces Vet Chelsea Gray’s Record-Tying Night Fuels Commissioner’s Cup Win What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,2026-06-12T17:33:47+00:00,4.5,"High-score, timely, verified hard-news story.","Record or milestone. Fresh under 12 hours. Core brand sport: WNBA. Source quality 8/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",
v11_final,2,Must Post,Post ASAP,81,9,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,No,No,No,Primary,36,1,wnba::caitlin clark,Caitlin Clark,Star-driven engagement,Star Watch,WNBA,Record / Milestone,Just Women's Sports,"Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller",https://justwomenssports.com/reads/sky-vs-fever-wnba-commissioners-cup-2026-aliyah-boston-sydney-taylor/,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,"Milestone watch: Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller",Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,"Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller What should we cover next?","Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,2026-06-12T16:36:37+00:00,5.5,"High-score, timely, verified hard-news story.","Record or milestone. Fresh under 12 hours. Core brand sport: WNBA. Source quality 8/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",
v11_final,3,Maybe Post,Use when convenient,80,8,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,No,No,No,Primary,1,1,track & field::sha'carri richardson,Sha'Carri Richardson,Star-driven engagement,Star Watch,Track & Field,Record / Milestone,NCAA.com,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record,https://news.google.com/rss/articles/CBMi0AFBVV95cUxObnBtV1YxcUxLd1F0dlhTUm90TERMcDF4VVdFWndwcE5KU1hlWnEzbTI1SndxdUxpX2hHNHk3b3otZ2Vvb1ZuTHJoX1lXaXZzb3l4OWE3TkxTcjh5T2xTbDdma3BDRk0ycGF1dG42cmlLckRJVnVST2pqYWRhSm5uOERMMVhhQThqMnpubkhQc3hVZngzRFlZVTN3aXgtX0d0bG9GMTMyMEVRSlZfR0lvZFF1X2lLeG5PdWM3SEdmOTNXbEFzUTQtSmx3OHN2VUY0?oc=5,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,Milestone watch: Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #TrackAndField,2026-06-12T15:14:55+00:00,6.8,Downgraded from Must Post because the daily Must Post cap was reached.,"Record or milestone. Fresh under 12 hours. Strong secondary sport: Track & Field. Source quality 10/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",
v11_final,4,Verify First,Verify first,77,8,6,Other,Yes,Passed: clear women's sports signal.,No,Yes,No,Primary,13,1,wnba::angel reese,Angel Reese,Star-driven engagement,Star Watch,WNBA,Record / Milestone,Athlon Sports,Angel Reese Urges Fans to Vote for Ahead of 2026 WNBA All-Star Game,https://sports.yahoo.com/articles/angel-reese-urges-fans-vote-135247530.html,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,Milestone watch: Angel Reese Urges Fans to Vote for Ahead of 2026 WNBA All-Star Game,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Angel Reese Urges Fans to Vote for Ahead of 2026 WNBA All-Star Game What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,2026-06-12T13:52:47+00:00,8.2,Needs stronger confirmation before posting.,"Record or milestone. Fresh under 12 hours. Core brand sport: WNBA. Source quality 6/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",
v11_final,5,Maybe Post,Use when convenient,71,8,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,No,No,No,Primary,1,1,softball::former_ucla_softball_star_megan_grant_crushes_record,,College spotlight,College Spotlight,Softball,Record / Milestone,Just Women's Sports,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut,https://justwomenssports.com/reads/megan-grant-softball-ucla-portland-cascade-ausl-home-run-record/,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #Softball #WCWS,2026-06-12T19:46:52+00:00,2.3,"Strong candidate, but not mandatory.",Record or milestone. Fresh under 12 hours. Strong secondary sport: Softball. Source quality 8/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,6,Maybe Post,Use when convenient,68,7,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,No,No,No,Primary,5,1,nwsl / women's soccer::gotham fc,Gotham Fc,Daily news,Daily News,NWSL / Women's Soccer,Record / Milestone,Equalizer Soccer,Gotham FC announces first-ever ‘dedicated’ training facility,https://news.google.com/rss/articles/CBMiogFBVV95cUxPRTAyUG93UzNGVDZWWFVzcmhFUXBKQ3NhZF9aQUJYNHB0cklZQ2hvVzdnSGZweFR1Y1BWSFFQNEF5Qk1abHZZNDBZMDdUZGpTbVF6TVMyS1c3d0ZqSWFMOWktY0p6ajAwem5FQmNQUGphbHJtNDl0MmNVZ0tiS2J1WHBmQ1RWRnUwODN3WVc1NW9lWi1zMFJLYkhaQXktNV9QdVE?oc=5,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Gotham FC announces first-ever ‘dedicated’ training facility,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Gotham FC announces first-ever ‘dedicated’ training facility What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #NWSL #USWNT #WomensSoccer,2026-06-10T18:38:41+00:00,51.4,"Strong candidate, but not mandatory.",Record or milestone. Recent under 72 hours. Core brand sport: NWSL / Women's Soccer. Source quality 8/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,7,Save for Weekend,Post during daytime engagement window,67,7,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,No,No,No,Primary,33,1,golf::us_womens_open,Nelly Korda,Star-driven engagement,Growth of the Game,Golf / LPGA,Business / Growth,Yahoo Sports,U.S. Women's Open viewership soars for Nelly Korda's win at Riviera,https://news.google.com/rss/articles/CBMihgFBVV95cUxQc3doQ1dKUHlEdUhoS1paSWxrUTFldEZ6akVCcFhtbkl1M0ZKMnYwLWNLQnZzVFJkcXE5c1dPYjVnSkJFVU0tRzY3UGJpcE1Lb2MxSElINVF0RHE1NDBjTHNKbVZMd1dpQUlGb0JMZWdPcGRieE95YzRTaGVpYWNOSVlKY3FIQQ?oc=5,Data carousel,Women's sports are becoming impossible for the business world to ignore.,The business of women's sports keeps growing: U.S. Women's Open viewership soars for Nelly Korda's win at Riviera,Slide 1: headline stat | Slide 2: what changed | Slide 3: why it matters | Slide 4: what comes next,The business of women's sports is not emerging anymore. It is becoming big business.,This helps show the business momentum behind women's sports.,U.S. Women's Open viewership soars for Nelly Korda's win at Riviera The growth of women's sports keeps getting harder to ignore.,Use a clean data carousel with bold numbers and simple context.,#WomensSports #HerSportsDaily #SportsNews #LPGA #Golf,2026-06-10T19:01:04+00:00,51.1,Useful but not urgent.,"Business/growth story. Recent under 72 hours. Strong secondary sport: Golf / LPGA. Source quality 9/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",
v11_final,8,Save for Weekend,Post during daytime engagement window,66,7,6,Other,Yes,Passed: clear women's sports signal.,No,No,No,Primary,25,1,pwhl / women's hockey::pwhl,Pwhl,Growth of the game,Growth of the Game,PWHL / Women's Hockey,League Expansion,The New York Times,PWHL expansion Phase 3 signing tracker: Every player who inked a deal,https://news.google.com/rss/articles/CBMilgFBVV95cUxOWkpzbUJ2V29SUTRzVEhodk15Rlppc1dnMm1FMG84cXlmZW9aVGZzZHhENTc3MFpSNmZubkRPajJkZ2ljdHZ6WXMyZW01S29tN0FSekNPMG5UVmpsRDZOQWIwOHM4Zy1jSEFXZzRXemZ6Qmt2NW1yaXpGZjJic2hlS1NGb1Rnc3MtRHYwWlhWME1XN3VPSFE?oc=5,Map/expansion carousel,Another market is betting big on women's sports.,Expansion watch: PWHL expansion Phase 3 signing tracker: Every player who inked a deal,Slide 1: expansion headline | Slide 2: market/team details | Slide 3: why demand is rising | Slide 4: fan question,Another sign that women's sports demand is outgrowing the old model.,Expansion stories show where fan demand and investor confidence are rising.,"PWHL expansion Phase 3 signing tracker: Every player who inked a deal More teams, more investment, more proof that the demand is real.","Use a map, team/logo style graphic, or market comparison carousel.",#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey,2026-06-12T19:51:00+00:00,2.2,Useful but not urgent.,Expansion story. Fresh under 12 hours. Core brand sport: PWHL / Women's Hockey. Source quality 6/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,9,Save for Weekend,Post within 2 hours if still fresh,64,7,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Yes,No,No,Primary,1,1,tennis::vekic_wins_12th_edition_rivalry_pliskova_moves_queen's,,Game coverage,Tonight / Game Coverage,Tennis,Game Recap / Result,WTA Tennis,"Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's semis",https://news.google.com/rss/articles/CBMiswFBVV95cUxPZFF6RlhtazM3bHN4LURFZEJzdTIzTTdiSzFwUF9Xc0R5N05WV1E0UEJTeWFvRFpjWVdFVGg2UzRzZVRnQ19WakMwTFRSWDZGUE4zZ1FMZXNjMFlvRXl2Vzc0VURYSXk2X1RUZFRVZVE1c0Q4MmZ0X3l6N2kwZ2ZnbTg4OEpkVTlWS1hRMUxvVUdJRjZZS056dEdBSkl6Q05WdlE3RVBDMTE1UW5ERWpzdlhnbw?oc=5,Story post,Here is the quick version of what happened and why it matters.,"Quick recap: Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's semis",Slide 1: result | Slide 2: top performer | Slide 3: turning point | Slide 4: what is next,"What happened, who stood out, and why it matters for Tennis fans.",This is timely Tennis coverage with a result fans may want explained quickly.,"Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's semis Here is the quick breakdown and why it matters.","Use a quick recap carousel with final result, top performer, and next game.",#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis,2026-06-12T17:21:41+00:00,4.7,Useful but not urgent.,Game result. Fresh under 6 hours. Strong secondary sport: Tennis. Source quality 10/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,10,Save for Weekend,Post during daytime engagement window,63,7,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,Yes,No,No,Primary,1,1,nwsl / women's soccer::ucla_women's_soccer_adds_five_transfers_roster_ucla,,Roster/recruiting,Roster / Recruiting,NWSL / Women's Soccer,Recruiting / Roster News,Yahoo Sports,UCLA Women’s Soccer Adds Five New Transfers to Roster,https://news.google.com/rss/articles/CBMiggFBVV95cUxNWmh4WXVoMXdnbHFicDZmamZ5RzZjdUF6WWh3OXhrMlNERjczUVJ6TWhzd1ZITzl2dU9Bak5xS2NOT1FQdjNnUXdhN1pLeWxfYkJfMnZaaG1KUnByam1sWjRic2M4QUpvMGFhdG5Qdnpkak5OanFsM20zc2NycXBUQlFR?oc=5,Roster/recruiting graphic,The next wave of talent is already changing the future.,Roster watch: UCLA Women’s Soccer Adds Five New Transfers to Roster,Slide 1: roster/recruiting news | Slide 2: who is involved | Slide 3: why it matters | Slide 4: what comes next,A future-star angle with a clear roster-building hook.,Recruiting and roster stories show where the next wave of stars is coming from.,UCLA Women’s Soccer Adds Five New Transfers to Roster How big is this move for the program?,"Use a roster/recruiting graphic with the player, school/team, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #NWSL #USWNT #WomensSoccer,2026-06-12T18:10:29+00:00,3.9,Useful but not urgent.,Recruiting or roster-building story. Fresh under 6 hours. Core brand sport: NWSL / Women's Soccer. Source quality 9/10. Engagement: normal interest. Penalties: no major penalties.,
