rank,headline,sport,story_type,source,link,context_confidence,context_source_status,verified_context_notes,story_summary,key_fact_1,key_fact_2,key_fact_3,key_fact_4,winner,loser,final_score,matchup,game_time,tv_network,key_player_1,key_player_1_statline,key_player_2,key_player_2_statline,watch_angle,round_or_event,top_performer_1,top_performer_1_statline,top_performer_2,top_performer_2_statline,milestone_text,historical_context,key_number,number_context,business_impact,main_takeaway,next_game_or_implication,manual_review_flag,supplemental_search_queries,supplemental_source_count,supplemental_sources
1,Aces Vet Chelsea Gray's Record-Tying Night Fuels Commissioner's Cup Win,WNBA,Record / Milestone,Just Women's Sports,https://justwomenssports.com/reads/aces-vs-fire-chelsea-gray-2026-wnba-commissioners-cup-game-scores/,High,direct_article_text,"Fetched direct article text. Supplemental searches used: ""Aces Vet Chelsea Gray's Record-Tying Night Fuels Commissioner's Cup Win"" record stats | Aces Vet Chelsea Gray's Record-Tying Night Fuels Commissioner's Cup Win exact record | Aces Vet Chelsea Gray's Record-Tying Night Fuels Commissioner's Cup Win milestone stats | Aces Vet Chelsea Gray's Record-Tying Night Fuels Commissioner's Cup Win WNBA records stats | Aces Vet Chelsea Gray's Record-Tying Night Fuels Commissioner's Cup Win Just Women's Sports","NaLyssa Smith also recorded a double-double, logging 12 points and 10 rebounds to help Las Vegas control the glass.","NaLyssa Smith also recorded a double-double, logging 12 points and 10 rebounds to help Las Vegas control the glass.","Beyond the two stars, Aces guard Jackie Young nearly posted a triple-double with 18 points, 10 assists, and eight rebounds.","She finished with 29 points on 9-of-13 shooting from deep , picking apart Portland's perimeter defense throughout the night.","After halftime, she scored 14 of the team's first 16 third-quarter points to put the game out of reach.",,,,,,,,,,,,,,,,,12 points,"Beyond the two stars, Aces guard Jackie Young nearly posted a triple-double with 18 points, 10 assists, and eight rebounds.",12 points,"NaLyssa Smith also recorded a double-double, logging 12 points and 10 rebounds to help Las Vegas control the glass.",,"Beyond the two stars, Aces guard Jackie Young nearly posted a triple-double with 18 points, 10 assists, and eight rebounds.",,No,"""Aces Vet Chelsea Gray's Record-Tying Night Fuels Commissioner's Cup Win"" record stats | Aces Vet Chelsea Gray's Record-Tying Night Fuels Commissioner's Cup Win exact record | Aces Vet Chelsea Gray's Record-Tying Night Fuels Commissioner's Cup Win milestone stats | Aces Vet Chelsea Gray's Record-Tying Night Fuels Commissioner's Cup Win WNBA records stats | Aces Vet Chelsea Gray's Record-Tying Night Fuels Commissioner's Cup Win Just Women's Sports",0,
2,"Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller",WNBA,Record / Milestone,Just Women's Sports,https://justwomenssports.com/reads/sky-vs-fever-wnba-commissioners-cup-2026-aliyah-boston-sydney-taylor/,High,direct_article_text,"Fetched direct article text. Supplemental searches used: ""Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller"" record stats | Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller exact record | Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller milestone stats | Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller WNBA records stats | Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller Just Women's Sports","Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller Sydney Taylor scored a historic 30 points, but the Chicago Sky fell to Aliyah Boston, Caitlin Clark, and the Indiana Fever in overtime.","Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller Sydney Taylor scored a historic 30 points, but the Chicago Sky fell to Aliyah Boston, Caitlin Clark, and the Indiana Fever in overtime.","On the other end, Aliyah Boston anchored the Fever with a career-high 34 points and 12 rebounds.","Fever guard Caitlin Clark finished with 32 points and 10 assists, shooting a perfect 15-of-15 from the free-throw line.","The Indiana Fever beat the Chicago Sky 114-106 in overtime, stealing the show in Thursday's Sky vs Fever face-off.",,,114-106,,,,,,,,,,,,,,30 points,"On the other end, Aliyah Boston anchored the Fever with a career-high 34 points and 12 rebounds.",30 points,"Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller Sydney Taylor scored a historic 30 points, but the Chicago Sky fell to Aliyah Boston, Caitlin Clark, and the Indiana Fever in overtime.",,"On the other end, Aliyah Boston anchored the Fever with a career-high 34 points and 12 rebounds.",,No,"""Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller"" record stats | Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller exact record | Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller milestone stats | Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller WNBA records stats | Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller Just Women's Sports",0,
3,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record,Track & Field,Record / Milestone,NCAA.com,https://news.google.com/rss/articles/CBMi0AFBVV95cUxObnBtV1YxcUxLd1F0dlhTUm90TERMcDF4VVdFWndwcE5KU1hlWnEzbTI1SndxdUxpX2hHNHk3b3otZ2Vvb1ZuTHJoX1lXaXZzb3l4OWE3TkxTcjh5T2xTbDdma3BDRk0ycGF1dG42cmlLckRJVnVST2pqYWRhSm5uOERMMVhhQThqMnpubkhQc3hVZngzRFlZVTN3aXgtX0d0bG9GMTMyMEVRSlZfR0lvZFF1X2lLeG5PdWM3SEdmOTNXbEFzUTQtSmx3OHN2VUY0?oc=5,High,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record"" record stats | Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record exact record | Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record milestone stats | Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record NCAA.com Supplemental source context: NCAA.com (Official): Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record || NCAA.com (Official): Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record NCAA.com || Yahoo Sports (Strong): Adaejah Hodge Breaks Sha'Carri Richardson's NCAA 100m Record",Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record NCAA.com,Adaejah Hodge Breaks Sha'Carri Richardson's NCAA 100m Record,Adaejah Hodge Breaks Sha'Carri Richardson's NCAA 100m Record Yahoo Sports,,,,,,,,,,,,,,,,,100,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record NCAA.com,100,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record,,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record NCAA.com,,No,"""Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record"" record stats | Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record exact record | Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record milestone stats | Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record NCAA.com",5,NCAA.com (Official): Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record || NCAA.com (Official): Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record NCAA.com || Yahoo Sports (Strong): Adaejah Hodge Breaks Sha'Carri Richardson's NCAA 100m Record || Yahoo Sports (Strong): Adaejah Hodge Breaks Sha'Carri Richardson's NCAA 100m Record Yahoo Sports || LetsRun.com (Other): Georgia's Adaejah Hodge DESTROYS Sha'Carri Richardson's NCAA 100m record
4,Angel Reese Urges Fans to Vote for Ahead of 2026 WNBA All-Star Game,WNBA,Record / Milestone,Athlon Sports,https://sports.yahoo.com/articles/angel-reese-urges-fans-vote-135247530.html,High,direct_article_plus_supplemental_search,"Fetched direct article text. Supplemental searches used: ""Angel Reese Urges Fans to Vote for Ahead of 2026 WNBA All-Star Game"" record stats | Angel Reese Urges Fans to Vote for Ahead of 2026 WNBA All-Star Game exact record | Angel Reese Urges Fans to Vote for Ahead of 2026 WNBA All-Star Game milestone stats | Angel Reese Urges Fans to Vote for Ahead of 2026 WNBA All-Star Game WNBA records stats | Angel Reese Urges Fans to Vote for Ahead of 2026 WNBA All-Star Game Athlon Sports Supplemental source context: Yahoo Sports (Strong): Chicago Sky Had Three Words for Angel Reese Before Valkyries Game || Yahoo Sports (Strong): Chicago Sky Had Three Words for Angel Reese Before Valkyries Game Yahoo Sports || Athlon Sports (Other): Angel Reese Makes Request After 12 Games With Atlanta Dream","Angel Reese Urges Fans to Vote for Ahead of 2026 WNBA All-Star Game Despite losing to the New York Liberty on Thursday, Angel Reese is having a historic WNBA season with the Atlanta Dream.","Angel Reese Urges Fans to Vote for Ahead of 2026 WNBA All-Star Game Despite losing to the New York Liberty on Thursday, Angel Reese is having a historic WNBA season with the Atlanta Dream.","On Tuesday, she also set the league record for most double-doubles through a player's first 75 career games, recording her 57th against her former team, the Chicago Sky .","Against the Portland Fire on May 29, Reese became the fastest player in WNBA history to reach 900 career rebounds, accomplishing the feat in just 71 games.","Facing the New York Liberty on Thursday, Reese turned in her best offensive performance of the season, finishing with a season-high 25 points along with nine rebounds and three assists.",,,,,,,,,,,,,,,,,75,"On Tuesday, she also set the league record for most double-doubles through a player's first 75 career games, recording her 57th against her former team, the Chicago Sky .",75,"Angel Reese Urges Fans to Vote for Ahead of 2026 WNBA All-Star Game Despite losing to the New York Liberty on Thursday, Angel Reese is having a historic WNBA season with the Atlanta Dream.",,"On Tuesday, she also set the league record for most double-doubles through a player's first 75 career games, recording her 57th against her former team, the Chicago Sky .",,No,"""Angel Reese Urges Fans to Vote for Ahead of 2026 WNBA All-Star Game"" record stats | Angel Reese Urges Fans to Vote for Ahead of 2026 WNBA All-Star Game exact record | Angel Reese Urges Fans to Vote for Ahead of 2026 WNBA All-Star Game milestone stats | Angel Reese Urges Fans to Vote for Ahead of 2026 WNBA All-Star Game WNBA records stats | Angel Reese Urges Fans to Vote for Ahead of 2026 WNBA All-Star Game Athlon Sports",5,Yahoo Sports (Strong): Chicago Sky Had Three Words for Angel Reese Before Valkyries Game || Yahoo Sports (Strong): Chicago Sky Had Three Words for Angel Reese Before Valkyries Game Yahoo Sports || Athlon Sports (Other): Angel Reese Makes Request After 12 Games With Atlanta Dream || Athlon Sports (Other): Angel Reese Makes Request After 12 Games With Atlanta Dream Athlon Sports || Athlon Sports (Other): Chicago Sky Had Three Words for Angel Reese Before Valkyries Game Athlon Sports
5,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut,Softball,Record / Milestone,Just Women's Sports,https://justwomenssports.com/reads/megan-grant-softball-ucla-portland-cascade-ausl-home-run-record/,High,direct_article_plus_supplemental_search,"Fetched direct article text. Supplemental searches used: ""Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut"" record stats | Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut exact record | Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut milestone stats | Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut Just Women's Sports Supplemental source context: Just Women's Sports (Strong): Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut || Just Women's Sports (Strong): Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut Just Women's Sports || Los Angeles Times (Other): Megan Grant becomes UCLA's all-time home run leader in win over Arkansas at WCWS","Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut UCLA product Megan Grant launched a 313-foot home run for the Portland Cascade, setting an AUSL record in her professional roster debut.","Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut UCLA product Megan Grant launched a 313-foot home run for the Portland Cascade, setting an AUSL record in her professional roster debut.","Former UCLA softball standout Megan Grant wasted no time making her mark in the pros, setting a new AUSL record for the longest home run in league history during her first week with the Portland Cascade.","With her first professional home run, Megan Grant just set @theAUSLofficial record for longest homer!","On the softball field, Megan Grant set the DI single-season home run record with 42 homers in her senior year.",,,,,,,,,,,,,,,,,313,"Former UCLA softball standout Megan Grant wasted no time making her mark in the pros, setting a new AUSL record for the longest home run in league history during her first week with the Portland Cascade.",313,"Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut UCLA product Megan Grant launched a 313-foot home run for the Portland Cascade, setting an AUSL record in her professional roster debut.",,"Former UCLA softball standout Megan Grant wasted no time making her mark in the pros, setting a new AUSL record for the longest home run in league history during her first week with the Portland Cascade.",,No,"""Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut"" record stats | Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut exact record | Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut milestone stats | Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut Just Women's Sports",5,Just Women's Sports (Strong): Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut || Just Women's Sports (Strong): Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut Just Women's Sports || Los Angeles Times (Other): Megan Grant becomes UCLA's all-time home run leader in win over Arkansas at WCWS || Los Angeles Times (Other): Megan Grant becomes UCLA's all-time home run leader in win over Arkansas at WCWS Los Angeles Times || Just Women's Sports (Strong): Talons Win First-Ever AUSL Championship in 2025 Series Sweep
6,Gotham FC announces first-ever ‘dedicated' training facility,NWSL / Women's Soccer,Record / Milestone,Equalizer Soccer,https://news.google.com/rss/articles/CBMiogFBVV95cUxPRTAyUG93UzNGVDZWWFVzcmhFUXBKQ3NhZF9aQUJYNHB0cklZQ2hvVzdnSGZweFR1Y1BWSFFQNEF5Qk1abHZZNDBZMDdUZGpTbVF6TVMyS1c3d0ZqSWFMOWktY0p6ajAwem5FQmNQUGphbHJtNDl0MmNVZ0tiS2J1WHBmQ1RWRnUwODN3WVc1NW9lWi1zMFJLYkhaQXktNV9QdVE?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Gotham FC announces first-ever ‘dedicated' training facility"" record stats | Gotham FC announces first-ever ‘dedicated' training facility exact record | Gotham FC announces first-ever ‘dedicated' training facility milestone stats | Gotham FC announces first-ever ‘dedicated' training facility Equalizer Soccer Supplemental source context: Yahoo Sports (Strong): Gotham FC to construct $35 million training facility, a first for the club: ‘This is absolutely huge' || Yahoo Sports (Strong): Gotham FC to construct $35 million training facility, a first for the club: ‘This is absolutely huge' Yahoo Sports || All For XI (Other): Club History: Denver Summit FC takes down defending NWSL Champions NJ/NY Gotham 2-0 for their first ever win Verify exact stats, scores, records, player details, and jersey numbers before final design.","Gotham FC to construct $35 million training facility, a first for the club: ‘This is absolutely huge'","Gotham FC to construct $35 million training facility, a first for the club: ‘This is absolutely huge'","Gotham FC to construct $35 million training facility, a first for the club: ‘This is absolutely huge' Yahoo Sports",Club History: Denver Summit FC takes down defending NWSL Champions NJ/NY Gotham 2-0 for their first ever win,Club History: Denver Summit FC takes down defending NWSL Champions NJ/NY Gotham 2-0 for their first ever win All For XI,,,2-0,,,,,,,,,,,,,,"Gotham FC to construct $35 million training facility, a first for the club: ‘This is absolutely huge'","Gotham FC to construct $35 million training facility, a first for the club: ‘This is absolutely huge' Yahoo Sports",,,,"Gotham FC to construct $35 million training facility, a first for the club: ‘This is absolutely huge' Yahoo Sports",,Yes,"""Gotham FC announces first-ever ‘dedicated' training facility"" record stats | Gotham FC announces first-ever ‘dedicated' training facility exact record | Gotham FC announces first-ever ‘dedicated' training facility milestone stats | Gotham FC announces first-ever ‘dedicated' training facility Equalizer Soccer",5,"Yahoo Sports (Strong): Gotham FC to construct $35 million training facility, a first for the club: ‘This is absolutely huge' || Yahoo Sports (Strong): Gotham FC to construct $35 million training facility, a first for the club: ‘This is absolutely huge' Yahoo Sports || All For XI (Other): Club History: Denver Summit FC takes down defending NWSL Champions NJ/NY Gotham 2-0 for their first ever win || All For XI (Other): Club History: Denver Summit FC takes down defending NWSL Champions NJ/NY Gotham 2-0 for their first ever win All For XI || Yahoo Sports (Strong): Gotham FC announces dedicated training facility"
7,U.S. Women's Open viewership soars for Nelly Korda's win at Riviera,Golf / LPGA,Business / Growth,Yahoo Sports,https://news.google.com/rss/articles/CBMihgFBVV95cUxQc3doQ1dKUHlEdUhoS1paSWxrUTFldEZ6akVCcFhtbkl1M0ZKMnYwLWNLQnZzVFJkcXE5c1dPYjVnSkJFVU0tRzY3UGJpcE1Lb2MxSElINVF0RHE1NDBjTHNKbVZMd1dpQUlGb0JMZWdPcGRieE95YzRTaGVpYWNOSVlKY3FIQQ?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""U.S. Women's Open viewership soars for Nelly Korda's win at Riviera"" | U.S. Women's Open viewership soars for Nelly Korda's win at Riviera amount number details | U.S. Women's Open viewership soars for Nelly Korda's win at Riviera purse revenue viewership attendance investment | U.S. Women's Open viewership soars for Nelly Korda's win at Riviera Yahoo Sports Supplemental source context: Yahoo Sports (Strong): U.S. Women's Open viewership soars for Nelly Korda's win at Riviera || Yahoo Sports (Strong): Women's Open viewership soars for Nelly Korda's win at Riviera. || Yahoo Sports (Strong): Women's Open viewership soars for Nelly Korda's win at Riviera Yahoo Sports Verify exact stats, scores, records, player details, and jersey numbers before final design.",U.S. Women's Open viewership soars for Nelly Korda's win at Riviera,U.S. Women's Open viewership soars for Nelly Korda's win at Riviera,Women's Open viewership soars for Nelly Korda's win at Riviera.,Women's Open viewership soars for Nelly Korda's win at Riviera Yahoo Sports,Women's Open viewership soars for Nelly Korda's win at Riviera Golfweek,,,,,,,,,,,,,,,,,,,,,Women's Open viewership soars for Nelly Korda's win at Riviera.,Women's Open viewership soars for Nelly Korda's win at Riviera.,,Yes,"""U.S. Women's Open viewership soars for Nelly Korda's win at Riviera"" | U.S. Women's Open viewership soars for Nelly Korda's win at Riviera amount number details | U.S. Women's Open viewership soars for Nelly Korda's win at Riviera purse revenue viewership attendance investment | U.S. Women's Open viewership soars for Nelly Korda's win at Riviera Yahoo Sports",5,Yahoo Sports (Strong): U.S. Women's Open viewership soars for Nelly Korda's win at Riviera || Yahoo Sports (Strong): Women's Open viewership soars for Nelly Korda's win at Riviera. || Yahoo Sports (Strong): Women's Open viewership soars for Nelly Korda's win at Riviera Yahoo Sports || Golfweek (Other): Women's Open viewership soars for Nelly Korda's win at Riviera Golfweek || AOL.com (Other): Women's Open viewership soars for Nelly Korda's win at Riviera AOL.com
8,PWHL expansion Phase 3 signing tracker: Every player who inked a deal,PWHL / Women's Hockey,League Expansion,The New York Times,https://news.google.com/rss/articles/CBMilgFBVV95cUxOWkpzbUJ2V29SUTRzVEhodk15Rlppc1dnMm1FMG84cXlmZW9aVGZzZHhENTc3MFpSNmZubkRPajJkZ2ljdHZ6WXMyZW01S29tN0FSekNPMG5UVmpsRDZOQWIwOHM4Zy1jSEFXZzRXemZ6Qmt2NW1yaXpGZjJic2hlS1NGb1Rnc3MtRHYwWlhWME1XN3VPSFE?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""PWHL expansion Phase 3 signing tracker: Every player who inked a deal"" | PWHL expansion Phase 3 signing tracker: Every player who inked a deal amount number details | PWHL expansion Phase 3 signing tracker: Every player who inked a deal purse revenue viewership attendance investment | PWHL expansion Phase 3 signing tracker: Every player who inked a deal The New York Times Supplemental source context: The New York Times (Other): PWHL expansion Phase 3 signing tracker: Every player who inked a deal || The New York Times (Other): PWHL expansion Phase 3 signing tracker: Every player who inked a deal The New York Times || The Hockey News (Other): PWHL Free Agency And Expansion Signing Tracker Verify exact stats, scores, records, player details, and jersey numbers before final design.",PWHL expansion Phase 3 signing tracker: Every player who inked a deal,PWHL expansion Phase 3 signing tracker: Every player who inked a deal,PWHL expansion Phase 3 signing tracker: Every player who inked a deal The New York Times,PWHL Free Agency And Expansion Signing Tracker,PWHL Free Agency And Expansion Signing Tracker The Hockey News,,,,,,,,,,,,,,,,,,,,,PWHL expansion Phase 3 signing tracker: Every player who inked a deal The New York Times,PWHL expansion Phase 3 signing tracker: Every player who inked a deal The New York Times,,Yes,"""PWHL expansion Phase 3 signing tracker: Every player who inked a deal"" | PWHL expansion Phase 3 signing tracker: Every player who inked a deal amount number details | PWHL expansion Phase 3 signing tracker: Every player who inked a deal purse revenue viewership attendance investment | PWHL expansion Phase 3 signing tracker: Every player who inked a deal The New York Times",5,The New York Times (Other): PWHL expansion Phase 3 signing tracker: Every player who inked a deal || The New York Times (Other): PWHL expansion Phase 3 signing tracker: Every player who inked a deal The New York Times || The Hockey News (Other): PWHL Free Agency And Expansion Signing Tracker || The Hockey News (Other): PWHL Free Agency And Expansion Signing Tracker The Hockey News || The New York Times (Other): PWHL Detroit signs 4 Olympians on Day 1 of expansion player movement
9,"Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's semis",Tennis,Game Recap / Result,WTA Tennis,https://news.google.com/rss/articles/CBMiswFBVV95cUxPZFF6RlhtazM3bHN4LURFZEJzdTIzTTdiSzFwUF9Xc0R5N05WV1E0UEJTeWFvRFpjWVdFVGg2UzRzZVRnQ19WakMwTFRSWDZGUE4zZ1FMZXNjMFlvRXl2Vzc0VURYSXk2X1RUZFRVZVE1c0Q4MmZ0X3l6N2kwZ2ZnbTg4OEpkVTlWS1hRMUxvVUdJRjZZS056dEdBSkl6Q05WdlE3RVBDMTE1UW5ERWpzdlhnbw?oc=5,High,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's semis"" score | Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's semis final score | Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's semis box score | Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's semis WTA Tennis Supplemental source context: WTA Tennis (Official): Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's semis || WTA Tennis (Official): Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's semis WTA Tennis || WTA Tennis (Official): Rivalry Rewind: The best of Aryna Sabalenka vs. Amanda Anisimova","Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's semis","Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's semis","Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's semis WTA Tennis",Rivalry Rewind: The best of Aryna Sabalenka vs. Amanda Anisimova,Rivalry Rewind: The best of Aryna Sabalenka vs.,,,,,,,,,,,,,,,,,,,,,,"Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's semis WTA Tennis",,No,"""Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's semis"" score | Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's semis final score | Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's semis box score | Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's semis WTA Tennis",4,"WTA Tennis (Official): Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's semis || WTA Tennis (Official): Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's semis WTA Tennis || WTA Tennis (Official): Rivalry Rewind: The best of Aryna Sabalenka vs. Amanda Anisimova || WTA Tennis (Official): Rivalry Rewind: The best of Aryna Sabalenka vs."
10,UCLA Women's Soccer Adds Five New Transfers to Roster,NWSL / Women's Soccer,Recruiting / Roster News,Yahoo Sports,https://news.google.com/rss/articles/CBMiggFBVV95cUxNWmh4WXVoMXdnbHFicDZmamZ5RzZjdUF6WWh3OXhrMlNERjczUVJ6TWhzd1ZITzl2dU9Bak5xS2NOT1FQdjNnUXdhN1pLeWxfYkJfMnZaaG1KUnByam1sWjRic2M4QUpvMGFhdG5Qdnpkak5OanFsM20zc2NycXBUQlFR?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""UCLA Women's Soccer Adds Five New Transfers to Roster"" | UCLA Women's Soccer Adds Five New Transfers to Roster details | UCLA Women's Soccer Adds Five New Transfers to Roster Yahoo Sports Supplemental source context: Yahoo Sports (Strong): UCLA Women's Soccer Adds Five New Transfers to Roster || Yahoo Sports (Strong): UCLA Women's Soccer Adds Five New Transfers to Roster Yahoo Sports || Yahoo Sports (Strong): UCLA Women's Basketball Adds Second Freshman to Roster Verify exact stats, scores, records, player details, and jersey numbers before final design.",UCLA Women's Soccer Adds Five New Transfers to Roster,UCLA Women's Soccer Adds Five New Transfers to Roster,UCLA Women's Soccer Adds Five New Transfers to Roster Yahoo Sports,UCLA Women's Basketball Adds Second Freshman to Roster,UCLA Women's Basketball Adds Second Freshman to Roster Yahoo Sports,,,,,,,,,,,,,,,,,,,,,,UCLA Women's Soccer Adds Five New Transfers to Roster Yahoo Sports,,Yes,"""UCLA Women's Soccer Adds Five New Transfers to Roster"" | UCLA Women's Soccer Adds Five New Transfers to Roster details | UCLA Women's Soccer Adds Five New Transfers to Roster Yahoo Sports",5,Yahoo Sports (Strong): UCLA Women's Soccer Adds Five New Transfers to Roster || Yahoo Sports (Strong): UCLA Women's Soccer Adds Five New Transfers to Roster Yahoo Sports || Yahoo Sports (Strong): UCLA Women's Basketball Adds Second Freshman to Roster || Yahoo Sports (Strong): UCLA Women's Basketball Adds Second Freshman to Roster Yahoo Sports || Yahoo Sports (Strong): A title is a prelude to roster rebuilding for UCLA women's basketball
