script_version,editorial_decision,editorial_score,priority_score,source_quality,source_tier,eligibility_passed,eligibility_reason,recommended_timing,decision_reason,score_reason,freshness_component,story_value_component,brand_fit_component,engagement_component,source_component,penalty_component,content_bucket,content_lane,sport,story_type,source,title,published,age_hours,link,post_format,hook,first_slide,carousel_outline,instagram_angle,why_it_matters,caption_starter,visual_brief,hashtags,primary_entity,cluster_id,cluster_rank,related_story_count,duplicate_status,verification_needed,sensitive,time_sensitive,categories,summary
v11_final,Must Post,81,9,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,Post ASAP,"High-score, timely, verified hard-news story.","Record or milestone. Fresh under 12 hours. Core brand sport: WNBA. Source quality 8/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",12,35,14,10,10,0,Star Watch,Star-driven engagement,WNBA,Record / Milestone,Just Women's Sports,Aces Vet Chelsea Gray’s Record-Tying Night Fuels Commissioner’s Cup Win,2026-06-12T17:33:47+00:00,4.5,https://justwomenssports.com/reads/aces-vs-fire-chelsea-gray-2026-wnba-commissioners-cup-game-scores/,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,Milestone watch: Aces Vet Chelsea Gray’s Record-Tying Night Fuels Commissioner’s Cup Win,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Aces Vet Chelsea Gray’s Record-Tying Night Fuels Commissioner’s Cup Win What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,A'Ja Wilson,wnba::aja_wilson,1,6,Primary,No,No,No,"Basketball, News, WNBA, 2026 WNBA Commissioner's Cup, 2026 WNBA season, A'ja Wilson, Chelsea Gray, Las Vegas Aces, Portland Fire",Chelsea Gray tied the WNBA's 3-point record while A'ja Wilson dropped 32 points as the Las Vegas Aces dominated the Portland Fire. The post Aces Vet Chelsea Gray’s Record-Tying Night Fuels Commissioner’s Cup Win appeared first on Just Women's Sports .
v11_final,Must Post,81,9,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,Post ASAP,"High-score, timely, verified hard-news story.","Record or milestone. Fresh under 12 hours. Core brand sport: WNBA. Source quality 8/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",12,35,14,10,10,0,Star Watch,Star-driven engagement,WNBA,Record / Milestone,Just Women's Sports,"Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller",2026-06-12T16:36:37+00:00,5.5,https://justwomenssports.com/reads/sky-vs-fever-wnba-commissioners-cup-2026-aliyah-boston-sydney-taylor/,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,"Milestone watch: Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller",Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,"Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller What should we cover next?","Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,Caitlin Clark,wnba::caitlin clark,1,36,Primary,No,No,No,"Basketball, News, WNBA, 2026 WNBA Commissioner's Cup, 2026 WNBA season, Aliyah Boston, Caitlin Clark, Chicago Sky, Indiana Fever, Sydney Taylor","Sydney Taylor scored a historic 30 points, but the Chicago Sky fell to Aliyah Boston, Caitlin Clark, and the Indiana Fever in overtime. The post Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller appeared first on Just Women's Sports ."
v11_final,Must Post,80,8,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Post ASAP,"High-score, timely, verified hard-news story.","Record or milestone. Fresh under 12 hours. Strong secondary sport: Track & Field. Source quality 10/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",12,35,10,10,13,0,Star Watch,Star-driven engagement,Track & Field,Record / Milestone,NCAA.com,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record,2026-06-12T15:14:55+00:00,6.8,https://news.google.com/rss/articles/CBMi0AFBVV95cUxObnBtV1YxcUxLd1F0dlhTUm90TERMcDF4VVdFWndwcE5KU1hlWnEzbTI1SndxdUxpX2hHNHk3b3otZ2Vvb1ZuTHJoX1lXaXZzb3l4OWE3TkxTcjh5T2xTbDdma3BDRk0ycGF1dG42cmlLckRJVnVST2pqYWRhSm5uOERMMVhhQThqMnpubkhQc3hVZngzRFlZVTN3aXgtX0d0bG9GMTMyMEVRSlZfR0lvZFF1X2lLeG5PdWM3SEdmOTNXbEFzUTQtSmx3OHN2VUY0?oc=5,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,Milestone watch: Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #TrackAndField,Sha'Carri Richardson,track & field::sha'carri richardson,1,1,Primary,No,No,No,,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record NCAA.com
v11_final,Skip Duplicate,79,8,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,Post ASAP,Another stronger version of this topic already exists.,"Record or milestone. Fresh under 24 hours. Core brand sport: WNBA. Source quality 9/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",10,35,14,8,12,0,Star Watch,Star-driven engagement,WNBA,Record / Milestone,CBS Sports,"A’ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89",2026-06-12T04:36:00+00:00,17.5,https://news.google.com/rss/articles/CBMizwFBVV95cUxNSWxYTk93VkhjS0NuanJEVUJzU0pvdmhtTTRHWW03M3VLREo2bFNYaGZyLVBOZDB3SjJ0aGN4LVAxbWNNWENlc3MwUlMtd0s2dGxxUk1va1JvNE1wa3hoa3otcS1PWk5wUEFYTjZGZWtfang3dWExVm9OZ1NBZmE1ZGxCY25reEpFVmZoUlYzMEZJVWJEX3hCd1JDWjl2eDBLVDZLeEYzTmxNWWtLeDFQT2VaN0JXaThXbEtzU0dzbFZzaDNaNjNCVEhrWHJpMm8?oc=5,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,"Milestone watch: A’ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89",Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,"A’ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89 What should we cover next?","Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,A'Ja Wilson,wnba::aja_wilson,2,6,Duplicate / alternate angle,No,No,No,,"A’ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89 CBS Sports"
v11_final,Verify First,77,8,6,Other,Yes,Passed: clear women's sports signal.,Verify first,Needs stronger confirmation before posting.,"Record or milestone. Fresh under 12 hours. Core brand sport: WNBA. Source quality 6/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",12,35,14,8,8,0,Star Watch,Star-driven engagement,WNBA,Record / Milestone,Athlon Sports,"Caitlin Clark Makes Indiana Fever History, Matching Tamika Catchings' Record",2026-06-12T15:29:00+00:00,6.6,https://sports.yahoo.com/articles/caitlin-clark-makes-indiana-fever-152900024.html,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,"Milestone watch: Caitlin Clark Makes Indiana Fever History, Matching Tamika Catchings' Record",Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,"Caitlin Clark Makes Indiana Fever History, Matching Tamika Catchings' Record What should we cover next?","Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,Caitlin Clark,wnba::caitlin_clark_records,1,4,Primary,Yes,No,No,"Indiana Fever, Caitlin Clark, WNBA",Caitlin Clark finished with 32 points and 10 assists in the Indiana Fever's OT win against the Chicago Sky.
v11_final,Verify First,77,8,6,Other,Yes,Passed: clear women's sports signal.,Verify first,Needs stronger confirmation before posting.,"Record or milestone. Fresh under 12 hours. Core brand sport: WNBA. Source quality 6/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",12,35,14,8,8,0,Star Watch,Star-driven engagement,WNBA,Record / Milestone,Athlon Sports,Angel Reese Urges Fans to Vote for Ahead of 2026 WNBA All-Star Game,2026-06-12T13:52:47+00:00,8.2,https://sports.yahoo.com/articles/angel-reese-urges-fans-vote-135247530.html,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,Milestone watch: Angel Reese Urges Fans to Vote for Ahead of 2026 WNBA All-Star Game,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Angel Reese Urges Fans to Vote for Ahead of 2026 WNBA All-Star Game What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,Angel Reese,wnba::angel reese,1,13,Primary,Yes,No,No,"Atlanta Dream, Angel Reese, WNBA","Despite losing to the New York Liberty on Thursday, Angel Reese is having a historic WNBA season with the Atlanta Dream."
v11_final,Skip Duplicate,77,8,6,Other,Yes,Passed: clear women's sports signal.,Verify first,Another stronger version of this topic already exists.,"Record or milestone. Fresh under 12 hours. Core brand sport: WNBA. Source quality 6/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",12,35,14,8,8,0,Star Watch,Star-driven engagement,WNBA,Record / Milestone,EssentiallySports,"“Did Everything Wrong”: WNBA Analyst Exposes Fever Teammate’s Costly Blunders on Caitlin Clark, Aliyah Boston’s Historic Night",2026-06-12T10:20:58+00:00,11.7,https://sports.yahoo.com/articles/did-everything-wrong-wnba-analyst-102058573.html,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,"Milestone watch: “Did Everything Wrong”: WNBA Analyst Exposes Fever Teammate’s Costly Blunders on Caitlin Clark, Aliyah Boston’s Historic Night",Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,"“Did Everything Wrong”: WNBA Analyst Exposes Fever Teammate’s Costly Blunders on Caitlin Clark, Aliyah Boston’s Historic Night What should we cover next?","Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,Caitlin Clark,wnba::caitlin clark,2,36,Duplicate / alternate angle,Yes,No,No,sports,"The Indiana Fever walked away with a thrilling 114–106 overtime victory on Thursday night. But according to WNBA analyst Rosalina Lee, they probably never should have needed those extra five minutes."
v11_final,Maybe Post,75,8,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,Use when convenient,"Strong candidate, but not mandatory.",Record or milestone. Fresh under 12 hours. Core brand sport: WNBA. Source quality 9/10. Engagement: high-interest keyword. Penalties: no major penalties.,12,35,14,2,12,0,Daily News,Daily news,WNBA,Record / Milestone,USA TODAY Sports,Chelsey Gray erupts for nine 3-pointers to tie WNBA single-game record,2026-06-12T17:08:19+00:00,4.9,https://sports.yahoo.com/articles/chelsey-gray-erupts-nine-3-170819288.html,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Chelsey Gray erupts for nine 3-pointers to tie WNBA single-game record,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Chelsey Gray erupts for nine 3-pointers to tie WNBA single-game record What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,,wnba::chelsey_gray_erupts_nine_pointers_tie_wnba_single,1,1,Primary,No,No,No,"wnba, sports","Chelsea Gray lit it up from deep against the Fire, tying a WNBA single-game record for 3-pointers. See the electric video of every shot."
v11_final,Skip Duplicate,75,8,6,Other,Yes,Passed: clear women's sports signal.,Verify first,Another stronger version of this topic already exists.,"Record or milestone. Fresh under 24 hours. Core brand sport: WNBA. Source quality 6/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",10,35,14,8,8,0,Star Watch,Star-driven engagement,WNBA,Record / Milestone,ClutchPoints,Caitlin Clark’s 30-10 masterpiece in Fever-Sky extends her own WNBA record,2026-06-12T06:37:25+00:00,15.4,https://sports.yahoo.com/articles/caitlin-clark-30-10-masterpiece-063725747.html,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Caitlin Clark’s 30-10 masterpiece in Fever-Sky extends her own WNBA record,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Caitlin Clark’s 30-10 masterpiece in Fever-Sky extends her own WNBA record What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,Caitlin Clark,wnba::caitlin_clark_records,2,4,Duplicate / alternate angle,Yes,No,No,"Indiana Fever, Caitlin Clark, WNBA",Indiana Fever guard Caitlin Clark delivered a masterful performance in their victory over the Chicago Sky on Thursday.
v11_final,Maybe Post,74,8,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Use when convenient,"Strong candidate, but not mandatory.",Record or milestone. Fresh under 24 hours. Core brand sport: WNBA. Source quality 10/10. Engagement: high-interest keyword. Penalties: no major penalties.,10,35,14,2,13,0,Daily News,Daily news,WNBA,Record / Milestone,Las Vegas Aces | WNBA,GAME RECAP: Record 3-Point Shooting by Chelsea Gray Helps Aces Douse Fire 105-89,2026-06-12T06:11:32+00:00,15.9,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQc3hFZ3NCTlQ0cWZiQUlYSkI5SFNjQllpTXA4dXhnRlpzWjBDRFUtek5QYTdvYVk0cElNREdWZTM1U21YLVFMLV9Cb3ZkcWttZEtMQ3B3dVBiRlBkQ1JRRC1zdk16Ti1PSVJSNGdFMUVaNXJTUGdxM0xjSXVNakZLZ195LVdxRFA4NlZhaUNxc1hqSjNLOUc2LUt3NnZaSzk4el9MS3I4eGstZw?oc=5,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: GAME RECAP: Record 3-Point Shooting by Chelsea Gray Helps Aces Douse Fire 105-89,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,GAME RECAP: Record 3-Point Shooting by Chelsea Gray Helps Aces Douse Fire 105-89 What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,Las Vegas Aces,wnba::las vegas aces,1,8,Primary,No,No,No,,GAME RECAP: Record 3-Point Shooting by Chelsea Gray Helps Aces Douse Fire 105-89 Las Vegas Aces | WNBA
