script_version,editorial_decision,editorial_score,priority_score,source_quality,source_tier,eligibility_passed,eligibility_reason,recommended_timing,decision_reason,score_reason,freshness_component,story_value_component,brand_fit_component,engagement_component,source_component,penalty_component,content_bucket,content_lane,sport,story_type,source,title,published,age_hours,link,post_format,hook,first_slide,carousel_outline,instagram_angle,why_it_matters,caption_starter,visual_brief,hashtags,primary_entity,cluster_id,cluster_rank,related_story_count,duplicate_status,verification_needed,sensitive,time_sensitive,categories,summary
v11_final,Must Post,80,8,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,Post ASAP,"High-score, timely, verified hard-news story.",Championship or major result. Fresh under 12 hours. Core brand sport: WNBA. Source quality 8/10. Engagement: high-interest keyword. Penalties: no major penalties.,12,40,14,4,10,0,Tonight / Game Coverage,Game coverage,WNBA,Game Recap / Result,Swish Appeal,WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn their first-ever Commissioner’s Cup wins?,2026-06-07T12:00:00+00:00,8.7,https://news.google.com/rss/articles/CBMi7AFBVV95cUxOY283eGRFakt3a2tLNWFhZ09ITzFFVmdnejhFOURWUjRQUTZkY29KeUVwcjRBNlB4Q1lDWGdMaDUzYXdEYmZWR21RM3BhVXdiRnVWR3Yyb2I1elZDNU5rYjFBT1ZnSDk5ak1Qb21PQ2o4b2VhVHNxTGVJbWgzV3pXNVYxeVd5WDRKVUo5QWFMbzdrc2laUWRvc0l6OTJjRmVtRmc1dE9YbVk5QkNqRGtMY1k0WnVRZXBJY0Z3dlFZOEE2cTM1d2NUWjdTR25KOFhudFpvWWs5QjdPUXF5UERGM1FqVlZlUlBoMnR6eQ?oc=5,Breaking graphic + carousel,Here is the quick version of what happened and why it matters.,Quick recap: WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn their first-ever Commissioner’s Cup wins?,Slide 1: result | Slide 2: top performer | Slide 3: turning point | Slide 4: what is next,"What happened, who stood out, and why it matters for WNBA fans.",This is timely WNBA coverage with a result fans may want explained quickly.,WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn their first-ever Commissioner’s Cup wins? Here is the quick breakdown and why it matters.,"Use a quick recap carousel with final result, top performer, and next game.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,Portland Fire,wnba::portland fire,1,3,Primary,No,No,Yes,,WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn their first-ever Commissioner’s Cup wins? Swish Appeal
v11_final,Verify First,79,8,6,Other,Yes,Passed: clear women's sports signal.,Verify first,Needs stronger confirmation before posting.,"Record or milestone. Fresh under 12 hours. Core brand sport: WNBA. Source quality 6/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",12,35,14,10,8,0,Star Watch,Star-driven engagement,WNBA,Record / Milestone,EssentiallySports,“Lot of Missed Layups”: Dallas Teammate Voices Thoughts After Paige Bueckers Ties Her Franchise Assist Record,2026-06-07T15:29:40+00:00,5.2,https://sports.yahoo.com/articles/lot-missed-layups-dallas-teammate-152940700.html,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,Milestone watch: “Lot of Missed Layups”: Dallas Teammate Voices Thoughts After Paige Bueckers Ties Her Franchise Assist Record,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,“Lot of Missed Layups”: Dallas Teammate Voices Thoughts After Paige Bueckers Ties Her Franchise Assist Record What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,Paige Bueckers,wnba::paige bueckers,1,3,Primary,Yes,No,No,sports,"Paige Bueckers spent Friday night carving up the Los Angeles Sparks defense. The Dallas Wings guard recorded six assists in the first quarter, nine by halftime, and finished with 14 to tie the franchise’s single-game record while adding 18 points in a 104-96 victory."
v11_final,Verify First,77,8,6,Other,Yes,Passed: clear women's sports signal.,Verify first,Needs stronger confirmation before posting.,"Record or milestone. Fresh under 12 hours. Core brand sport: WNBA. Source quality 6/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",12,35,14,8,8,0,Star Watch,Star-driven engagement,WNBA,Record / Milestone,Pro Football Network,‘This Fall From Grace Needs to Be Studied’ — WNBA World Rips Caitlin Clark for Ignoring Teammate During Fever-Liberty,2026-06-07T10:45:30+00:00,9.9,https://sports.yahoo.com/articles/fall-grace-needs-studied-wnba-104530864.html,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,Milestone watch: ‘This Fall From Grace Needs to Be Studied’ — WNBA World Rips Caitlin Clark for Ignoring Teammate During Fever-Liberty,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,‘This Fall From Grace Needs to Be Studied’ — WNBA World Rips Caitlin Clark for Ignoring Teammate During Fever-Liberty What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,Caitlin Clark,wnba::caitlin_clark_records,1,3,Primary,Yes,No,No,wnbatrends,"The New York Liberty tightened their defense late in the game and erased a double-digit second-half deficit to hand the Indiana Fever an 83-75 loss on Saturday night. In Sabrina Ionescu’s absence, Breanna Stewart anchored New York’s comeback with 30 points and a franchise-record 18 made free throws."
v11_final,Skip Duplicate,76,8,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,Post ASAP,Another stronger version of this topic already exists.,"Record or milestone. Recent under 72 hours. Core brand sport: WNBA. Source quality 8/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",7,35,14,10,10,0,Star Watch,Star-driven engagement,WNBA,Record / Milestone,Just Women's Sports,"A’ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026",2026-06-05T17:42:38+00:00,51.0,https://justwomenssports.com/reads/2026-wnba-player-stats-trends-aja-wilson-caitlin-clark-wnba-games/,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,"Milestone watch: A’ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026",Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,"A’ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026 What should we cover next?","Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,Caitlin Clark,wnba::caitlin_clark_records,2,3,Duplicate / alternate angle,No,No,No,"Basketball, News, WNBA, 2026 WNBA season, A'ja Wilson, Caitlin Clark, Indiana Fever, Olivia Miles, WNBA stats","Track the latest record-breaking player stats, standout games, and top rookie scores from the first month of the 2026 WNBA season. The post A’ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026 appeared first on Just Women's Sports ."
v11_final,Skip Duplicate,76,8,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,Post ASAP,Another stronger version of this topic already exists.,"Record or milestone. Recent under 72 hours. Core brand sport: WNBA. Source quality 8/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",7,35,14,10,10,0,Star Watch,Star-driven engagement,WNBA,Record / Milestone,Just Women's Sports,Olivia Miles Breaks Caitlin Clark’s WNBA Rookie Record with 8 3-Pointers,2026-06-05T15:15:24+00:00,53.4,https://justwomenssports.com/reads/olivia-miles-minnesota-lynx-wnba-rookie-stats-record-3-pointers/,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,Milestone watch: Olivia Miles Breaks Caitlin Clark’s WNBA Rookie Record with 8 3-Pointers,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Olivia Miles Breaks Caitlin Clark’s WNBA Rookie Record with 8 3-Pointers What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,Caitlin Clark,wnba::caitlin_clark_records,3,3,Duplicate / alternate angle,No,No,No,"Basketball, News, WNBA, 2026 WNBA rookies, 2026 WNBA season, Caitlin Clark, Minnesota Lynx, Olivia Miles","Minnesota rookie Olivia Miles made WNBA stats history, breaking Caitlin Clark’s 3-pointer record in Thursday's Lynx vs Valkyries win. The post Olivia Miles Breaks Caitlin Clark’s WNBA Rookie Record with 8 3-Pointers appeared first on Just Women's Sports ."
v11_final,Maybe Post,74,8,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,Post within 2 hours if still fresh,"Strong candidate, but not mandatory.",Championship or major result. Fresh under 24 hours. Core brand sport: WNBA. Source quality 9/10. Engagement: normal interest. Penalties: no major penalties.,8,40,14,0,12,0,Tonight / Game Coverage,Game coverage,WNBA,Game Recap / Result,FOX Sports,"Indiana Fever vs. New York Liberty - Final Score - June 06, 2026",2026-06-07T03:58:55+00:00,16.7,https://news.google.com/rss/articles/CBMimwFBVV95cUxPVDVrR0tDOXotbTFmR2pBeDM3UjdyR3oyc1lHQ3FJMXN0N0tZSVpzbnZycHRaSXdHa1ZqNkVxNFJDU1NmOGZ3OEFmV2lJX1lKT2lQYTR4dVd1eXJ3MzktdkhERVRaN2J1OWtrSjdqRmh6cmx6RUFNLWhlLWI3dV9HcUtSX1BRUkFCM1U4cHlSbW9JUHNmSktUNlRkbw?oc=5,Story post,Here is the quick version of what happened and why it matters.,"Quick recap: Indiana Fever vs. New York Liberty - Final Score - June 06, 2026",Slide 1: result | Slide 2: top performer | Slide 3: turning point | Slide 4: what is next,"What happened, who stood out, and why it matters for WNBA fans.",This is timely WNBA coverage with a result fans may want explained quickly.,"Indiana Fever vs. New York Liberty - Final Score - June 06, 2026 Here is the quick breakdown and why it matters.","Use a quick recap carousel with final result, top performer, and next game.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,Indiana Fever,wnba::indiana fever,1,20,Primary,No,No,Yes,,"Indiana Fever vs. New York Liberty - Final Score - June 06, 2026 FOX Sports"
v11_final,Maybe Post,73,8,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,Post within 2 hours if still fresh,"Strong candidate, but not mandatory.","Championship or major result. Fresh under 24 hours. General women's sports fit. Source quality 9/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",8,40,5,8,12,0,Tonight / Game Coverage,Star-driven engagement,Women's Sports,Game Recap / Result,CBS Sports,Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis,2026-06-06T22:25:11+00:00,22.3,https://news.google.com/rss/articles/CBMipgFBVV95cUxQSDhLZEVDOHpvdERyTzhTbi1yUE1sRUlsMDJ4QTBTM1E3M010LUtMNjR6VWxQdFY3MzNTZzdFcGU5VWpKUkltZzVmbXQ3RUFlQjJTUlJMNFJJejNqX2J3YTBBT0xaZExFUU8tVTNjRGVHN25RVlBXb0JtQXU1SHMxM3Aydld6M3hyVTRETE5iaFVRTmJlbkhwVkE4dlo1S3c4UV9JNnNR?oc=5,Story post,Here is the quick version of what happened and why it matters.,Quick recap: Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis,Slide 1: result | Slide 2: top performer | Slide 3: turning point | Slide 4: what is next,"What happened, who stood out, and why it matters for Women's Sports fans.",This is timely Women's Sports coverage with a result fans may want explained quickly.,Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis Here is the quick breakdown and why it matters.,"Use a quick recap carousel with final result, top performer, and next game.",#WomensSports #HerSportsDaily #SportsNews,Mirra Andreeva,women's sports::mirra andreeva,1,12,Primary,No,No,Yes,,Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis CBS Sports
v11_final,Maybe Post,72,8,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,Use when convenient,"Strong candidate, but not mandatory.",Record or milestone. Recent under 72 hours. Core brand sport: PWHL / Women's Hockey. Source quality 9/10. Engagement: high-interest keyword. Penalties: no major penalties.,7,35,14,4,12,0,Daily News,Daily news,PWHL / Women's Hockey,Record / Milestone,Yahoo Sports,Brianne Jenner Heads Home As PWHL Hamilton's Historic First Signing,2026-06-05T19:42:30+00:00,49.0,https://news.google.com/rss/articles/CBMigwFBVV95cUxPaTRhMVFKSzc5dk9JMXUyc254TlN6WGIyVmZpUS0wVjRpMnRlY3ZKRnpvNUtGaXFvMzZMVkZYTTY4WWNLcTBMSUhJS0MxY0ZnOTFqQ3k0MndCZDdNWXBqNTVlWHk2OWJwYnZDRHZNVXZNU1oyQ2RxczhqZ1l3dWhUcFN3cw?oc=5,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Brianne Jenner Heads Home As PWHL Hamilton's Historic First Signing,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Brianne Jenner Heads Home As PWHL Hamilton's Historic First Signing What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey,Pwhl,pwhl / women's hockey::pwhl,1,31,Primary,No,No,No,,Brianne Jenner Heads Home As PWHL Hamilton's Historic First Signing Yahoo Sports
v11_final,Maybe Post,72,8,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,Use when convenient,"Strong candidate, but not mandatory.",Record or milestone. Recent under 72 hours. Core brand sport: WNBA. Source quality 9/10. Engagement: high-interest keyword. Penalties: no major penalties.,7,35,14,4,12,0,Daily News,Daily news,WNBA,Record / Milestone,ESPN,Lynx's Miles breaks Clark's WNBA rookie record with 8 3-pointers,2026-06-05T05:28:00+00:00,63.2,https://news.google.com/rss/articles/CBMiowFBVV95cUxPWHp6Nl9aTElVdlFxQVMydjBWTUZXQjlFemlQNzkxOGNZY0toeWpJVFJfeUx2UG9KZHlFUTRKUHAzRXFNX3BNdmg5Y1FEcVhVQ2JBbk5wbXVLeThTVHBidTM1MDFwVWJKRTBoNDlFX20wYlI5T1FMbDJsamllU1ItSUFldlAxWXNrc3dRdk91VGF5bVlUZjgyd0hPbTVRS0lMRjB3?oc=5,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Lynx's Miles breaks Clark's WNBA rookie record with 8 3-pointers,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Lynx's Miles breaks Clark's WNBA rookie record with 8 3-pointers What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,,wnba::lynx's_miles_breaks_clark's_wnba_rookie_record_pointers,1,1,Primary,No,No,No,,Lynx's Miles breaks Clark's WNBA rookie record with 8 3-pointers ESPN
v11_final,Maybe Post,72,8,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,Use when convenient,"Strong candidate, but not mandatory.","Record or milestone. Recent under 72 hours. Strong secondary sport: Softball. Source quality 8/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",7,35,10,10,10,0,Star Watch,Star-driven engagement,Softball,Record / Milestone,Just Women's Sports,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,2026-06-05T19:55:08+00:00,48.8,https://justwomenssports.com/reads/texas-softball-reese-atwood-wcws-championship-ausl-2026/,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #Softball #WCWS,Reese Atwood,softball::texas_wcws_title,1,50,Primary,No,No,No,"NCAA, News, Softball, 2026 AUSL season, 2026 WCWS, AUSL, Reese Atwood, Texas softball",Texas softball legend Reese Atwood crowned her historic career with a second straight WCWS national championship before heading to the AUSL. The post Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships appeared first on Just Women's Sports .
