rank,headline,sport,story_type,source,link,context_confidence,context_source_status,verified_context_notes,story_summary,key_fact_1,key_fact_2,key_fact_3,key_fact_4,winner,loser,final_score,matchup,game_time,tv_network,key_player_1,key_player_1_statline,key_player_2,key_player_2_statline,watch_angle,round_or_event,top_performer_1,top_performer_1_statline,top_performer_2,top_performer_2_statline,milestone_text,historical_context,key_number,number_context,business_impact,main_takeaway,next_game_or_implication,manual_review_flag,supplemental_search_queries,supplemental_source_count,supplemental_sources
1,Texas wins the 2026 NCAA DI softball championship,Softball,Game Recap / Result,NCAA.com,https://news.google.com/rss/articles/CBMioAFBVV95cUxNLTJLdU5wQTRuZHc0d3dHR0RMWW0yNnNmNk9laE42cUJ2Wkh6QVFMaWdTZzJqTk9YVHZlOVlYRlB6cVk3dzVtbmpuTEotU0k1TW9GWlJSMENZS29QRF9sWW41dGdkYWYtX20xZTQyb2wzelA0d2NUNWh4WHZZWTJlV1cwMi1QVm1YZW54Q0hlMGY0TUo2cXVwaXk0eTVnXy1K0gGmAUFVX3lxTE1pM1BkYzkwZFRrdGR0UnlYMEpZLXdGeFQ3cmdrU2oycFpaXzE0RW9UMk94aWFFLThLUG1GZjNjeVlnNmNhUFcxNUFCQXJKRGwzc1gtZy1vMnNGSnpsclAwbUNXOXZsWXRaS0ZSdmhUNW5TWlJIUmxpenIyTHNxQ1BUU0IxeklpVTNRSFFxOF9kWVR2OUhoWDFRTTVEMzgxQ3N5a3ZUY3c?oc=5,High,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Texas wins the 2026 NCAA DI softball championship"" score | Texas wins the 2026 NCAA DI softball championship final score | Texas wins the 2026 NCAA DI softball championship box score | Texas wins the 2026 NCAA DI softball championship opponent score softball | site:ncaa.com Texas wins the 2026 NCAA DI softball championship score Supplemental source context: NCAA.com (Official): Texas wins the 2026 NCAA DI softball championship || NCAA.com (Official): Texas wins the 2026 NCAA DI softball championship NCAA.com || NCAA.com (Official): Saint Leo wins 2026 NCAA DII softball championship",Texas wins the 2026 NCAA DI softball championship,Texas wins the 2026 NCAA DI softball championship,Texas wins the 2026 NCAA DI softball championship NCAA.com,Saint Leo wins 2026 NCAA DII softball championship,Saint Leo wins 2026 NCAA DII softball championship NCAA.com,,,,,,,,,,,,,,,,,,,,,,Texas wins the 2026 NCAA DI softball championship NCAA.com,,No,"""Texas wins the 2026 NCAA DI softball championship"" score | Texas wins the 2026 NCAA DI softball championship final score | Texas wins the 2026 NCAA DI softball championship box score | Texas wins the 2026 NCAA DI softball championship opponent score softball | site:ncaa.com Texas wins the 2026 NCAA DI softball championship score",5,NCAA.com (Official): Texas wins the 2026 NCAA DI softball championship || NCAA.com (Official): Texas wins the 2026 NCAA DI softball championship NCAA.com || NCAA.com (Official): Saint Leo wins 2026 NCAA DII softball championship || NCAA.com (Official): Saint Leo wins 2026 NCAA DII softball championship NCAA.com || NCAA.com (Official): Redlands wins 2026 NCAA DIII softball championship
2,"A'ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026",WNBA,Record / Milestone,Just Women's Sports,https://justwomenssports.com/reads/2026-wnba-player-stats-trends-aja-wilson-caitlin-clark-wnba-games/,High,direct_article_plus_supplemental_search,"Fetched direct article text. Supplemental searches used: ""A'ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026"" record stats | A'ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026 exact record | A'ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026 milestone stats | A'ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026 WNBA records stats | A'ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026 Just Women's Sports Supplemental source context: Yahoo Sports (Strong): Paige Bueckers just passed Caitlin Clark in one major category || Yahoo Sports (Strong): Paige Bueckers just passed Caitlin Clark in one major category Yahoo Sports",Fever superstar Caitlin Clark averaged 8.5 assists per game over the course of her career — that's 1.8 more than anyone in WNBA history.,Fever superstar Caitlin Clark averaged 8.5 assists per game over the course of her career — that's 1.8 more than anyone in WNBA history.,"Through the first month, Minnesota rookie Olivia Miles leads all rookies in points, assists, and steals.","We're just about one month into the 2026 WNBA season , and already A'ja Wilson has added to the record books, a couple rookies have gotten off to historic starts, and the Indiana Fever is playing at a breakneck speed.","After Tuesday's win over the Sparks , Las Vegas star A'ja Wilson has more games with 25+ points, 15+ rebounds, and 5+ blocks than any player in WNBA history.",,,,,,,,,,,,,,,,,8,"Through the first month, Minnesota rookie Olivia Miles leads all rookies in points, assists, and steals.",8,Fever superstar Caitlin Clark averaged 8.5 assists per game over the course of her career — that's 1.8 more than anyone in WNBA history.,,"Through the first month, Minnesota rookie Olivia Miles leads all rookies in points, assists, and steals.",,No,"""A'ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026"" record stats | A'ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026 exact record | A'ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026 milestone stats | A'ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026 WNBA records stats | A'ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026 Just Women's Sports",2,Yahoo Sports (Strong): Paige Bueckers just passed Caitlin Clark in one major category || Yahoo Sports (Strong): Paige Bueckers just passed Caitlin Clark in one major category Yahoo Sports
3,Kelsey Mitchell scores 25 as Fever begin Commissioner's Cup title defense with 83-71 win over Dream,WNBA,Game Recap / Result,CBS Sports,https://news.google.com/rss/articles/CBMi0AFBVV95cUxNYjFXVkVhNnEzRjZtb3VMaENpVThudEtrM1dXa1NENFE4Y1hoUDJHTVZHMjl2SVZ4WVBJdGZOeUpWUFlYeVhJQld6S19wcTI0OUJfT0pMVjh3Q3NXcGtsY2RBdHJ0cmRCYXBobThIcTV3MGxjeW95RHcwZHo5MkZRYVI4UnR0aHdJa2dHRXZ0SHd2aVFMLWYtX1JvVGxPT0RnN0lfLWFDMXZNYWNMNGVfUFN6UHhQS25oLXpINUxMaTM5bjVlaDItZGRLS2hZc19E?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Kelsey Mitchell scores 25 as Fever begin Commissioner's Cup title defense with 83-71 win over Dream"" score | Kelsey Mitchell scores 25 as Fever begin Commissioner's Cup title defense with 83-71 win over Dream final score | Kelsey Mitchell scores 25 as Fever begin Commissioner's Cup title defense with 83-71 win over Dream box score | Kelsey Mitchell scores 25 as Fever begin Commissioner's Cup title defense with 83-71 win over Dream WNBA box score | site:wnba.com Kelsey Mitchell scores 25 as Fever begin Commissioner's Cup title defense with 83-71 win over Dream box score Supplemental source context: Greenwich Time (Other): Kelsey Mitchell scores 25 as Fever begin Commissioner's Cup title defense with 83-71 win over Dream || Greenwich Time (Other): Kelsey Mitchell scores 25 as Fever begin Commissioner's Cup title defense with 83-71 win over Dream Greenwich Time || Bozeman Daily Chronicle (Other): Kelsey Mitchell scores 25 as Fever begin Commissioner's Cup title defense with 83-71 win over Dream Bozeman Daily Chronicle Verify exact stats, scores, records, player details, and jersey numbers before final design.",Kelsey Mitchell scores 25 as Fever begin Commissioner's Cup title defense with 83-71 win over Dream,Kelsey Mitchell scores 25 as Fever begin Commissioner's Cup title defense with 83-71 win over Dream,Kelsey Mitchell scores 25 as Fever begin Commissioner's Cup title defense with 83-71 win over Dream Greenwich Time,Kelsey Mitchell scores 25 as Fever begin Commissioner's Cup title defense with 83-71 win over Dream Bozeman Daily Chronicle,Kelsey Mitchell scores 25 as Fever begin Commissioner's Cup title defense with 83-71 win over Dream wdtimes.com,,,83-71,,,,,,,,,,,,,,,,,,,Kelsey Mitchell scores 25 as Fever begin Commissioner's Cup title defense with 83-71 win over Dream Greenwich Time,,Yes,"""Kelsey Mitchell scores 25 as Fever begin Commissioner's Cup title defense with 83-71 win over Dream"" score | Kelsey Mitchell scores 25 as Fever begin Commissioner's Cup title defense with 83-71 win over Dream final score | Kelsey Mitchell scores 25 as Fever begin Commissioner's Cup title defense with 83-71 win over Dream box score | Kelsey Mitchell scores 25 as Fever begin Commissioner's Cup title defense with 83-71 win over Dream WNBA box score | site:wnba.com Kelsey Mitchell scores 25 as Fever begin Commissioner's Cup title defense with 83-71 win over Dream box score",5,Greenwich Time (Other): Kelsey Mitchell scores 25 as Fever begin Commissioner's Cup title defense with 83-71 win over Dream || Greenwich Time (Other): Kelsey Mitchell scores 25 as Fever begin Commissioner's Cup title defense with 83-71 win over Dream Greenwich Time || Bozeman Daily Chronicle (Other): Kelsey Mitchell scores 25 as Fever begin Commissioner's Cup title defense with 83-71 win over Dream Bozeman Daily Chronicle || wdtimes.com (Other): Kelsey Mitchell scores 25 as Fever begin Commissioner's Cup title defense with 83-71 win over Dream wdtimes.com || cecildaily.com (Other): Kelsey Mitchell scores 25 as Fever begin Commissioner's Cup title defense with 83-71 win over Dream cecildaily.com
4,Saint Leo wins 2026 NCAA DII softball championship,Softball,Game Recap / Result,NCAA.com,https://news.google.com/rss/articles/CBMipwFBVV95cUxNYW50N0xZMlBsaWVzTlZ5OVR4dmgxU3dkMVp6YlI5eGJfejVza2VLdlhmUGJyMk1oMGJUazFTMFo5dUxXNTFxNGpFM21OSWhCRXNjMUVuVlJzQ05Iekk0MlIzUzRJWk15MEN4SG9lTmtGOG8tdnEzaGRaSnU1NFdXZWw3UFJqUHBvcUJxQnhycXNWTjh0a213ZzFWZE90aFFPV2pUbGM1VdIBrAFBVV95cUxPbDcwRWJzeGJJdkdVWDFXWUNIRjNiLXg5UW5Wa0NuOUxZVFhTRVFua2J4eThES1owbU1HZjBIUFhKVEx5MXJXV1pKREMxNTlYUXc4dC01aVFtNDdNV0JGbTVPbzhzRkJ6Z0Q1S1BLSkNlRHZweC13OHNwTklXSUxTRnA2X1VBcXA2aUhOcEp2bTVyRmFBNHJsc2d1dzVnQ0FBODBuTjlYR1hsSHk5?oc=5,High,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Saint Leo wins 2026 NCAA DII softball championship"" score | Saint Leo wins 2026 NCAA DII softball championship final score | Saint Leo wins 2026 NCAA DII softball championship box score | Saint Leo wins 2026 NCAA DII softball championship opponent score softball | site:ncaa.com Saint Leo wins 2026 NCAA DII softball championship score Supplemental source context: NCAA.com (Official): Saint Leo wins 2026 NCAA DII softball championship || NCAA.com (Official): Saint Leo wins 2026 NCAA DII softball championship NCAA.com || NCAA.com (Official): Texas wins the 2026 NCAA DI softball championship",Saint Leo wins 2026 NCAA DII softball championship,Saint Leo wins 2026 NCAA DII softball championship,Saint Leo wins 2026 NCAA DII softball championship NCAA.com,Texas wins the 2026 NCAA DI softball championship,Texas wins the 2026 NCAA DI softball championship NCAA.com,,,,,,,,,,,,,,,,,,,,,,Saint Leo wins 2026 NCAA DII softball championship NCAA.com,,No,"""Saint Leo wins 2026 NCAA DII softball championship"" score | Saint Leo wins 2026 NCAA DII softball championship final score | Saint Leo wins 2026 NCAA DII softball championship box score | Saint Leo wins 2026 NCAA DII softball championship opponent score softball | site:ncaa.com Saint Leo wins 2026 NCAA DII softball championship score",5,"NCAA.com (Official): Saint Leo wins 2026 NCAA DII softball championship || NCAA.com (Official): Saint Leo wins 2026 NCAA DII softball championship NCAA.com || NCAA.com (Official): Texas wins the 2026 NCAA DI softball championship || NCAA.com (Official): Texas wins the 2026 NCAA DI softball championship NCAA.com || NCAA.com (Official): How to watch, preview, prediction for the DII softball championship series"
5,Lynx's Miles breaks Clark's WNBA rookie record with 8 3-pointers,WNBA,Record / Milestone,ESPN,https://news.google.com/rss/articles/CBMiowFBVV95cUxPWHp6Nl9aTElVdlFxQVMydjBWTUZXQjlFemlQNzkxOGNZY0toeWpJVFJfeUx2UG9KZHlFUTRKUHAzRXFNX3BNdmg5Y1FEcVhVQ2JBbk5wbXVLeThTVHBidTM1MDFwVWJKRTBoNDlFX20wYlI5T1FMbDJsamllU1ItSUFldlAxWXNrc3dRdk91VGF5bVlUZjgyd0hPbTVRS0lMRjB3?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Lynx's Miles breaks Clark's WNBA rookie record with 8 3-pointers"" record stats | Lynx's Miles breaks Clark's WNBA rookie record with 8 3-pointers exact record | Lynx's Miles breaks Clark's WNBA rookie record with 8 3-pointers milestone stats | Lynx's Miles breaks Clark's WNBA rookie record with 8 3-pointers WNBA records stats | Lynx's Miles breaks Clark's WNBA rookie record with 8 3-pointers ESPN Supplemental source context: AP News (Strong): Olivia Miles sets WNBA rookie record with 8 3s and Lynx beat Valkyries 87-84 for 6th straight win || AP News (Strong): Olivia Miles sets WNBA rookie record with 8 3s and Lynx beat Valkyries 87-84 for 6th straight win AP News || MSN (Other): Lynx's Olivia Miles heats up from deep, breaks WNBA rookie three-point record in 87-84 victory over Golden State Verify exact stats, scores, records, player details, and jersey numbers before final design.",Olivia Miles sets WNBA rookie record with 8 3s and Lynx beat Valkyries 87-84 for 6th straight win,Olivia Miles sets WNBA rookie record with 8 3s and Lynx beat Valkyries 87-84 for 6th straight win,Olivia Miles sets WNBA rookie record with 8 3s and Lynx beat Valkyries 87-84 for 6th straight win AP News,"Lynx's Olivia Miles heats up from deep, breaks WNBA rookie three-point record in 87-84 victory over Golden State","Lynx's Olivia Miles heats up from deep, breaks WNBA rookie three-point record in 87-84 victory over Golden State MSN",,,87-84,,,,,,,,,,,,,,8,Olivia Miles sets WNBA rookie record with 8 3s and Lynx beat Valkyries 87-84 for 6th straight win AP News,8,Olivia Miles sets WNBA rookie record with 8 3s and Lynx beat Valkyries 87-84 for 6th straight win,,Olivia Miles sets WNBA rookie record with 8 3s and Lynx beat Valkyries 87-84 for 6th straight win AP News,,Yes,"""Lynx's Miles breaks Clark's WNBA rookie record with 8 3-pointers"" record stats | Lynx's Miles breaks Clark's WNBA rookie record with 8 3-pointers exact record | Lynx's Miles breaks Clark's WNBA rookie record with 8 3-pointers milestone stats | Lynx's Miles breaks Clark's WNBA rookie record with 8 3-pointers WNBA records stats | Lynx's Miles breaks Clark's WNBA rookie record with 8 3-pointers ESPN",5,"AP News (Strong): Olivia Miles sets WNBA rookie record with 8 3s and Lynx beat Valkyries 87-84 for 6th straight win || AP News (Strong): Olivia Miles sets WNBA rookie record with 8 3s and Lynx beat Valkyries 87-84 for 6th straight win AP News || MSN (Other): Lynx's Olivia Miles heats up from deep, breaks WNBA rookie three-point record in 87-84 victory over Golden State || MSN (Other): Lynx's Olivia Miles heats up from deep, breaks WNBA rookie three-point record in 87-84 victory over Golden State MSN || ESPN (Strong): Lynx's Miles breaks Clark's WNBA rookie record with 8 3-pointers"
6,PWHL HAMILTON ADDS BRIANNE JENNER IN HISTORIC FIRST SIGNING,PWHL / Women's Hockey,Recruiting / Roster News,Professional Women's Hockey League (PWHL),https://news.google.com/rss/articles/CBMipwFBVV95cUxOUnRTOHViWFdIWVlIM21yVGdKaGxyOWhHUW5pbUhPU040cVMtMDIyX0VTTGs1dzlNNjJJcmNlZmxDcUZ1c2dTQVhrUzNteGZ6cnlLVkUwTkNhVm5QOUR3MndRZHRodmZ6LUptcmxIOEVWeVZ0RFdDWWVIYnlDX3otenAxMWphVm9OLXRHVjJXRGRjc0JwdFFPekltV2FjZXBvZWJoRXRTQQ?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""PWHL HAMILTON ADDS BRIANNE JENNER IN HISTORIC FIRST SIGNING"" | PWHL HAMILTON ADDS BRIANNE JENNER IN HISTORIC FIRST SIGNING details | PWHL HAMILTON ADDS BRIANNE JENNER IN HISTORIC FIRST SIGNING Professional Women's Hockey League (PWHL) Supplemental source context: Professional Women's Hockey League (PWHL) (Other): PWHL HAMILTON ADDS BRIANNE JENNER IN HISTORIC FIRST SIGNING || Professional Women's Hockey League (PWHL) (Other): PWHL HAMILTON ADDS BRIANNE JENNER IN HISTORIC FIRST SIGNING Professional Women's Hockey League (PWHL) || Toronto Star (Other): Brianne Jenner becomes first player signed by Hamilton PWHL team Verify exact stats, scores, records, player details, and jersey numbers before final design.",PWHL HAMILTON ADDS BRIANNE JENNER IN HISTORIC FIRST SIGNING,PWHL HAMILTON ADDS BRIANNE JENNER IN HISTORIC FIRST SIGNING,PWHL HAMILTON ADDS BRIANNE JENNER IN HISTORIC FIRST SIGNING Professional Women's Hockey League (PWHL),Brianne Jenner becomes first player signed by Hamilton PWHL team,Brianne Jenner becomes first player signed by Hamilton PWHL team Toronto Star,,,,,,,,,,,,,,,,,,,,,,PWHL HAMILTON ADDS BRIANNE JENNER IN HISTORIC FIRST SIGNING Professional Women's Hockey League (PWHL),,Yes,"""PWHL HAMILTON ADDS BRIANNE JENNER IN HISTORIC FIRST SIGNING"" | PWHL HAMILTON ADDS BRIANNE JENNER IN HISTORIC FIRST SIGNING details | PWHL HAMILTON ADDS BRIANNE JENNER IN HISTORIC FIRST SIGNING Professional Women's Hockey League (PWHL)",5,Professional Women's Hockey League (PWHL) (Other): PWHL HAMILTON ADDS BRIANNE JENNER IN HISTORIC FIRST SIGNING || Professional Women's Hockey League (PWHL) (Other): PWHL HAMILTON ADDS BRIANNE JENNER IN HISTORIC FIRST SIGNING Professional Women's Hockey League (PWHL) || Toronto Star (Other): Brianne Jenner becomes first player signed by Hamilton PWHL team || Toronto Star (Other): Brianne Jenner becomes first player signed by Hamilton PWHL team Toronto Star || Penticton Herald (Other): Brianne Jenner becomes first player signed by Hamilton PWHL team Penticton Herald
7,Dawn Staley and South Carolina Land Star Recruit Oliviyah Edwards,NCAA Women's Basketball,Recruiting / Roster News,Just Women's Sports,https://justwomenssports.com/reads/dawn-staley-south-carolina-womens-basketball-oliviyah-edwards-recruiting/,High,direct_article_plus_supplemental_search,"Fetched direct article text. Supplemental searches used: ""Dawn Staley and South Carolina Land Star Recruit Oliviyah Edwards"" | Dawn Staley and South Carolina Land Star Recruit Oliviyah Edwards details | Dawn Staley and South Carolina Land Star Recruit Oliviyah Edwards Just Women's Sports Supplemental source context: Just Women's Sports (Strong): Dawn Staley and South Carolina Land Star Recruit Oliviyah Edwards || Just Women's Sports (Strong): Dawn Staley and South Carolina Land Star Recruit Oliviyah Edwards Just Women's Sports || Reuters (Strong): South Carolina lands 5-star recruit Oliviyah Edwards",Dawn Staley and South Carolina Land Star Recruit Oliviyah Edwards South Carolina women's basketball coach Dawn Staley revealed how the Gamecocks landed Oliviyah Edwards after her release from Tennessee.,Dawn Staley and South Carolina Land Star Recruit Oliviyah Edwards South Carolina women's basketball coach Dawn Staley revealed how the Gamecocks landed Oliviyah Edwards after her release from Tennessee.,"Dawn Staley and South Carolina just pulled off one of the biggest wins of the NCAA women's basketball offseason , successfully recruiting five-star forward Oliviyah Edwards — the Class of 2026's No.",South Carolina moved quickly once Edwards reopened her recruitment.,"Staley also acknowledged that the Gamecocks were already on Edwards's radar before she signed with Tennessee. ""We were on her list,"" Staley added. ""She was talking to a few of us.",,,,,,,,,,,,,,,,,,,,,,"Dawn Staley and South Carolina just pulled off one of the biggest wins of the NCAA women's basketball offseason , successfully recruiting five-star forward Oliviyah Edwards — the Class of 2026's No.",,No,"""Dawn Staley and South Carolina Land Star Recruit Oliviyah Edwards"" | Dawn Staley and South Carolina Land Star Recruit Oliviyah Edwards details | Dawn Staley and South Carolina Land Star Recruit Oliviyah Edwards Just Women's Sports",5,"Just Women's Sports (Strong): Dawn Staley and South Carolina Land Star Recruit Oliviyah Edwards || Just Women's Sports (Strong): Dawn Staley and South Carolina Land Star Recruit Oliviyah Edwards Just Women's Sports || Reuters (Strong): South Carolina lands 5-star recruit Oliviyah Edwards || Reuters (Strong): South Carolina lands 5-star recruit Oliviyah Edwards Reuters || Garnet and Cocky (Other): Dawn Staley, South Carolina land star guard from the transfer portal via an SEC rival"
8,"Queen's Club 411: Dates, who's playing, prize money and more",Tennis,Business / Growth,WTA Tennis,https://news.google.com/rss/articles/CBMisgFBVV95cUxNT1RkU1kyWG1YeHFzNXBxUWNtVmV4dTZSRWlfZzlua1lxN3BvUEFIdjRkWU11TjNNYWRGNWtVTVoyVlJySkd1ZXRpNU9IT05WR2NXVHc5ektkSXFCTk1xUDUtSkFlNEpxcy1VNGhzTGpkUXdKU3U4WU00cFN6U2tPTm1aZENadmRmd2VONExoeDIwbjJ4M3VJblJnYlUzbUIxR2hUZmFuaGNuSTlBQTl0cjZB?oc=5,High,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Queen's Club 411: Dates, who's playing, prize money and more"" | Queen's Club 411: Dates, who's playing, prize money and more amount number details | Queen's Club 411: Dates, who's playing, prize money and more purse revenue viewership attendance investment | Queen's Club 411: Dates, who's playing, prize money and more WTA Tennis Supplemental source context: WTA Tennis (Official): Queen's Club 411: Dates, who's playing, prize money and more || WTA Tennis (Official): Queen's Club 411: Dates, who's playing, prize money and more WTA Tennis || WTA Tennis (Official): Queen's Club 2025: Dates, draws, prize money and everything you need to know","Queen's Club 411: Dates, who's playing, prize money and more","Queen's Club 411: Dates, who's playing, prize money and more","Queen's Club 411: Dates, who's playing, prize money and more WTA Tennis","Queen's Club 2025: Dates, draws, prize money and everything you need to know","Queen's Club 2025: Dates, draws, prize money and everything you need to know WTA Tennis",,,,,,,,,,,,,,,,,,,,,"Queen's Club 411: Dates, who's playing, prize money and more WTA Tennis","Queen's Club 411: Dates, who's playing, prize money and more WTA Tennis",,No,"""Queen's Club 411: Dates, who's playing, prize money and more"" | Queen's Club 411: Dates, who's playing, prize money and more amount number details | Queen's Club 411: Dates, who's playing, prize money and more purse revenue viewership attendance investment | Queen's Club 411: Dates, who's playing, prize money and more WTA Tennis",5,"WTA Tennis (Official): Queen's Club 411: Dates, who's playing, prize money and more || WTA Tennis (Official): Queen's Club 411: Dates, who's playing, prize money and more WTA Tennis || WTA Tennis (Official): Queen's Club 2025: Dates, draws, prize money and everything you need to know || WTA Tennis (Official): Queen's Club 2025: Dates, draws, prize money and everything you need to know WTA Tennis || WTA Tennis (Official): Grass-Court Swing 411: Dates, draws, prize money and everything you need to know"
9,Serena Williams Adds 2026 Berlin Tennis Open to WTA Comeback Tour,Tennis,Recruiting / Roster News,Just Women's Sports,https://justwomenssports.com/reads/serena-williams-berlin-tennis-open-victoria-mboko-doubles-partner-2026/,High,direct_article_plus_supplemental_search,"Fetched direct article text. Supplemental searches used: ""Serena Williams Adds 2026 Berlin Tennis Open to WTA Comeback Tour"" | Serena Williams Adds 2026 Berlin Tennis Open to WTA Comeback Tour details | Serena Williams Adds 2026 Berlin Tennis Open to WTA Comeback Tour Just Women's Sports Supplemental source context: Just Women's Sports (Strong): Tennis Icon Serena Williams Adds 2026 Berlin Open to WTA Comeback Tour || Just Women's Sports (Strong): Tennis Icon Serena Williams Adds 2026 Berlin Open to WTA Comeback Tour Just Women's Sports || Sky Sports (Other): Serena Williams: Former world No 1 adds the Berlin Tennis Open to her comeback schedule, starting at Queen's Club",Serena Williams Adds 2026 Berlin Tennis Open to WTA Comeback Tour Tennis legend Serena Williams has signed on to play doubles at the 2026 Berlin Open after teaming up with Victoria Mboko at Queen's Club.,Serena Williams Adds 2026 Berlin Tennis Open to WTA Comeback Tour Tennis legend Serena Williams has signed on to play doubles at the 2026 Berlin Open after teaming up with Victoria Mboko at Queen's Club.,"Serena Williams will continue her tennis comeback at the 2026 Berlin Tennis Open , adding the German WTA 500 event to her doubles schedule.","9 Victoria Mboko. ""Every tournament I add to my schedule right now feels special, and Berlin is no exception,"" Williams told reporters . ""I'm excited to compete in front of the German fans and continue building momentum throughout the grass-court season."" The 44-year-old announced her return on Monday, after nearly four years away from professional tennis.","The 14-time Grand Slam doubles champion brings star power to an already-stacked Berlin field. ""I didn't think that our world-class field featuring nine Top 10 players could be topped,"" said Berlin Open Director of Excitement Andrea Petkovic. ""But welcoming Serena Williams to Berlin is pure excitement.",,,,,,,,,,,,,,,,,,,,,,"Serena Williams will continue her tennis comeback at the 2026 Berlin Tennis Open , adding the German WTA 500 event to her doubles schedule.",,No,"""Serena Williams Adds 2026 Berlin Tennis Open to WTA Comeback Tour"" | Serena Williams Adds 2026 Berlin Tennis Open to WTA Comeback Tour details | Serena Williams Adds 2026 Berlin Tennis Open to WTA Comeback Tour Just Women's Sports",5,"Just Women's Sports (Strong): Tennis Icon Serena Williams Adds 2026 Berlin Open to WTA Comeback Tour || Just Women's Sports (Strong): Tennis Icon Serena Williams Adds 2026 Berlin Open to WTA Comeback Tour Just Women's Sports || Sky Sports (Other): Serena Williams: Former world No 1 adds the Berlin Tennis Open to her comeback schedule, starting at Queen's Club || Sky Sports (Other): Serena Williams: Former world No 1 adds the Berlin Tennis Open to her comeback schedule, starting at Queen's Club Sky Sports || USA Today (Strong): Serena Williams adds 'special' tournament to tennis comeback plans"
10,U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million,Golf / LPGA,Business / Growth,Yahoo Sports,https://news.google.com/rss/articles/CBMifkFVX3lxTE9iN1dEVTNVUzVTaktXVHNpaUNGTmczbF9wc3dmREJkdjlMVW9LUTE3bWpIclUxNjVqWmIzeXpZNUwwc3FXTnZtWFo2QVZCWjFZOXhNMXNPalAySURmWk1jY0U3TTNReVNreHdGdmtrZE42VWIyQnZYSEN5ZXZ4QQ?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million"" | U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million amount number details | U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million purse revenue viewership attendance investment | U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million Yahoo Sports Supplemental source context: Yahoo Sports (Strong): U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million || Yahoo Sports (Strong): Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million. || Yahoo Sports (Strong): Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million Yahoo Sports Verify exact stats, scores, records, player details, and jersey numbers before final design.",U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million,U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million,Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million.,Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million Yahoo Sports,Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million Golf Channel,,,,,,,,,,,,,,,,,$12.5 million,,$12.5 million,U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million,Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million.,Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million.,,Yes,"""U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million"" | U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million amount number details | U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million purse revenue viewership attendance investment | U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million Yahoo Sports",5,Yahoo Sports (Strong): U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million || Yahoo Sports (Strong): Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million. || Yahoo Sports (Strong): Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million Yahoo Sports || Golf Channel (Other): Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million Golf Channel || Golf Channel (Other): Chevron Championship announces $1 million purse increase
