event_id,league_label,matchup,game_state,winner,final_score,performer_rank,player_name,team,statline,source
401856972,WNBA,New York Liberty at Connecticut Sun,Final,New York Liberty,New York Liberty 89 - Connecticut Sun 80,1,Breanna Stewart,New York Liberty,"PTS 28, REB 9, AST 3, STL 3, FG 9-17",WNBA
401856973,WNBA,Indiana Fever at Washington Mystics,Final,Indiana Fever,Indiana Fever 78 - Washington Mystics 76,1,Aliyah Boston,Indiana Fever,"PTS 14, REB 10, AST 3, STL 2, BLK 2",WNBA
401856974,WNBA,Seattle Storm at Las Vegas Aces,Final,Las Vegas Aces,Seattle Storm 91 - Las Vegas Aces 101,1,A'ja Wilson,Las Vegas Aces,"PTS 34, REB 12, AST 9, STL 1, BLK 3",WNBA
401856972,WNBA,New York Liberty at Connecticut Sun,Final,New York Liberty,New York Liberty 89 - Connecticut Sun 80,2,Han Xu,New York Liberty,"PTS 14, REB 6, AST 2, BLK 2, FG 4-8",WNBA
401856973,WNBA,Indiana Fever at Washington Mystics,Final,Indiana Fever,Indiana Fever 78 - Washington Mystics 76,2,Caitlin Clark,Indiana Fever,"PTS 19, REB 3, AST 5, STL 1, FG 7-16",WNBA
401856974,WNBA,Seattle Storm at Las Vegas Aces,Final,Las Vegas Aces,Seattle Storm 91 - Las Vegas Aces 101,2,Jackie Young,Las Vegas Aces,"PTS 29, REB 3, AST 6, BLK 1, FG 10-19",WNBA
401856972,WNBA,New York Liberty at Connecticut Sun,Final,New York Liberty,New York Liberty 89 - Connecticut Sun 80,3,Aaliyah Edwards,Connecticut Sun,"PTS 15, REB 5, STL 3, FG 6-15, FT 3-3",WNBA
401856973,WNBA,Indiana Fever at Washington Mystics,Final,Indiana Fever,Indiana Fever 78 - Washington Mystics 76,3,Shakira Austin,Washington Mystics,"PTS 10, REB 9, AST 4, BLK 1, FG 4-11",WNBA
401856974,WNBA,Seattle Storm at Las Vegas Aces,Final,Las Vegas Aces,Seattle Storm 91 - Las Vegas Aces 101,3,Natisha Hiedeman,Seattle Storm,"PTS 17, REB 5, AST 5, STL 3, FG 6-12",WNBA
401856972,WNBA,New York Liberty at Connecticut Sun,Final,New York Liberty,New York Liberty 89 - Connecticut Sun 80,4,Olivia Nelson-Ododa,Connecticut Sun,"PTS 15, REB 8, AST 1, BLK 1, FG 6-6",WNBA
401856973,WNBA,Indiana Fever at Washington Mystics,Final,Indiana Fever,Indiana Fever 78 - Washington Mystics 76,4,Kelsey Mitchell,Indiana Fever,"PTS 15, REB 2, AST 3, STL 1, BLK 1",WNBA
401856974,WNBA,Seattle Storm at Las Vegas Aces,Final,Las Vegas Aces,Seattle Storm 91 - Las Vegas Aces 101,4,Dominique Malonga,Seattle Storm,"PTS 19, REB 5, STL 1, FG 7-12, 3PT 1-2",WNBA
401856972,WNBA,New York Liberty at Connecticut Sun,Final,New York Liberty,New York Liberty 89 - Connecticut Sun 80,5,Saniya Rivers,Connecticut Sun,"PTS 12, REB 5, AST 3, BLK 2, FG 6-15",WNBA
401856973,WNBA,Indiana Fever at Washington Mystics,Final,Indiana Fever,Indiana Fever 78 - Washington Mystics 76,5,Sonia Citron,Washington Mystics,"PTS 12, AST 5, STL 1, BLK 2, FG 3-9",WNBA
401856974,WNBA,Seattle Storm at Las Vegas Aces,Final,Las Vegas Aces,Seattle Storm 91 - Las Vegas Aces 101,5,NaLyssa Smith,Las Vegas Aces,"PTS 16, REB 9, FG 6-6, FT 4-5",WNBA
