rank,headline,template_name,headline_max_70,subhead_max_110,footer_max_45,slide_number,slide_role,slide_title,slide_body_max_120
1,"A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89",Tonight in the W 4-Slide Template,"A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9",Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,1,Hook,"A'ja Wilson scores 32 points, Chelsea Gray ties WNBA",The story you need to know.
1,"A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89",Tonight in the W 4-Slide Template,"A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9",Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
1,"A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89",Tonight in the W 4-Slide Template,"A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9",Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,3,Angle,The angle,A milestone worth putting into context.
1,"A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89",Tonight in the W 4-Slide Template,"A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9",Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,4,CTA,Your take on this WNBA story?,Follow Her Sports Daily for more.
2,"Chicago Sky vs. Indiana Fever - Final Score - June 11, 2026",Tonight in the W 4-Slide Template,"Chicago Sky vs. Indiana Fever - Final Score - June 11, 2026","What happened, who stood out, and why it matters for WNBA fans.",More WNBA coverage daily,1,Hook,"Chicago Sky vs. Indiana Fever - Final Score - June 11,",The story you need to know.
2,"Chicago Sky vs. Indiana Fever - Final Score - June 11, 2026",Tonight in the W 4-Slide Template,"Chicago Sky vs. Indiana Fever - Final Score - June 11, 2026","What happened, who stood out, and why it matters for WNBA fans.",More WNBA coverage daily,2,Context,What happened,This is timely WNBA coverage with a result fans may want explained quickly.
2,"Chicago Sky vs. Indiana Fever - Final Score - June 11, 2026",Tonight in the W 4-Slide Template,"Chicago Sky vs. Indiana Fever - Final Score - June 11, 2026","What happened, who stood out, and why it matters for WNBA fans.",More WNBA coverage daily,3,Angle,The angle,"What happened, who stood out, and why it matters for WNBA fans."
2,"Chicago Sky vs. Indiana Fever - Final Score - June 11, 2026",Tonight in the W 4-Slide Template,"Chicago Sky vs. Indiana Fever - Final Score - June 11, 2026","What happened, who stood out, and why it matters for WNBA fans.",More WNBA coverage daily,4,CTA,Your take on this WNBA story?,Follow Her Sports Daily for more.
3,"“Did Everything Wrong”: WNBA Analyst Exposes Fever Teammate’s Costly Blunders on Caitlin Clark, Aliyah Boston’s Historic Night",Tonight in the W 4-Slide Template,“Did Everything Wrong”: WNBA Analyst Exposes Fever Teammate’s Costly,Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,1,Hook,“Did Everything Wrong”: WNBA Analyst Exposes Fever,The story you need to know.
3,"“Did Everything Wrong”: WNBA Analyst Exposes Fever Teammate’s Costly Blunders on Caitlin Clark, Aliyah Boston’s Historic Night",Tonight in the W 4-Slide Template,“Did Everything Wrong”: WNBA Analyst Exposes Fever Teammate’s Costly,Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
3,"“Did Everything Wrong”: WNBA Analyst Exposes Fever Teammate’s Costly Blunders on Caitlin Clark, Aliyah Boston’s Historic Night",Tonight in the W 4-Slide Template,“Did Everything Wrong”: WNBA Analyst Exposes Fever Teammate’s Costly,Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,3,Angle,The angle,A milestone worth putting into context.
3,"“Did Everything Wrong”: WNBA Analyst Exposes Fever Teammate’s Costly Blunders on Caitlin Clark, Aliyah Boston’s Historic Night",Tonight in the W 4-Slide Template,“Did Everything Wrong”: WNBA Analyst Exposes Fever Teammate’s Costly,Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,4,CTA,Your take on this WNBA story?,Follow Her Sports Daily for more.
4,Gotham FC announces first-ever ‘dedicated’ training facility,Milestone Graphic Template,Gotham FC announces first-ever ‘dedicated’ training facility,Records and milestones are proof points for the rise of women's sports.,More women's soccer daily,1,Hook,Gotham FC announces first-ever ‘dedicated’ training,The story you need to know.
4,Gotham FC announces first-ever ‘dedicated’ training facility,Milestone Graphic Template,Gotham FC announces first-ever ‘dedicated’ training facility,Records and milestones are proof points for the rise of women's sports.,More women's soccer daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
4,Gotham FC announces first-ever ‘dedicated’ training facility,Milestone Graphic Template,Gotham FC announces first-ever ‘dedicated’ training facility,Records and milestones are proof points for the rise of women's sports.,More women's soccer daily,3,Angle,The angle,A milestone worth putting into context.
