team_id,team_name,local_logo_path,current_source_url,official_source_candidate,current_approval_status,allowed_decisions,operator_decision,source_reviewed,identity_match,source_url_to_record,registry_action,operator_notes,reviewed_by,reviewed_at_local,approval_scope,publish_ready,auto_approval,auto_publish,move_files,paid_apis,asset_downloads
atlanta_dream,Atlanta Dream,assets/leagues/wnba/teams/atlanta_dream/logo.png,https://www.wnba.com/team/atlanta-dream,https://www.wnba.com/team/atlanta-dream,approved,approve_for_review_only_renderer_use|deny_logo_asset|hold_for_more_evidence|revise_source_metadata,approve_for_review_only_renderer_use,yes,yes,https://www.wnba.com/team/atlanta-dream,approve_and_update_source_metadata,Mike approved all WNBA team logos from contact sheet for review-only renderer use,Mike,2026-06-26 17:40:01 -04:00,review_only_renderer_logo_trust_manual_intake,false,false,false,false,false,false
chicago_sky,Chicago Sky,assets/leagues/wnba/teams/chicago_sky/logo.png,https://www.wnba.com/team/chicago-sky,https://www.wnba.com/team/chicago-sky,approved,approve_for_review_only_renderer_use|deny_logo_asset|hold_for_more_evidence|revise_source_metadata,approve_for_review_only_renderer_use,yes,yes,https://www.wnba.com/team/chicago-sky,confirm_existing_approval_update_source_metadata,Mike approved all WNBA team logos from contact sheet for review-only renderer use,Mike,2026-06-26 17:40:01 -04:00,review_only_renderer_logo_trust_manual_intake,false,false,false,false,false,false
connecticut_sun,Connecticut Sun,assets/leagues/wnba/teams/connecticut_sun/logo.png,https://www.wnba.com/team/connecticut-sun,https://www.wnba.com/team/connecticut-sun,approved,approve_for_review_only_renderer_use|deny_logo_asset|hold_for_more_evidence|revise_source_metadata,approve_for_review_only_renderer_use,yes,yes,https://www.wnba.com/team/connecticut-sun,confirm_existing_approval_update_source_metadata,Mike approved all WNBA team logos from contact sheet for review-only renderer use,Mike,2026-06-26 17:40:01 -04:00,review_only_renderer_logo_trust_manual_intake,false,false,false,false,false,false
indiana_fever,Indiana Fever,assets/leagues/wnba/teams/indiana_fever/logo.png,https://www.wnba.com/team/indiana-fever,https://www.wnba.com/team/indiana-fever,approved,approve_for_review_only_renderer_use|deny_logo_asset|hold_for_more_evidence|revise_source_metadata,approve_for_review_only_renderer_use,yes,yes,https://www.wnba.com/team/indiana-fever,confirm_existing_approval_update_source_metadata,Mike approved all WNBA team logos from contact sheet for review-only renderer use,Mike,2026-06-26 17:40:01 -04:00,review_only_renderer_logo_trust_manual_intake,false,false,false,false,false,false
new_york_liberty,New York Liberty,assets/leagues/wnba/teams/new_york_liberty/logo.png,https://www.wnba.com/team/new-york-liberty,https://www.wnba.com/team/new-york-liberty,approved,approve_for_review_only_renderer_use|deny_logo_asset|hold_for_more_evidence|revise_source_metadata,approve_for_review_only_renderer_use,yes,yes,https://www.wnba.com/team/new-york-liberty,confirm_existing_approval_update_source_metadata,Mike approved all WNBA team logos from contact sheet for review-only renderer use,Mike,2026-06-26 17:40:01 -04:00,review_only_renderer_logo_trust_manual_intake,false,false,false,false,false,false
toronto_tempo,Toronto Tempo,assets/leagues/wnba/teams/toronto_tempo/logo.png,https://www.wnba.com/team/toronto-tempo,https://www.wnba.com/team/toronto-tempo,approved,approve_for_review_only_renderer_use|deny_logo_asset|hold_for_more_evidence|revise_source_metadata,approve_for_review_only_renderer_use,yes,yes,https://www.wnba.com/team/toronto-tempo,confirm_existing_approval_update_source_metadata,Mike approved all WNBA team logos from contact sheet for review-only renderer use,Mike,2026-06-26 17:40:01 -04:00,review_only_renderer_logo_trust_manual_intake,false,false,false,false,false,false
washington_mystics,Washington Mystics,assets/leagues/wnba/teams/washington_mystics/logo.png,https://www.wnba.com/team/washington-mystics,https://www.wnba.com/team/washington-mystics,approved,approve_for_review_only_renderer_use|deny_logo_asset|hold_for_more_evidence|revise_source_metadata,approve_for_review_only_renderer_use,yes,yes,https://www.wnba.com/team/washington-mystics,approve_and_update_source_metadata,Mike approved all WNBA team logos from contact sheet for review-only renderer use,Mike,2026-06-26 17:40:01 -04:00,review_only_renderer_logo_trust_manual_intake,false,false,false,false,false,false
dallas_wings,Dallas Wings,assets/leagues/wnba/teams/dallas_wings/logo.png,https://www.wnba.com/team/dallas-wings,https://www.wnba.com/team/dallas-wings,approved,approve_for_review_only_renderer_use|deny_logo_asset|hold_for_more_evidence|revise_source_metadata,approve_for_review_only_renderer_use,yes,yes,https://www.wnba.com/team/dallas-wings,confirm_existing_approval_update_source_metadata,Mike approved all WNBA team logos from contact sheet for review-only renderer use,Mike,2026-06-26 17:40:01 -04:00,review_only_renderer_logo_trust_manual_intake,false,false,false,false,false,false
golden_state_valkyries,Golden State Valkyries,assets/leagues/wnba/teams/golden_state_valkyries/logo.png,https://www.wnba.com/team/golden-state-valkyries,https://www.wnba.com/team/golden-state-valkyries,approved,approve_for_review_only_renderer_use|deny_logo_asset|hold_for_more_evidence|revise_source_metadata,approve_for_review_only_renderer_use,yes,yes,https://www.wnba.com/team/golden-state-valkyries,confirm_existing_approval_update_source_metadata,Mike approved all WNBA team logos from contact sheet for review-only renderer use,Mike,2026-06-26 17:40:01 -04:00,review_only_renderer_logo_trust_manual_intake,false,false,false,false,false,false
las_vegas_aces,Las Vegas Aces,assets/leagues/wnba/teams/las_vegas_aces/logo.png,https://www.wnba.com/team/las-vegas-aces,https://www.wnba.com/team/las-vegas-aces,approved,approve_for_review_only_renderer_use|deny_logo_asset|hold_for_more_evidence|revise_source_metadata,approve_for_review_only_renderer_use,yes,yes,https://www.wnba.com/team/las-vegas-aces,confirm_existing_approval_update_source_metadata,Mike approved all WNBA team logos from contact sheet for review-only renderer use,Mike,2026-06-26 17:40:01 -04:00,review_only_renderer_logo_trust_manual_intake,false,false,false,false,false,false
los_angeles_sparks,Los Angeles Sparks,assets/leagues/wnba/teams/los_angeles_sparks/logo.png,https://www.wnba.com/team/los-angeles-sparks,https://www.wnba.com/team/los-angeles-sparks,approved,approve_for_review_only_renderer_use|deny_logo_asset|hold_for_more_evidence|revise_source_metadata,approve_for_review_only_renderer_use,yes,yes,https://www.wnba.com/team/los-angeles-sparks,confirm_existing_approval_update_source_metadata,Mike approved all WNBA team logos from contact sheet for review-only renderer use,Mike,2026-06-26 17:40:01 -04:00,review_only_renderer_logo_trust_manual_intake,false,false,false,false,false,false
minnesota_lynx,Minnesota Lynx,assets/leagues/wnba/teams/minnesota_lynx/logo.png,https://www.wnba.com/team/minnesota-lynx,https://www.wnba.com/team/minnesota-lynx,approved,approve_for_review_only_renderer_use|deny_logo_asset|hold_for_more_evidence|revise_source_metadata,approve_for_review_only_renderer_use,yes,yes,https://www.wnba.com/team/minnesota-lynx,confirm_existing_approval_update_source_metadata,Mike approved all WNBA team logos from contact sheet for review-only renderer use,Mike,2026-06-26 17:40:01 -04:00,review_only_renderer_logo_trust_manual_intake,false,false,false,false,false,false
phoenix_mercury,Phoenix Mercury,assets/leagues/wnba/teams/phoenix_mercury/logo.png,https://www.wnba.com/team/phoenix-mercury,https://www.wnba.com/team/phoenix-mercury,approved,approve_for_review_only_renderer_use|deny_logo_asset|hold_for_more_evidence|revise_source_metadata,approve_for_review_only_renderer_use,yes,yes,https://www.wnba.com/team/phoenix-mercury,confirm_existing_approval_update_source_metadata,Mike approved all WNBA team logos from contact sheet for review-only renderer use,Mike,2026-06-26 17:40:01 -04:00,review_only_renderer_logo_trust_manual_intake,false,false,false,false,false,false
portland_fire,Portland Fire,assets/leagues/wnba/teams/portland_fire/logo.png,https://www.wnba.com/team/portland-fire,https://www.wnba.com/team/portland-fire,approved,approve_for_review_only_renderer_use|deny_logo_asset|hold_for_more_evidence|revise_source_metadata,approve_for_review_only_renderer_use,yes,yes,https://www.wnba.com/team/portland-fire,confirm_existing_approval_update_source_metadata,Mike approved all WNBA team logos from contact sheet for review-only renderer use,Mike,2026-06-26 17:40:01 -04:00,review_only_renderer_logo_trust_manual_intake,false,false,false,false,false,false
seattle_storm,Seattle Storm,assets/leagues/wnba/teams/seattle_storm/logo.png,https://www.wnba.com/team/seattle-storm,https://www.wnba.com/team/seattle-storm,approved,approve_for_review_only_renderer_use|deny_logo_asset|hold_for_more_evidence|revise_source_metadata,approve_for_review_only_renderer_use,yes,yes,https://www.wnba.com/team/seattle-storm,confirm_existing_approval_update_source_metadata,Mike approved all WNBA team logos from contact sheet for review-only renderer use,Mike,2026-06-26 17:40:01 -04:00,review_only_renderer_logo_trust_manual_intake,false,false,false,false,false,false
