script_version,editorial_decision,editorial_score,priority_score,source_quality,source_tier,eligibility_passed,eligibility_reason,recommended_timing,decision_reason,score_reason,freshness_component,story_value_component,brand_fit_component,engagement_component,source_component,penalty_component,content_bucket,content_lane,sport,story_type,source,title,published,age_hours,link,post_format,hook,first_slide,carousel_outline,instagram_angle,why_it_matters,caption_starter,visual_brief,hashtags,primary_entity,cluster_id,cluster_rank,related_story_count,duplicate_status,verification_needed,sensitive,time_sensitive,categories,summary
v11_final,Must Post,79,8,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,Post ASAP,"High-score, timely, verified hard-news story.","Record or milestone. Fresh under 24 hours. Core brand sport: WNBA. Source quality 8/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",10,35,14,10,10,0,Star Watch,Star-driven engagement,WNBA,Record / Milestone,Just Women's Sports,Angel Reese Posts Historic Double-Double in Dream vs Sky Victory,2026-06-10T15:59:49+00:00,20.5,https://justwomenssports.com/reads/dream-vs-sky-angel-reese-double-double-atlanta-dream-chicago-sky-wnba-commissioners-cup-score/,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,Milestone watch: Angel Reese Posts Historic Double-Double in Dream vs Sky Victory,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Angel Reese Posts Historic Double-Double in Dream vs Sky Victory What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,Angel Reese,wnba::angel reese,1,9,Primary,No,No,No,"Basketball, News, WNBA, 2026 WNBA Commissioner's Cup, 2026 WNBA season, Angel Reese, Atlanta Dream, Chicago Sky, Skylar Diggins","Angel Reese dominated in her return to Chicago, posting 17 points and 17 rebounds to propel the Atlanta Dream past the Chicago Sky. The post Angel Reese Posts Historic Double-Double in Dream vs Sky Victory appeared first on Just Women's Sports ."
v11_final,Verify First,77,8,6,Other,Yes,Passed: clear women's sports signal.,Verify first,Needs stronger confirmation before posting.,"Record or milestone. Fresh under 12 hours. Core brand sport: WNBA. Source quality 6/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",12,35,14,8,8,0,Star Watch,Star-driven engagement,WNBA,Record / Milestone,Hawkeyes Wire,"Caitlin Clark, Fever draw another near-milestone audience vs. Liberty",2026-06-11T00:30:58+00:00,12.0,https://sports.yahoo.com/articles/caitlin-clark-fever-draw-another-003058717.html,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,"Milestone watch: Caitlin Clark, Fever draw another near-milestone audience vs. Liberty",Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,"Caitlin Clark, Fever draw another near-milestone audience vs. Liberty What should we cover next?","Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,Caitlin Clark,wnba::caitlin clark,1,23,Primary,Yes,No,No,"college, sports","Despite being in year three of her WNBA career, Caitlin Clark is still must-watch TV for basketball fans."
v11_final,Maybe Post,72,8,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,Post during daytime engagement window,"Strong candidate, but not mandatory.","Expansion story. Fresh under 24 hours. Core brand sport: WNBA. Source quality 8/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",10,30,14,8,10,0,Growth of the Game,Star-driven engagement,WNBA,League Expansion,Just Women's Sports,"A’ja Wilson, Dawn Staley Top 2026 TIME 100 Most Influential People in Sports List",2026-06-10T15:35:46+00:00,20.9,https://justwomenssports.com/reads/time-100-most-influential-people-sports-list-womens-athletes-dawn-staley-aja-wilson-2026/,Map/expansion carousel,Another market is betting big on women's sports.,"Expansion watch: A’ja Wilson, Dawn Staley Top 2026 TIME 100 Most Influential People in Sports List",Slide 1: expansion headline | Slide 2: market/team details | Slide 3: why demand is rising | Slide 4: fan question,Another sign that women's sports demand is outgrowing the old model.,Expansion stories show where fan demand and investor confidence are rising.,"A’ja Wilson, Dawn Staley Top 2026 TIME 100 Most Influential People in Sports List More teams, more investment, more proof that the demand is real.","Use a map, team/logo style graphic, or market comparison carousel.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,A'Ja Wilson,wnba::aja_wilson,1,8,Primary,No,No,No,"Awards, News, Sports Business, 2026 Winter Olympics, A'ja Wilson, dawn-staley, Michele Kang, TIME 100 Most Influential People in Sports, TIME100","WNBA stars and Winter Olympics icons headline the inaugural TIME 100 Most Influential People in Sports list's women's sports honorees. The post A’ja Wilson, Dawn Staley Top 2026 TIME 100 Most Influential People in Sports List appeared first on Just Women's Sports ."
v11_final,Maybe Post,71,8,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,Use when convenient,"Strong candidate, but not mandatory.",Record or milestone. Fresh under 24 hours. Core brand sport: NWSL / Women's Soccer. Source quality 8/10. Engagement: high-interest keyword. Penalties: no major penalties.,10,35,14,2,10,0,Daily News,Daily news,NWSL / Women's Soccer,Record / Milestone,Equalizer Soccer,Gotham FC announces first-ever ‘dedicated’ training facility,2026-06-10T18:38:41+00:00,17.8,https://news.google.com/rss/articles/CBMiogFBVV95cUxPRTAyUG93UzNGVDZWWFVzcmhFUXBKQ3NhZF9aQUJYNHB0cklZQ2hvVzdnSGZweFR1Y1BWSFFQNEF5Qk1abHZZNDBZMDdUZGpTbVF6TVMyS1c3d0ZqSWFMOWktY0p6ajAwem5FQmNQUGphbHJtNDl0MmNVZ0tiS2J1WHBmQ1RWRnUwODN3WVc1NW9lWi1zMFJLYkhaQXktNV9QdVE?oc=5,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Gotham FC announces first-ever ‘dedicated’ training facility,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Gotham FC announces first-ever ‘dedicated’ training facility What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #NWSL #USWNT #WomensSoccer,Gotham Fc,nwsl / women's soccer::gotham fc,1,6,Primary,No,No,No,,Gotham FC announces first-ever ‘dedicated’ training facility Equalizer Soccer
v11_final,Skip Duplicate,70,7,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Post during daytime engagement window,Another stronger version of this topic already exists.,Expansion story. Recent under 72 hours. Core brand sport: WNBA. Source quality 10/10. Engagement: major athlete. Penalties: no major penalties.,7,30,14,6,13,0,Growth of the Game,Star-driven engagement,WNBA,League Expansion,Las Vegas Aces | WNBA,"Becky Hammon, A’ja Wilson Named to TIME’s Inaugural TIME100 Sports List",2026-06-09T19:04:53+00:00,41.4,https://news.google.com/rss/articles/CBMimwFBVV95cUxQYTVGN193cDROalR6bzVrVDRfMlhnVXRtNWcyRmx6a0Npcm50MWZUalpxYm1pSFBqV20yRGFNeUkxOW9xSkx2RVVSZEEzUnE0R2l3aENpeGVWV1kzTm95SkNkeEd1VTNrc0t1Y1lQZlYzc2VzUXMzamdka2I4djZpY1BtM2RMQWpnX3lvQlVwaVVOcnZQekVtYWRJdw?oc=5,Map/expansion carousel,Another market is betting big on women's sports.,"Expansion watch: Becky Hammon, A’ja Wilson Named to TIME’s Inaugural TIME100 Sports List",Slide 1: expansion headline | Slide 2: market/team details | Slide 3: why demand is rising | Slide 4: fan question,Another sign that women's sports demand is outgrowing the old model.,Expansion stories show where fan demand and investor confidence are rising.,"Becky Hammon, A’ja Wilson Named to TIME’s Inaugural TIME100 Sports List More teams, more investment, more proof that the demand is real.","Use a map, team/logo style graphic, or market comparison carousel.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,A'Ja Wilson,wnba::aja_wilson,2,8,Duplicate / alternate angle,No,No,No,,"Becky Hammon, A’ja Wilson Named to TIME’s Inaugural TIME100 Sports List Las Vegas Aces | WNBA"
v11_final,Maybe Post,68,7,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Use when convenient,"Strong candidate, but not mandatory.",Confirmed breaking or transaction story. Fresh under 6 hours. Core brand sport: PWHL / Women's Hockey. Source quality 10/10. Engagement: normal interest. Penalties: no major penalties.,15,26,14,0,13,0,Daily News,Daily news,PWHL / Women's Hockey,Breaking / Transaction,Professional Women's Hockey League (PWHL),Laila Edwards 2026 Draft Profile,2026-06-11T10:58:39+00:00,1.5,https://news.google.com/rss/articles/CBMigwFBVV95cUxPQ1ZCa2NRSmtOdXJLVVk0X0ZnY1lLdERKUElTVldNOHNRai1nbE9jODlLVGtENG51MGt6R0tzNWV1YlA3N25vbDZKWExMalBKLWdyVTJyWnVzbXJZUExWNVNOM1R0OE4yTXM1eUo5VUdaVkpQOWtuSERZcEs5dzhvT3JDSQ?oc=5,Story post,Laila Edwards 2026 Draft Profile,Laila Edwards 2026 Draft Profile,Slide 1: headline | Slide 2: context | Slide 3: why it matters | Slide 4: audience question,Quick hit: Laila Edwards 2026 Draft Profile,"This is a useful update, but it should be weighed against stronger stories.",Laila Edwards 2026 Draft Profile What should we cover next?,"Use a simple PWHL / Women's Hockey news card with headline, context, and one engagement question.",#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey,Pwhl,pwhl / women's hockey::pwhl,1,30,Primary,No,No,Yes,,Laila Edwards 2026 Draft Profile Professional Women's Hockey League (PWHL)
v11_final,Skip Duplicate,68,7,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Use when convenient,Another stronger version of this topic already exists.,Confirmed breaking or transaction story. Fresh under 6 hours. Core brand sport: PWHL / Women's Hockey. Source quality 10/10. Engagement: normal interest. Penalties: no major penalties.,15,26,14,0,13,0,Daily News,Daily news,PWHL / Women's Hockey,Breaking / Transaction,Professional Women's Hockey League (PWHL),Kirsten Simms 2026 Draft Profile,2026-06-11T10:58:38+00:00,1.5,https://news.google.com/rss/articles/CBMigwFBVV95cUxQeTRDU1BDRkdCSko5ZEFsWmJvTDFackNSZHZqcDNnUF8wS0lnbTJwU2dKS2pla1NSeFR3eUQ1ZkIzLXVpOC1SeGozUFRQbmdUbTRpVmtHaFRobC15Njd5SFlwZWJ5SnAxbVJiWkt2R294eVRMZ1RMV3VaQ2MwZ0V0RXFRUQ?oc=5,Story post,Kirsten Simms 2026 Draft Profile,Kirsten Simms 2026 Draft Profile,Slide 1: headline | Slide 2: context | Slide 3: why it matters | Slide 4: audience question,Quick hit: Kirsten Simms 2026 Draft Profile,"This is a useful update, but it should be weighed against stronger stories.",Kirsten Simms 2026 Draft Profile What should we cover next?,"Use a simple PWHL / Women's Hockey news card with headline, context, and one engagement question.",#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey,Pwhl,pwhl / women's hockey::pwhl,2,30,Duplicate / alternate angle,No,No,Yes,,Kirsten Simms 2026 Draft Profile Professional Women's Hockey League (PWHL)
v11_final,Skip Duplicate,68,7,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Use when convenient,Another stronger version of this topic already exists.,Confirmed breaking or transaction story. Fresh under 6 hours. Core brand sport: PWHL / Women's Hockey. Source quality 10/10. Engagement: normal interest. Penalties: no major penalties.,15,26,14,0,13,0,Daily News,Daily news,PWHL / Women's Hockey,Breaking / Transaction,Professional Women's Hockey League (PWHL),Lacey Eden 2026 Draft Profile,2026-06-11T10:58:38+00:00,1.5,https://news.google.com/rss/articles/CBMif0FVX3lxTE1IS3NUR2lPNjE0a1FaMDkyZnpPSXpsZTJnVDZYUHk1U0s0M3lDbzJCdDlmWklwbU1XZVZ1dFphSXVIV0xucGFCOFd1MVRJdE9OVnVMblo5Nm1UV1I4VldLeGo5ZWZ6Z09uTFBGaGZ0LXFsdmZSeURkVmt4X2pWYU0?oc=5,Story post,Lacey Eden 2026 Draft Profile,Lacey Eden 2026 Draft Profile,Slide 1: headline | Slide 2: context | Slide 3: why it matters | Slide 4: audience question,Quick hit: Lacey Eden 2026 Draft Profile,"This is a useful update, but it should be weighed against stronger stories.",Lacey Eden 2026 Draft Profile What should we cover next?,"Use a simple PWHL / Women's Hockey news card with headline, context, and one engagement question.",#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey,Pwhl,pwhl / women's hockey::pwhl,3,30,Duplicate / alternate angle,No,No,Yes,,Lacey Eden 2026 Draft Profile Professional Women's Hockey League (PWHL)
v11_final,Skip Duplicate,68,7,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,Post during daytime engagement window,Another stronger version of this topic already exists.,Expansion story. Fresh under 24 hours. Core brand sport: PWHL / Women's Hockey. Source quality 9/10. Engagement: high-interest keyword. Penalties: no major penalties.,10,30,14,2,12,0,Growth of the Game,Growth of the game,PWHL / Women's Hockey,League Expansion,ESPN,Fleet re-sign Tapani in Phase 3 of PWHL expansion process,2026-06-10T23:03:00+00:00,13.4,https://news.google.com/rss/articles/CBMinwFBVV95cUxPNFJOd1FaVDZNMFdfSk5NWS1PTlVJbzNOVVkzMFEzY1AzRTZuOW9wanZfcnlvRTVhZF9fQzdleVZwdi03VEpjVERxd1ZYUHpWcjJBdHYtclNCcEgwWS0zeG4zTW9vNFRteDJWQkpqX0NzZFNRMnJwSERwNHFiRENyWTRQRFR0SHl1Q0Z6TjFZcmtLVXN0UFNxN054bTk1aWc?oc=5,Map/expansion carousel,Another market is betting big on women's sports.,Expansion watch: Fleet re-sign Tapani in Phase 3 of PWHL expansion process,Slide 1: expansion headline | Slide 2: market/team details | Slide 3: why demand is rising | Slide 4: fan question,Another sign that women's sports demand is outgrowing the old model.,Expansion stories show where fan demand and investor confidence are rising.,"Fleet re-sign Tapani in Phase 3 of PWHL expansion process More teams, more investment, more proof that the demand is real.","Use a map, team/logo style graphic, or market comparison carousel.",#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey,Pwhl,pwhl / women's hockey::pwhl,4,30,Duplicate / alternate angle,No,No,No,,Fleet re-sign Tapani in Phase 3 of PWHL expansion process ESPN
v11_final,Skip Duplicate,66,7,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Post during daytime engagement window,Another stronger version of this topic already exists.,Expansion story. Recent under 72 hours. Core brand sport: PWHL / Women's Hockey. Source quality 10/10. Engagement: high-interest keyword. Penalties: no major penalties.,7,30,14,2,13,0,Growth of the Game,Growth of the game,PWHL / Women's Hockey,League Expansion,Professional Women's Hockey League (PWHL),PWHL COMPLETES PHASE 2 OF 2026 EXPANSION PLAYER DISTRIBUTION PROCESS WITH EXPANSION TEAM FOUNDATIONAL SIGNINGS,2026-06-09T16:04:19+00:00,44.4,https://news.google.com/rss/articles/CBMi5gFBVV95cUxNMG5qTFRtOU80X1M1RG5zMmtoa3B3QXpIRDd6ZmM0bzVfVllLS0Item5vSC1uVkFxRE5oS3VSUE00YkNBclVEUVBNWmQxYVptbk8tS0xCbTRldUQ3NHR1RWxrdTNGQXNmY3I2RlBtOFRmUDRSU1dpMFBlOTBQcmRHRjlKOHZhMk1LbzFzX0U0akFINlkyTHpUWkRsREp4R1VNbWVpeXRfNmp1TTBZUHdNajc5NHk2dy1UNFZnTHd3ZDJ1azNPVlVQOFlTemhsaVhmYjhaVkRBdi1EQTktcG9yb1Yxb3lNZw?oc=5,Map/expansion carousel,Another market is betting big on women's sports.,Expansion watch: PWHL COMPLETES PHASE 2 OF 2026 EXPANSION PLAYER DISTRIBUTION PROCESS WITH EXPANSION TEAM FOUNDATIONAL SIGNINGS,Slide 1: expansion headline | Slide 2: market/team details | Slide 3: why demand is rising | Slide 4: fan question,Another sign that women's sports demand is outgrowing the old model.,Expansion stories show where fan demand and investor confidence are rising.,"PWHL COMPLETES PHASE 2 OF 2026 EXPANSION PLAYER DISTRIBUTION PROCESS WITH EXPANSION TEAM FOUNDATIONAL SIGNINGS More teams, more investment, more proof that the demand is real.","Use a map, team/logo style graphic, or market comparison carousel.",#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey,Pwhl,pwhl / women's hockey::pwhl,5,30,Duplicate / alternate angle,No,No,No,,PWHL COMPLETES PHASE 2 OF 2026 EXPANSION PLAYER DISTRIBUTION PROCESS WITH EXPANSION TEAM FOUNDATIONAL SIGNINGS Professional Women's Hockey League (PWHL)
