rank,headline,editorial_decision,caption_variant,caption
1,Angel Reese Posts Historic Double-Double in Dream vs Sky Victory,Must Post,feed,"Angel Reese Posts Historic Double-Double in Dream vs Sky Victory

A milestone worth putting into context.

Why it matters: Records and milestones are proof points for the rise of women's sports.

Follow Her Sports Daily for daily women's sports coverage.

#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball"
1,Angel Reese Posts Historic Double-Double in Dream vs Sky Victory,Must Post,carousel,"Angel Reese Posts Historic Double-Double in Dream vs Sky Victory

This is the kind of milestone that shows where the game is headed.

Why it matters: Records and milestones are proof points for the rise of women's sports.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball"
1,Angel Reese Posts Historic Double-Double in Dream vs Sky Victory,Must Post,story,"Angel Reese Posts Historic Double-Double in Dream vs Sky Victory

Quick hit: Records and milestones are proof points for the rise of women's sports.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball"
2,"Caitlin Clark, Fever draw another near-milestone audience vs. Liberty",Verify First,feed,"Caitlin Clark, Fever draw another near-milestone audience vs. Liberty

A milestone worth putting into context.

Why it matters: Records and milestones are proof points for the rise of women's sports.

Follow Her Sports Daily for daily women's sports coverage.

#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball"
2,"Caitlin Clark, Fever draw another near-milestone audience vs. Liberty",Verify First,carousel,"Caitlin Clark, Fever draw another near-milestone audience vs. Liberty

This is the kind of milestone that shows where the game is headed.

Why it matters: Records and milestones are proof points for the rise of women's sports.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball"
2,"Caitlin Clark, Fever draw another near-milestone audience vs. Liberty",Verify First,story,"Caitlin Clark, Fever draw another near-milestone audience vs. Liberty

Quick hit: Records and milestones are proof points for the rise of women's sports.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball"
3,"A’ja Wilson, Dawn Staley Top 2026 TIME 100 Most Influential People in Sports List",Maybe Post,feed,"A’ja Wilson, Dawn Staley Top 2026 TIME 100 Most Influential People in Sports List

Another sign that women's sports demand is outgrowing the old model.

Why it matters: Expansion stories show where fan demand and investor confidence are rising.

Follow Her Sports Daily for daily women's sports coverage.

#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball"
3,"A’ja Wilson, Dawn Staley Top 2026 TIME 100 Most Influential People in Sports List",Maybe Post,carousel,"A’ja Wilson, Dawn Staley Top 2026 TIME 100 Most Influential People in Sports List

Another market is betting big on women's sports.

Why it matters: Expansion stories show where fan demand and investor confidence are rising.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball"
3,"A’ja Wilson, Dawn Staley Top 2026 TIME 100 Most Influential People in Sports List",Maybe Post,story,"A’ja Wilson, Dawn Staley Top 2026 TIME 100 Most Influential People in Sports List

Quick hit: Expansion stories show where fan demand and investor confidence are rising.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball"
4,Gotham FC announces first-ever ‘dedicated’ training facility,Maybe Post,feed,"Gotham FC announces first-ever ‘dedicated’ training facility

A milestone worth putting into context.

Why it matters: Records and milestones are proof points for the rise of women's sports.

Follow Her Sports Daily for daily women's sports coverage.

#WomensSports #HerSportsDaily #SportsNews #NWSL #USWNT #WomensSoccer"
4,Gotham FC announces first-ever ‘dedicated’ training facility,Maybe Post,carousel,"Gotham FC announces first-ever ‘dedicated’ training facility

This is the kind of milestone that shows where the game is headed.

Why it matters: Records and milestones are proof points for the rise of women's sports.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews #NWSL #USWNT #WomensSoccer"
4,Gotham FC announces first-ever ‘dedicated’ training facility,Maybe Post,story,"Gotham FC announces first-ever ‘dedicated’ training facility

Quick hit: Records and milestones are proof points for the rise of women's sports.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews #NWSL #USWNT #WomensSoccer"
5,Laila Edwards 2026 Draft Profile,Maybe Post,feed,"Laila Edwards 2026 Draft Profile

Quick hit: Laila Edwards 2026 Draft Profile

Why it matters: This is a useful update, but it should be weighed against stronger stories.

Follow Her Sports Daily for daily women's sports coverage.

#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey"
5,Laila Edwards 2026 Draft Profile,Maybe Post,carousel,"Laila Edwards 2026 Draft Profile

Laila Edwards 2026 Draft Profile

Why it matters: This is a useful update, but it should be weighed against stronger stories.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey"
5,Laila Edwards 2026 Draft Profile,Maybe Post,story,"Laila Edwards 2026 Draft Profile

Quick hit: This is a useful update, but it should be weighed against stronger stories.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey"
6,"Grand Slams, Lights-Out Pitching Define AUSL Opening Day",Save for Weekend,feed,"Grand Slams, Lights-Out Pitching Define AUSL Opening Day

Another sign that women's sports demand is outgrowing the old model.

Why it matters: Expansion stories show where fan demand and investor confidence are rising.

Follow Her Sports Daily for daily women's sports coverage.

#WomensSports #HerSportsDaily #SportsNews #Softball #WCWS"
6,"Grand Slams, Lights-Out Pitching Define AUSL Opening Day",Save for Weekend,carousel,"Grand Slams, Lights-Out Pitching Define AUSL Opening Day

Another market is betting big on women's sports.

Why it matters: Expansion stories show where fan demand and investor confidence are rising.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews #Softball #WCWS"
6,"Grand Slams, Lights-Out Pitching Define AUSL Opening Day",Save for Weekend,story,"Grand Slams, Lights-Out Pitching Define AUSL Opening Day

Quick hit: Expansion stories show where fan demand and investor confidence are rising.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews #Softball #WCWS"
