sport_family,league_id,team_id,team_name,player_id,display_name,candidate_id,candidate_rank,candidate_status,source_url,source_domain,source_tier,source_platform,source_kind,candidate_method,page_title,canonical_url,referring_roster_url,photo_candidate_url,local_candidate_path,local_candidate_exists,approved_marker_path,approved_marker_exists,identity_review_status,approval_status,license_hint,rights_note,attribution_text,identity_evidence_notes,identity_risk_flags,allowed_decisions,human_intake_file,team_review_board_path,review_only,publish_ready,auto_approval,auto_publish,move_files,paid_apis,asset_downloads
softball,ausl,carolina_blaze,Carolina Blaze,,operator_add_player_from_team_roster,carolina_blaze_roster_source_candidate_01,1,official_roster_source_review_slot,https://theausl.com/blaze/roster,theausl.com,official_candidate,official_team_roster_page,roster_or_public_profile_candidate,manual_roster_source_slot_no_image_download,Carolina Blaze team roster source review,https://theausl.com/blaze/roster,https://theausl.com/blaze/roster,,assets/leagues/softball/ausl/athletes/carolina_blaze/carolina_blaze_roster_source_candidate_01/headshot.png,false,assets/leagues/softball/ausl/athletes/carolina_blaze/carolina_blaze_roster_source_candidate_01/.approved,false,source_review_ready_identity_not_filled,not_approved,operator_rights_review_required,review_only_source_candidate; no image downloaded; no renderer approval,,Operator can mark source_reviewed after opening the roster page; player identity and local file review must remain hold until a concrete athlete and local candidate asset exist.,named_athlete_and_local_candidate_asset_missing,hold_identity|revise_source_metadata|deny_photo_candidate,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,data/asset_registry/softball/athlete_photo_contact_sheets/carolina_blaze.md,true,false,false,false,false,false,false
softball,ausl,carolina_blaze,Carolina Blaze,,operator_add_player_from_team_profile_source,carolina_blaze_team_profile_source_candidate_02,2,official_team_profile_source_review_slot,https://theausl.com/blaze/,theausl.com,official_candidate,official_team_page,team_profile_source_candidate,manual_team_profile_source_slot_no_image_download,Carolina Blaze team profile source review,https://theausl.com/blaze/,https://theausl.com/blaze/roster,,assets/leagues/softball/ausl/athletes/carolina_blaze/carolina_blaze_team_profile_source_candidate_02/headshot.png,false,assets/leagues/softball/ausl/athletes/carolina_blaze/carolina_blaze_team_profile_source_candidate_02/.approved,false,source_review_ready_identity_not_filled,not_approved,operator_rights_review_required,review_only_source_candidate; no image downloaded; no renderer approval,,Operator can use the team page as context/source evidence; approval stays held until a named athlete and reviewed local candidate asset exist.,named_athlete_and_local_candidate_asset_missing,hold_identity|revise_source_metadata|deny_photo_candidate,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,data/asset_registry/softball/athlete_photo_contact_sheets/carolina_blaze.md,true,false,false,false,false,false,false
softball,ausl,carolina_blaze,Carolina Blaze,,operator_add_player_from_league_player_index,carolina_blaze_league_player_index_candidate_03,3,official_league_player_index_review_slot,https://theausl.com/players/,theausl.com,official_candidate,official_league_player_index,league_player_index_candidate,manual_league_player_index_slot_no_image_download,Carolina Blaze league player index source review,https://theausl.com/players/,https://theausl.com/blaze/roster,,assets/leagues/softball/ausl/athletes/carolina_blaze/carolina_blaze_league_player_index_candidate_03/headshot.png,false,assets/leagues/softball/ausl/athletes/carolina_blaze/carolina_blaze_league_player_index_candidate_03/.approved,false,source_review_ready_identity_not_filled,not_approved,operator_rights_review_required,review_only_source_candidate; no image downloaded; no renderer approval,,Operator can mark the source as reviewed after opening the league player index; identity and asset approval remain held until a named athlete row has local candidate evidence.,named_athlete_and_local_candidate_asset_missing,hold_identity|revise_source_metadata|deny_photo_candidate,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,data/asset_registry/softball/athlete_photo_contact_sheets/carolina_blaze.md,true,false,false,false,false,false,false
softball,ausl,chicago_bandits,Chicago Bandits,,operator_add_player_from_team_roster,chicago_bandits_roster_source_candidate_01,1,official_roster_source_review_slot,https://theausl.com/bandits/roster,theausl.com,official_candidate,official_team_roster_page,roster_or_public_profile_candidate,manual_roster_source_slot_no_image_download,Chicago Bandits team roster source review,https://theausl.com/bandits/roster,https://theausl.com/bandits/roster,,assets/leagues/softball/ausl/athletes/chicago_bandits/chicago_bandits_roster_source_candidate_01/headshot.png,false,assets/leagues/softball/ausl/athletes/chicago_bandits/chicago_bandits_roster_source_candidate_01/.approved,false,source_review_ready_identity_not_filled,not_approved,operator_rights_review_required,review_only_source_candidate; no image downloaded; no renderer approval,,Operator can mark source_reviewed after opening the roster page; player identity and local file review must remain hold until a concrete athlete and local candidate asset exist.,named_athlete_and_local_candidate_asset_missing,hold_identity|revise_source_metadata|deny_photo_candidate,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,data/asset_registry/softball/athlete_photo_contact_sheets/chicago_bandits.md,true,false,false,false,false,false,false
softball,ausl,chicago_bandits,Chicago Bandits,,operator_add_player_from_team_profile_source,chicago_bandits_team_profile_source_candidate_02,2,official_team_profile_source_review_slot,https://theausl.com/bandits/,theausl.com,official_candidate,official_team_page,team_profile_source_candidate,manual_team_profile_source_slot_no_image_download,Chicago Bandits team profile source review,https://theausl.com/bandits/,https://theausl.com/bandits/roster,,assets/leagues/softball/ausl/athletes/chicago_bandits/chicago_bandits_team_profile_source_candidate_02/headshot.png,false,assets/leagues/softball/ausl/athletes/chicago_bandits/chicago_bandits_team_profile_source_candidate_02/.approved,false,source_review_ready_identity_not_filled,not_approved,operator_rights_review_required,review_only_source_candidate; no image downloaded; no renderer approval,,Operator can use the team page as context/source evidence; approval stays held until a named athlete and reviewed local candidate asset exist.,named_athlete_and_local_candidate_asset_missing,hold_identity|revise_source_metadata|deny_photo_candidate,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,data/asset_registry/softball/athlete_photo_contact_sheets/chicago_bandits.md,true,false,false,false,false,false,false
softball,ausl,chicago_bandits,Chicago Bandits,,operator_add_player_from_league_player_index,chicago_bandits_league_player_index_candidate_03,3,official_league_player_index_review_slot,https://theausl.com/players/,theausl.com,official_candidate,official_league_player_index,league_player_index_candidate,manual_league_player_index_slot_no_image_download,Chicago Bandits league player index source review,https://theausl.com/players/,https://theausl.com/bandits/roster,,assets/leagues/softball/ausl/athletes/chicago_bandits/chicago_bandits_league_player_index_candidate_03/headshot.png,false,assets/leagues/softball/ausl/athletes/chicago_bandits/chicago_bandits_league_player_index_candidate_03/.approved,false,source_review_ready_identity_not_filled,not_approved,operator_rights_review_required,review_only_source_candidate; no image downloaded; no renderer approval,,Operator can mark the source as reviewed after opening the league player index; identity and asset approval remain held until a named athlete row has local candidate evidence.,named_athlete_and_local_candidate_asset_missing,hold_identity|revise_source_metadata|deny_photo_candidate,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,data/asset_registry/softball/athlete_photo_contact_sheets/chicago_bandits.md,true,false,false,false,false,false,false
softball,ausl,oklahoma_city_spark,Oklahoma City Spark,,operator_add_player_from_team_roster,oklahoma_city_spark_roster_source_candidate_01,1,official_roster_source_review_slot,https://theausl.com/spark/roster,theausl.com,official_candidate,official_team_roster_page,roster_or_public_profile_candidate,manual_roster_source_slot_no_image_download,Oklahoma City Spark team roster source review,https://theausl.com/spark/roster,https://theausl.com/spark/roster,,assets/leagues/softball/ausl/athletes/oklahoma_city_spark/oklahoma_city_spark_roster_source_candidate_01/headshot.png,false,assets/leagues/softball/ausl/athletes/oklahoma_city_spark/oklahoma_city_spark_roster_source_candidate_01/.approved,false,source_review_ready_identity_not_filled,not_approved,operator_rights_review_required,review_only_source_candidate; no image downloaded; no renderer approval,,Operator can mark source_reviewed after opening the roster page; player identity and local file review must remain hold until a concrete athlete and local candidate asset exist.,named_athlete_and_local_candidate_asset_missing,hold_identity|revise_source_metadata|deny_photo_candidate,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,data/asset_registry/softball/athlete_photo_contact_sheets/oklahoma_city_spark.md,true,false,false,false,false,false,false
softball,ausl,oklahoma_city_spark,Oklahoma City Spark,,operator_add_player_from_team_profile_source,oklahoma_city_spark_team_profile_source_candidate_02,2,official_team_profile_source_review_slot,https://theausl.com/spark/,theausl.com,official_candidate,official_team_page,team_profile_source_candidate,manual_team_profile_source_slot_no_image_download,Oklahoma City Spark team profile source review,https://theausl.com/spark/,https://theausl.com/spark/roster,,assets/leagues/softball/ausl/athletes/oklahoma_city_spark/oklahoma_city_spark_team_profile_source_candidate_02/headshot.png,false,assets/leagues/softball/ausl/athletes/oklahoma_city_spark/oklahoma_city_spark_team_profile_source_candidate_02/.approved,false,source_review_ready_identity_not_filled,not_approved,operator_rights_review_required,review_only_source_candidate; no image downloaded; no renderer approval,,Operator can use the team page as context/source evidence; approval stays held until a named athlete and reviewed local candidate asset exist.,named_athlete_and_local_candidate_asset_missing,hold_identity|revise_source_metadata|deny_photo_candidate,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,data/asset_registry/softball/athlete_photo_contact_sheets/oklahoma_city_spark.md,true,false,false,false,false,false,false
softball,ausl,oklahoma_city_spark,Oklahoma City Spark,,operator_add_player_from_league_player_index,oklahoma_city_spark_league_player_index_candidate_03,3,official_league_player_index_review_slot,https://theausl.com/players/,theausl.com,official_candidate,official_league_player_index,league_player_index_candidate,manual_league_player_index_slot_no_image_download,Oklahoma City Spark league player index source review,https://theausl.com/players/,https://theausl.com/spark/roster,,assets/leagues/softball/ausl/athletes/oklahoma_city_spark/oklahoma_city_spark_league_player_index_candidate_03/headshot.png,false,assets/leagues/softball/ausl/athletes/oklahoma_city_spark/oklahoma_city_spark_league_player_index_candidate_03/.approved,false,source_review_ready_identity_not_filled,not_approved,operator_rights_review_required,review_only_source_candidate; no image downloaded; no renderer approval,,Operator can mark the source as reviewed after opening the league player index; identity and asset approval remain held until a named athlete row has local candidate evidence.,named_athlete_and_local_candidate_asset_missing,hold_identity|revise_source_metadata|deny_photo_candidate,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,data/asset_registry/softball/athlete_photo_contact_sheets/oklahoma_city_spark.md,true,false,false,false,false,false,false
softball,ausl,portland_cascade,Portland Cascade,,operator_add_player_from_team_roster,portland_cascade_roster_source_candidate_01,1,official_roster_source_review_slot,https://theausl.com/cascade/roster,theausl.com,official_candidate,official_team_roster_page,roster_or_public_profile_candidate,manual_roster_source_slot_no_image_download,Portland Cascade team roster source review,https://theausl.com/cascade/roster,https://theausl.com/cascade/roster,,assets/leagues/softball/ausl/athletes/portland_cascade/portland_cascade_roster_source_candidate_01/headshot.png,false,assets/leagues/softball/ausl/athletes/portland_cascade/portland_cascade_roster_source_candidate_01/.approved,false,source_review_ready_identity_not_filled,not_approved,operator_rights_review_required,review_only_source_candidate; no image downloaded; no renderer approval,,Operator can mark source_reviewed after opening the roster page; player identity and local file review must remain hold until a concrete athlete and local candidate asset exist.,named_athlete_and_local_candidate_asset_missing,hold_identity|revise_source_metadata|deny_photo_candidate,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,data/asset_registry/softball/athlete_photo_contact_sheets/portland_cascade.md,true,false,false,false,false,false,false
softball,ausl,portland_cascade,Portland Cascade,,operator_add_player_from_team_profile_source,portland_cascade_team_profile_source_candidate_02,2,official_team_profile_source_review_slot,https://theausl.com/cascade/,theausl.com,official_candidate,official_team_page,team_profile_source_candidate,manual_team_profile_source_slot_no_image_download,Portland Cascade team profile source review,https://theausl.com/cascade/,https://theausl.com/cascade/roster,,assets/leagues/softball/ausl/athletes/portland_cascade/portland_cascade_team_profile_source_candidate_02/headshot.png,false,assets/leagues/softball/ausl/athletes/portland_cascade/portland_cascade_team_profile_source_candidate_02/.approved,false,source_review_ready_identity_not_filled,not_approved,operator_rights_review_required,review_only_source_candidate; no image downloaded; no renderer approval,,Operator can use the team page as context/source evidence; approval stays held until a named athlete and reviewed local candidate asset exist.,named_athlete_and_local_candidate_asset_missing,hold_identity|revise_source_metadata|deny_photo_candidate,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,data/asset_registry/softball/athlete_photo_contact_sheets/portland_cascade.md,true,false,false,false,false,false,false
softball,ausl,portland_cascade,Portland Cascade,,operator_add_player_from_league_player_index,portland_cascade_league_player_index_candidate_03,3,official_league_player_index_review_slot,https://theausl.com/players/,theausl.com,official_candidate,official_league_player_index,league_player_index_candidate,manual_league_player_index_slot_no_image_download,Portland Cascade league player index source review,https://theausl.com/players/,https://theausl.com/cascade/roster,,assets/leagues/softball/ausl/athletes/portland_cascade/portland_cascade_league_player_index_candidate_03/headshot.png,false,assets/leagues/softball/ausl/athletes/portland_cascade/portland_cascade_league_player_index_candidate_03/.approved,false,source_review_ready_identity_not_filled,not_approved,operator_rights_review_required,review_only_source_candidate; no image downloaded; no renderer approval,,Operator can mark the source as reviewed after opening the league player index; identity and asset approval remain held until a named athlete row has local candidate evidence.,named_athlete_and_local_candidate_asset_missing,hold_identity|revise_source_metadata|deny_photo_candidate,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,data/asset_registry/softball/athlete_photo_contact_sheets/portland_cascade.md,true,false,false,false,false,false,false
softball,ausl,texas_volts,Texas Volts,,operator_add_player_from_team_roster,texas_volts_roster_source_candidate_01,1,official_roster_source_review_slot,https://theausl.com/volts/roster,theausl.com,official_candidate,official_team_roster_page,roster_or_public_profile_candidate,manual_roster_source_slot_no_image_download,Texas Volts team roster source review,https://theausl.com/volts/roster,https://theausl.com/volts/roster,,assets/leagues/softball/ausl/athletes/texas_volts/texas_volts_roster_source_candidate_01/headshot.png,false,assets/leagues/softball/ausl/athletes/texas_volts/texas_volts_roster_source_candidate_01/.approved,false,source_review_ready_identity_not_filled,not_approved,operator_rights_review_required,review_only_source_candidate; no image downloaded; no renderer approval,,Operator can mark source_reviewed after opening the roster page; player identity and local file review must remain hold until a concrete athlete and local candidate asset exist.,named_athlete_and_local_candidate_asset_missing,hold_identity|revise_source_metadata|deny_photo_candidate,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,data/asset_registry/softball/athlete_photo_contact_sheets/texas_volts.md,true,false,false,false,false,false,false
softball,ausl,texas_volts,Texas Volts,,operator_add_player_from_team_profile_source,texas_volts_team_profile_source_candidate_02,2,official_team_profile_source_review_slot,https://theausl.com/volts/,theausl.com,official_candidate,official_team_page,team_profile_source_candidate,manual_team_profile_source_slot_no_image_download,Texas Volts team profile source review,https://theausl.com/volts/,https://theausl.com/volts/roster,,assets/leagues/softball/ausl/athletes/texas_volts/texas_volts_team_profile_source_candidate_02/headshot.png,false,assets/leagues/softball/ausl/athletes/texas_volts/texas_volts_team_profile_source_candidate_02/.approved,false,source_review_ready_identity_not_filled,not_approved,operator_rights_review_required,review_only_source_candidate; no image downloaded; no renderer approval,,Operator can use the team page as context/source evidence; approval stays held until a named athlete and reviewed local candidate asset exist.,named_athlete_and_local_candidate_asset_missing,hold_identity|revise_source_metadata|deny_photo_candidate,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,data/asset_registry/softball/athlete_photo_contact_sheets/texas_volts.md,true,false,false,false,false,false,false
softball,ausl,texas_volts,Texas Volts,,operator_add_player_from_league_player_index,texas_volts_league_player_index_candidate_03,3,official_league_player_index_review_slot,https://theausl.com/players/,theausl.com,official_candidate,official_league_player_index,league_player_index_candidate,manual_league_player_index_slot_no_image_download,Texas Volts league player index source review,https://theausl.com/players/,https://theausl.com/volts/roster,,assets/leagues/softball/ausl/athletes/texas_volts/texas_volts_league_player_index_candidate_03/headshot.png,false,assets/leagues/softball/ausl/athletes/texas_volts/texas_volts_league_player_index_candidate_03/.approved,false,source_review_ready_identity_not_filled,not_approved,operator_rights_review_required,review_only_source_candidate; no image downloaded; no renderer approval,,Operator can mark the source as reviewed after opening the league player index; identity and asset approval remain held until a named athlete row has local candidate evidence.,named_athlete_and_local_candidate_asset_missing,hold_identity|revise_source_metadata|deny_photo_candidate,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,data/asset_registry/softball/athlete_photo_contact_sheets/texas_volts.md,true,false,false,false,false,false,false
softball,ausl,utah_talons,Utah Talons,,operator_add_player_from_team_roster,utah_talons_roster_source_candidate_01,1,official_roster_source_review_slot,https://theausl.com/talons/roster,theausl.com,official_candidate,official_team_roster_page,roster_or_public_profile_candidate,manual_roster_source_slot_no_image_download,Utah Talons team roster source review,https://theausl.com/talons/roster,https://theausl.com/talons/roster,,assets/leagues/softball/ausl/athletes/utah_talons/utah_talons_roster_source_candidate_01/headshot.png,false,assets/leagues/softball/ausl/athletes/utah_talons/utah_talons_roster_source_candidate_01/.approved,false,source_review_ready_identity_not_filled,not_approved,operator_rights_review_required,review_only_source_candidate; no image downloaded; no renderer approval,,Operator can mark source_reviewed after opening the roster page; player identity and local file review must remain hold until a concrete athlete and local candidate asset exist.,named_athlete_and_local_candidate_asset_missing,hold_identity|revise_source_metadata|deny_photo_candidate,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,data/asset_registry/softball/athlete_photo_contact_sheets/utah_talons.md,true,false,false,false,false,false,false
softball,ausl,utah_talons,Utah Talons,,operator_add_player_from_team_profile_source,utah_talons_team_profile_source_candidate_02,2,official_team_profile_source_review_slot,https://theausl.com/talons/,theausl.com,official_candidate,official_team_page,team_profile_source_candidate,manual_team_profile_source_slot_no_image_download,Utah Talons team profile source review,https://theausl.com/talons/,https://theausl.com/talons/roster,,assets/leagues/softball/ausl/athletes/utah_talons/utah_talons_team_profile_source_candidate_02/headshot.png,false,assets/leagues/softball/ausl/athletes/utah_talons/utah_talons_team_profile_source_candidate_02/.approved,false,source_review_ready_identity_not_filled,not_approved,operator_rights_review_required,review_only_source_candidate; no image downloaded; no renderer approval,,Operator can use the team page as context/source evidence; approval stays held until a named athlete and reviewed local candidate asset exist.,named_athlete_and_local_candidate_asset_missing,hold_identity|revise_source_metadata|deny_photo_candidate,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,data/asset_registry/softball/athlete_photo_contact_sheets/utah_talons.md,true,false,false,false,false,false,false
softball,ausl,utah_talons,Utah Talons,,operator_add_player_from_league_player_index,utah_talons_league_player_index_candidate_03,3,official_league_player_index_review_slot,https://theausl.com/players/,theausl.com,official_candidate,official_league_player_index,league_player_index_candidate,manual_league_player_index_slot_no_image_download,Utah Talons league player index source review,https://theausl.com/players/,https://theausl.com/talons/roster,,assets/leagues/softball/ausl/athletes/utah_talons/utah_talons_league_player_index_candidate_03/headshot.png,false,assets/leagues/softball/ausl/athletes/utah_talons/utah_talons_league_player_index_candidate_03/.approved,false,source_review_ready_identity_not_filled,not_approved,operator_rights_review_required,review_only_source_candidate; no image downloaded; no renderer approval,,Operator can mark the source as reviewed after opening the league player index; identity and asset approval remain held until a named athlete row has local candidate evidence.,named_athlete_and_local_candidate_asset_missing,hold_identity|revise_source_metadata|deny_photo_candidate,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,data/asset_registry/softball/athlete_photo_contact_sheets/utah_talons.md,true,false,false,false,false,false,false
