entity_type,entity_id,provider,provider_id,provider_url,source_url,manual_review_status,approval_status,notes
league,nwsl,hsd_manual_registry,nwsl,,https://www.nwslsoccer.com/about-the-nwsl,review_required,not_approved,Internal manual-safe slug only
team,angel_city_fc,hsd_manual_registry,angel_city_fc,,https://www.nwslsoccer.com/teams/index,review_required,not_approved,Internal manual-safe slug only
team,bay_fc,hsd_manual_registry,bay_fc,,https://www.nwslsoccer.com/teams/index,review_required,not_approved,Internal manual-safe slug only
team,boston_legacy_fc,hsd_manual_registry,boston_legacy_fc,,https://www.nwslsoccer.com/teams/index,review_required,not_approved,Internal manual-safe slug only
team,chicago_stars_fc,hsd_manual_registry,chicago_stars_fc,,https://www.nwslsoccer.com/teams/index,review_required,not_approved,Internal manual-safe slug only
team,denver_summit_fc,hsd_manual_registry,denver_summit_fc,,https://www.nwslsoccer.com/teams/index,review_required,not_approved,Internal manual-safe slug only
team,houston_dash,hsd_manual_registry,houston_dash,,https://www.nwslsoccer.com/teams/index,review_required,not_approved,Internal manual-safe slug only
team,kansas_city_current,hsd_manual_registry,kansas_city_current,,https://www.nwslsoccer.com/teams/index,review_required,not_approved,Internal manual-safe slug only
team,gotham_fc,hsd_manual_registry,gotham_fc,,https://www.nwslsoccer.com/teams/index,review_required,not_approved,Internal manual-safe slug only
team,north_carolina_courage,hsd_manual_registry,north_carolina_courage,,https://www.nwslsoccer.com/teams/index,review_required,not_approved,Internal manual-safe slug only
team,orlando_pride,hsd_manual_registry,orlando_pride,,https://www.nwslsoccer.com/teams/index,review_required,not_approved,Internal manual-safe slug only
team,portland_thorns_fc,hsd_manual_registry,portland_thorns_fc,,https://www.nwslsoccer.com/teams/index,review_required,not_approved,Internal manual-safe slug only
team,racing_louisville_fc,hsd_manual_registry,racing_louisville_fc,,https://www.nwslsoccer.com/teams/index,review_required,not_approved,Internal manual-safe slug only
team,san_diego_wave_fc,hsd_manual_registry,san_diego_wave_fc,,https://www.nwslsoccer.com/teams/index,review_required,not_approved,Internal manual-safe slug only
team,seattle_reign,hsd_manual_registry,seattle_reign,,https://www.nwslsoccer.com/teams/index,review_required,not_approved,Internal manual-safe slug only
team,utah_royals_fc,hsd_manual_registry,utah_royals_fc,,https://www.nwslsoccer.com/teams/index,review_required,not_approved,Internal manual-safe slug only
team,washington_spirit,hsd_manual_registry,washington_spirit,,https://www.nwslsoccer.com/teams/index,review_required,not_approved,Internal manual-safe slug only
team,angel_city_fc,nwslsoccer_team_uuid,9587b8ce40624165903b6bc9fd252634,https://www.nwslsoccer.com/teams/9587b8ce40624165903b6bc9fd252634/angel-city-fc/index,https://www.nwslsoccer.com/teams/9587b8ce40624165903b6bc9fd252634/angel-city-fc/index,review_required,not_approved,Official NWSL URL UUID captured for review-only identity matching
team,bay_fc,nwslsoccer_team_uuid,19674698cec24f53af8866cd21abaf8f,https://www.nwslsoccer.com/teams/19674698cec24f53af8866cd21abaf8f/bay-fc/index,https://www.nwslsoccer.com/teams/19674698cec24f53af8866cd21abaf8f/bay-fc/index,review_required,not_approved,Official NWSL URL UUID captured for review-only identity matching
team,boston_legacy_fc,nwslsoccer_team_uuid,d2d8efe548734dfd8bc667b5a52a079a,https://www.nwslsoccer.com/teams/d2d8efe548734dfd8bc667b5a52a079a/boston-legacy-fc/index,https://www.nwslsoccer.com/teams/d2d8efe548734dfd8bc667b5a52a079a/boston-legacy-fc/index,review_required,not_approved,Official NWSL URL UUID captured for review-only identity matching
team,chicago_stars_fc,nwslsoccer_team_uuid,269e825b853f4b43a9d38390aa92bf6e,https://www.nwslsoccer.com/teams/269e825b853f4b43a9d38390aa92bf6e/chicago-stars-fc/index,https://www.nwslsoccer.com/teams/269e825b853f4b43a9d38390aa92bf6e/chicago-stars-fc/index,review_required,not_approved,Official NWSL URL UUID captured for review-only identity matching
team,denver_summit_fc,nwslsoccer_team_uuid,cbfcacbef5bc4a278442c00926ac9ebc,https://www.nwslsoccer.com/teams/cbfcacbef5bc4a278442c00926ac9ebc/denver-summit-fc/index,https://www.nwslsoccer.com/teams/cbfcacbef5bc4a278442c00926ac9ebc/denver-summit-fc/index,review_required,not_approved,Official NWSL URL UUID captured for review-only identity matching
team,houston_dash,nwslsoccer_team_uuid,ca3f464d6b794a9087d441d75961403f,https://www.nwslsoccer.com/teams/ca3f464d6b794a9087d441d75961403f/houston-dash/index,https://www.nwslsoccer.com/teams/ca3f464d6b794a9087d441d75961403f/houston-dash/index,review_required,not_approved,Official NWSL URL UUID captured for review-only identity matching
team,kansas_city_current,nwslsoccer_team_uuid,2c1699409ff84c9eb491aeaca3d3edde,https://www.nwslsoccer.com/teams/2c1699409ff84c9eb491aeaca3d3edde/kansas-city-current/index,https://www.nwslsoccer.com/teams/2c1699409ff84c9eb491aeaca3d3edde/kansas-city-current/index,review_required,not_approved,Official NWSL URL UUID captured for review-only identity matching
team,gotham_fc,nwslsoccer_team_uuid,c83f2ca05aa84c738b5373f0d2a31b39,https://www.nwslsoccer.com/teams/c83f2ca05aa84c738b5373f0d2a31b39/gotham-fc/index,https://www.nwslsoccer.com/teams/c83f2ca05aa84c738b5373f0d2a31b39/gotham-fc/index,review_required,not_approved,Official NWSL URL UUID captured for review-only identity matching
team,north_carolina_courage,nwslsoccer_team_uuid,fb41ef4439dd495098cb6d40415767cc,https://www.nwslsoccer.com/teams/fb41ef4439dd495098cb6d40415767cc/north-carolina-courage/index,https://www.nwslsoccer.com/teams/fb41ef4439dd495098cb6d40415767cc/north-carolina-courage/index,review_required,not_approved,Official NWSL URL UUID captured for review-only identity matching
team,orlando_pride,nwslsoccer_team_uuid,c3e9513e280b41e5bfbb8230076e8c43,https://www.nwslsoccer.com/teams/c3e9513e280b41e5bfbb8230076e8c43/orlando-pride/index,https://www.nwslsoccer.com/teams/c3e9513e280b41e5bfbb8230076e8c43/orlando-pride/index,review_required,not_approved,Official NWSL URL UUID captured for review-only identity matching
team,portland_thorns_fc,nwslsoccer_team_uuid,96ba7b37bd8544a1a7329183459150ff,https://www.nwslsoccer.com/teams/96ba7b37bd8544a1a7329183459150ff/portland-thorns-fc/index,https://www.nwslsoccer.com/teams/96ba7b37bd8544a1a7329183459150ff/portland-thorns-fc/index,review_required,not_approved,Official NWSL URL UUID captured for review-only identity matching
team,racing_louisville_fc,nwslsoccer_team_uuid,ac29701756da44a08457762380c10733,https://www.nwslsoccer.com/teams/ac29701756da44a08457762380c10733/racing-louisville-fc/index,https://www.nwslsoccer.com/teams/ac29701756da44a08457762380c10733/racing-louisville-fc/index,review_required,not_approved,Official NWSL URL UUID captured for review-only identity matching
team,san_diego_wave_fc,nwslsoccer_team_uuid,ca719042b34443c4bcfe380ca4850eaf,https://www.nwslsoccer.com/teams/ca719042b34443c4bcfe380ca4850eaf/san-diego-wave-fc/index,https://www.nwslsoccer.com/teams/ca719042b34443c4bcfe380ca4850eaf/san-diego-wave-fc/index,review_required,not_approved,Official NWSL URL UUID captured for review-only identity matching
team,seattle_reign,nwslsoccer_team_uuid,1151140adfc24339ba1c93cb0b6b0238,https://www.nwslsoccer.com/teams/1151140adfc24339ba1c93cb0b6b0238/seattle-reign/index,https://www.nwslsoccer.com/teams/1151140adfc24339ba1c93cb0b6b0238/seattle-reign/index,review_required,not_approved,Official NWSL URL UUID captured for review-only identity matching
team,utah_royals_fc,nwslsoccer_team_uuid,acffc559cf7d485a9c05fa23ab57054b,https://www.nwslsoccer.com/teams/acffc559cf7d485a9c05fa23ab57054b/utah-royals-fc/index,https://www.nwslsoccer.com/teams/acffc559cf7d485a9c05fa23ab57054b/utah-royals-fc/index,review_required,not_approved,Official NWSL URL UUID captured for review-only identity matching
team,washington_spirit,nwslsoccer_team_uuid,c31d72afc09f42ee86418633aa41390a,https://www.nwslsoccer.com/teams/c31d72afc09f42ee86418633aa41390a/washington-spirit/index,https://www.nwslsoccer.com/teams/c31d72afc09f42ee86418633aa41390a/washington-spirit/index,review_required,not_approved,Official NWSL URL UUID captured for review-only identity matching
