rank,headline,sport,story_type,source,link,context_confidence,context_source_status,verified_context_notes,story_summary,key_fact_1,key_fact_2,key_fact_3,key_fact_4,winner,loser,final_score,matchup,game_time,tv_network,key_player_1,key_player_1_statline,key_player_2,key_player_2_statline,watch_angle,round_or_event,top_performer_1,top_performer_1_statline,top_performer_2,top_performer_2_statline,milestone_text,historical_context,key_number,number_context,business_impact,main_takeaway,next_game_or_implication,manual_review_flag,supplemental_search_queries,supplemental_source_count,supplemental_sources
1,Georgia wins the 2026 DI women's outdoor track and field championship,Track & Field,Game Recap / Result,NCAA.com,https://news.google.com/rss/articles/CBMixAFBVV95cUxObGJ1RmU1c2Q1TVhCZVczdm1INnNwNW4wbnFWZEFTRkFDUzUzT1h4R0Mtc1BXbnpqV1FwZzd6ZmZ5U2JSX1hjYjRuR2ZtODRxRDFhX1p5SkdIU0Y4a24xZ2VjUmZQbEtMOFBSSFVHQllNN2JkRXVJbzJKWlNCZGE0UG0wb3VIMGM2SmdfNk9CU1NSTmhhdGZWWmN6STlFU0lYTnVPelRGYmd5MzdKVG5HcTJEeTJhRUowZUpoZXpJR3d4MjFl?oc=5,High,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Georgia wins the 2026 DI women's outdoor track and field championship"" score | Georgia wins the 2026 DI women's outdoor track and field championship final score | Georgia wins the 2026 DI women's outdoor track and field championship box score | Georgia wins the 2026 DI women's outdoor track and field championship NCAA.com Supplemental source context: NCAA.com (Official): Georgia wins the 2026 DI women's outdoor track and field championship || NCAA.com (Official): Georgia wins the 2026 DI women's outdoor track and field championship NCAA.com || NCAA.com (Official): Arkansas wins the 2026 DI men's outdoor track and field championship",Georgia wins the 2026 DI women's outdoor track and field championship,Georgia wins the 2026 DI women's outdoor track and field championship,Georgia wins the 2026 DI women's outdoor track and field championship NCAA.com,Arkansas wins the 2026 DI men's outdoor track and field championship,Arkansas wins the 2026 DI men's outdoor track and field championship NCAA.com,,,,,,,,,,,,,,,,,,,,,,Georgia wins the 2026 DI women's outdoor track and field championship NCAA.com,,No,"""Georgia wins the 2026 DI women's outdoor track and field championship"" score | Georgia wins the 2026 DI women's outdoor track and field championship final score | Georgia wins the 2026 DI women's outdoor track and field championship box score | Georgia wins the 2026 DI women's outdoor track and field championship NCAA.com",5,NCAA.com (Official): Georgia wins the 2026 DI women's outdoor track and field championship || NCAA.com (Official): Georgia wins the 2026 DI women's outdoor track and field championship NCAA.com || NCAA.com (Official): Arkansas wins the 2026 DI men's outdoor track and field championship || NCAA.com (Official): Arkansas wins the 2026 DI men's outdoor track and field championship NCAA.com || NCAA.com (Official): Live updates: 2026 DI women's outdoor track and field championships
2,"Indiana Fever vs. Connecticut Sun - Final Score - June 13, 2026",WNBA,Game Recap / Result,FOX Sports,https://news.google.com/rss/articles/CBMimgFBVV95cUxQZGktenlOeTA1TzlWSC1VUFZNWDdDb0dJcGYxdVdZeDRLNG5BQlROV0FEc3d4U3RKQVBQMW1LN0hpNDZzNWs2dndndUxyRS1VZ2cwV0xISlFhdlRGZzF1WjFzNHJiczFUV3o1eGhZeUtTaG9KYkRPamZOWXZvZG5SN1hPWVlmNFpJVWdQZHJlX09jQmtVajdXZmJn?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Indiana Fever vs. Connecticut Sun - Final Score - June 13, 2026"" score | Indiana Fever vs. Connecticut Sun - Final Score - June 13, 2026 final score | Indiana Fever vs. Connecticut Sun - Final Score - June 13, 2026 box score | Indiana Fever vs. Connecticut Sun - Final Score - June 13, 2026 WNBA box score | site:wnba.com Indiana Fever vs. Connecticut Sun - Final Score - June 13, 2026 box score Supplemental source context: Hartford Courant (Other): Caitlin Clark scores 25 as Indiana Fever defeat Connecticut Sun, 85-75 || Hartford Courant (Other): Caitlin Clark scores 25 as Indiana Fever defeat Connecticut Sun, 85-75 Hartford Courant || CBS Sports (Strong): Indiana Fever vs. Connecticut Sun Live Score and Stats - June 13, 2026 Gametracker Verify exact stats, scores, records, player details, and jersey numbers before final design.","Caitlin Clark scores 25 as Indiana Fever defeat Connecticut Sun, 85-75","Caitlin Clark scores 25 as Indiana Fever defeat Connecticut Sun, 85-75","Caitlin Clark scores 25 as Indiana Fever defeat Connecticut Sun, 85-75 Hartford Courant","Indiana Fever vs. Connecticut Sun Live Score and Stats - June 13, 2026 Gametracker","Connecticut Sun Live Score and Stats - June 13, 2026 Gametracker.",,,85-75,,,,,,,,,,,,,,,,,,,"Caitlin Clark scores 25 as Indiana Fever defeat Connecticut Sun, 85-75 Hartford Courant",,Yes,"""Indiana Fever vs. Connecticut Sun - Final Score - June 13, 2026"" score | Indiana Fever vs. Connecticut Sun - Final Score - June 13, 2026 final score | Indiana Fever vs. Connecticut Sun - Final Score - June 13, 2026 box score | Indiana Fever vs. Connecticut Sun - Final Score - June 13, 2026 WNBA box score | site:wnba.com Indiana Fever vs. Connecticut Sun - Final Score - June 13, 2026 box score",5,"Hartford Courant (Other): Caitlin Clark scores 25 as Indiana Fever defeat Connecticut Sun, 85-75 || Hartford Courant (Other): Caitlin Clark scores 25 as Indiana Fever defeat Connecticut Sun, 85-75 Hartford Courant || CBS Sports (Strong): Indiana Fever vs. Connecticut Sun Live Score and Stats - June 13, 2026 Gametracker || CBS Sports (Strong): Connecticut Sun Live Score and Stats - June 13, 2026 Gametracker. || CBS Sports (Strong): Connecticut Sun Live Score and Stats - June 13, 2026 Gametracker CBS Sports"
3,"A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89",WNBA,Record / Milestone,CBS Sports,https://news.google.com/rss/articles/CBMizwFBVV95cUxNSWxYTk93VkhjS0NuanJEVUJzU0pvdmhtTTRHWW03M3VLREo2bFNYaGZyLVBOZDB3SjJ0aGN4LVAxbWNNWENlc3MwUlMtd0s2dGxxUk1va1JvNE1wa3hoa3otcS1PWk5wUEFYTjZGZWtfang3dWExVm9OZ1NBZmE1ZGxCY25reEpFVmZoUlYzMEZJVWJEX3hCd1JDWjl2eDBLVDZLeEYzTmxNWWtLeDFQT2VaN0JXaThXbEtzU0dzbFZzaDNaNjNCVEhrWHJpMm8?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89"" record stats | A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89 exact record | A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89 milestone stats | A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89 WNBA records stats | A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89 CBS Sports Supplemental source context: iNFOnews.ca (Other): A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89 || iNFOnews.ca (Other): A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89 iNFOnews.ca || TSN (Other): Wilson scores 32 points, Gray ties WNBA record with nine 3-pointers as Aces beat Fire Verify exact stats, scores, records, player details, and jersey numbers before final design.","A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89","A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89","A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89 iNFOnews.ca","Wilson scores 32 points, Gray ties WNBA record with nine 3-pointers as Aces beat Fire","Wilson scores 32 points, Gray ties WNBA record with nine 3-pointers as Aces beat Fire TSN",,,105-89,,,,,,,,,,,,,,32 points,"A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89 iNFOnews.ca",32 points,"A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89",,"A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89 iNFOnews.ca",,Yes,"""A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89"" record stats | A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89 exact record | A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89 milestone stats | A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89 WNBA records stats | A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89 CBS Sports",5,"iNFOnews.ca (Other): A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89 || iNFOnews.ca (Other): A'ja Wilson scores 32 points, Chelsea Gray ties WNBA record with 9 3-pointers, Aces beat Fire 105-89 iNFOnews.ca || TSN (Other): Wilson scores 32 points, Gray ties WNBA record with nine 3-pointers as Aces beat Fire || TSN (Other): Wilson scores 32 points, Gray ties WNBA record with nine 3-pointers as Aces beat Fire TSN || MSN (Other): Gray ties WNBA 3-point record as Aces beat Fire"
4,"Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller",WNBA,Record / Milestone,Just Women's Sports,https://justwomenssports.com/reads/sky-vs-fever-wnba-commissioners-cup-2026-aliyah-boston-sydney-taylor/,High,direct_article_text,"Fetched direct article text. Supplemental searches used: ""Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller"" record stats | Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller exact record | Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller milestone stats | Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller WNBA records stats | Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller Just Women's Sports","Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller Sydney Taylor scored a historic 30 points, but the Chicago Sky fell to Aliyah Boston, Caitlin Clark, and the Indiana Fever in overtime.","Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller Sydney Taylor scored a historic 30 points, but the Chicago Sky fell to Aliyah Boston, Caitlin Clark, and the Indiana Fever in overtime.","On the other end, Aliyah Boston anchored the Fever with a career-high 34 points and 12 rebounds.","Fever guard Caitlin Clark finished with 32 points and 10 assists, shooting a perfect 15-of-15 from the free-throw line.","The Indiana Fever beat the Chicago Sky 114-106 in overtime, stealing the show in Thursday's Sky vs Fever face-off.",,,114-106,,,,,,,,,,,,,,30 points,"On the other end, Aliyah Boston anchored the Fever with a career-high 34 points and 12 rebounds.",30 points,"Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller Sydney Taylor scored a historic 30 points, but the Chicago Sky fell to Aliyah Boston, Caitlin Clark, and the Indiana Fever in overtime.",,"On the other end, Aliyah Boston anchored the Fever with a career-high 34 points and 12 rebounds.",,No,"""Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller"" record stats | Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller exact record | Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller milestone stats | Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller WNBA records stats | Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller Just Women's Sports",0,
5,"Gauff wins third career WTA 1000 title, ends Pegula's impressive run in Wuhan",Tennis,Game Recap / Result,WTA Tennis,https://news.google.com/rss/articles/CBMitwFBVV95cUxPbXUtY0FsX1VUd3JSQUFoTV9oQm1UX3RjMFdwREVZaVdsb2lVUmZWSmc1VmMwVm5XMU5MU3FWbm5xU2lEbDYzN09STDJyYmdzejhPR2cySW9GcHJqMF80QklwcHVRUXltUVBEZUFlem9LR1kxYmVFZWRvS2JjTHA3SnhQTlcyMWtCbnNNUW1qYmNmVEtheG5Ma0VpbndhZlQxOHJRdS1DQ3ppSy12OElNeTV2bE9BODA?oc=5,High,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Gauff wins third career WTA 1000 title, ends Pegula's impressive run in Wuhan"" score | Gauff wins third career WTA 1000 title, ends Pegula's impressive run in Wuhan final score | Gauff wins third career WTA 1000 title, ends Pegula's impressive run in Wuhan box score | Gauff wins third career WTA 1000 title, ends Pegula's impressive run in Wuhan WTA Tennis Supplemental source context: WTA Tennis (Official): Gauff wins third career WTA 1000 title, ends Pegula's impressive run in Wuhan || WTA Tennis (Official): Gauff wins third career WTA 1000 title, ends Pegula's impressive run in Wuhan WTA Tennis || The Straits Times (Other): Coco Gauff takes confidence from Wuhan triumph ahead of WTA Finals title defence","Gauff wins third career WTA 1000 title, ends Pegula's impressive run in Wuhan","Gauff wins third career WTA 1000 title, ends Pegula's impressive run in Wuhan","Gauff wins third career WTA 1000 title, ends Pegula's impressive run in Wuhan WTA Tennis",Coco Gauff takes confidence from Wuhan triumph ahead of WTA Finals title defence,Coco Gauff takes confidence from Wuhan triumph ahead of WTA Finals title defence The Straits Times,,,,,,,,,,,,,,,,,,,,,,"Gauff wins third career WTA 1000 title, ends Pegula's impressive run in Wuhan WTA Tennis",,No,"""Gauff wins third career WTA 1000 title, ends Pegula's impressive run in Wuhan"" score | Gauff wins third career WTA 1000 title, ends Pegula's impressive run in Wuhan final score | Gauff wins third career WTA 1000 title, ends Pegula's impressive run in Wuhan box score | Gauff wins third career WTA 1000 title, ends Pegula's impressive run in Wuhan WTA Tennis",5,"WTA Tennis (Official): Gauff wins third career WTA 1000 title, ends Pegula's impressive run in Wuhan || WTA Tennis (Official): Gauff wins third career WTA 1000 title, ends Pegula's impressive run in Wuhan WTA Tennis || The Straits Times (Other): Coco Gauff takes confidence from Wuhan triumph ahead of WTA Finals title defence || The Straits Times (Other): Coco Gauff takes confidence from Wuhan triumph ahead of WTA Finals title defence The Straits Times || WTA Tennis (Official): Wuhan Open 2026 Scores | Latest Scores & Live Updates"
6,'Forza' in Rome: Paolini takes the title and sweeps to national glory,Tennis,Game Recap / Result,WTA Tennis,https://news.google.com/rss/articles/CBMikgFBVV95cUxNTHV0SEpqTVBmSHBhNVp3a3dQdWlZb3M5R0FsSUpxbmh6WXBqNFVJMng4OHJBWGd1Vkk3Z09HSFRsZkNNaVlJYm9CdldycDhfXzN2T3FDYmw1QWRlakR2V040ZUJuLVluLUNRN0JHV2ltNFdEeENwTEdDd1NiSEZCMDVUODV6NnBXRWZMcXp6MFNGZw?oc=5,High,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""'Forza' in Rome: Paolini takes the title and sweeps to national glory"" score | 'Forza' in Rome: Paolini takes the title and sweeps to national glory final score | 'Forza' in Rome: Paolini takes the title and sweeps to national glory box score | 'Forza' in Rome: Paolini takes the title and sweeps to national glory WTA Tennis Supplemental source context: WTA Tennis (Official): 'Forza' in Rome: Paolini takes the title and sweeps to national glory || WTA Tennis (Official): 'Forza' in Rome: Paolini takes the title and sweeps to national glory. 'Forza' in Rome: Paolini takes the title and sweeps to national glory WTA Tennis || WTA Tennis (Official): Twice crowned: Paolini takes home singles and doubles titles in unforgettable Rome run",'Forza' in Rome: Paolini takes the title and sweeps to national glory,'Forza' in Rome: Paolini takes the title and sweeps to national glory,'Forza' in Rome: Paolini takes the title and sweeps to national glory. 'Forza' in Rome: Paolini takes the title and sweeps to national glory WTA Tennis,Twice crowned: Paolini takes home singles and doubles titles in unforgettable Rome run,Twice crowned: Paolini takes home singles and doubles titles in unforgettable Rome run WTA Tennis,,,,,,,,,,,,,,,,,,,,,,'Forza' in Rome: Paolini takes the title and sweeps to national glory. 'Forza' in Rome: Paolini takes the title and sweeps to national glory WTA Tennis,,No,"""'Forza' in Rome: Paolini takes the title and sweeps to national glory"" score | 'Forza' in Rome: Paolini takes the title and sweeps to national glory final score | 'Forza' in Rome: Paolini takes the title and sweeps to national glory box score | 'Forza' in Rome: Paolini takes the title and sweeps to national glory WTA Tennis",5,WTA Tennis (Official): 'Forza' in Rome: Paolini takes the title and sweeps to national glory || WTA Tennis (Official): 'Forza' in Rome: Paolini takes the title and sweeps to national glory. 'Forza' in Rome: Paolini takes the title and sweeps to national glory WTA Tennis || WTA Tennis (Official): Twice crowned: Paolini takes home singles and doubles titles in unforgettable Rome run || WTA Tennis (Official): Twice crowned: Paolini takes home singles and doubles titles in unforgettable Rome run WTA Tennis || WTA Tennis (Official): Paolini beats Gauff in Rome to become first Italian winner in 40 years
7,Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four,PWHL / Women's Hockey,League Expansion,Yahoo Sports,https://news.google.com/rss/articles/CBMiigFBVV95cUxPZ04tUUZMYk9MM2RwQXY2ZU9EQXAwcENtQWpacEhzSnk3Y0lPd3kzYnVLTEdQTnRYU0pXSk1rdEJST0FhOTdDc2hIdFVOZkxvUFl1QjY3VnctUjBNbWFjeks2M0lvU3FrTnY0Q3JkZUZjeEpCb2VWdmtZTVJoeWhDaHRTS0tGYTZSQ1E?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four"" | Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four amount number details | Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four purse revenue viewership attendance investment | Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four Yahoo Sports Supplemental source context: The Hockey News (Other): Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four || The Hockey News (Other): Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four The Hockey News || Yahoo Sports (Strong): PWHL Expansion: Best Players Still Remaining Entering Phase 4-6 Verify exact stats, scores, records, player details, and jersey numbers before final design.",Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four,Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four,Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four The Hockey News,PWHL Expansion: Best Players Still Remaining Entering Phase 4-6,PWHL Expansion: Best Players Still Remaining Entering Phase 4-6 Yahoo Sports,,,4-6,,,,,,,,,,,,,,,,,,Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four The Hockey News,Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four The Hockey News,,Yes,"""Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four"" | Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four amount number details | Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four purse revenue viewership attendance investment | Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four Yahoo Sports",5,The Hockey News (Other): Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four || The Hockey News (Other): Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four The Hockey News || Yahoo Sports (Strong): PWHL Expansion: Best Players Still Remaining Entering Phase 4-6 || Yahoo Sports (Strong): PWHL Expansion: Best Players Still Remaining Entering Phase 4-6 Yahoo Sports || Yahoo Sports (Strong): Shea Langeliers breaks down what sparked Athletics' recent offensive hot streak
8,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships,Women's Sports,Record / Milestone,NCAA.com,https://news.google.com/rss/articles/CBMixwFBVV95cUxPSUxSVW9NVXJqa19wYWlNWGhXb2xXb3FzVG1HcXRSeVluWmpMLTJzdUhNb3lYcWpHZWltcUMyRHdKSjFlMFlWamduYzBUb1pfeGxPU2ljUjF5d0wwaG1RTUpyNUdUcktOaFRnajNOdVlrRzhMeTFYU2FkWGJrc2ZvYzN5UktBVWxHTm1ZUHNUdWdjYmc2TzZ4VWhubWZ0ejVvV2w5WFQ1eVdvbFFzTFBOWWRqRmRlOW5RMy1ZaVVXVUVqR2F6c0I4?oc=5,High,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships"" record stats | Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships exact record | Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships milestone stats | Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships NCAA.com Supplemental source context: NCAA.com (Official): Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships || NCAA.com (Official): Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships NCAA.com || Whole Hog Sports (Other): Sanu Jallow-Lockhart breaks collegiate record, Arkansas women's track third at NCAA Outdoor Championships",Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships NCAA.com,"Sanu Jallow-Lockhart breaks collegiate record, Arkansas women's track third at NCAA Outdoor Championships","Sanu Jallow-Lockhart breaks collegiate record, Arkansas women's track third at NCAA Outdoor Championships Whole Hog Sports",,,,,,,,,,,,,,,,,2026,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships NCAA.com,2026,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships,,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships NCAA.com,,No,"""Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships"" record stats | Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships exact record | Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships milestone stats | Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships NCAA.com",5,"NCAA.com (Official): Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships || NCAA.com (Official): Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships NCAA.com || Whole Hog Sports (Other): Sanu Jallow-Lockhart breaks collegiate record, Arkansas women's track third at NCAA Outdoor Championships || Whole Hog Sports (Other): Sanu Jallow-Lockhart breaks collegiate record, Arkansas women's track third at NCAA Outdoor Championships Whole Hog Sports || Arkansas Razorbacks (Other): Sanu Jallow-Lockhart nearly breaks 800m collegiate record"
9,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut,Softball,Record / Milestone,Just Women's Sports,https://justwomenssports.com/reads/megan-grant-softball-ucla-portland-cascade-ausl-home-run-record/,High,direct_article_plus_supplemental_search,"Fetched direct article text. Supplemental searches used: ""Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut"" record stats | Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut exact record | Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut milestone stats | Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut Just Women's Sports Supplemental source context: Just Women's Sports (Strong): Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut || Just Women's Sports (Strong): Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut Just Women's Sports || Los Angeles Times (Other): Megan Grant becomes UCLA's all-time home run leader in win over Arkansas at WCWS","Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut UCLA product Megan Grant launched a 313-foot home run for the Portland Cascade, setting an AUSL record in her professional roster debut.","Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut UCLA product Megan Grant launched a 313-foot home run for the Portland Cascade, setting an AUSL record in her professional roster debut.","Former UCLA softball standout Megan Grant wasted no time making her mark in the pros, setting a new AUSL record for the longest home run in league history during her first week with the Portland Cascade.","With her first professional home run, Megan Grant just set @theAUSLofficial record for longest homer!","On the softball field, Megan Grant set the DI single-season home run record with 42 homers in her senior year.",,,,,,,,,,,,,,,,,313,"Former UCLA softball standout Megan Grant wasted no time making her mark in the pros, setting a new AUSL record for the longest home run in league history during her first week with the Portland Cascade.",313,"Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut UCLA product Megan Grant launched a 313-foot home run for the Portland Cascade, setting an AUSL record in her professional roster debut.",,"Former UCLA softball standout Megan Grant wasted no time making her mark in the pros, setting a new AUSL record for the longest home run in league history during her first week with the Portland Cascade.",,No,"""Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut"" record stats | Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut exact record | Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut milestone stats | Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut Just Women's Sports",5,Just Women's Sports (Strong): Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut || Just Women's Sports (Strong): Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut Just Women's Sports || Los Angeles Times (Other): Megan Grant becomes UCLA's all-time home run leader in win over Arkansas at WCWS || Los Angeles Times (Other): Megan Grant becomes UCLA's all-time home run leader in win over Arkansas at WCWS Los Angeles Times || Just Women's Sports (Strong): Former UCLA Softball Star Maya Brady Selected No. 1 Overall in AUSL Expansion Draft
10,"Abby Wambach, USWNT Legends Join Crux Football's Player Investor Collective",NWSL / Women's Soccer,Business / Growth,Just Women's Sports,https://justwomenssports.com/reads/crux-football-abby-wambach-multi-team-womens-soccer-ownership-player-investor-collective/,High,direct_article_plus_supplemental_search,"Fetched direct article text. Supplemental searches used: ""Abby Wambach, USWNT Legends Join Crux Football's Player Investor Collective"" | Abby Wambach, USWNT Legends Join Crux Football's Player Investor Collective amount number details | Abby Wambach, USWNT Legends Join Crux Football's Player Investor Collective purse revenue viewership attendance investment | Abby Wambach, USWNT Legends Join Crux Football's Player Investor Collective Just Women's Sports Supplemental source context: Just Women's Sports (Strong): Abby Wambach, USWNT Legends Join Crux Football's Player Investor Collective || Just Women's Sports (Strong): Abby Wambach, USWNT Legends Join Crux Football's Player Investor Collective Just Women's Sports","Abby Wambach, USWNT Legends Join Crux Football's Player Investor Collective Abby Wambach headlined the women's soccer legends joining multi-team ownership group Crux Football's Player Investor Collective this week.","Abby Wambach, USWNT Legends Join Crux Football's Player Investor Collective Abby Wambach headlined the women's soccer legends joining multi-team ownership group Crux Football's Player Investor Collective this week.","Three women's soccer greats are buying in, as retired USWNT stars Abby Wambach , Julie Foudy, and Leslie Osborne joined multi-club ownership group Crux Football's new Player Investor Collective .","Victoria Mboko Queen's Club Injury Threatens Serena Williams Comeback Run By clicking ""Accept"", you agree to the storing of cookies on your device","Abby Wambach, USWNT Legends Join Crux Football's Player Investor Collective",,,,,,,,,,,,,,,,,,,,,"Three women's soccer greats are buying in, as retired USWNT stars Abby Wambach , Julie Foudy, and Leslie Osborne joined multi-club ownership group Crux Football's new Player Investor Collective .","Three women's soccer greats are buying in, as retired USWNT stars Abby Wambach , Julie Foudy, and Leslie Osborne joined multi-club ownership group Crux Football's new Player Investor Collective .",,No,"""Abby Wambach, USWNT Legends Join Crux Football's Player Investor Collective"" | Abby Wambach, USWNT Legends Join Crux Football's Player Investor Collective amount number details | Abby Wambach, USWNT Legends Join Crux Football's Player Investor Collective purse revenue viewership attendance investment | Abby Wambach, USWNT Legends Join Crux Football's Player Investor Collective Just Women's Sports",2,"Just Women's Sports (Strong): Abby Wambach, USWNT Legends Join Crux Football's Player Investor Collective || Just Women's Sports (Strong): Abby Wambach, USWNT Legends Join Crux Football's Player Investor Collective Just Women's Sports"
