rank,headline,sport,story_type,source,link,context_confidence,context_source_status,verified_context_notes,story_summary,key_fact_1,key_fact_2,key_fact_3,key_fact_4,winner,loser,final_score,matchup,game_time,tv_network,key_player_1,key_player_1_statline,key_player_2,key_player_2_statline,watch_angle,round_or_event,top_performer_1,top_performer_1_statline,top_performer_2,top_performer_2_statline,milestone_text,historical_context,key_number,number_context,business_impact,main_takeaway,next_game_or_implication,manual_review_flag,supplemental_search_queries,supplemental_source_count,supplemental_sources
1,Caitlin Clark Hits Game-Winning 3-Pointer to Push Fever Past Mystics,WNBA,Game Recap / Result,Just Women's Sports,https://justwomenssports.com/reads/caitlin-clark-three-point-buzzer-beater-fever-mystics-sonia-citron-wnba-score/,High,direct_article_plus_supplemental_search,"Fetched direct article text. Supplemental searches used: ""Caitlin Clark Hits Game-Winning 3-Pointer to Push Fever Past Mystics"" score | Caitlin Clark Hits Game-Winning 3-Pointer to Push Fever Past Mystics final score | Caitlin Clark Hits Game-Winning 3-Pointer to Push Fever Past Mystics box score | Caitlin Clark Hits Game-Winning 3-Pointer to Push Fever Past Mystics WNBA box score | site:wnba.com Caitlin Clark Hits Game-Winning 3-Pointer to Push Fever Past Mystics box score Supplemental source context: IndyStar (Other): Indiana Fever vs Washington Mystics score, results: Caitlin Clark hits the winning 3-pointer || IndyStar (Other): Indiana Fever vs Washington Mystics score, results: Caitlin Clark hits the winning 3-pointer IndyStar || Field Level Media (Other): Caitlin Clark buries game-winning 3 for Fever to beat Mystics",The Indiana guard drained a three-pointer with 1.2 seconds left to beat Sonia Citron and Washington 78-76 on the road.,The Indiana guard drained a three-pointer with 1.2 seconds left to beat Sonia Citron and Washington 78-76 on the road.,"The buzzer-beater snapped a rough stretch for the Fever, moving Indiana to 6-5 on the season.","Then, with 4.3 seconds remaining, Citron sank two free throws to put the Mystics ahead 76-75.","The Fever guard caught the ball near the logo, set her feet, and launched a high-arcing three that coasted in cleanly.",,,78-76,,,,,,,,,,,,,,,,,,,"The buzzer-beater snapped a rough stretch for the Fever, moving Indiana to 6-5 on the season.",,No,"""Caitlin Clark Hits Game-Winning 3-Pointer to Push Fever Past Mystics"" score | Caitlin Clark Hits Game-Winning 3-Pointer to Push Fever Past Mystics final score | Caitlin Clark Hits Game-Winning 3-Pointer to Push Fever Past Mystics box score | Caitlin Clark Hits Game-Winning 3-Pointer to Push Fever Past Mystics WNBA box score | site:wnba.com Caitlin Clark Hits Game-Winning 3-Pointer to Push Fever Past Mystics box score",5,"IndyStar (Other): Indiana Fever vs Washington Mystics score, results: Caitlin Clark hits the winning 3-pointer || IndyStar (Other): Indiana Fever vs Washington Mystics score, results: Caitlin Clark hits the winning 3-pointer IndyStar || Field Level Media (Other): Caitlin Clark buries game-winning 3 for Fever to beat Mystics || Field Level Media (Other): Caitlin Clark buries game-winning 3 for Fever to beat Mystics Field Level Media || IndyStar (Other): Caitlin Clark hits game-winning 3 to lead Fever to win over Mystics after blowing big lead"
2,A'ja Wilson Makes WNBA History in Aces vs. Storm Win,WNBA,Record / Milestone,Just Women's Sports,https://justwomenssports.com/reads/storm-vs-aces-aja-wilson-wnba-scores/,High,direct_article_plus_supplemental_search,"Fetched direct article text. Supplemental searches used: ""A'ja Wilson Makes WNBA History in Aces vs. Storm Win"" record stats | A'ja Wilson Makes WNBA History in Aces vs. Storm Win exact record | A'ja Wilson Makes WNBA History in Aces vs. Storm Win milestone stats | A'ja Wilson Makes WNBA History in Aces vs. Storm Win WNBA records stats | A'ja Wilson Makes WNBA History in Aces vs. Storm Win Just Women's Sports Supplemental source context: USA Today (Strong): A'ja Wilson beats Diana Taurasi to 6,000 points for WNBA record in Aces win || USA Today (Strong): A'ja Wilson beats Diana Taurasi to 6,000 points for WNBA record in Aces win USA Today || Yahoo Sports (Strong): A'ja Wilson makes WNBA history in Aces' win vs. Storm","Wilson finished with 34 points, 12 rebounds, nine assists, and three blocks as Las Vegas took the Aces vs Storm battle 101-91.","Wilson finished with 34 points, 12 rebounds, nine assists, and three blocks as Las Vegas took the Aces vs Storm battle 101-91.","Storm Win A'ja Wilson made WNBA history, becoming the fastest player to score 6,000 career points in Monday's Las Vegas Aces vs Seattle Storm game.","A'ja Wilson made WNBA history, becoming the fastest player to score 6,000 career points in Monday's Las Vegas Aces vs Seattle Storm game.","Wilson scored her record-breaking 6,000th point on a pull-up jumper with just under five minutes left in the Storm vs Aces game.",,,101-91,,,,,,,,,,,,,,34 points,"Storm Win A'ja Wilson made WNBA history, becoming the fastest player to score 6,000 career points in Monday's Las Vegas Aces vs Seattle Storm game.",34 points,"Wilson finished with 34 points, 12 rebounds, nine assists, and three blocks as Las Vegas took the Aces vs Storm battle 101-91.",,"Storm Win A'ja Wilson made WNBA history, becoming the fastest player to score 6,000 career points in Monday's Las Vegas Aces vs Seattle Storm game.",,No,"""A'ja Wilson Makes WNBA History in Aces vs. Storm Win"" record stats | A'ja Wilson Makes WNBA History in Aces vs. Storm Win exact record | A'ja Wilson Makes WNBA History in Aces vs. Storm Win milestone stats | A'ja Wilson Makes WNBA History in Aces vs. Storm Win WNBA records stats | A'ja Wilson Makes WNBA History in Aces vs. Storm Win Just Women's Sports",5,"USA Today (Strong): A'ja Wilson beats Diana Taurasi to 6,000 points for WNBA record in Aces win || USA Today (Strong): A'ja Wilson beats Diana Taurasi to 6,000 points for WNBA record in Aces win USA Today || Yahoo Sports (Strong): A'ja Wilson makes WNBA history in Aces' win vs. Storm || Yahoo Sports (Strong): A'ja Wilson makes WNBA history in Aces' win vs. || ESPN (Strong): Aces finish in style, hit record 22 3s in 16th straight win"
3,Texas's 2026 WCWS Finals Win Shatters NCAA Softball Viewership Records,Softball,Game Recap / Result,Just Women's Sports,https://justwomenssports.com/reads/wcws-finals-wcws-viewership-record-texas-softball-espn-2026/,High,direct_article_plus_supplemental_search,"Fetched direct article text. Supplemental searches used: ""Texas's 2026 WCWS Finals Win Shatters NCAA Softball Viewership Records"" score | Texas's 2026 WCWS Finals Win Shatters NCAA Softball Viewership Records final score | Texas's 2026 WCWS Finals Win Shatters NCAA Softball Viewership Records box score | Texas's 2026 WCWS Finals Win Shatters NCAA Softball Viewership Records opponent score softball | site:ncaa.com Texas's 2026 WCWS Finals Win Shatters NCAA Softball Viewership Records score Supplemental source context: Just Women's Sports (Strong): Texas's 2026 WCWS Finals Win Shatters NCAA Softball Viewership Records || Just Women's Sports (Strong): Texas's 2026 WCWS Finals Win Shatters NCAA Softball Viewership Records Just Women's Sports || Just Women's Sports (Strong): Texas Scores First-Ever NCAA Softball Championship as 2025 WCWS Breaks Records","Texas's 2026 WCWS Finals Win Shatters NCAA Softball Viewership Records Texas's NCAA championship win over Texas Tech went down in history, as 2026 WCWS Finals viewership hit an all-time high on ESPN.","Texas's 2026 WCWS Finals Win Shatters NCAA Softball Viewership Records Texas's NCAA championship win over Texas Tech went down in history, as 2026 WCWS Finals viewership hit an all-time high on ESPN.","NCAA softball stole the spotlight this year, as Texas's Game 2 WCWS Finals win drew 2.5 million viewers on ESPN — a new college softball viewership record.","However, the two-game span averaged 2.2 million, tying 2025's figures for the second-most watched Championship Series in history.",Texas's Game 1 win over Texas Tech drew 1.9 million to rank third all-time for Finals openers.,,,,,,,,,,,,,,,,,,,,,,"NCAA softball stole the spotlight this year, as Texas's Game 2 WCWS Finals win drew 2.5 million viewers on ESPN — a new college softball viewership record.",,No,"""Texas's 2026 WCWS Finals Win Shatters NCAA Softball Viewership Records"" score | Texas's 2026 WCWS Finals Win Shatters NCAA Softball Viewership Records final score | Texas's 2026 WCWS Finals Win Shatters NCAA Softball Viewership Records box score | Texas's 2026 WCWS Finals Win Shatters NCAA Softball Viewership Records opponent score softball | site:ncaa.com Texas's 2026 WCWS Finals Win Shatters NCAA Softball Viewership Records score",5,Just Women's Sports (Strong): Texas's 2026 WCWS Finals Win Shatters NCAA Softball Viewership Records || Just Women's Sports (Strong): Texas's 2026 WCWS Finals Win Shatters NCAA Softball Viewership Records Just Women's Sports || Just Women's Sports (Strong): Texas Scores First-Ever NCAA Softball Championship as 2025 WCWS Breaks Records || Just Women's Sports (Strong): Texas Scores First-Ever NCAA Softball Championship as 2025 WCWS Breaks Records Just Women's Sports || Austin American-Statesman (Other): Texas softball vs Texas Tech: Replay as Longhorns win WCWS title
4,WNBA gameday discussion: What do you expect from Angel Reese in her return game against the Chicago Sky?,WNBA,Record / Milestone,SB Nation,https://sports.yahoo.com/articles/wnba-gameday-discussion-expect-angel-130000043.html,High,direct_article_plus_supplemental_search,"Fetched direct article text. Supplemental searches used: ""WNBA gameday discussion: What do you expect from Angel Reese in her return game against the Chicago Sky?"" record stats | WNBA gameday discussion: What do you expect from Angel Reese in her return game against the Chicago Sky? exact record | WNBA gameday discussion: What do you expect from Angel Reese in her return game against the Chicago Sky? milestone stats | WNBA gameday discussion: What do you expect from Angel Reese in her return game against the Chicago Sky? WNBA records stats | WNBA gameday discussion: What do you expect from Angel Reese in her return game against the Chicago Sky? SB Nation Supplemental source context: Yahoo Sports (Strong): WNBA gameday discussion: What do you expect from Angel Reese in her return game against the Chicago Sky? || Swish Appeal (Strong): WNBA gameday discussion: Does defense win Commissioner's Cup championships? These teams hope so || Swish Appeal (Strong): WNBA gameday discussion: Does defense win Commissioner's Cup championships?",WNBA gameday discussion: What do you expect from Angel Reese in her return game against the Chicago Sky?,WNBA gameday discussion: What do you expect from Angel Reese in her return game against the Chicago Sky?,"Regardless of location, Reese has produced consistently for the Dream, averaging a double-double as she leads the league with 11.7 rebounds per game.","Opponents are scoring over 90 points per game in Chicago, as the Sky register a defensive rating of 109.7.","For the season, the Dream have an offensive rating of 102.5 on the road, which has produced an average of 81.2 points per game.",,,,,,,,,,,,,,,,,90 points,"Regardless of location, Reese has produced consistently for the Dream, averaging a double-double as she leads the league with 11.7 rebounds per game.",90 points,WNBA gameday discussion: What do you expect from Angel Reese in her return game against the Chicago Sky?,,"Regardless of location, Reese has produced consistently for the Dream, averaging a double-double as she leads the league with 11.7 rebounds per game.",,No,"""WNBA gameday discussion: What do you expect from Angel Reese in her return game against the Chicago Sky?"" record stats | WNBA gameday discussion: What do you expect from Angel Reese in her return game against the Chicago Sky? exact record | WNBA gameday discussion: What do you expect from Angel Reese in her return game against the Chicago Sky? milestone stats | WNBA gameday discussion: What do you expect from Angel Reese in her return game against the Chicago Sky? WNBA records stats | WNBA gameday discussion: What do you expect from Angel Reese in her return game against the Chicago Sky? SB Nation",5,Yahoo Sports (Strong): WNBA gameday discussion: What do you expect from Angel Reese in her return game against the Chicago Sky? || Swish Appeal (Strong): WNBA gameday discussion: Does defense win Commissioner's Cup championships? These teams hope so || Swish Appeal (Strong): WNBA gameday discussion: Does defense win Commissioner's Cup championships? || Swish Appeal (Strong): WNBA gameday discussion: The Dallas Wings will get down to the business of basketball with preseason debut against the Indiana Fever || Swish Appeal (Strong): WNBA gameday discussion: The Dallas Wings will get down to the business of basketball with preseason debut against the Indiana Fever Swish Appeal
5,Nelly Korda continues her historic march with 2026 U.S. Women's Open title,Golf / LPGA,Record / Milestone,Yahoo Sports,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNclBwRHVsTER2cDlORWxGZmhiY1JoVU1oU1IzRGFsS1ROamZvSDlKcG8xOWEzRjFMOWNUU29IeFI1dUZISHZPWFpidzdWS2g2Y1d3MHZsVWZqQUFYZGRvb2ZHZkVVSkZkQkVZNmoyOTJWUTFFSkJucWFwMHNHVURvY1psaVhWOFFTNEhv?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Nelly Korda continues her historic march with 2026 U.S. Women's Open title"" record stats | Nelly Korda continues her historic march with 2026 U.S. Women's Open title exact record | Nelly Korda continues her historic march with 2026 U.S. Women's Open title milestone stats | Nelly Korda continues her historic march with 2026 U.S. Women's Open title Yahoo Sports Supplemental source context: Yahoo Sports (Strong): Nelly Korda continues her historic march with 2026 U.S. Women's Open title || Yahoo Sports (Strong): Nelly Korda's Historic Win at the 2026 U.S. Women's Open Redefines Her Legacy || Yahoo Sports (Strong): Nelly Korda picks up historic U.S. Women's Open win by mere inches at Riviera to further bolster legacy Verify exact stats, scores, records, player details, and jersey numbers before final design.",Nelly Korda continues her historic march with 2026 U.S. Women's Open title,Nelly Korda continues her historic march with 2026 U.S. Women's Open title,Nelly Korda's Historic Win at the 2026 U.S. Women's Open Redefines Her Legacy,Nelly Korda picks up historic U.S. Women's Open win by mere inches at Riviera to further bolster legacy,Nelly Korda is in position for a historic U.S. Women's Open win at Riviera,,,,,,,,,,,,,,,,,Nelly Korda continues her historic march with 2026 U.S. Women's Open title,Nelly Korda's Historic Win at the 2026 U.S. Women's Open Redefines Her Legacy,,,,Nelly Korda's Historic Win at the 2026 U.S. Women's Open Redefines Her Legacy,,Yes,"""Nelly Korda continues her historic march with 2026 U.S. Women's Open title"" record stats | Nelly Korda continues her historic march with 2026 U.S. Women's Open title exact record | Nelly Korda continues her historic march with 2026 U.S. Women's Open title milestone stats | Nelly Korda continues her historic march with 2026 U.S. Women's Open title Yahoo Sports",5,"Yahoo Sports (Strong): Nelly Korda continues her historic march with 2026 U.S. Women's Open title || Yahoo Sports (Strong): Nelly Korda's Historic Win at the 2026 U.S. Women's Open Redefines Her Legacy || Yahoo Sports (Strong): Nelly Korda picks up historic U.S. Women's Open win by mere inches at Riviera to further bolster legacy || Yahoo Sports (Strong): Nelly Korda is in position for a historic U.S. Women's Open win at Riviera || Yahoo Sports (Strong): U.S. Women's Open: Nelly Korda birdies late to complete rally, secure latest major championship win at Riviera"
6,Uggla's complete City Ladies takeover in historic move for women's football in York,NWSL / Women's Soccer,Record / Milestone,Yahoo Sports UK,https://news.google.com/rss/articles/CBMijAFBVV95cUxQUFNDOXpySmwtTGxrUkJDeTdQWHBRMWdrdzlPbjJ5cmF3QkR6ZnR0UTViWEMxYWhIb3phTnEwaW4yNWVHUjg1eWFkbXRuZzk3bnJBWm1vWHMxMmVKejRfaXY2dU8wdXFhek5UOFB0NG9LbHNEVHd6MkFDUWwxYmt1c2hHcmxGTU83WVRCVg?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Uggla's complete City Ladies takeover in historic move for women's football in York"" record stats | Uggla's complete City Ladies takeover in historic move for women's football in York exact record | Uggla's complete City Ladies takeover in historic move for women's football in York milestone stats | Uggla's complete City Ladies takeover in historic move for women's football in York Yahoo Sports UK Supplemental source context: Yahoo Sports UK (Strong): Uggla's complete City Ladies takeover in historic move for women's football in York || Yahoo Sports UK (Strong): Uggla's complete City Ladies takeover in historic move for women's football in York Yahoo Sports UK Verify exact stats, scores, records, player details, and jersey numbers before final design.",Uggla's complete City Ladies takeover in historic move for women's football in York,Uggla's complete City Ladies takeover in historic move for women's football in York,Uggla's complete City Ladies takeover in historic move for women's football in York Yahoo Sports UK,,,,,,,,,,,,,,,,,,,Uggla's complete City Ladies takeover in historic move for women's football in York,Uggla's complete City Ladies takeover in historic move for women's football in York Yahoo Sports UK,,,,Uggla's complete City Ladies takeover in historic move for women's football in York Yahoo Sports UK,,Yes,"""Uggla's complete City Ladies takeover in historic move for women's football in York"" record stats | Uggla's complete City Ladies takeover in historic move for women's football in York exact record | Uggla's complete City Ladies takeover in historic move for women's football in York milestone stats | Uggla's complete City Ladies takeover in historic move for women's football in York Yahoo Sports UK",2,Yahoo Sports UK (Strong): Uggla's complete City Ladies takeover in historic move for women's football in York || Yahoo Sports UK (Strong): Uggla's complete City Ladies takeover in historic move for women's football in York Yahoo Sports UK
7,"Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says",PWHL / Women's Hockey,League Expansion,AP News,https://news.google.com/rss/articles/CBMijwFBVV95cUxQVFRwYkxKY05QTWhMcnpBdFgwb2JidU9HZEx4THQ3cTZGUHdJYjd6THRqUWxYZEo4Q2JFZHJETml4SFBVMHNqcFI3c3NGRWhzTG5aNU85SmNEd0o1MWVhMUhpRGVBLTVoZWJTRmo2OENwQWZhWGtnTXoyYVZMM1BCY2tIRFlGTEdFaWJ0VTF0aw?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says"" | Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says amount number details | Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says purse revenue viewership attendance investment | Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says AP News Supplemental source context: Traverse City Record-Eagle (Other): Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says Traverse City Record-Eagle || Yahoo Sports UK (Strong): Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says || Yahoo Sports UK (Strong): Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says Yahoo Sports UK Verify exact stats, scores, records, player details, and jersey numbers before final design.","Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says Traverse City Record-Eagle","Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says Traverse City Record-Eagle","Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says","Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says Yahoo Sports UK","Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says AP News",,,,,,,,,,,,,,,,,,,,,"Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says","Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says",,Yes,"""Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says"" | Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says amount number details | Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says purse revenue viewership attendance investment | Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says AP News",5,"Traverse City Record-Eagle (Other): Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says Traverse City Record-Eagle || Yahoo Sports UK (Strong): Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says || Yahoo Sports UK (Strong): Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says Yahoo Sports UK || AP News (Strong): Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says AP News || Stamford Advocate (Other): Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says Stamford Advocate"
8,MM 6.9: Maryland women's basketball announces 2026-27 conference opponents,NCAA Women's Basketball,Breaking / Transaction,Yahoo Sports,https://news.google.com/rss/articles/CBMiekFVX3lxTE5ibGMzeTZiNS1yZTdqcFVhS253WWMySWxjMzVqNXpZd3BfN2pZSkdYR3FkMlV2bmJpNGhscU9uS1BULXR0QVNQaDFkSWtGVU0zcnBfaEpqa1I1SXBKM1A4TGRiTnhkcFpBcjJ1RTVfMlNVTUhEZkpiTVFn?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""MM 6.9: Maryland women's basketball announces 2026-27 conference opponents"" | MM 6.9: Maryland women's basketball announces 2026-27 conference opponents details | MM 6.9: Maryland women's basketball announces 2026-27 conference opponents Yahoo Sports Supplemental source context: Yahoo Sports (Strong): MM 6.9: Maryland women's basketball announces 2026-27 conference opponents || Yahoo Sports (Strong): MM 6.9: Maryland women's basketball announces 2026-27 conference opponents Yahoo Sports || Testudo Times (Other): MM 6.9: Maryland women's basketball announces 2026-27 conference opponents Testudo Times Verify exact stats, scores, records, player details, and jersey numbers before final design.",MM 6.9: Maryland women's basketball announces 2026-27 conference opponents,MM 6.9: Maryland women's basketball announces 2026-27 conference opponents,MM 6.9: Maryland women's basketball announces 2026-27 conference opponents Yahoo Sports,MM 6.9: Maryland women's basketball announces 2026-27 conference opponents Testudo Times,"Maryland women's basketball's Angel Reese named an AP Third Team All-American, Ashley Owusu, Katie Benzan earn honorable mentions",,,,,,,,,,,,,,,,,,,,,,MM 6.9: Maryland women's basketball announces 2026-27 conference opponents Yahoo Sports,,Yes,"""MM 6.9: Maryland women's basketball announces 2026-27 conference opponents"" | MM 6.9: Maryland women's basketball announces 2026-27 conference opponents details | MM 6.9: Maryland women's basketball announces 2026-27 conference opponents Yahoo Sports",5,"Yahoo Sports (Strong): MM 6.9: Maryland women's basketball announces 2026-27 conference opponents || Yahoo Sports (Strong): MM 6.9: Maryland women's basketball announces 2026-27 conference opponents Yahoo Sports || Testudo Times (Other): MM 6.9: Maryland women's basketball announces 2026-27 conference opponents Testudo Times || Testudo Times (Other): Maryland women's basketball's Angel Reese named an AP Third Team All-American, Ashley Owusu, Katie Benzan earn honorable mentions || Testudo Times (Other): Maryland women's basketball's Angel Reese named an AP Third Team All-American, Ashley Owusu, Katie Benzan earn honorable mentions Testudo Times"
9,"Athletes Unlimited and TOGETHXR Debut ""Everyone Watches Women's Softball"" Amid Historic Growth for the Game",Softball,Record / Milestone,Togethxr,https://news.google.com/rss/articles/CBMifEFVX3lxTE5SOHI0eXB5eGNXajNwX0IteXBGN01RSXJMZS1hTzlqZm5HQ2RKVUtHbUdJaEFEdXFDbzZQVGZfQXJZWlVaM3FiZkVfRlk4NnFBSTRVRU5OMlprS0dxcFFrVWtaTGZIajRIWE1OR2FmVTF2N2JRWjFoMGZ0SzA?oc=5,Medium,fallback_summary,"Skipped Google News aggregator URL. Supplemental searches used: ""Athletes Unlimited and TOGETHXR Debut ""Everyone Watches Women's Softball"" Amid Historic Growth for the Game"" record stats | Athletes Unlimited and TOGETHXR Debut ""Everyone Watches Women's Softball"" Amid Historic Growth for the Game exact record | Athletes Unlimited and TOGETHXR Debut ""Everyone Watches Women's Softball"" Amid Historic Growth for the Game milestone stats | Athletes Unlimited and TOGETHXR Debut ""Everyone Watches Women's Softball"" Amid Historic Growth for the Game Togethxr Verify exact stats, scores, records, player details, and jersey numbers before final design.","Athletes Unlimited and TOGETHXR Debut ""Everyone Watches Women's Softball"" Amid Historic Growth for the Game Togethxr","Athletes Unlimited and TOGETHXR Debut ""Everyone Watches Women's Softball"" Amid Historic Growth for the Game Togethxr",,,,,,,,,,,,,,,,,,,,"Athletes Unlimited and TOGETHXR Debut ""Everyone Watches Women's Softball"" Amid Historic Growth for the Game Togethxr",Milestone is headline-confirmed. Verify exact record details before adding supporting stats.,,,,Milestone is headline-confirmed. Verify exact record details before adding supporting stats.,,Yes,"""Athletes Unlimited and TOGETHXR Debut ""Everyone Watches Women's Softball"" Amid Historic Growth for the Game"" record stats | Athletes Unlimited and TOGETHXR Debut ""Everyone Watches Women's Softball"" Amid Historic Growth for the Game exact record | Athletes Unlimited and TOGETHXR Debut ""Everyone Watches Women's Softball"" Amid Historic Growth for the Game milestone stats | Athletes Unlimited and TOGETHXR Debut ""Everyone Watches Women's Softball"" Amid Historic Growth for the Game Togethxr",0,
10,Toronto Sceptres Pushing Through Expansion Process,PWHL / Women's Hockey,League Expansion,The IX Sports,https://news.google.com/rss/articles/CBMipwFBVV95cUxPa2dTenNKQ0kzM3lGMFJXWEVZZzdrdEVTSDRDT05GdENuM1FrLVphOWE5M3JUR0pwR3h6aHNJbTVrSVRHWVh2a0lmWFg3alN3S0V4ZmxNU0hfZHZFTEtNbnlMY3dxbDVFdHdQc2E5XzlsdllETER0T3FFT2hndTN4aGpnLThpTWpEZUZMOHYtRUdhYWNEUmZ5ZjFYWUZycU9ZT2h6NlhJUQ?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Toronto Sceptres Pushing Through Expansion Process"" | Toronto Sceptres Pushing Through Expansion Process amount number details | Toronto Sceptres Pushing Through Expansion Process purse revenue viewership attendance investment | Toronto Sceptres Pushing Through Expansion Process The IX Sports Supplemental source context: The IX Sports (Other): Toronto Sceptres Pushing Through Expansion Process || The IX Sports (Other): Toronto Sceptres Pushing Through Expansion Process The IX Sports Verify exact stats, scores, records, player details, and jersey numbers before final design.",Toronto Sceptres Pushing Through Expansion Process,Toronto Sceptres Pushing Through Expansion Process,Toronto Sceptres Pushing Through Expansion Process The IX Sports,,,,,,,,,,,,,,,,,,,,,,,Toronto Sceptres Pushing Through Expansion Process The IX Sports,Toronto Sceptres Pushing Through Expansion Process The IX Sports,,Yes,"""Toronto Sceptres Pushing Through Expansion Process"" | Toronto Sceptres Pushing Through Expansion Process amount number details | Toronto Sceptres Pushing Through Expansion Process purse revenue viewership attendance investment | Toronto Sceptres Pushing Through Expansion Process The IX Sports",2,The IX Sports (Other): Toronto Sceptres Pushing Through Expansion Process || The IX Sports (Other): Toronto Sceptres Pushing Through Expansion Process The IX Sports
