rank,headline,sport,story_type,source,link,context_confidence,context_source_status,verified_context_notes,story_summary,key_fact_1,key_fact_2,key_fact_3,key_fact_4,winner,loser,final_score,matchup,game_time,tv_network,key_player_1,key_player_1_statline,key_player_2,key_player_2_statline,watch_angle,round_or_event,top_performer_1,top_performer_1_statline,top_performer_2,top_performer_2_statline,milestone_text,historical_context,key_number,number_context,business_impact,main_takeaway,next_game_or_implication,manual_review_flag,supplemental_search_queries,supplemental_source_count,supplemental_sources
1,What Caitlin Clark immediately did after her first-ever game-winner is winning WNBA fans' hearts,WNBA,Record / Milestone,HITC,https://sports.yahoo.com/articles/caitlin-clark-immediately-did-her-053531873.html,High,direct_article_plus_supplemental_search,"Fetched direct article text. Supplemental searches used: ""What Caitlin Clark immediately did after her first-ever game-winner is winning WNBA fans' hearts"" record stats | What Caitlin Clark immediately did after her first-ever game-winner is winning WNBA fans' hearts exact record | What Caitlin Clark immediately did after her first-ever game-winner is winning WNBA fans' hearts milestone stats | What Caitlin Clark immediately did after her first-ever game-winner is winning WNBA fans' hearts WNBA records stats | What Caitlin Clark immediately did after her first-ever game-winner is winning WNBA fans' hearts HITC Supplemental source context: Yahoo Sports (Strong): What Caitlin Clark immediately did after her first-ever game-winner is winning WNBA fans' hearts || Yahoo Sports (Strong): What Caitlin Clark immediately did after her first-ever game-winner is winning WNBA fans' hearts Yahoo Sports || hitc.com (Other): What Caitlin Clark immediately did after her first-ever game-winner is winning WNBA fans' hearts hitc.com","What Caitlin Clark immediately did after her first-ever game-winner is winning WNBA fans' hearts Caitlin Clark had every reason to disappear into the Indiana Fever celebration after hitting the first game-winner of her WNBA career, but she still found time for the young fans waiting nearby.","What Caitlin Clark immediately did after her first-ever game-winner is winning WNBA fans' hearts Caitlin Clark had every reason to disappear into the Indiana Fever celebration after hitting the first game-winner of her WNBA career, but she still found time for the young fans waiting nearby.","Caitlin Clark had every reason to disappear into the Indiana Fever celebration after hitting the first game-winner of her WNBA career, but she still found time for the young fans waiting nearby.",Christine Brennan shared the postgame scene after Caitlin Clark hit her first WNBA game-winner in the Fever's 78-76 victory over the Mystics.,"Clark finished with 19 points, 5 assists, and 3 rebounds, but the final play was the headline.",,,78-76,,,,,,,,,,,,,,19 points,"Caitlin Clark had every reason to disappear into the Indiana Fever celebration after hitting the first game-winner of her WNBA career, but she still found time for the young fans waiting nearby.",19 points,"What Caitlin Clark immediately did after her first-ever game-winner is winning WNBA fans' hearts Caitlin Clark had every reason to disappear into the Indiana Fever celebration after hitting the first game-winner of her WNBA career, but she still found time for the young fans waiting nearby.",,"Caitlin Clark had every reason to disappear into the Indiana Fever celebration after hitting the first game-winner of her WNBA career, but she still found time for the young fans waiting nearby.",,No,"""What Caitlin Clark immediately did after her first-ever game-winner is winning WNBA fans' hearts"" record stats | What Caitlin Clark immediately did after her first-ever game-winner is winning WNBA fans' hearts exact record | What Caitlin Clark immediately did after her first-ever game-winner is winning WNBA fans' hearts milestone stats | What Caitlin Clark immediately did after her first-ever game-winner is winning WNBA fans' hearts WNBA records stats | What Caitlin Clark immediately did after her first-ever game-winner is winning WNBA fans' hearts HITC",5,Yahoo Sports (Strong): What Caitlin Clark immediately did after her first-ever game-winner is winning WNBA fans' hearts || Yahoo Sports (Strong): What Caitlin Clark immediately did after her first-ever game-winner is winning WNBA fans' hearts Yahoo Sports || hitc.com (Other): What Caitlin Clark immediately did after her first-ever game-winner is winning WNBA fans' hearts hitc.com || Sports Illustrated (Strong): Caitlin Clark Is Set to Unlock All-Time Assist Achievement in Next Fever Game || Sports Illustrated (Strong): Caitlin Clark Is Set to Unlock All-Time Assist Achievement in Next Fever Game Sports Illustrated
2,Texas wins second straight Women's College World Series title | FINAL OUT,Softball,Game Recap / Result,NCAA.com,https://news.google.com/rss/articles/CBMiuAFBVV95cUxORzFONGdrc1EwNDVtNzNLYmJ5bU1WR2pzZlNjTzBTNEZud3ZDNU9YbUNPOHVlTGJabF80QkstUk9BRWtwbEhLckJKOXZNRFEtTElXT1RQdXVsOVNmTXpqamh4dDlBNXhmcUpZQU9ydjR3YlVxVGN4OWhjdkFtOF95TVoxVUoyekZWd295dFRXSERVQWFCR2VoODl1dXp1UDNPWHJ2dWxiaC02MnVjWUdwaElNRDRlbmVU?oc=5,High,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Texas wins second straight Women's College World Series title | FINAL OUT"" score | Texas wins second straight Women's College World Series title | FINAL OUT final score | Texas wins second straight Women's College World Series title | FINAL OUT box score | Texas wins second straight Women's College World Series title | FINAL OUT opponent score softball | site:ncaa.com Texas wins second straight Women's College World Series title | FINAL OUT score Supplemental source context: NCAA.com (Official): Texas wins second straight Women's College World Series title | FINAL OUT || NCAA.com (Official): Texas wins second straight Women's College World Series title. || NCAA.com (Official): Texas softball repeats, wins 2026 Women's College World Series title",Texas wins second straight Women's College World Series title | FINAL OUT,Texas wins second straight Women's College World Series title | FINAL OUT,Texas wins second straight Women's College World Series title.,"Texas softball repeats, wins 2026 Women's College World Series title","Texas softball repeats, wins 2026 Women's College World Series title NCAA.com",,,,,,,,,,,,,,,,,,,,,,Texas wins second straight Women's College World Series title.,,No,"""Texas wins second straight Women's College World Series title | FINAL OUT"" score | Texas wins second straight Women's College World Series title | FINAL OUT final score | Texas wins second straight Women's College World Series title | FINAL OUT box score | Texas wins second straight Women's College World Series title | FINAL OUT opponent score softball | site:ncaa.com Texas wins second straight Women's College World Series title | FINAL OUT score",5,"NCAA.com (Official): Texas wins second straight Women's College World Series title | FINAL OUT || NCAA.com (Official): Texas wins second straight Women's College World Series title. || NCAA.com (Official): Texas softball repeats, wins 2026 Women's College World Series title || NCAA.com (Official): Texas softball repeats, wins 2026 Women's College World Series title NCAA.com || Yahoo Sports (Strong): Texas softball: Report card after winning 2nd straight Women's College World Series title"
3,"A'ja Wilson beats Diana Taurasi to 6,000 points for WNBA record in Aces win",WNBA,Game Recap / Result,USA TODAY Sports,https://sports.yahoo.com/articles/aja-wilson-beats-diana-taurasi-060524644.html,High,direct_article_plus_supplemental_search,"Fetched direct article text. Supplemental searches used: ""A'ja Wilson beats Diana Taurasi to 6,000 points for WNBA record in Aces win"" score | A'ja Wilson beats Diana Taurasi to 6,000 points for WNBA record in Aces win final score | A'ja Wilson beats Diana Taurasi to 6,000 points for WNBA record in Aces win box score | A'ja Wilson beats Diana Taurasi to 6,000 points for WNBA record in Aces win WNBA box score | site:wnba.com A'ja Wilson beats Diana Taurasi to 6,000 points for WNBA record in Aces win box score Supplemental source context: USA Today (Strong): A'ja Wilson beats Diana Taurasi to 6,000 points for WNBA record in Aces win || USA Today (Strong): A'ja Wilson beats Diana Taurasi to 6,000 points for WNBA record in Aces win USA Today || ABC News - Breaking News, Latest News and Videos (Other): Wilson scores 34 to become fastest in WNBA history with 6,000 career points, Aces top Storm 101-91","A'ja Wilson beats Diana Taurasi to 6,000 points for WNBA record in Aces win A'ja Wilson is the fastest player in WNBA history to reach 6,000 points.","A'ja Wilson beats Diana Taurasi to 6,000 points for WNBA record in Aces win A'ja Wilson is the fastest player in WNBA history to reach 6,000 points.","Wilson finished with 34 points, 12 rebounds, nine assists and three blocks — just one assist shy of the stat line Aces forward NaLyssa Smith admitted the Aces were hoping to help her reach, but still the first 34-12-9 game in the WNBA has ever seen.","The Aces started the second quarter on a 19-6 run and led 50-43 at halftime with a huge boost from Wilson, who had 21 points in the first half. ""There's really not an offensive area that she can't do,"" Hammon said. ""Her expansion of her offensive floor game has just made her unguardable.","Las Vegas Aces star A'ja Wilson became the fastest player in WNBA history to reach 6,000 points on Monday night.",,,34-12,,,,,,,,,,,,,,,,,,,"Wilson finished with 34 points, 12 rebounds, nine assists and three blocks — just one assist shy of the stat line Aces forward NaLyssa Smith admitted the Aces were hoping to help her reach, but still the first 34-12-9 game in the WNBA has ever seen.",,No,"""A'ja Wilson beats Diana Taurasi to 6,000 points for WNBA record in Aces win"" score | A'ja Wilson beats Diana Taurasi to 6,000 points for WNBA record in Aces win final score | A'ja Wilson beats Diana Taurasi to 6,000 points for WNBA record in Aces win box score | A'ja Wilson beats Diana Taurasi to 6,000 points for WNBA record in Aces win WNBA box score | site:wnba.com A'ja Wilson beats Diana Taurasi to 6,000 points for WNBA record in Aces win box score",5,"USA Today (Strong): A'ja Wilson beats Diana Taurasi to 6,000 points for WNBA record in Aces win || USA Today (Strong): A'ja Wilson beats Diana Taurasi to 6,000 points for WNBA record in Aces win USA Today || ABC News - Breaking News, Latest News and Videos (Other): Wilson scores 34 to become fastest in WNBA history with 6,000 career points, Aces top Storm 101-91 || ABC News - Breaking News, Latest News and Videos (Other): Wilson scores 34 to become fastest in WNBA history with 6,000 career points, Aces top Storm 101-91 ABC News - Breaking News, Latest News and Videos || espn.in (Strong): Aces 101-91 Storm (9 Jun, 2026) Game Recap"
4,Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992,Tennis,Record / Milestone,Just Women's Sports,https://justwomenssports.com/reads/french-open-2026-winner-mirra-andreeva-wta-tour-grand-slam-results/,High,direct_article_plus_supplemental_search,"Fetched direct article text. Supplemental searches used: ""Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992"" record stats | Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992 exact record | Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992 milestone stats | Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992 Just Women's Sports Supplemental source context: Just Women's Sports (Strong): Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992 || Just Women's Sports (Strong): Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992 Just Women's Sports || MSN (Other): Andreeva wins French Open to become youngest champion since 1992","Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992 Mirra Andreeva captured her first-ever Grand Slam title at the 2026 French Open, becoming the youngest women's singles champion since 1992.","Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992 Mirra Andreeva captured her first-ever Grand Slam title at the 2026 French Open, becoming the youngest women's singles champion since 1992.","6 Mirra Andreeva is on the board, lifting her first Grand Slam trophy after Saturday's straight-set 2026 French Open win over qualifier Maja Chwalińska .","Andreeva now shifts focus to the WTA's next Grand Slam, hitting the grass courts of Wimbledon starting June 29th, live on ESPN .",Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992,,,,,,,,,,,,,,,,,"Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992 Mirra Andreeva captured her first-ever Grand Slam title at the 2026 French Open, becoming the youngest women's singles champion since 1992.","6 Mirra Andreeva is on the board, lifting her first Grand Slam trophy after Saturday's straight-set 2026 French Open win over qualifier Maja Chwalińska .",,,,"6 Mirra Andreeva is on the board, lifting her first Grand Slam trophy after Saturday's straight-set 2026 French Open win over qualifier Maja Chwalińska .",,No,"""Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992"" record stats | Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992 exact record | Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992 milestone stats | Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992 Just Women's Sports",5,Just Women's Sports (Strong): Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992 || Just Women's Sports (Strong): Mirra Andreeva Becomes Youngest French Open Women's Champion Since 1992 Just Women's Sports || MSN (Other): Andreeva wins French Open to become youngest champion since 1992 || MSN (Other): Andreeva wins French Open to become youngest champion since 1992 MSN || MSN (Other): Andreeva becomes youngest French Open champion since 1992
5,Nelly Korda continues her historic march with 2026 U.S. Women's Open title,Golf / LPGA,Record / Milestone,Yahoo Sports,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNclBwRHVsTER2cDlORWxGZmhiY1JoVU1oU1IzRGFsS1ROamZvSDlKcG8xOWEzRjFMOWNUU29IeFI1dUZISHZPWFpidzdWS2g2Y1d3MHZsVWZqQUFYZGRvb2ZHZkVVSkZkQkVZNmoyOTJWUTFFSkJucWFwMHNHVURvY1psaVhWOFFTNEhv?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Nelly Korda continues her historic march with 2026 U.S. Women's Open title"" record stats | Nelly Korda continues her historic march with 2026 U.S. Women's Open title exact record | Nelly Korda continues her historic march with 2026 U.S. Women's Open title milestone stats | Nelly Korda continues her historic march with 2026 U.S. Women's Open title Yahoo Sports Supplemental source context: Yahoo Sports (Strong): Nelly Korda continues her historic march with 2026 U.S. Women's Open title || Yahoo Sports (Strong): Nelly Korda's Historic Win at the 2026 U.S. Women's Open Redefines Her Legacy || Yahoo Sports (Strong): Nelly Korda picks up historic U.S. Women's Open win by mere inches at Riviera to further bolster legacy Verify exact stats, scores, records, player details, and jersey numbers before final design.",Nelly Korda continues her historic march with 2026 U.S. Women's Open title,Nelly Korda continues her historic march with 2026 U.S. Women's Open title,Nelly Korda's Historic Win at the 2026 U.S. Women's Open Redefines Her Legacy,Nelly Korda picks up historic U.S. Women's Open win by mere inches at Riviera to further bolster legacy,Nelly Korda is in position for a historic U.S. Women's Open win at Riviera,,,,,,,,,,,,,,,,,Nelly Korda continues her historic march with 2026 U.S. Women's Open title,Nelly Korda's Historic Win at the 2026 U.S. Women's Open Redefines Her Legacy,,,,Nelly Korda's Historic Win at the 2026 U.S. Women's Open Redefines Her Legacy,,Yes,"""Nelly Korda continues her historic march with 2026 U.S. Women's Open title"" record stats | Nelly Korda continues her historic march with 2026 U.S. Women's Open title exact record | Nelly Korda continues her historic march with 2026 U.S. Women's Open title milestone stats | Nelly Korda continues her historic march with 2026 U.S. Women's Open title Yahoo Sports",5,"Yahoo Sports (Strong): Nelly Korda continues her historic march with 2026 U.S. Women's Open title || Yahoo Sports (Strong): Nelly Korda's Historic Win at the 2026 U.S. Women's Open Redefines Her Legacy || Yahoo Sports (Strong): Nelly Korda picks up historic U.S. Women's Open win by mere inches at Riviera to further bolster legacy || Yahoo Sports (Strong): Nelly Korda is in position for a historic U.S. Women's Open win at Riviera || Yahoo Sports (Strong): U.S. Women's Open: Nelly Korda birdies late to complete rally, secure latest major championship win at Riviera"
6,Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss,WNBA,Record / Milestone,Just Women's Sports,https://justwomenssports.com/reads/mystics-vs-dream-coach-sydney-johnson-ejected-wnba-game-washington-scores/,High,direct_article_plus_supplemental_search,"Fetched direct article text. Supplemental searches used: ""Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss"" record stats | Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss exact record | Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss milestone stats | Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss WNBA records stats | Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss Just Women's Sports Supplemental source context: AOL.com (Other): Mystics coach Sydney Johnson ejected, escorted off by police in loss to Dream || AOL.com (Other): Mystics coach Sydney Johnson ejected, escorted off by police in loss to Dream AOL.com || ESPN (Strong): Mystics 83-72 Dream (4 May, 2026) Final Score",2 Atlanta — the third-highest margin of defeat in team history.,2 Atlanta — the third-highest margin of defeat in team history.,"Mystics coach Sydney Johnson ejected, escorted off by police in loss to Dream","Mystics coach Sydney Johnson ejected, escorted off by police in loss to Dream AOL.com","Mystics 83-72 Dream (4 May, 2026) Final Score",,,83-72,,,,,,,,,,,,,,2 Atlanta — the third-highest margin of defeat in team history.,"Mystics coach Sydney Johnson ejected, escorted off by police in loss to Dream",,,,"Mystics coach Sydney Johnson ejected, escorted off by police in loss to Dream",,No,"""Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss"" record stats | Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss exact record | Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss milestone stats | Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss WNBA records stats | Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss Just Women's Sports",5,"AOL.com (Other): Mystics coach Sydney Johnson ejected, escorted off by police in loss to Dream || AOL.com (Other): Mystics coach Sydney Johnson ejected, escorted off by police in loss to Dream AOL.com || ESPN (Strong): Mystics 83-72 Dream (4 May, 2026) Final Score || ESPN (Strong): Mystics 83-72 Dream (4 May, 2026) Final Score ESPN || ESPN (Strong): Storm 81-70 Dream (Jul 14, 2024) Final Score"
7,"Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says",PWHL / Women's Hockey,League Expansion,AP News,https://news.google.com/rss/articles/CBMijwFBVV95cUxQVFRwYkxKY05QTWhMcnpBdFgwb2JidU9HZEx4THQ3cTZGUHdJYjd6THRqUWxYZEo4Q2JFZHJETml4SFBVMHNqcFI3c3NGRWhzTG5aNU85SmNEd0o1MWVhMUhpRGVBLTVoZWJTRmo2OENwQWZhWGtnTXoyYVZMM1BCY2tIRFlGTEdFaWJ0VTF0aw?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says"" | Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says amount number details | Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says purse revenue viewership attendance investment | Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says AP News Supplemental source context: AP News (Strong): Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says || AP News (Strong): Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says AP News || Traverse City Record-Eagle (Other): Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says Traverse City Record-Eagle Verify exact stats, scores, records, player details, and jersey numbers before final design.","Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says","Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says","Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says AP News","Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says Traverse City Record-Eagle","Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says Yahoo Sports UK",,,,,,,,,,,,,,,,,,,,,"Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says AP News","Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says AP News",,Yes,"""Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says"" | Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says amount number details | Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says purse revenue viewership attendance investment | Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says AP News",5,"AP News (Strong): Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says || AP News (Strong): Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says AP News || Traverse City Record-Eagle (Other): Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says Traverse City Record-Eagle || Yahoo Sports UK (Strong): Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says Yahoo Sports UK || Antigo Daily Journal (Other): Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says Antigo Daily Journal"
8,"Athletes Unlimited and TOGETHXR Debut ""Everyone Watches Women's Softball"" Amid Historic Growth for the Game",Softball,Record / Milestone,Togethxr,https://news.google.com/rss/articles/CBMifEFVX3lxTE5SOHI0eXB5eGNXajNwX0IteXBGN01RSXJMZS1hTzlqZm5HQ2RKVUtHbUdJaEFEdXFDbzZQVGZfQXJZWlVaM3FiZkVfRlk4NnFBSTRVRU5OMlprS0dxcFFrVWtaTGZIajRIWE1OR2FmVTF2N2JRWjFoMGZ0SzA?oc=5,Medium,fallback_summary,"Skipped Google News aggregator URL. Supplemental searches used: ""Athletes Unlimited and TOGETHXR Debut ""Everyone Watches Women's Softball"" Amid Historic Growth for the Game"" record stats | Athletes Unlimited and TOGETHXR Debut ""Everyone Watches Women's Softball"" Amid Historic Growth for the Game exact record | Athletes Unlimited and TOGETHXR Debut ""Everyone Watches Women's Softball"" Amid Historic Growth for the Game milestone stats | Athletes Unlimited and TOGETHXR Debut ""Everyone Watches Women's Softball"" Amid Historic Growth for the Game Togethxr Verify exact stats, scores, records, player details, and jersey numbers before final design.","Athletes Unlimited and TOGETHXR Debut ""Everyone Watches Women's Softball"" Amid Historic Growth for the Game Togethxr","Athletes Unlimited and TOGETHXR Debut ""Everyone Watches Women's Softball"" Amid Historic Growth for the Game Togethxr",,,,,,,,,,,,,,,,,,,,"Athletes Unlimited and TOGETHXR Debut ""Everyone Watches Women's Softball"" Amid Historic Growth for the Game Togethxr",Milestone is headline-confirmed. Verify exact record details before adding supporting stats.,,,,Milestone is headline-confirmed. Verify exact record details before adding supporting stats.,,Yes,"""Athletes Unlimited and TOGETHXR Debut ""Everyone Watches Women's Softball"" Amid Historic Growth for the Game"" record stats | Athletes Unlimited and TOGETHXR Debut ""Everyone Watches Women's Softball"" Amid Historic Growth for the Game exact record | Athletes Unlimited and TOGETHXR Debut ""Everyone Watches Women's Softball"" Amid Historic Growth for the Game milestone stats | Athletes Unlimited and TOGETHXR Debut ""Everyone Watches Women's Softball"" Amid Historic Growth for the Game Togethxr",0,
9,Michigan Women's Basketball announces Big Ten home/away opponents,NCAA Women's Basketball,Breaking / Transaction,Yahoo Sports,https://news.google.com/rss/articles/CBMikgFBVV95cUxNd0RjNmxQSFFTOVhkYmZuc1RKR2JGWjAzcVJadXV2eXVOaDhqZ3h5a3pyMUpIejVsVHRvRTZaTWdBUzg0UTJPQVJaQzZScG11NkMwNXp6a2F6NEp1OTBEemxiekF5NllTeHNYaDR1ZDhDajhqTFRGOXBGXzV6SFVlajYzUVppMFNuc0pyaHpfcV9CUQ?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Michigan Women's Basketball announces Big Ten home/away opponents"" | Michigan Women's Basketball announces Big Ten home/away opponents details | Michigan Women's Basketball announces Big Ten home/away opponents Yahoo Sports Supplemental source context: Yahoo Sports (Strong): Michigan Women's Basketball announces Big Ten home/away opponents || Yahoo Sports (Strong): Michigan Women's Basketball announces Big Ten home/away opponents Yahoo Sports || Maize n Brew (Other): Michigan Women's Basketball announces Big Ten home/away opponents Maize n Brew Verify exact stats, scores, records, player details, and jersey numbers before final design.",Michigan Women's Basketball announces Big Ten home/away opponents,Michigan Women's Basketball announces Big Ten home/away opponents,Michigan Women's Basketball announces Big Ten home/away opponents Yahoo Sports,Michigan Women's Basketball announces Big Ten home/away opponents Maize n Brew,Big Ten Announces 2026-27 Women's Basketball Home and Away Opponents Michigan State University Athletics,,,,,,,,,,,,,,,,,,,,,,Michigan Women's Basketball announces Big Ten home/away opponents Yahoo Sports,,Yes,"""Michigan Women's Basketball announces Big Ten home/away opponents"" | Michigan Women's Basketball announces Big Ten home/away opponents details | Michigan Women's Basketball announces Big Ten home/away opponents Yahoo Sports",5,"Yahoo Sports (Strong): Michigan Women's Basketball announces Big Ten home/away opponents || Yahoo Sports (Strong): Michigan Women's Basketball announces Big Ten home/away opponents Yahoo Sports || Maize n Brew (Other): Michigan Women's Basketball announces Big Ten home/away opponents Maize n Brew || Michigan State University Athletics (Other): Big Ten Announces 2026-27 Women's Basketball Home and Away Opponents Michigan State University Athletics || Yahoo Sports (Strong): Iowa women's basketball home, away Big Ten opponents set"
10,Sol Ruca's First Women's IC Title Defense Set For WWE Raw In Paris,Women's Sports,Game Recap / Result,Yahoo Sports,https://news.google.com/rss/articles/CBMif0FVX3lxTFBBZVVsODdxSEdDemV4MXF1OXVseXNxbTJ1MXpZdW5QbXZoOE9qMkFEMzVyZC1MSVdRckkyamFsVXM3Z0dfbVlsank0QkMtNGRUXzBhcmM5cmlSdk02S3Q5X0VMWEN2UFpYQVI5Yzd1UUt0VENjUU5rc25keUtGZHc?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Sol Ruca's First Women's IC Title Defense Set For WWE Raw In Paris"" score | Sol Ruca's First Women's IC Title Defense Set For WWE Raw In Paris final score | Sol Ruca's First Women's IC Title Defense Set For WWE Raw In Paris box score | Sol Ruca's First Women's IC Title Defense Set For WWE Raw In Paris Yahoo Sports Supplemental source context: Yahoo Sports (Strong): Sol Ruca's First Women's IC Title Defense Set For WWE Raw In Paris || Yahoo Sports (Strong): Sol Ruca's First Women's IC Title Defense Set For WWE Raw In Paris Yahoo Sports || AOL.com (Other): Sol Ruca's First Women's IC Title Defense Set For WWE Raw In Paris AOL.com Verify exact stats, scores, records, player details, and jersey numbers before final design.",Sol Ruca's First Women's IC Title Defense Set For WWE Raw In Paris,Sol Ruca's First Women's IC Title Defense Set For WWE Raw In Paris,Sol Ruca's First Women's IC Title Defense Set For WWE Raw In Paris Yahoo Sports,Sol Ruca's First Women's IC Title Defense Set For WWE Raw In Paris AOL.com,Sol Ruca's First Women's IC Title Defense Set For WWE Raw In Paris Wrestling Inc.,,,,,,,,,,,,,,,,,,,,,,Sol Ruca's First Women's IC Title Defense Set For WWE Raw In Paris Yahoo Sports,,Yes,"""Sol Ruca's First Women's IC Title Defense Set For WWE Raw In Paris"" score | Sol Ruca's First Women's IC Title Defense Set For WWE Raw In Paris final score | Sol Ruca's First Women's IC Title Defense Set For WWE Raw In Paris box score | Sol Ruca's First Women's IC Title Defense Set For WWE Raw In Paris Yahoo Sports",5,Yahoo Sports (Strong): Sol Ruca's First Women's IC Title Defense Set For WWE Raw In Paris || Yahoo Sports (Strong): Sol Ruca's First Women's IC Title Defense Set For WWE Raw In Paris Yahoo Sports || AOL.com (Other): Sol Ruca's First Women's IC Title Defense Set For WWE Raw In Paris AOL.com || Wrestling Inc. (Other): Sol Ruca's First Women's IC Title Defense Set For WWE Raw In Paris Wrestling Inc. || Sports Illustrated (Strong): WWE Announces Sol Ruca's First Women's Intercontinental Championship Defense
