script_version,rank,editorial_decision,recommended_timing,editorial_score,priority_score,source_quality,source_tier,eligibility_passed,eligibility_reason,time_sensitive,verification_needed,sensitive,duplicate_status,related_story_count,cluster_rank,cluster_id,primary_entity,content_lane,content_bucket,sport,story_type,source,headline,link,post_format,hook,first_slide,carousel_outline,instagram_angle,why_it_matters,caption_starter,visual_brief,hashtags,published,age_hours,decision_reason,score_reason,notes
v11_final,1,Verify First,Verify first,77,8,6,Other,Yes,Passed: clear women's sports signal.,No,Yes,No,Primary,38,1,wnba::caitlin clark,Caitlin Clark,Star-driven engagement,Star Watch,WNBA,Record / Milestone,HITC,What Caitlin Clark immediately did after her first-ever game-winner is winning WNBA fans’ hearts,https://sports.yahoo.com/articles/caitlin-clark-immediately-did-her-053531873.html,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,Milestone watch: What Caitlin Clark immediately did after her first-ever game-winner is winning WNBA fans’ hearts,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,What Caitlin Clark immediately did after her first-ever game-winner is winning WNBA fans’ hearts What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,2026-06-09T05:35:31+00:00,3.3,Needs stronger confirmation before posting.,"Record or milestone. Fresh under 12 hours. Core brand sport: WNBA. Source quality 6/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",
v11_final,2,Maybe Post,Post within 2 hours if still fresh,75,8,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Yes,No,No,Primary,20,1,softball::texas_wcws_title,College World Series,Game coverage,Tonight / Game Coverage,Softball,Game Recap / Result,NCAA.com,Texas wins second straight Women's College World Series title | FINAL OUT,https://news.google.com/rss/articles/CBMiuAFBVV95cUxORzFONGdrc1EwNDVtNzNLYmJ5bU1WR2pzZlNjTzBTNEZud3ZDNU9YbUNPOHVlTGJabF80QkstUk9BRWtwbEhLckJKOXZNRFEtTElXT1RQdXVsOVNmTXpqamh4dDlBNXhmcUpZQU9ydjR3YlVxVGN4OWhjdkFtOF95TVoxVUoyekZWd295dFRXSERVQWFCR2VoODl1dXp1UDNPWHJ2dWxiaC02MnVjWUdwaElNRDRlbmVU?oc=5,Story post,Here is the quick version of what happened and why it matters.,Quick recap: Texas wins second straight Women's College World Series title | FINAL OUT,Slide 1: result | Slide 2: top performer | Slide 3: turning point | Slide 4: what is next,"What happened, who stood out, and why it matters for Softball fans.",This is timely Softball coverage with a result fans may want explained quickly.,Texas wins second straight Women's College World Series title | FINAL OUT Here is the quick breakdown and why it matters.,"Use a quick recap carousel with final result, top performer, and next game.",#WomensSports #HerSportsDaily #SportsNews #Softball #WCWS,2026-06-08T15:16:44+00:00,17.6,"Strong candidate, but not mandatory.",Championship or major result. Fresh under 24 hours. Strong secondary sport: Softball. Source quality 10/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,3,Maybe Post,Post within 2 hours if still fresh,75,8,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,Yes,No,No,Primary,4,1,wnba::aja_wilson,A'Ja Wilson,Star-driven engagement,Tonight / Game Coverage,WNBA,Game Recap / Result,USA TODAY Sports,"A'ja Wilson beats Diana Taurasi to 6,000 points for WNBA record in Aces win",https://sports.yahoo.com/articles/aja-wilson-beats-diana-taurasi-060524644.html,Story post,Here is the quick version of what happened and why it matters.,"Quick recap: A'ja Wilson beats Diana Taurasi to 6,000 points for WNBA record in Aces win",Slide 1: result | Slide 2: top performer | Slide 3: turning point | Slide 4: what is next,"What happened, who stood out, and why it matters for WNBA fans.",This is timely WNBA coverage with a result fans may want explained quickly.,"A'ja Wilson beats Diana Taurasi to 6,000 points for WNBA record in Aces win Here is the quick breakdown and why it matters.","Use a quick recap carousel with final result, top performer, and next game.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,2026-06-09T06:05:24+00:00,2.8,"Strong candidate, but not mandatory.","Game result. Fresh under 6 hours. Core brand sport: WNBA. Source quality 9/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",
v11_final,4,Maybe Post,Use when convenient,75,8,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,No,No,No,Primary,3,1,tennis::mirra andreeva,Mirra Andreeva,Star-driven engagement,Star Watch,Tennis,Record / Milestone,Just Women's Sports,Mirra Andreeva Becomes Youngest French Open Women’s Champion Since 1992,https://justwomenssports.com/reads/french-open-2026-winner-mirra-andreeva-wta-tour-grand-slam-results/,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Mirra Andreeva Becomes Youngest French Open Women’s Champion Since 1992,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Mirra Andreeva Becomes Youngest French Open Women’s Champion Since 1992 What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis,2026-06-08T16:00:19+00:00,16.8,"Strong candidate, but not mandatory.","Record or milestone. Fresh under 24 hours. Strong secondary sport: Tennis. Source quality 8/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",
v11_final,5,Maybe Post,Use when convenient,74,8,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,No,No,No,Primary,81,1,golf::us_womens_open,Nelly Korda,Star-driven engagement,Star Watch,Golf / LPGA,Record / Milestone,Yahoo Sports,Nelly Korda continues her historic march with 2026 U.S. Women's Open title,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNclBwRHVsTER2cDlORWxGZmhiY1JoVU1oU1IzRGFsS1ROamZvSDlKcG8xOWEzRjFMOWNUU29IeFI1dUZISHZPWFpidzdWS2g2Y1d3MHZsVWZqQUFYZGRvb2ZHZkVVSkZkQkVZNmoyOTJWUTFFSkJucWFwMHNHVURvY1psaVhWOFFTNEhv?oc=5,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Nelly Korda continues her historic march with 2026 U.S. Women's Open title,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Nelly Korda continues her historic march with 2026 U.S. Women's Open title What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #LPGA #Golf,2026-06-08T03:28:00+00:00,29.4,"Strong candidate, but not mandatory.","Record or milestone. Recent under 72 hours. Strong secondary sport: Golf / LPGA. Source quality 9/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",
v11_final,6,Maybe Post,Use when convenient,73,8,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,No,No,No,Primary,3,1,wnba::atlanta dream,Atlanta Dream,Daily news,Daily News,WNBA,Record / Milestone,Just Women's Sports,Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss,https://justwomenssports.com/reads/mystics-vs-dream-coach-sydney-johnson-ejected-wnba-game-washington-scores/,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Washington Coach Sydney Johnson Ejected in Blowout Mystics vs Dream Loss What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,2026-06-08T15:41:02+00:00,17.2,"Strong candidate, but not mandatory.",Record or milestone. Fresh under 24 hours. Core brand sport: WNBA. Source quality 8/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,7,Maybe Post,Post during daytime engagement window,70,7,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,No,No,No,Primary,22,1,pwhl / women's hockey::pwhl,Pwhl,Growth of the game,Growth of the Game,PWHL / Women's Hockey,League Expansion,AP News,"Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says",https://news.google.com/rss/articles/CBMijwFBVV95cUxQVFRwYkxKY05QTWhMcnpBdFgwb2JidU9HZEx4THQ3cTZGUHdJYjd6THRqUWxYZEo4Q2JFZHJETml4SFBVMHNqcFI3c3NGRWhzTG5aNU85SmNEd0o1MWVhMUhpRGVBLTVoZWJTRmo2OENwQWZhWGtnTXoyYVZMM1BCY2tIRFlGTEdFaWJ0VTF0aw?oc=5,Map/expansion carousel,Another market is betting big on women's sports.,"Expansion watch: Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says",Slide 1: expansion headline | Slide 2: market/team details | Slide 3: why demand is rising | Slide 4: fan question,Another sign that women's sports demand is outgrowing the old model.,Expansion stories show where fan demand and investor confidence are rising.,"Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says More teams, more investment, more proof that the demand is real.","Use a map, team/logo style graphic, or market comparison carousel.",#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey,2026-06-09T00:58:00+00:00,7.9,"Strong candidate, but not mandatory.",Expansion story. Fresh under 12 hours. Core brand sport: PWHL / Women's Hockey. Source quality 9/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,8,Save for Weekend,Save for weekend or filler slot,67,7,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,No,No,No,Primary,1,1,softball::athletes_unlimited_togethxr_debut_everyone_watches_women's_softball,,College spotlight,College Spotlight,Softball,Record / Milestone,Togethxr,Athletes Unlimited and TOGETHXR Debut “Everyone Watches Women’s Softball” Amid Historic Growth for the Game,https://news.google.com/rss/articles/CBMifEFVX3lxTE5SOHI0eXB5eGNXajNwX0IteXBGN01RSXJMZS1hTzlqZm5HQ2RKVUtHbUdJaEFEdXFDbzZQVGZfQXJZWlVaM3FiZkVfRlk4NnFBSTRVRU5OMlprS0dxcFFrVWtaTGZIajRIWE1OR2FmVTF2N2JRWjFoMGZ0SzA?oc=5,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Athletes Unlimited and TOGETHXR Debut “Everyone Watches Women’s Softball” Amid Historic Growth for the Game,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Athletes Unlimited and TOGETHXR Debut “Everyone Watches Women’s Softball” Amid Historic Growth for the Game What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #Softball #WCWS,2026-06-08T15:17:29+00:00,17.6,Useful but not urgent.,Record or milestone. Fresh under 24 hours. Strong secondary sport: Softball. Source quality 8/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,9,Save for Weekend,Save for weekend or filler slot,64,7,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,Yes,No,No,Primary,1,1,ncaa women's basketball::michigan_women's_basketball_announces_big_ten_home_away,,College spotlight,College Spotlight,NCAA Women's Basketball,Breaking / Transaction,Yahoo Sports,Michigan Women’s Basketball announces Big Ten home/away opponents,https://news.google.com/rss/articles/CBMikgFBVV95cUxNd0RjNmxQSFFTOVhkYmZuc1RKR2JGWjAzcVJadXV2eXVOaDhqZ3h5a3pyMUpIejVsVHRvRTZaTWdBUzg0UTJPQVJaQzZScG11NkMwNXp6a2F6NEp1OTBEemxiekF5NllTeHNYaDR1ZDhDajhqTFRGOXBGXzV6SFVlajYzUVppMFNuc0pyaHpfcV9CUQ?oc=5,Story post,Michigan Women’s Basketball announces Big Ten home/away opponents,Michigan Women’s Basketball announces Big Ten home/away opponents,Slide 1: headline | Slide 2: context | Slide 3: why it matters | Slide 4: audience question,Quick hit: Michigan Women’s Basketball announces Big Ten home/away opponents,"This is a useful update, but it should be weighed against stronger stories.",Michigan Women’s Basketball announces Big Ten home/away opponents What should we cover next?,"Use a simple NCAA Women's Basketball news card with headline, context, and one engagement question.",#WomensSports #HerSportsDaily #SportsNews #NCAAWBB #WomensBasketball,2026-06-08T23:43:10+00:00,9.1,Useful but not urgent.,Confirmed breaking or transaction story. Fresh under 12 hours. Core brand sport: NCAA Women's Basketball. Source quality 9/10. Engagement: normal interest. Penalties: no major penalties.,
v11_final,10,Save for Weekend,Post within 2 hours if still fresh,63,7,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,Yes,No,No,Primary,1,1,women's sports::sol_ruca's_women's_title_defense_set_wwe_raw,,Game coverage,Tonight / Game Coverage,Women's Sports,Game Recap / Result,Yahoo Sports,Sol Ruca's First Women's IC Title Defense Set For WWE Raw In Paris,https://news.google.com/rss/articles/CBMif0FVX3lxTFBBZVVsODdxSEdDemV4MXF1OXVseXNxbTJ1MXpZdW5QbXZoOE9qMkFEMzVyZC1MSVdRckkyamFsVXM3Z0dfbVlsank0QkMtNGRUXzBhcmM5cmlSdk02S3Q5X0VMWEN2UFpYQVI5Yzd1UUt0VENjUU5rc25keUtGZHc?oc=5,Story post,Here is the quick version of what happened and why it matters.,Quick recap: Sol Ruca's First Women's IC Title Defense Set For WWE Raw In Paris,Slide 1: result | Slide 2: top performer | Slide 3: turning point | Slide 4: what is next,"What happened, who stood out, and why it matters for Women's Sports fans.",This is timely Women's Sports coverage with a result fans may want explained quickly.,Sol Ruca's First Women's IC Title Defense Set For WWE Raw In Paris Here is the quick breakdown and why it matters.,"Use a quick recap carousel with final result, top performer, and next game.",#WomensSports #HerSportsDaily #SportsNews,2026-06-07T18:41:37+00:00,38.2,Useful but not urgent.,Championship or major result. Aging under 48 hours. General women's sports fit. Source quality 9/10. Engagement: high-interest keyword. Penalties: no major penalties.,
