rank,headline,sport,story_type,source,link,context_confidence,context_source_status,verified_context_notes,story_summary,key_fact_1,key_fact_2,key_fact_3,key_fact_4,winner,loser,final_score,matchup,game_time,tv_network,key_player_1,key_player_1_statline,key_player_2,key_player_2_statline,watch_angle,round_or_event,top_performer_1,top_performer_1_statline,top_performer_2,top_performer_2_statline,milestone_text,historical_context,key_number,number_context,business_impact,main_takeaway,next_game_or_implication,manual_review_flag,supplemental_search_queries,supplemental_source_count,supplemental_sources
1,New York Puts Unbeaten Commissioner's Cup Record on the Line in Atlanta,WNBA,Record / Milestone,Just Women's Sports,https://justwomenssports.com/reads/liberty-vs-dream-wnba-commissioners-cup-player-stats/,High,direct_article_plus_supplemental_search,"Fetched direct article text. Supplemental searches used: ""New York Puts Unbeaten Commissioner's Cup Record on the Line in Atlanta"" record stats | New York Puts Unbeaten Commissioner's Cup Record on the Line in Atlanta exact record | New York Puts Unbeaten Commissioner's Cup Record on the Line in Atlanta milestone stats | New York Puts Unbeaten Commissioner's Cup Record on the Line in Atlanta WNBA records stats | New York Puts Unbeaten Commissioner's Cup Record on the Line in Atlanta Just Women's Sports Supplemental source context: CBS Sports (Strong): How the Liberty's stunning comeback win over Dream earned Fever a spot in the Commissioner's Cup championship || CBS Sports (Strong): How the Liberty's stunning comeback win over Dream earned Fever a spot in the Commissioner's Cup championship CBS Sports","The Liberty has won five straight, sitting 3-0 in Cup play after star Breanna Stewart's 28 points secured Monday's 89-80 win over the last-place Sun.","The Liberty has won five straight, sitting 3-0 in Cup play after star Breanna Stewart's 28 points secured Monday's 89-80 win over the last-place Sun.","1 standing on the line tonight, as the Commissioner's Cup's Eastern Conference leader squares off with second-place Atlanta for the first time this year.","The 3-1 Dream enters on its own hot streak , taking four of its last five games behind power trio Rhyne Howard, Allisha Gray, and double-double machine Angel Reese.",She earned an MA in Social Documentation from UC Santa Cruz and previously served as an Editorial Director at Thrillist as well as a Content Editor at Google.,,,3-0,,,,,,,,,,,,,,3,"1 standing on the line tonight, as the Commissioner's Cup's Eastern Conference leader squares off with second-place Atlanta for the first time this year.",3,"The Liberty has won five straight, sitting 3-0 in Cup play after star Breanna Stewart's 28 points secured Monday's 89-80 win over the last-place Sun.",,"1 standing on the line tonight, as the Commissioner's Cup's Eastern Conference leader squares off with second-place Atlanta for the first time this year.",,No,"""New York Puts Unbeaten Commissioner's Cup Record on the Line in Atlanta"" record stats | New York Puts Unbeaten Commissioner's Cup Record on the Line in Atlanta exact record | New York Puts Unbeaten Commissioner's Cup Record on the Line in Atlanta milestone stats | New York Puts Unbeaten Commissioner's Cup Record on the Line in Atlanta WNBA records stats | New York Puts Unbeaten Commissioner's Cup Record on the Line in Atlanta Just Women's Sports",2,CBS Sports (Strong): How the Liberty's stunning comeback win over Dream earned Fever a spot in the Commissioner's Cup championship || CBS Sports (Strong): How the Liberty's stunning comeback win over Dream earned Fever a spot in the Commissioner's Cup championship CBS Sports
2,"Caitlin Clark, Fever draw another near-milestone audience vs. Liberty",WNBA,Record / Milestone,Hawkeyes Wire,https://news.google.com/rss/articles/CBMi-gFBVV95cUxOOFlhZXpZUW8taUJ6Y25tZHBMYnByTlJ3YW9MMTlsb012SlFORUtGZ2ZSLXBMSXBVSHg1Q1FRdnBFQUs1QlJGcnVkSDFod0JSYU9DenBOTTg5S1F6blZzTkZDZEpnRXlldjM1ODhzekNnZ21EYnE1Y1hPOUUyajZsVkNYTWNGXzB5VUctNXhqY2NZRTViOENPNGVuYUZJbDQ2RWhmMURRdmlRMW10bUJfQnBIdXhxVHZBZXZ1ejZUMmdsS0FDRVRsSXV3QksyS3V2MG91TUtTbGpkMkJoMkdwS19oM2s1VmFYNGpaLTMzYjJLNm8zZ0dfeGpR?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Caitlin Clark, Fever draw another near-milestone audience vs. Liberty"" record stats | Caitlin Clark, Fever draw another near-milestone audience vs. Liberty exact record | Caitlin Clark, Fever draw another near-milestone audience vs. Liberty milestone stats | Caitlin Clark, Fever draw another near-milestone audience vs. Liberty WNBA records stats | Caitlin Clark, Fever draw another near-milestone audience vs. Liberty Hawkeyes Wire Supplemental source context: Yahoo Sports (Strong): Caitlin Clark, Fever draw another near-milestone audience vs. Liberty || Yahoo Sports (Strong): Caitlin Clark, Fever draw another near-milestone audience vs. || Hawkeyes Wire (Other): How many points did Caitlin Clark score in Fever preseason opener? Verify exact stats, scores, records, player details, and jersey numbers before final design.","Caitlin Clark, Fever draw another near-milestone audience vs. Liberty","Caitlin Clark, Fever draw another near-milestone audience vs. Liberty","Caitlin Clark, Fever draw another near-milestone audience vs.",How many points did Caitlin Clark score in Fever preseason opener?,Indiana Fever schedule: When does Caitlin Clark play again?,,,,,,,,,,,,,,,,,"Caitlin Clark, Fever draw another near-milestone audience vs. Liberty","Caitlin Clark, Fever draw another near-milestone audience vs.",,,,"Caitlin Clark, Fever draw another near-milestone audience vs.",,Yes,"""Caitlin Clark, Fever draw another near-milestone audience vs. Liberty"" record stats | Caitlin Clark, Fever draw another near-milestone audience vs. Liberty exact record | Caitlin Clark, Fever draw another near-milestone audience vs. Liberty milestone stats | Caitlin Clark, Fever draw another near-milestone audience vs. Liberty WNBA records stats | Caitlin Clark, Fever draw another near-milestone audience vs. Liberty Hawkeyes Wire",5,"Yahoo Sports (Strong): Caitlin Clark, Fever draw another near-milestone audience vs. Liberty || Yahoo Sports (Strong): Caitlin Clark, Fever draw another near-milestone audience vs. || Hawkeyes Wire (Other): How many points did Caitlin Clark score in Fever preseason opener? || Hawkeyes Wire (Other): Indiana Fever schedule: When does Caitlin Clark play again? || MSN (Other): Caitlin Clark defends fiery play amid mounting criticism"
3,Brittney Sykes Drops 38 as Toronto Outlasts Connecticut in OT Thriller,WNBA,Record / Milestone,Just Women's Sports,https://justwomenssports.com/reads/sun-vs-tempo-brittney-sykes-toronto-tempo-marina-mabrey-wnba-scores/,High,direct_article_text,"Fetched direct article text. Supplemental searches used: ""Brittney Sykes Drops 38 as Toronto Outlasts Connecticut in OT Thriller"" record stats | Brittney Sykes Drops 38 as Toronto Outlasts Connecticut in OT Thriller exact record | Brittney Sykes Drops 38 as Toronto Outlasts Connecticut in OT Thriller milestone stats | Brittney Sykes Drops 38 as Toronto Outlasts Connecticut in OT Thriller WNBA records stats | Brittney Sykes Drops 38 as Toronto Outlasts Connecticut in OT Thriller Just Women's Sports","Brittney Sykes Drops 38 as Toronto Outlasts Connecticut in OT Thriller Brittney Sykes and Marina Mabrey lifted Toronto over Connecticut, rallying from 14 down to win the Tempo vs Sun Commissioner's Cup clash.","Brittney Sykes Drops 38 as Toronto Outlasts Connecticut in OT Thriller Brittney Sykes and Marina Mabrey lifted Toronto over Connecticut, rallying from 14 down to win the Tempo vs Sun Commissioner's Cup clash.",The Ontario native posted a career-high 24 points on 8-of-9 shooting.,The Tempo (7-5) have now won four of its last five games .,"Marina Mabrey added 21 points, while Laura Juskaite contributed 19.",,,7-5,,,,,,,,,,,,,,24 points,The Ontario native posted a career-high 24 points on 8-of-9 shooting.,24 points,"Brittney Sykes Drops 38 as Toronto Outlasts Connecticut in OT Thriller Brittney Sykes and Marina Mabrey lifted Toronto over Connecticut, rallying from 14 down to win the Tempo vs Sun Commissioner's Cup clash.",,The Ontario native posted a career-high 24 points on 8-of-9 shooting.,,No,"""Brittney Sykes Drops 38 as Toronto Outlasts Connecticut in OT Thriller"" record stats | Brittney Sykes Drops 38 as Toronto Outlasts Connecticut in OT Thriller exact record | Brittney Sykes Drops 38 as Toronto Outlasts Connecticut in OT Thriller milestone stats | Brittney Sykes Drops 38 as Toronto Outlasts Connecticut in OT Thriller WNBA records stats | Brittney Sykes Drops 38 as Toronto Outlasts Connecticut in OT Thriller Just Women's Sports",0,
4,PWHL Expansion: Rumour Mill Continues To Swirl As PWHL Talent-Pool Continues To Be Shuffled,PWHL / Women's Hockey,League Expansion,Yahoo Sports,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNMUdlWXJEVUNTZUgxTFNxcU1nek9FNkxpNnQ0cnVPdVdDclFDeWtHUDdJdHozSEpOVEpneFc2SVJabEVrdTlYMTJ4cTNnbEpPTXNkYUtfUFNvNF80ZVc1ZFZhNjcwQzJXTXdDLXhaVENmNDM4aHhkSE1nWDlxRktFLVpFX2ZYb2haYk5F?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""PWHL Expansion: Rumour Mill Continues To Swirl As PWHL Talent-Pool Continues To Be Shuffled"" | PWHL Expansion: Rumour Mill Continues To Swirl As PWHL Talent-Pool Continues To Be Shuffled amount number details | PWHL Expansion: Rumour Mill Continues To Swirl As PWHL Talent-Pool Continues To Be Shuffled purse revenue viewership attendance investment | PWHL Expansion: Rumour Mill Continues To Swirl As PWHL Talent-Pool Continues To Be Shuffled Yahoo Sports Supplemental source context: Yahoo Sports (Strong): Grading The PWHL Expansion Team's Phase Two Success || Yahoo Sports (Strong): Grading The PWHL Expansion Team's Phase Two Success Yahoo Sports || Yahoo Sports (Strong): PWHL San Jose Adds Defender Hadley Hartmetz From Boston Verify exact stats, scores, records, player details, and jersey numbers before final design.",Grading The PWHL Expansion Team's Phase Two Success,Grading The PWHL Expansion Team's Phase Two Success,Grading The PWHL Expansion Team's Phase Two Success Yahoo Sports,PWHL San Jose Adds Defender Hadley Hartmetz From Boston,PWHL San Jose Adds Defender Hadley Hartmetz From Boston Yahoo Sports,,,,,,,,,,,,,,,,,,,,,Grading The PWHL Expansion Team's Phase Two Success Yahoo Sports,Grading The PWHL Expansion Team's Phase Two Success Yahoo Sports,,Yes,"""PWHL Expansion: Rumour Mill Continues To Swirl As PWHL Talent-Pool Continues To Be Shuffled"" | PWHL Expansion: Rumour Mill Continues To Swirl As PWHL Talent-Pool Continues To Be Shuffled amount number details | PWHL Expansion: Rumour Mill Continues To Swirl As PWHL Talent-Pool Continues To Be Shuffled purse revenue viewership attendance investment | PWHL Expansion: Rumour Mill Continues To Swirl As PWHL Talent-Pool Continues To Be Shuffled Yahoo Sports",5,Yahoo Sports (Strong): Grading The PWHL Expansion Team's Phase Two Success || Yahoo Sports (Strong): Grading The PWHL Expansion Team's Phase Two Success Yahoo Sports || Yahoo Sports (Strong): PWHL San Jose Adds Defender Hadley Hartmetz From Boston || Yahoo Sports (Strong): PWHL San Jose Adds Defender Hadley Hartmetz From Boston Yahoo Sports || Yahoo Sports (Strong): PWHL Teams Remain In The Dark About The PWHL Draft
5,Gotham FC announces first-ever ‘dedicated' training facility,NWSL / Women's Soccer,Record / Milestone,Equalizer Soccer,https://news.google.com/rss/articles/CBMiogFBVV95cUxPRTAyUG93UzNGVDZWWFVzcmhFUXBKQ3NhZF9aQUJYNHB0cklZQ2hvVzdnSGZweFR1Y1BWSFFQNEF5Qk1abHZZNDBZMDdUZGpTbVF6TVMyS1c3d0ZqSWFMOWktY0p6ajAwem5FQmNQUGphbHJtNDl0MmNVZ0tiS2J1WHBmQ1RWRnUwODN3WVc1NW9lWi1zMFJLYkhaQXktNV9QdVE?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Gotham FC announces first-ever ‘dedicated' training facility"" record stats | Gotham FC announces first-ever ‘dedicated' training facility exact record | Gotham FC announces first-ever ‘dedicated' training facility milestone stats | Gotham FC announces first-ever ‘dedicated' training facility Equalizer Soccer Supplemental source context: Yahoo Sports (Strong): Gotham FC to construct $35 million training facility, a first for the club: ‘This is absolutely huge' || Yahoo Sports (Strong): Gotham FC to construct $35 million training facility, a first for the club: ‘This is absolutely huge' Yahoo Sports || All For XI (Other): Club History: Denver Summit FC takes down defending NWSL Champions NJ/NY Gotham 2-0 for their first ever win Verify exact stats, scores, records, player details, and jersey numbers before final design.","Gotham FC to construct $35 million training facility, a first for the club: ‘This is absolutely huge'","Gotham FC to construct $35 million training facility, a first for the club: ‘This is absolutely huge'","Gotham FC to construct $35 million training facility, a first for the club: ‘This is absolutely huge' Yahoo Sports",Club History: Denver Summit FC takes down defending NWSL Champions NJ/NY Gotham 2-0 for their first ever win,Club History: Denver Summit FC takes down defending NWSL Champions NJ/NY Gotham 2-0 for their first ever win All For XI,,,2-0,,,,,,,,,,,,,,"Gotham FC to construct $35 million training facility, a first for the club: ‘This is absolutely huge'","Gotham FC to construct $35 million training facility, a first for the club: ‘This is absolutely huge' Yahoo Sports",,,,"Gotham FC to construct $35 million training facility, a first for the club: ‘This is absolutely huge' Yahoo Sports",,Yes,"""Gotham FC announces first-ever ‘dedicated' training facility"" record stats | Gotham FC announces first-ever ‘dedicated' training facility exact record | Gotham FC announces first-ever ‘dedicated' training facility milestone stats | Gotham FC announces first-ever ‘dedicated' training facility Equalizer Soccer",5,"Yahoo Sports (Strong): Gotham FC to construct $35 million training facility, a first for the club: ‘This is absolutely huge' || Yahoo Sports (Strong): Gotham FC to construct $35 million training facility, a first for the club: ‘This is absolutely huge' Yahoo Sports || All For XI (Other): Club History: Denver Summit FC takes down defending NWSL Champions NJ/NY Gotham 2-0 for their first ever win || All For XI (Other): Club History: Denver Summit FC takes down defending NWSL Champions NJ/NY Gotham 2-0 for their first ever win All For XI || Yahoo Sports (Strong): Gotham FC announces dedicated training facility"
6,"Berlin Open 411: Dates, draws, prize money and everything to know",Tennis,Business / Growth,WTA Tennis,https://news.google.com/rss/articles/CBMiowFBVV95cUxNSVNPNndFMFVaTlBCd0dsMmhuVGVLdEYwZzhWcDM4eXY0dl9Vc3d6MkhqaFlJWWszVmlJdWtzNFZtUF80Q2xKaTM1Q0o2OGlyaVY3RkxpTUY4dllTdENPUFk3VzYtQTZGcGNHT1A0c1hReENRbzZJMTN4VzJzOTdYalh6SUFuM2RyaWttdzRnNVVqaUdSYmtQekJmU0tNVFAxdG80?oc=5,High,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Berlin Open 411: Dates, draws, prize money and everything to know"" | Berlin Open 411: Dates, draws, prize money and everything to know amount number details | Berlin Open 411: Dates, draws, prize money and everything to know purse revenue viewership attendance investment | Berlin Open 411: Dates, draws, prize money and everything to know WTA Tennis Supplemental source context: WTA Tennis (Official): Berlin Open 411: Dates, draws, prize money and everything to know || WTA Tennis (Official): Berlin Open 411: Dates, draws, prize money and everything to know WTA Tennis || WTA Tennis (Official): Grass-Court Swing 411: Dates, draws, prize money and everything you need to know","Berlin Open 411: Dates, draws, prize money and everything to know","Berlin Open 411: Dates, draws, prize money and everything to know","Berlin Open 411: Dates, draws, prize money and everything to know WTA Tennis","Grass-Court Swing 411: Dates, draws, prize money and everything you need to know","Grass-Court Swing 411: Dates, draws, prize money and everything you need to know WTA Tennis",,,,,,,,,,,,,,,,,,,,,"Berlin Open 411: Dates, draws, prize money and everything to know WTA Tennis","Berlin Open 411: Dates, draws, prize money and everything to know WTA Tennis",,No,"""Berlin Open 411: Dates, draws, prize money and everything to know"" | Berlin Open 411: Dates, draws, prize money and everything to know amount number details | Berlin Open 411: Dates, draws, prize money and everything to know purse revenue viewership attendance investment | Berlin Open 411: Dates, draws, prize money and everything to know WTA Tennis",5,"WTA Tennis (Official): Berlin Open 411: Dates, draws, prize money and everything to know || WTA Tennis (Official): Berlin Open 411: Dates, draws, prize money and everything to know WTA Tennis || WTA Tennis (Official): Grass-Court Swing 411: Dates, draws, prize money and everything you need to know || WTA Tennis (Official): Grass-Court Swing 411: Dates, draws, prize money and everything you need to know WTA Tennis || WTA Tennis (Official): Sunshine Swing 411: Dates, draws, prize money and everything you need to know"
7,Trinity Rodman: ‘Insane' USWNT friendlies in Brazil are good prep for Women's World Cup,NWSL / Women's Soccer,Game Preview,Yahoo Sports,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOa3R4ZzM4aTZaTlhzejVzUTZXMXhOTk5QMzA3Y3BqdjRMVkppVFJUMXhmRjVzQ01TTEs1eDhmSktaQmtoczdudnE2Q0tPSUUwVnJZeDkzOVRJY1pkNzlmSHhPNVBjQ0MxT3RSdDlFam03LUdfZkVmQUZacTJ6blBWYTJ1Rms0RWxMeUdrVnNFM2I1V28zZklwVnVVYTZRT0tGMXAtZFc5dGVrRkJVbFdiWGV6ZmxKamkwRnlNVENDSFVzSGY0eGtPQw?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Trinity Rodman: ‘Insane' USWNT friendlies in Brazil are good prep for Women's World Cup"" time TV broadcast | Trinity Rodman: ‘Insane' USWNT friendlies in Brazil are good prep for Women's World Cup matchup preview | Trinity Rodman: ‘Insane' USWNT friendlies in Brazil are good prep for Women's World Cup key players | Trinity Rodman: ‘Insane' USWNT friendlies in Brazil are good prep for Women's World Cup Yahoo Sports Supplemental source context: Yahoo Sports (Strong): Trinity Rodman: ‘Insane' USWNT friendlies in Brazil are good prep for Women's World Cup || Yahoo Sports (Strong): Trinity Rodman: ‘Insane' USWNT friendlies in Brazil are good prep for Women's World Cup Yahoo Sports || Yahoo Sports (Strong): Trinity Rodman's World Cup advice for USMNT: ‘Don't be afraid to try things' Verify exact stats, scores, records, player details, and jersey numbers before final design.",Trinity Rodman: ‘Insane' USWNT friendlies in Brazil are good prep for Women's World Cup,Trinity Rodman: ‘Insane' USWNT friendlies in Brazil are good prep for Women's World Cup,Trinity Rodman: ‘Insane' USWNT friendlies in Brazil are good prep for Women's World Cup Yahoo Sports,Trinity Rodman's World Cup advice for USMNT: ‘Don't be afraid to try things',Trinity Rodman's World Cup advice for USMNT: ‘Don't be afraid to try things' Yahoo Sports,,,,Trinity Rodman: ‘Insane' USWNT friendlies in Brazil are good prep for Women's World Cup,,,,,,,Trinity Rodman: ‘Insane' USWNT friendlies in Brazil are good prep for Women's World Cup Yahoo Sports,,,,,,,,,,,Trinity Rodman: ‘Insane' USWNT friendlies in Brazil are good prep for Women's World Cup Yahoo Sports,,Yes,"""Trinity Rodman: ‘Insane' USWNT friendlies in Brazil are good prep for Women's World Cup"" time TV broadcast | Trinity Rodman: ‘Insane' USWNT friendlies in Brazil are good prep for Women's World Cup matchup preview | Trinity Rodman: ‘Insane' USWNT friendlies in Brazil are good prep for Women's World Cup key players | Trinity Rodman: ‘Insane' USWNT friendlies in Brazil are good prep for Women's World Cup Yahoo Sports",5,Yahoo Sports (Strong): Trinity Rodman: ‘Insane' USWNT friendlies in Brazil are good prep for Women's World Cup || Yahoo Sports (Strong): Trinity Rodman: ‘Insane' USWNT friendlies in Brazil are good prep for Women's World Cup Yahoo Sports || Yahoo Sports (Strong): Trinity Rodman's World Cup advice for USMNT: ‘Don't be afraid to try things' || Yahoo Sports (Strong): Trinity Rodman's World Cup advice for USMNT: ‘Don't be afraid to try things' Yahoo Sports || Yahoo Sports (Strong): Why Spain's Lamine Yamal could ‘win it all' in the World Cup
8,"Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title",Women's Sports,Game Recap / Result,Yahoo Sports,https://news.google.com/rss/articles/CBMihAFBVV95cUxNbVJ6VnF5QjBaLVdYeGU0cGZ4emk5SG11cjhybXRXN2VmV0tfcTAzN05Na2ltNndNUWlHMkh5MjZ3S25kVXpxbDhNXzNDTkVXWTZaUnlna3RFYzNwNHBJQVRvNEhNQk1uOVA1Z0dmMFE2RDhmbFhwN2Y1VFRKbVV4eFNkYk8?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title"" score | Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title final score | Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title box score | Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title Yahoo Sports Supplemental source context: Yahoo Sports (Strong): Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title || Yahoo Sports (Strong): Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title Yahoo Sports || AOL.com (Other): Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title AOL.com Verify exact stats, scores, records, player details, and jersey numbers before final design.","Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title","Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title","Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title Yahoo Sports","Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title AOL.com","Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title Wrestling Inc.",,,,,,,,,,,,,,,,,,,,,,"Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title Yahoo Sports",,Yes,"""Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title"" score | Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title final score | Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title box score | Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title Yahoo Sports",5,"Yahoo Sports (Strong): Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title || Yahoo Sports (Strong): Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title Yahoo Sports || AOL.com (Other): Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title AOL.com || Wrestling Inc. (Other): Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title Wrestling Inc. || Pro Wrestling Dot Net (Other): NXT TV results (3/17): Moore's review of Jacy Jayne vs. Sol Ruca vs. Zaria for the NXT Women's Championship, Tatum Paxley vs. Izzi Dame in a steel cage match for the NXT Women's NA Title"
9,"After Phase 2 losses, who will the Montréal Victoire protect in Phase 3 of expansion?",PWHL / Women's Hockey,League Expansion,The IX Sports,https://news.google.com/rss/articles/CBMi3wFBVV95cUxNUUttMTVleXRWall6dm1lZE43UnN5SjVjU2w5a21TQ2Z2TVFBWFU1Zmt2M01uN0lXS1NJT2VxZzJFTUVoc25TNkdZaGFLN1VwM2ZvMTQ3VEZBYm4zMVFNZ293SnZUZHFOWm9MY3R2R3FNbVpHaGJOS1lPTF9GTF8yU2NwdGhsdTFNeXNQdXhMUlRoa0lsa2RIWTR5UGdLOG9EcEdJeGtrNXc4RmRrX1ByRE5UNkQ1azc1bWFXaXcyUlhVZ1h0VGxBdFg3SFl1WmRLX0JOTXJFNXU5QnFaWWZF?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""After Phase 2 losses, who will the Montréal Victoire protect in Phase 3 of expansion?"" | After Phase 2 losses, who will the Montréal Victoire protect in Phase 3 of expansion? amount number details | After Phase 2 losses, who will the Montréal Victoire protect in Phase 3 of expansion? purse revenue viewership attendance investment | After Phase 2 losses, who will the Montréal Victoire protect in Phase 3 of expansion? The IX Sports Supplemental source context: The IX Sports (Other): After Phase 2 losses, who will the Montréal Victoire protect in Phase 3 of expansion? || The IX Sports (Other): PWHL expansion update: Boston Fleet losses and Phase 3 protection candidates || The IX Sports (Other): PWHL expansion update: Boston Fleet losses and Phase 3 protection candidates The IX Sports Verify exact stats, scores, records, player details, and jersey numbers before final design.","After Phase 2 losses, who will the Montréal Victoire protect in Phase 3 of expansion?","After Phase 2 losses, who will the Montréal Victoire protect in Phase 3 of expansion?",PWHL expansion update: Boston Fleet losses and Phase 3 protection candidates,PWHL expansion update: Boston Fleet losses and Phase 3 protection candidates The IX Sports,Goldeneyes Escape Phase 2 Of PWHL Expansion Process Without Losing Any Players,,,,,,,,,,,,,,,,,,,,,PWHL expansion update: Boston Fleet losses and Phase 3 protection candidates,PWHL expansion update: Boston Fleet losses and Phase 3 protection candidates,,Yes,"""After Phase 2 losses, who will the Montréal Victoire protect in Phase 3 of expansion?"" | After Phase 2 losses, who will the Montréal Victoire protect in Phase 3 of expansion? amount number details | After Phase 2 losses, who will the Montréal Victoire protect in Phase 3 of expansion? purse revenue viewership attendance investment | After Phase 2 losses, who will the Montréal Victoire protect in Phase 3 of expansion? The IX Sports",5,"The IX Sports (Other): After Phase 2 losses, who will the Montréal Victoire protect in Phase 3 of expansion? || The IX Sports (Other): PWHL expansion update: Boston Fleet losses and Phase 3 protection candidates || The IX Sports (Other): PWHL expansion update: Boston Fleet losses and Phase 3 protection candidates The IX Sports || Yahoo Sports Canada (Strong): Goldeneyes Escape Phase 2 Of PWHL Expansion Process Without Losing Any Players || Yahoo Sports Canada (Strong): Goldeneyes Escape Phase 2 Of PWHL Expansion Process Without Losing Any Players Yahoo Sports Canada"
10,Audience Analysis: McAfee special not a viewership hit; WCWS finale sets record,Softball,Business / Growth,Sports Business Journal,https://news.google.com/rss/articles/CBMi0gFBVV95cUxPcDk5TUlZYy1VRF9tWDhtaDdoN3BoOGd4alpsTmhFaGlEMm41RkJ2cEZfLUJCMFZ4WlBXYmY5UzM2MjBfaVFtRGYxM2FQUEtpcUk3RjVmLVBRaUMzaHJrSXlBdkVGWG1iWHpGcHdLOE9BVnpPX2Z4R3FMdktNZ1Z0NzBIcFhTUkJ2TnZhUjVJTTdyTHpzdkt3Vko1Rm44eWlpNjQxRndYajB0bU5sUzNCeU5ZSmJoTWhOdHhUTEc3TURJTXB3MnNFbE5zYUNxazAxZVE?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Audience Analysis: McAfee special not a viewership hit; WCWS finale sets record"" | Audience Analysis: McAfee special not a viewership hit; WCWS finale sets record amount number details | Audience Analysis: McAfee special not a viewership hit; WCWS finale sets record purse revenue viewership attendance investment | Audience Analysis: McAfee special not a viewership hit; WCWS finale sets record Sports Business Journal Supplemental source context: Sports Business Journal (Other): Audience Analysis: McAfee special not a viewership hit; WCWS finale sets record || Sports Business Journal (Other): Audience Analysis: McAfee special not a viewership hit; WCWS finale sets record Sports Business Journal Verify exact stats, scores, records, player details, and jersey numbers before final design.",Audience Analysis: McAfee special not a viewership hit; WCWS finale sets record,Audience Analysis: McAfee special not a viewership hit; WCWS finale sets record,Audience Analysis: McAfee special not a viewership hit; WCWS finale sets record Sports Business Journal,,,,,,,,,,,,,,,,,,,,,,,Audience Analysis: McAfee special not a viewership hit; WCWS finale sets record Sports Business Journal,Audience Analysis: McAfee special not a viewership hit; WCWS finale sets record Sports Business Journal,,Yes,"""Audience Analysis: McAfee special not a viewership hit; WCWS finale sets record"" | Audience Analysis: McAfee special not a viewership hit; WCWS finale sets record amount number details | Audience Analysis: McAfee special not a viewership hit; WCWS finale sets record purse revenue viewership attendance investment | Audience Analysis: McAfee special not a viewership hit; WCWS finale sets record Sports Business Journal",2,Sports Business Journal (Other): Audience Analysis: McAfee special not a viewership hit; WCWS finale sets record || Sports Business Journal (Other): Audience Analysis: McAfee special not a viewership hit; WCWS finale sets record Sports Business Journal
