script_version,rank,editorial_decision,recommended_timing,editorial_score,priority_score,source_quality,source_tier,eligibility_passed,eligibility_reason,time_sensitive,verification_needed,sensitive,duplicate_status,related_story_count,cluster_rank,cluster_id,primary_entity,content_lane,content_bucket,sport,story_type,source,headline,link,post_format,hook,first_slide,carousel_outline,instagram_angle,why_it_matters,caption_starter,visual_brief,hashtags,published,age_hours,decision_reason,score_reason,notes
v11_final,1,Maybe Post,Use when convenient,75,8,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,No,No,No,Primary,4,1,wnba::new york liberty,New York Liberty,Daily news,Daily News,WNBA,Record / Milestone,Just Women's Sports,New York Puts Unbeaten Commissioner’s Cup Record on the Line in Atlanta,https://justwomenssports.com/reads/liberty-vs-dream-wnba-commissioners-cup-player-stats/,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: New York Puts Unbeaten Commissioner’s Cup Record on the Line in Atlanta,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,New York Puts Unbeaten Commissioner’s Cup Record on the Line in Atlanta What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,2026-06-11T15:43:36+00:00,6.8,"Strong candidate, but not mandatory.",Record or milestone. Fresh under 12 hours. Core brand sport: WNBA. Source quality 8/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,2,Verify First,Verify first,75,8,6,Other,Yes,Passed: clear women's sports signal.,No,Yes,No,Primary,37,1,wnba::caitlin clark,Caitlin Clark,Star-driven engagement,Star Watch,WNBA,Record / Milestone,Hawkeyes Wire,"Caitlin Clark, Fever draw another near-milestone audience vs. Liberty",https://news.google.com/rss/articles/CBMi-gFBVV95cUxOOFlhZXpZUW8taUJ6Y25tZHBMYnByTlJ3YW9MMTlsb012SlFORUtGZ2ZSLXBMSXBVSHg1Q1FRdnBFQUs1QlJGcnVkSDFod0JSYU9DenBOTTg5S1F6blZzTkZDZEpnRXlldjM1ODhzekNnZ21EYnE1Y1hPOUUyajZsVkNYTWNGXzB5VUctNXhqY2NZRTViOENPNGVuYUZJbDQ2RWhmMURRdmlRMW10bUJfQnBIdXhxVHZBZXZ1ejZUMmdsS0FDRVRsSXV3QksyS3V2MG91TUtTbGpkMkJoMkdwS19oM2s1VmFYNGpaLTMzYjJLNm8zZ0dfeGpR?oc=5,Story post,This is the kind of milestone that shows where the game is headed.,"Milestone watch: Caitlin Clark, Fever draw another near-milestone audience vs. Liberty",Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,"Caitlin Clark, Fever draw another near-milestone audience vs. Liberty What should we cover next?","Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,2026-06-11T00:40:48+00:00,21.8,Needs stronger confirmation before posting.,"Record or milestone. Fresh under 24 hours. Core brand sport: WNBA. Source quality 6/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",
v11_final,3,Maybe Post,Use when convenient,73,8,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,No,No,No,Primary,4,1,wnba::connecticut sun,Connecticut Sun,Daily news,Daily News,WNBA,Record / Milestone,Just Women's Sports,Brittney Sykes Drops 38 as Toronto Outlasts Connecticut in OT Thriller,https://justwomenssports.com/reads/sun-vs-tempo-brittney-sykes-toronto-tempo-marina-mabrey-wnba-scores/,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Brittney Sykes Drops 38 as Toronto Outlasts Connecticut in OT Thriller,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Brittney Sykes Drops 38 as Toronto Outlasts Connecticut in OT Thriller What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,2026-06-11T15:18:51+00:00,7.2,"Strong candidate, but not mandatory.",Record or milestone. Fresh under 12 hours. Core brand sport: WNBA. Source quality 8/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,4,Maybe Post,Post during daytime engagement window,70,7,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,No,No,No,Primary,32,1,pwhl / women's hockey::pwhl,Pwhl,Growth of the game,Growth of the Game,PWHL / Women's Hockey,League Expansion,Yahoo Sports,PWHL Expansion: Rumour Mill Continues To Swirl As PWHL Talent-Pool Continues To Be Shuffled,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNMUdlWXJEVUNTZUgxTFNxcU1nek9FNkxpNnQ0cnVPdVdDclFDeWtHUDdJdHozSEpOVEpneFc2SVJabEVrdTlYMTJ4cTNnbEpPTXNkYUtfUFNvNF80ZVc1ZFZhNjcwQzJXTXdDLXhaVENmNDM4aHhkSE1nWDlxRktFLVpFX2ZYb2haYk5F?oc=5,Map/expansion carousel,Another market is betting big on women's sports.,Expansion watch: PWHL Expansion: Rumour Mill Continues To Swirl As PWHL Talent-Pool Continues To Be Shuffled,Slide 1: expansion headline | Slide 2: market/team details | Slide 3: why demand is rising | Slide 4: fan question,Another sign that women's sports demand is outgrowing the old model.,Expansion stories show where fan demand and investor confidence are rising.,"PWHL Expansion: Rumour Mill Continues To Swirl As PWHL Talent-Pool Continues To Be Shuffled More teams, more investment, more proof that the demand is real.","Use a map, team/logo style graphic, or market comparison carousel.",#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey,2026-06-11T14:07:42+00:00,8.4,"Strong candidate, but not mandatory.",Expansion story. Fresh under 12 hours. Core brand sport: PWHL / Women's Hockey. Source quality 9/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,5,Maybe Post,Use when convenient,68,7,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,No,No,No,Primary,6,1,nwsl / women's soccer::gotham fc,Gotham Fc,Daily news,Daily News,NWSL / Women's Soccer,Record / Milestone,Equalizer Soccer,Gotham FC announces first-ever ‘dedicated’ training facility,https://news.google.com/rss/articles/CBMiogFBVV95cUxPRTAyUG93UzNGVDZWWFVzcmhFUXBKQ3NhZF9aQUJYNHB0cklZQ2hvVzdnSGZweFR1Y1BWSFFQNEF5Qk1abHZZNDBZMDdUZGpTbVF6TVMyS1c3d0ZqSWFMOWktY0p6ajAwem5FQmNQUGphbHJtNDl0MmNVZ0tiS2J1WHBmQ1RWRnUwODN3WVc1NW9lWi1zMFJLYkhaQXktNV9QdVE?oc=5,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Gotham FC announces first-ever ‘dedicated’ training facility,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Gotham FC announces first-ever ‘dedicated’ training facility What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #NWSL #USWNT #WomensSoccer,2026-06-10T18:38:41+00:00,27.9,"Strong candidate, but not mandatory.",Record or milestone. Recent under 72 hours. Core brand sport: NWSL / Women's Soccer. Source quality 8/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,6,Save for Weekend,Post during daytime engagement window,65,7,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,No,No,No,Primary,1,1,tennis::berlin_open_411_dates_draws_prize_money_everything,,Growth of the game,Growth of the Game,Tennis,Business / Growth,WTA Tennis,"Berlin Open 411: Dates, draws, prize money and everything to know",https://news.google.com/rss/articles/CBMiowFBVV95cUxNSVNPNndFMFVaTlBCd0dsMmhuVGVLdEYwZzhWcDM4eXY0dl9Vc3d6MkhqaFlJWWszVmlJdWtzNFZtUF80Q2xKaTM1Q0o2OGlyaVY3RkxpTUY4dllTdENPUFk3VzYtQTZGcGNHT1A0c1hReENRbzZJMTN4VzJzOTdYalh6SUFuM2RyaWttdzRnNVVqaUdSYmtQekJmU0tNVFAxdG80?oc=5,Data carousel,Women's sports are becoming impossible for the business world to ignore.,"The business of women's sports keeps growing: Berlin Open 411: Dates, draws, prize money and everything to know",Slide 1: headline stat | Slide 2: what changed | Slide 3: why it matters | Slide 4: what comes next,The business of women's sports is not emerging anymore. It is becoming big business.,This helps show the business momentum behind women's sports.,"Berlin Open 411: Dates, draws, prize money and everything to know The growth of women's sports keeps getting harder to ignore.",Use a clean data carousel with bold numbers and simple context.,#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis,2026-06-11T12:50:25+00:00,9.7,Useful but not urgent.,Business/growth story. Fresh under 12 hours. Strong secondary sport: Tennis. Source quality 10/10. Engagement: normal interest. Penalties: no major penalties.,
v11_final,7,Save for Weekend,Post before tipoff/kickoff,65,7,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,Yes,No,No,Primary,4,1,nwsl / women's soccer::trinity rodman,Trinity Rodman,Star-driven engagement,Tonight / Game Coverage,NWSL / Women's Soccer,Game Preview,Yahoo Sports,Trinity Rodman: ‘Insane’ USWNT friendlies in Brazil are good prep for Women’s World Cup,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOa3R4ZzM4aTZaTlhzejVzUTZXMXhOTk5QMzA3Y3BqdjRMVkppVFJUMXhmRjVzQ01TTEs1eDhmSktaQmtoczdudnE2Q0tPSUUwVnJZeDkzOVRJY1pkNzlmSHhPNVBjQ0MxT3RSdDlFam03LUdfZkVmQUZacTJ6blBWYTJ1Rms0RWxMeUdrVnNFM2I1V28zZklwVnVVYTZRT0tGMXAtZFc5dGVrRkJVbFdiWGV6ZmxKamkwRnlNVENDSFVzSGY0eGtPQw?oc=5,Tonight graphic,Here is why this matchup is worth your time tonight.,Tonight's watchlist: Trinity Rodman: ‘Insane’ USWNT friendlies in Brazil are good prep for Women’s World Cup,Slide 1: matchup | Slide 2: player to watch | Slide 3: key matchup | Slide 4: prediction or question,"What to watch tonight in NWSL / Women's Soccer, with one key player and one key matchup.",This gives followers a reason to watch NWSL / Women's Soccer.,NWSL / Women's Soccer watchlist: Trinity Rodman: ‘Insane’ USWNT friendlies in Brazil are good prep for Women’s World Cup What are you watching for?,"Use a Tonight graphic with matchup, time/network if available, and one key player.",#WomensSports #HerSportsDaily #SportsNews #NWSL #USWNT #WomensSoccer,2026-06-11T18:09:43+00:00,4.3,Useful but not urgent.,Preview story. Fresh under 6 hours. Core brand sport: NWSL / Women's Soccer. Source quality 9/10. Engagement: major athlete. Penalties: no major penalties.,
v11_final,8,Save for Weekend,Post within 2 hours if still fresh,63,7,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,Yes,No,No,Primary,1,1,women's sports::zaria_tears_through_tatum_paxley_wins_wwe_nxt,,Game coverage,Tonight / Game Coverage,Women's Sports,Game Recap / Result,Yahoo Sports,"Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title",https://news.google.com/rss/articles/CBMihAFBVV95cUxNbVJ6VnF5QjBaLVdYeGU0cGZ4emk5SG11cjhybXRXN2VmV0tfcTAzN05Na2ltNndNUWlHMkh5MjZ3S25kVXpxbDhNXzNDTkVXWTZaUnlna3RFYzNwNHBJQVRvNEhNQk1uOVA1Z0dmMFE2RDhmbFhwN2Y1VFRKbVV4eFNkYk8?oc=5,Story post,Here is the quick version of what happened and why it matters.,"Quick recap: Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title",Slide 1: result | Slide 2: top performer | Slide 3: turning point | Slide 4: what is next,"What happened, who stood out, and why it matters for Women's Sports fans.",This is timely Women's Sports coverage with a result fans may want explained quickly.,"Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title Here is the quick breakdown and why it matters.","Use a quick recap carousel with final result, top performer, and next game.",#WomensSports #HerSportsDaily #SportsNews,2026-06-10T02:05:00+00:00,44.4,Useful but not urgent.,Championship or major result. Aging under 48 hours. General women's sports fit. Source quality 9/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,9,Save for Weekend,Post during daytime engagement window,63,7,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,No,No,No,Primary,1,1,pwhl / women's hockey::phase_losses_who_montr_victoire_protect_phase_expansion,,Growth of the game,Growth of the Game,PWHL / Women's Hockey,League Expansion,The IX Sports,"After Phase 2 losses, who will the Montréal Victoire protect in Phase 3 of expansion?",https://news.google.com/rss/articles/CBMi3wFBVV95cUxNUUttMTVleXRWall6dm1lZE43UnN5SjVjU2w5a21TQ2Z2TVFBWFU1Zmt2M01uN0lXS1NJT2VxZzJFTUVoc25TNkdZaGFLN1VwM2ZvMTQ3VEZBYm4zMVFNZ293SnZUZHFOWm9MY3R2R3FNbVpHaGJOS1lPTF9GTF8yU2NwdGhsdTFNeXNQdXhMUlRoa0lsa2RIWTR5UGdLOG9EcEdJeGtrNXc4RmRrX1ByRE5UNkQ1azc1bWFXaXcyUlhVZ1h0VGxBdFg3SFl1WmRLX0JOTXJFNXU5QnFaWWZF?oc=5,Map/expansion carousel,Another market is betting big on women's sports.,"Expansion watch: After Phase 2 losses, who will the Montréal Victoire protect in Phase 3 of expansion?",Slide 1: expansion headline | Slide 2: market/team details | Slide 3: why demand is rising | Slide 4: fan question,Another sign that women's sports demand is outgrowing the old model.,Expansion stories show where fan demand and investor confidence are rising.,"After Phase 2 losses, who will the Montréal Victoire protect in Phase 3 of expansion? More teams, more investment, more proof that the demand is real.","Use a map, team/logo style graphic, or market comparison carousel.",#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey,2026-06-09T21:57:18+00:00,48.6,Useful but not urgent.,Expansion story. Recent under 72 hours. Core brand sport: PWHL / Women's Hockey. Source quality 8/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,10,Save for Weekend,Post during daytime engagement window,61,7,8,Business,Yes,Passed: clear women's sports signal.,No,No,No,Primary,4,1,softball::wcws,Wcws,Growth of the game,Growth of the Game,Softball,Business / Growth,Sports Business Journal,Audience Analysis: McAfee special not a viewership hit; WCWS finale sets record,https://news.google.com/rss/articles/CBMi0gFBVV95cUxPcDk5TUlZYy1VRF9tWDhtaDdoN3BoOGd4alpsTmhFaGlEMm41RkJ2cEZfLUJCMFZ4WlBXYmY5UzM2MjBfaVFtRGYxM2FQUEtpcUk3RjVmLVBRaUMzaHJrSXlBdkVGWG1iWHpGcHdLOE9BVnpPX2Z4R3FMdktNZ1Z0NzBIcFhTUkJ2TnZhUjVJTTdyTHpzdkt3Vko1Rm44eWlpNjQxRndYajB0bU5sUzNCeU5ZSmJoTWhOdHhUTEc3TURJTXB3MnNFbE5zYUNxazAxZVE?oc=5,Data carousel,Women's sports are becoming impossible for the business world to ignore.,The business of women's sports keeps growing: Audience Analysis: McAfee special not a viewership hit; WCWS finale sets record,Slide 1: headline stat | Slide 2: what changed | Slide 3: why it matters | Slide 4: what comes next,The business of women's sports is not emerging anymore. It is becoming big business.,This helps show the business momentum behind women's sports.,Audience Analysis: McAfee special not a viewership hit; WCWS finale sets record The growth of women's sports keeps getting harder to ignore.,Use a clean data carousel with bold numbers and simple context.,#WomensSports #HerSportsDaily #SportsNews #Softball #WCWS,2026-06-08T23:08:22+00:00,71.4,Useful but not urgent.,Business/growth story. Recent under 72 hours. Strong secondary sport: Softball. Source quality 8/10. Engagement: high-interest keyword. Penalties: no major penalties.,
