script_version,rank,editorial_decision,recommended_timing,editorial_score,priority_score,source_quality,source_tier,eligibility_passed,eligibility_reason,time_sensitive,verification_needed,sensitive,duplicate_status,related_story_count,cluster_rank,cluster_id,primary_entity,content_lane,content_bucket,sport,story_type,source,headline,link,post_format,hook,first_slide,carousel_outline,instagram_angle,why_it_matters,caption_starter,visual_brief,hashtags,published,age_hours,decision_reason,score_reason,notes
v11_final,1,Must Post,Post ASAP,84,9,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,Yes,No,No,Primary,72,1,golf::us_womens_open,Nelly Korda,Star-driven engagement,Tonight / Game Coverage,Golf / LPGA,Game Recap / Result,AP News,"Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major",https://news.google.com/rss/articles/CBMinAFBVV95cUxPSl9BNUp5YkFZWEFOTEZ1dkYzN2hFV0VEcFZYbGttWEFWWm5vRFExOHVrQzlFcWxzS2QxOFFhaVdWNHVWX1BsYkhWMlpxZ1pLaDIzZi11RkhNWGdNVUc5YVVFaExUUzJ5NldnSnZRN01yVVp5VW95MUZLZzZObWlUYW84OEhWdlFCU3BWVWxWN0ROUkg5VzB4Y2pLMUU?oc=5,Breaking graphic + carousel,Here is the quick version of what happened and why it matters.,"Quick recap: Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major",Slide 1: result | Slide 2: top performer | Slide 3: turning point | Slide 4: what is next,"What happened, who stood out, and why it matters for Golf / LPGA fans.",This is timely Golf / LPGA coverage with a result fans may want explained quickly.,"Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major Here is the quick breakdown and why it matters.","Use a quick recap carousel with final result, top performer, and next game.",#WomensSports #HerSportsDaily #SportsNews #LPGA #Golf,2026-06-08T02:14:00+00:00,10.6,"High-score, timely, verified hard-news story.","Championship or major result. Fresh under 12 hours. Strong secondary sport: Golf / LPGA. Source quality 9/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",
v11_final,2,Must Post,Post ASAP,76,8,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,No,No,No,Primary,2,1,wnba::caitlin_clark_records,Caitlin Clark,Star-driven engagement,Star Watch,WNBA,Record / Milestone,Just Women's Sports,"A’ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026",https://justwomenssports.com/reads/2026-wnba-player-stats-trends-aja-wilson-caitlin-clark-wnba-games/,Breaking graphic + carousel,This is the kind of milestone that shows where the game is headed.,"Milestone watch: A’ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026",Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,"A’ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026 What should we cover next?","Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,2026-06-05T17:42:38+00:00,67.2,"High-score, timely, verified hard-news story.","Record or milestone. Recent under 72 hours. Core brand sport: WNBA. Source quality 8/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",
v11_final,3,Maybe Post,Use when convenient,73,8,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,No,No,No,Primary,33,1,pwhl / women's hockey::pwhl,Pwhl,Daily news,Daily News,PWHL / Women's Hockey,Record / Milestone,Yahoo Sports,PWHL Las Vegas signs first-ever players ahead of inaugural season,https://news.google.com/rss/articles/CBMigAFBVV95cUxORFhhNHRBeW5JMnVhaGtDaGtHdEhCOUUzNDhFTlpEMVZyS05MMHlsY2Ntb0czeVM2bS0yTjBYVVZMQlNScmF0aE51cS1XZkp6X1E0VnJEOC1HaUJGWFpEWV96QWNiVUs3Sllaczdwc09GRHFtUDk2NFZfc2pMZnpjMw?oc=5,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: PWHL Las Vegas signs first-ever players ahead of inaugural season,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,PWHL Las Vegas signs first-ever players ahead of inaugural season What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey,2026-06-07T16:25:59+00:00,20.4,"Strong candidate, but not mandatory.",Record or milestone. Fresh under 24 hours. Core brand sport: PWHL / Women's Hockey. Source quality 9/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,4,Maybe Post,Use when convenient,72,8,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,No,No,No,Primary,33,1,softball::texas_wcws_title,Reese Atwood,Star-driven engagement,Star Watch,Softball,Record / Milestone,Just Women's Sports,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,https://justwomenssports.com/reads/texas-softball-reese-atwood-wcws-championship-ausl-2026/,Story post,This is the kind of milestone that shows where the game is headed.,Milestone watch: Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Slide 1: milestone | Slide 2: context | Slide 3: why it matters | Slide 4: what comes next,A milestone worth putting into context.,Records and milestones are proof points for the rise of women's sports.,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships What should we cover next?,"Use a milestone carousel with the record, context, and why it matters.",#WomensSports #HerSportsDaily #SportsNews #Softball #WCWS,2026-06-05T19:55:08+00:00,64.9,"Strong candidate, but not mandatory.","Record or milestone. Recent under 72 hours. Strong secondary sport: Softball. Source quality 8/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",
v11_final,5,Maybe Post,Post within 2 hours if still fresh,70,7,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,Yes,No,No,Primary,5,1,wnba::portland fire,Portland Fire,Game coverage,Tonight / Game Coverage,WNBA,Game Recap / Result,Swish Appeal,WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn their first-ever Commissioner’s Cup wins?,https://news.google.com/rss/articles/CBMi7AFBVV95cUxOY283eGRFakt3a2tLNWFhZ09ITzFFVmdnejhFOURWUjRQUTZkY29KeUVwcjRBNlB4Q1lDWGdMaDUzYXdEYmZWR21RM3BhVXdiRnVWR3Yyb2I1elZDNU5rYjFBT1ZnSDk5ak1Qb21PQ2o4b2VhVHNxTGVJbWgzV3pXNVYxeVd5WDRKVUo5QWFMbzdrc2laUWRvc0l6OTJjRmVtRmc1dE9YbVk5QkNqRGtMY1k0WnVRZXBJY0Z3dlFZOEE2cTM1d2NUWjdTR25KOFhudFpvWWs5QjdPUXF5UERGM1FqVlZlUlBoMnR6eQ?oc=5,Story post,Here is the quick version of what happened and why it matters.,Quick recap: WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn their first-ever Commissioner’s Cup wins?,Slide 1: result | Slide 2: top performer | Slide 3: turning point | Slide 4: what is next,"What happened, who stood out, and why it matters for WNBA fans.",This is timely WNBA coverage with a result fans may want explained quickly.,WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn their first-ever Commissioner’s Cup wins? Here is the quick breakdown and why it matters.,"Use a quick recap carousel with final result, top performer, and next game.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,2026-06-07T12:00:00+00:00,24.9,"Strong candidate, but not mandatory.",Championship or major result. Aging under 48 hours. Core brand sport: WNBA. Source quality 8/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,6,Maybe Post,Post within 2 hours if still fresh,68,7,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,Yes,No,No,Primary,14,1,wnba::indiana fever,Indiana Fever,Game coverage,Tonight / Game Coverage,WNBA,Game Recap / Result,FOX Sports,"Indiana Fever vs. New York Liberty - Final Score - June 06, 2026",https://news.google.com/rss/articles/CBMimwFBVV95cUxPVDVrR0tDOXotbTFmR2pBeDM3UjdyR3oyc1lHQ3FJMXN0N0tZSVpzbnZycHRaSXdHa1ZqNkVxNFJDU1NmOGZ3OEFmV2lJX1lKT2lQYTR4dVd1eXJ3MzktdkhERVRaN2J1OWtrSjdqRmh6cmx6RUFNLWhlLWI3dV9HcUtSX1BRUkFCM1U4cHlSbW9JUHNmSktUNlRkbw?oc=5,Story post,Here is the quick version of what happened and why it matters.,"Quick recap: Indiana Fever vs. New York Liberty - Final Score - June 06, 2026",Slide 1: result | Slide 2: top performer | Slide 3: turning point | Slide 4: what is next,"What happened, who stood out, and why it matters for WNBA fans.",This is timely WNBA coverage with a result fans may want explained quickly.,"Indiana Fever vs. New York Liberty - Final Score - June 06, 2026 Here is the quick breakdown and why it matters.","Use a quick recap carousel with final result, top performer, and next game.",#WomensSports #HerSportsDaily #SportsNews #WNBA #WomensBasketball,2026-06-07T03:58:55+00:00,32.9,"Strong candidate, but not mandatory.",Championship or major result. Aging under 48 hours. Core brand sport: WNBA. Source quality 9/10. Engagement: normal interest. Penalties: no major penalties.,
v11_final,7,Save for Weekend,Post within 2 hours if still fresh,67,7,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,Yes,No,No,Primary,11,1,women's sports::mirra andreeva,Mirra Andreeva,Star-driven engagement,Tonight / Game Coverage,Women's Sports,Game Recap / Result,CBS Sports,Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis,https://news.google.com/rss/articles/CBMipgFBVV95cUxQSDhLZEVDOHpvdERyTzhTbi1yUE1sRUlsMDJ4QTBTM1E3M010LUtMNjR6VWxQdFY3MzNTZzdFcGU5VWpKUkltZzVmbXQ3RUFlQjJTUlJMNFJJejNqX2J3YTBBT0xaZExFUU8tVTNjRGVHN25RVlBXb0JtQXU1SHMxM3Aydld6M3hyVTRETE5iaFVRTmJlbkhwVkE4dlo1S3c4UV9JNnNR?oc=5,Story post,Here is the quick version of what happened and why it matters.,Quick recap: Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis,Slide 1: result | Slide 2: top performer | Slide 3: turning point | Slide 4: what is next,"What happened, who stood out, and why it matters for Women's Sports fans.",This is timely Women's Sports coverage with a result fans may want explained quickly.,Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis Here is the quick breakdown and why it matters.,"Use a quick recap carousel with final result, top performer, and next game.",#WomensSports #HerSportsDaily #SportsNews,2026-06-06T22:25:11+00:00,38.4,Useful but not urgent.,"Championship or major result. Aging under 48 hours. General women's sports fit. Source quality 9/10. Engagement: major athlete, high-interest keyword. Penalties: no major penalties.",
v11_final,8,Save for Weekend,Post during daytime engagement window,66,7,8,Specialty Women's Sports,Yes,Passed: clear women's sports signal.,No,No,No,Primary,1,1,pwhl / women's hockey::toronto_sceptres_pushing_through_expansion_process_toronto_sceptres,,Growth of the game,Growth of the Game,PWHL / Women's Hockey,League Expansion,The IX Sports,Toronto Sceptres Pushing Through Expansion Process,https://news.google.com/rss/articles/CBMipwFBVV95cUxPa2dTenNKQ0kzM3lGMFJXWEVZZzdrdEVTSDRDT05GdENuM1FrLVphOWE5M3JUR0pwR3h6aHNJbTVrSVRHWVh2a0lmWFg3alN3S0V4ZmxNU0hfZHZFTEtNbnlMY3dxbDVFdHdQc2E5XzlsdllETER0T3FFT2hndTN4aGpnLThpTWpEZUZMOHYtRUdhYWNEUmZ5ZjFYWUZycU9ZT2h6NlhJUQ?oc=5,Map/expansion carousel,Another market is betting big on women's sports.,Expansion watch: Toronto Sceptres Pushing Through Expansion Process,Slide 1: expansion headline | Slide 2: market/team details | Slide 3: why demand is rising | Slide 4: fan question,Another sign that women's sports demand is outgrowing the old model.,Expansion stories show where fan demand and investor confidence are rising.,"Toronto Sceptres Pushing Through Expansion Process More teams, more investment, more proof that the demand is real.","Use a map, team/logo style graphic, or market comparison carousel.",#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey,2026-06-08T00:28:06+00:00,12.4,Useful but not urgent.,Expansion story. Fresh under 24 hours. Core brand sport: PWHL / Women's Hockey. Source quality 8/10. Engagement: high-interest keyword. Penalties: no major penalties.,
v11_final,9,Save for Weekend,Save for weekend or filler slot,64,7,9,Wire / Mainstream,Yes,Passed: clear women's sports signal.,Yes,No,No,Primary,1,1,ncaa women's basketball::ucla_women's_basketball_signs_slovenian_guard_lina_jerkovic,,College spotlight,College Spotlight,NCAA Women's Basketball,Breaking / Transaction,Yahoo Sports,UCLA women’s basketball signs Slovenian guard Lina Jerkovic,https://news.google.com/rss/articles/CBMijwFBVV95cUxPUFNVemczNHo5MGlJM0VobkNBbzZ4bDFfRmM4UWNNVjA4LTJXNlNCd3pFbDM4dEk0WGs0ZGlDTm5jNnhyOWN5djJoTU5KbUxDeGxSSU95ejBpbVBkQnlUN1lCM1dXa2V2X3c2ME16Ujh5dDFucUtERTI3d3ZsdDAxWS0xeGVwNG41a2N1ZkdsRQ?oc=5,Story post,UCLA women’s basketball signs Slovenian guard Lina Jerkovic,UCLA women’s basketball signs Slovenian guard Lina Jerkovic,Slide 1: headline | Slide 2: context | Slide 3: why it matters | Slide 4: audience question,Quick hit: UCLA women’s basketball signs Slovenian guard Lina Jerkovic,"This is a useful update, but it should be weighed against stronger stories.",UCLA women’s basketball signs Slovenian guard Lina Jerkovic What should we cover next?,"Use a simple NCAA Women's Basketball news card with headline, context, and one engagement question.",#WomensSports #HerSportsDaily #SportsNews #NCAAWBB #WomensBasketball,2026-06-08T02:57:00+00:00,9.9,Useful but not urgent.,Confirmed breaking or transaction story. Fresh under 12 hours. Core brand sport: NCAA Women's Basketball. Source quality 9/10. Engagement: normal interest. Penalties: no major penalties.,
v11_final,10,Save for Weekend,Post during daytime engagement window,60,6,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,No,No,No,Primary,1,1,tennis::queen's_club_411_dates_who's_playing_prize_money,,Growth of the game,Growth of the Game,Tennis,Business / Growth,WTA Tennis,"Queen's Club 411: Dates, who's playing, prize money and more",https://news.google.com/rss/articles/CBMisgFBVV95cUxNT1RkU1kyWG1YeHFzNXBxUWNtVmV4dTZSRWlfZzlua1lxN3BvUEFIdjRkWU11TjNNYWRGNWtVTVoyVlJySkd1ZXRpNU9IT05WR2NXVHc5ektkSXFCTk1xUDUtSkFlNEpxcy1VNGhzTGpkUXdKU3U4WU00cFN6U2tPTm1aZENadmRmd2VONExoeDIwbjJ4M3VJblJnYlUzbUIxR2hUZmFuaGNuSTlBQTl0cjZB?oc=5,Data carousel,Women's sports are becoming impossible for the business world to ignore.,"The business of women's sports keeps growing: Queen's Club 411: Dates, who's playing, prize money and more",Slide 1: headline stat | Slide 2: what changed | Slide 3: why it matters | Slide 4: what comes next,The business of women's sports is not emerging anymore. It is becoming big business.,This helps show the business momentum behind women's sports.,"Queen's Club 411: Dates, who's playing, prize money and more The growth of women's sports keeps getting harder to ignore.",Use a clean data carousel with bold numbers and simple context.,#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis,2026-06-05T13:50:48+00:00,71.0,Useful but not urgent.,Business/growth story. Recent under 72 hours. Strong secondary sport: Tennis. Source quality 10/10. Engagement: normal interest. Penalties: no major penalties.,
