rank,headline,sport,story_type,source,link,context_confidence,context_source_status,verified_context_notes,story_summary,key_fact_1,key_fact_2,key_fact_3,key_fact_4,winner,loser,final_score,matchup,game_time,tv_network,key_player_1,key_player_1_statline,key_player_2,key_player_2_statline,watch_angle,round_or_event,top_performer_1,top_performer_1_statline,top_performer_2,top_performer_2_statline,milestone_text,historical_context,key_number,number_context,business_impact,main_takeaway,next_game_or_implication,manual_review_flag,supplemental_search_queries,supplemental_source_count,supplemental_sources
1,"Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major",Golf / LPGA,Game Recap / Result,AP News,https://news.google.com/rss/articles/CBMinAFBVV95cUxPSl9BNUp5YkFZWEFOTEZ1dkYzN2hFV0VEcFZYbGttWEFWWm5vRFExOHVrQzlFcWxzS2QxOFFhaVdWNHVWX1BsYkhWMlpxZ1pLaDIzZi11RkhNWGdNVUc5YVVFaExUUzJ5NldnSnZRN01yVVp5VW95MUZLZzZObWlUYW84OEhWdlFCU3BWVWxWN0ROUkg5VzB4Y2pLMUU?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major"" score | Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major final score | Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major box score | Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major AP News Supplemental source context: AP News (Strong): Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major || MSN (Other): Nelly Korda wins US Women's Open title with perilous final putt, claiming her 2nd straight major MSN || Chicago Tribune (Other): US Women's Open: Nelly Korda wins title with perilous final putt, claiming her 2nd straight major Verify exact stats, scores, records, player details, and jersey numbers before final design.","Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major","Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major","Nelly Korda wins US Women's Open title with perilous final putt, claiming her 2nd straight major MSN","US Women's Open: Nelly Korda wins title with perilous final putt, claiming her 2nd straight major","US Women's Open: Nelly Korda wins title with perilous final putt, claiming her 2nd straight major Chicago Tribune",,,,,,,,,,,,,,,,,,,,,,"Nelly Korda wins US Women's Open title with perilous final putt, claiming her 2nd straight major MSN",,Yes,"""Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major"" score | Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major final score | Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major box score | Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major AP News",5,"AP News (Strong): Nelly Korda wins U.S. Women's Open title with perilous final putt, claiming her 2nd straight major || MSN (Other): Nelly Korda wins US Women's Open title with perilous final putt, claiming her 2nd straight major MSN || Chicago Tribune (Other): US Women's Open: Nelly Korda wins title with perilous final putt, claiming her 2nd straight major || Chicago Tribune (Other): US Women's Open: Nelly Korda wins title with perilous final putt, claiming her 2nd straight major Chicago Tribune || Toronto Star (Other): Korda wins U.S. Women's Open title with perilous final putt, claiming 2nd straight major"
2,"A'ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026",WNBA,Record / Milestone,Just Women's Sports,https://justwomenssports.com/reads/2026-wnba-player-stats-trends-aja-wilson-caitlin-clark-wnba-games/,High,direct_article_text,"Fetched direct article text. Supplemental searches used: ""A'ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026"" record stats | A'ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026 exact record | A'ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026 milestone stats | A'ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026 WNBA records stats | A'ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026 Just Women's Sports",Fever superstar Caitlin Clark averaged 8.5 assists per game over the course of her career — that's 1.8 more than anyone in WNBA history.,Fever superstar Caitlin Clark averaged 8.5 assists per game over the course of her career — that's 1.8 more than anyone in WNBA history.,"Through the first month, Minnesota rookie Olivia Miles leads all rookies in points, assists, and steals.","We're just about one month into the 2026 WNBA season , and already A'ja Wilson has added to the record books, a couple rookies have gotten off to historic starts, and the Indiana Fever is playing at a breakneck speed.","After Tuesday's win over the Sparks , Las Vegas star A'ja Wilson has more games with 25+ points, 15+ rebounds, and 5+ blocks than any player in WNBA history.",,,,,,,,,,,,,,,,,8,"Through the first month, Minnesota rookie Olivia Miles leads all rookies in points, assists, and steals.",8,Fever superstar Caitlin Clark averaged 8.5 assists per game over the course of her career — that's 1.8 more than anyone in WNBA history.,,"Through the first month, Minnesota rookie Olivia Miles leads all rookies in points, assists, and steals.",,No,"""A'ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026"" record stats | A'ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026 exact record | A'ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026 milestone stats | A'ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026 WNBA records stats | A'ja Wilson, Caitlin Clark, and Top Rookies Shatter WNBA Records 1 Month Into 2026 Just Women's Sports",0,
3,PWHL Las Vegas signs first-ever players ahead of inaugural season,PWHL / Women's Hockey,Record / Milestone,Yahoo Sports,https://news.google.com/rss/articles/CBMigAFBVV95cUxORFhhNHRBeW5JMnVhaGtDaGtHdEhCOUUzNDhFTlpEMVZyS05MMHlsY2Ntb0czeVM2bS0yTjBYVVZMQlNScmF0aE51cS1XZkp6X1E0VnJEOC1HaUJGWFpEWV96QWNiVUs3Sllaczdwc09GRHFtUDk2NFZfc2pMZnpjMw?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""PWHL Las Vegas signs first-ever players ahead of inaugural season"" record stats | PWHL Las Vegas signs first-ever players ahead of inaugural season exact record | PWHL Las Vegas signs first-ever players ahead of inaugural season milestone stats | PWHL Las Vegas signs first-ever players ahead of inaugural season Yahoo Sports Supplemental source context: AOL.com (Other): PWHL Las Vegas signs first-ever players ahead of inaugural season || AOL.com (Other): PWHL Las Vegas signs first-ever players ahead of inaugural season AOL.com || Professional Women's Hockey League (PWHL) (Other): PWHL ROOKIE OF THE YEAR SARAH FILLIER SIGNS A TWO–YEAR EXTENSION WITH NEW YORK Verify exact stats, scores, records, player details, and jersey numbers before final design.",PWHL Las Vegas signs first-ever players ahead of inaugural season,PWHL Las Vegas signs first-ever players ahead of inaugural season,PWHL Las Vegas signs first-ever players ahead of inaugural season AOL.com,PWHL ROOKIE OF THE YEAR SARAH FILLIER SIGNS A TWO–YEAR EXTENSION WITH NEW YORK,PWHL ROOKIE OF THE YEAR SARAH FILLIER SIGNS A TWO–YEAR EXTENSION WITH NEW YORK Professional Women's Hockey League (PWHL),,,,,,,,,,,,,,,,,PWHL Las Vegas signs first-ever players ahead of inaugural season,PWHL Las Vegas signs first-ever players ahead of inaugural season AOL.com,,,,PWHL Las Vegas signs first-ever players ahead of inaugural season AOL.com,,Yes,"""PWHL Las Vegas signs first-ever players ahead of inaugural season"" record stats | PWHL Las Vegas signs first-ever players ahead of inaugural season exact record | PWHL Las Vegas signs first-ever players ahead of inaugural season milestone stats | PWHL Las Vegas signs first-ever players ahead of inaugural season Yahoo Sports",5,AOL.com (Other): PWHL Las Vegas signs first-ever players ahead of inaugural season || AOL.com (Other): PWHL Las Vegas signs first-ever players ahead of inaugural season AOL.com || Professional Women's Hockey League (PWHL) (Other): PWHL ROOKIE OF THE YEAR SARAH FILLIER SIGNS A TWO–YEAR EXTENSION WITH NEW YORK || Professional Women's Hockey League (PWHL) (Other): PWHL ROOKIE OF THE YEAR SARAH FILLIER SIGNS A TWO–YEAR EXTENSION WITH NEW YORK Professional Women's Hockey League (PWHL) || Yahoo Sports (Strong): Las Vegas Signs Kendall Cooper And Mae Batherson As First Ever Players
4,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Softball,Record / Milestone,Just Women's Sports,https://justwomenssports.com/reads/texas-softball-reese-atwood-wcws-championship-ausl-2026/,High,direct_article_plus_supplemental_search,"Fetched direct article text. Supplemental searches used: ""Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships"" record stats | Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships exact record | Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships milestone stats | Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships Just Women's Sports Supplemental source context: Just Women's Sports (Strong): Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships || Just Women's Sports (Strong): Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships Just Women's Sports || Just Women's Sports (Strong): Texas Scores First-Ever NCAA Softball Championship as 2025 WCWS Breaks Records",Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships Texas softball legend Reese Atwood crowns her historic career with a second straight WCWS national championship before heading to the AUSL.,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships Texas softball legend Reese Atwood crowns her historic career with a second straight WCWS national championship before heading to the AUSL.,"Texas softball are back-to-back national champions, after the Longhorns defeated Texas Tech 4-1 on Thursday to clinch a second consecutive Women's College World Series title in Oklahoma City.","She's been an inspiration to everybody including myself."" Now, with her college career capped, Atwood is headed to the pros.","Over her four seasons, Texas went 209-49-1 with Atwood behind the plate.",,,4-1,,,,,,,,,,,,,,2025,"Texas softball are back-to-back national champions, after the Longhorns defeated Texas Tech 4-1 on Thursday to clinch a second consecutive Women's College World Series title in Oklahoma City.",2025,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships Texas softball legend Reese Atwood crowns her historic career with a second straight WCWS national championship before heading to the AUSL.,,"Texas softball are back-to-back national champions, after the Longhorns defeated Texas Tech 4-1 on Thursday to clinch a second consecutive Women's College World Series title in Oklahoma City.",,No,"""Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships"" record stats | Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships exact record | Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships milestone stats | Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships Just Women's Sports",5,Just Women's Sports (Strong): Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships || Just Women's Sports (Strong): Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships Just Women's Sports || Just Women's Sports (Strong): Texas Scores First-Ever NCAA Softball Championship as 2025 WCWS Breaks Records || Just Women's Sports (Strong): Texas Scores First-Ever NCAA Softball Championship as 2025 WCWS Breaks Records Just Women's Sports || San Antonio Express-News (Other): O'Connor graduate Leighann Goode caps Texas career with second national title
5,WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn their first-ever Commissioner's Cup wins?,WNBA,Game Recap / Result,Swish Appeal,https://news.google.com/rss/articles/CBMi7AFBVV95cUxOY283eGRFakt3a2tLNWFhZ09ITzFFVmdnejhFOURWUjRQUTZkY29KeUVwcjRBNlB4Q1lDWGdMaDUzYXdEYmZWR21RM3BhVXdiRnVWR3Yyb2I1elZDNU5rYjFBT1ZnSDk5ak1Qb21PQ2o4b2VhVHNxTGVJbWgzV3pXNVYxeVd5WDRKVUo5QWFMbzdrc2laUWRvc0l6OTJjRmVtRmc1dE9YbVk5QkNqRGtMY1k0WnVRZXBJY0Z3dlFZOEE2cTM1d2NUWjdTR25KOFhudFpvWWs5QjdPUXF5UERGM1FqVlZlUlBoMnR6eQ?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn their first-ever Commissioner's Cup wins?"" score | WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn their first-ever Commissioner's Cup wins? final score | WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn their first-ever Commissioner's Cup wins? box score | WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn their first-ever Commissioner's Cup wins? WNBA box score | site:wnba.com WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn their first-ever Commissioner's Cup wins? box score Supplemental source context: Swish Appeal (Strong): WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn their first-ever Commissioner's Cup wins? || Swish Appeal (Strong): WNBA gameday discussion: Does defense win Commissioner's Cup championships? These teams hope so || Swish Appeal (Strong): WNBA gameday discussion: Does defense win Commissioner's Cup championships? Verify exact stats, scores, records, player details, and jersey numbers before final design.",WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn their first-ever Commissioner's Cup wins?,WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn their first-ever Commissioner's Cup wins?,WNBA gameday discussion: Does defense win Commissioner's Cup championships? These teams hope so,WNBA gameday discussion: Does defense win Commissioner's Cup championships?,WNBA gameday discussion: Here are the stakes of Valkyries-Aces and all of Saturday's Commissioner's Cup contests,,,,,,,,,,,,,,,,,,,,,,WNBA gameday discussion: Does defense win Commissioner's Cup championships? These teams hope so,,Yes,"""WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn their first-ever Commissioner's Cup wins?"" score | WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn their first-ever Commissioner's Cup wins? final score | WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn their first-ever Commissioner's Cup wins? box score | WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn their first-ever Commissioner's Cup wins? WNBA box score | site:wnba.com WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn their first-ever Commissioner's Cup wins? box score",5,Swish Appeal (Strong): WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn their first-ever Commissioner's Cup wins? || Swish Appeal (Strong): WNBA gameday discussion: Does defense win Commissioner's Cup championships? These teams hope so || Swish Appeal (Strong): WNBA gameday discussion: Does defense win Commissioner's Cup championships? || Swish Appeal (Strong): WNBA gameday discussion: Here are the stakes of Valkyries-Aces and all of Saturday's Commissioner's Cup contests || Swish Appeal (Strong): WNBA gameday discussion: Here are the stakes of Valkyries-Aces and all of Saturday's Commissioner's Cup contests Swish Appeal
6,"Indiana Fever vs. New York Liberty - Final Score - June 06, 2026",WNBA,Game Recap / Result,FOX Sports,https://news.google.com/rss/articles/CBMimwFBVV95cUxPVDVrR0tDOXotbTFmR2pBeDM3UjdyR3oyc1lHQ3FJMXN0N0tZSVpzbnZycHRaSXdHa1ZqNkVxNFJDU1NmOGZ3OEFmV2lJX1lKT2lQYTR4dVd1eXJ3MzktdkhERVRaN2J1OWtrSjdqRmh6cmx6RUFNLWhlLWI3dV9HcUtSX1BRUkFCM1U4cHlSbW9JUHNmSktUNlRkbw?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Indiana Fever vs. New York Liberty - Final Score - June 06, 2026"" score | Indiana Fever vs. New York Liberty - Final Score - June 06, 2026 final score | Indiana Fever vs. New York Liberty - Final Score - June 06, 2026 box score | Indiana Fever vs. New York Liberty - Final Score - June 06, 2026 WNBA box score | site:wnba.com Indiana Fever vs. New York Liberty - Final Score - June 06, 2026 box score Supplemental source context: CBS Sports (Strong): Indiana Fever vs. New York Liberty Live Score and Stats - June 6, 2026 Gametracker || IndyStar (Other): How many points did Caitlin Clark score tonight in Indiana Fever vs New York Liberty? || IndyStar (Other): Indiana Fever, Caitlin Clark vs New York Liberty score updates: Fever fade under pressure from Liberty Verify exact stats, scores, records, player details, and jersey numbers before final design.","Indiana Fever vs. New York Liberty Live Score and Stats - June 6, 2026 Gametracker","Indiana Fever vs. New York Liberty Live Score and Stats - June 6, 2026 Gametracker",How many points did Caitlin Clark score tonight in Indiana Fever vs New York Liberty?,"Indiana Fever, Caitlin Clark vs New York Liberty score updates: Fever fade under pressure from Liberty","Indiana Fever, Caitlin Clark vs New York Liberty score updates: Fever fade under pressure from Liberty IndyStar",,,,,,,,,,,,,,,,,,,,,,How many points did Caitlin Clark score tonight in Indiana Fever vs New York Liberty?,,Yes,"""Indiana Fever vs. New York Liberty - Final Score - June 06, 2026"" score | Indiana Fever vs. New York Liberty - Final Score - June 06, 2026 final score | Indiana Fever vs. New York Liberty - Final Score - June 06, 2026 box score | Indiana Fever vs. New York Liberty - Final Score - June 06, 2026 WNBA box score | site:wnba.com Indiana Fever vs. New York Liberty - Final Score - June 06, 2026 box score",5,"CBS Sports (Strong): Indiana Fever vs. New York Liberty Live Score and Stats - June 6, 2026 Gametracker || IndyStar (Other): How many points did Caitlin Clark score tonight in Indiana Fever vs New York Liberty? || IndyStar (Other): Indiana Fever, Caitlin Clark vs New York Liberty score updates: Fever fade under pressure from Liberty || IndyStar (Other): Indiana Fever, Caitlin Clark vs New York Liberty score updates: Fever fade under pressure from Liberty IndyStar || The New York Times (Other): Liberty's Breanna Stewart scores 30, helps New York rally past Indiana Fever - The Athletic"
7,Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis,Women's Sports,Game Recap / Result,CBS Sports,https://news.google.com/rss/articles/CBMipgFBVV95cUxQSDhLZEVDOHpvdERyTzhTbi1yUE1sRUlsMDJ4QTBTM1E3M010LUtMNjR6VWxQdFY3MzNTZzdFcGU5VWpKUkltZzVmbXQ3RUFlQjJTUlJMNFJJejNqX2J3YTBBT0xaZExFUU8tVTNjRGVHN25RVlBXb0JtQXU1SHMxM3Aydld6M3hyVTRETE5iaFVRTmJlbkhwVkE4dlo1S3c4UV9JNnNR?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis"" score | Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis final score | Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis box score | Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis CBS Sports Supplemental source context: CBS Sports (Strong): Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis || CBS Sports (Strong): Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis CBS Sports || CBS Sports (Strong): 2026 French Open results, winner: Mirra Andreeva captures first grand slam title in straight sets Verify exact stats, scores, records, player details, and jersey numbers before final design.",Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis,Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis,Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis CBS Sports,"2026 French Open results, winner: Mirra Andreeva captures first grand slam title in straight sets","2026 French Open results, winner: Mirra Andreeva captures first grand slam title in straight sets CBS Sports",,,,,,,,,,,,,,,,,,,,,,Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis CBS Sports,,Yes,"""Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis"" score | Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis final score | Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis box score | Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis CBS Sports",5,"CBS Sports (Strong): Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis || CBS Sports (Strong): Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis CBS Sports || CBS Sports (Strong): 2026 French Open results, winner: Mirra Andreeva captures first grand slam title in straight sets || CBS Sports (Strong): 2026 French Open results, winner: Mirra Andreeva captures first grand slam title in straight sets CBS Sports || The New York Times (Other): French Open final: Mirra Andreeva overpowers Maja Chwalińska for first Grand Slam title"
8,Toronto Sceptres Pushing Through Expansion Process,PWHL / Women's Hockey,League Expansion,The IX Sports,https://news.google.com/rss/articles/CBMipwFBVV95cUxPa2dTenNKQ0kzM3lGMFJXWEVZZzdrdEVTSDRDT05GdENuM1FrLVphOWE5M3JUR0pwR3h6aHNJbTVrSVRHWVh2a0lmWFg3alN3S0V4ZmxNU0hfZHZFTEtNbnlMY3dxbDVFdHdQc2E5XzlsdllETER0T3FFT2hndTN4aGpnLThpTWpEZUZMOHYtRUdhYWNEUmZ5ZjFYWUZycU9ZT2h6NlhJUQ?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Toronto Sceptres Pushing Through Expansion Process"" | Toronto Sceptres Pushing Through Expansion Process amount number details | Toronto Sceptres Pushing Through Expansion Process purse revenue viewership attendance investment | Toronto Sceptres Pushing Through Expansion Process The IX Sports Supplemental source context: The IX Sports (Other): Toronto Sceptres Pushing Through Expansion Process || The IX Sports (Other): Toronto Sceptres Pushing Through Expansion Process The IX Sports || Yahoo Sports Canada (Strong): How The Toronto Sceptres Could Force Changes To The PWHL's Expansion Plans Verify exact stats, scores, records, player details, and jersey numbers before final design.",Toronto Sceptres Pushing Through Expansion Process,Toronto Sceptres Pushing Through Expansion Process,Toronto Sceptres Pushing Through Expansion Process The IX Sports,How The Toronto Sceptres Could Force Changes To The PWHL's Expansion Plans,How The Toronto Sceptres Could Force Changes To The PWHL's Expansion Plans Yahoo Sports Canada,,,,,,,,,,,,,,,,,,,,,Toronto Sceptres Pushing Through Expansion Process The IX Sports,Toronto Sceptres Pushing Through Expansion Process The IX Sports,,Yes,"""Toronto Sceptres Pushing Through Expansion Process"" | Toronto Sceptres Pushing Through Expansion Process amount number details | Toronto Sceptres Pushing Through Expansion Process purse revenue viewership attendance investment | Toronto Sceptres Pushing Through Expansion Process The IX Sports",4,The IX Sports (Other): Toronto Sceptres Pushing Through Expansion Process || The IX Sports (Other): Toronto Sceptres Pushing Through Expansion Process The IX Sports || Yahoo Sports Canada (Strong): How The Toronto Sceptres Could Force Changes To The PWHL's Expansion Plans || Yahoo Sports Canada (Strong): How The Toronto Sceptres Could Force Changes To The PWHL's Expansion Plans Yahoo Sports Canada
9,UCLA women's basketball signs Slovenian guard Lina Jerkovic,NCAA Women's Basketball,Breaking / Transaction,Yahoo Sports,https://news.google.com/rss/articles/CBMijwFBVV95cUxPUFNVemczNHo5MGlJM0VobkNBbzZ4bDFfRmM4UWNNVjA4LTJXNlNCd3pFbDM4dEk0WGs0ZGlDTm5jNnhyOWN5djJoTU5KbUxDeGxSSU95ejBpbVBkQnlUN1lCM1dXa2V2X3c2ME16Ujh5dDFucUtERTI3d3ZsdDAxWS0xeGVwNG41a2N1ZkdsRQ?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""UCLA women's basketball signs Slovenian guard Lina Jerkovic"" | UCLA women's basketball signs Slovenian guard Lina Jerkovic details | UCLA women's basketball signs Slovenian guard Lina Jerkovic Yahoo Sports Supplemental source context: Yahoo Sports (Strong): UCLA women's basketball signs Slovenian guard Lina Jerkovic || Yahoo Sports (Strong): UCLA women's basketball signs Slovenian guard Lina Jerkovic Yahoo Sports || New York Post (Other): UCLA women's basketball signs Slovenian guard Lina Jerkovic New York Post Verify exact stats, scores, records, player details, and jersey numbers before final design.",UCLA women's basketball signs Slovenian guard Lina Jerkovic,UCLA women's basketball signs Slovenian guard Lina Jerkovic,UCLA women's basketball signs Slovenian guard Lina Jerkovic Yahoo Sports,UCLA women's basketball signs Slovenian guard Lina Jerkovic New York Post,UCLA Women's Basketball Adds Second Freshman to Roster,,,,,,,,,,,,,,,,,,,,,,UCLA women's basketball signs Slovenian guard Lina Jerkovic Yahoo Sports,,Yes,"""UCLA women's basketball signs Slovenian guard Lina Jerkovic"" | UCLA women's basketball signs Slovenian guard Lina Jerkovic details | UCLA women's basketball signs Slovenian guard Lina Jerkovic Yahoo Sports",5,Yahoo Sports (Strong): UCLA women's basketball signs Slovenian guard Lina Jerkovic || Yahoo Sports (Strong): UCLA women's basketball signs Slovenian guard Lina Jerkovic Yahoo Sports || New York Post (Other): UCLA women's basketball signs Slovenian guard Lina Jerkovic New York Post || Yahoo Sports (Strong): UCLA Women's Basketball Adds Second Freshman to Roster || Yahoo Sports (Strong): UCLA Women's Basketball Adds Second Freshman to Roster Yahoo Sports
10,"Queen's Club 411: Dates, who's playing, prize money and more",Tennis,Business / Growth,WTA Tennis,https://news.google.com/rss/articles/CBMisgFBVV95cUxNT1RkU1kyWG1YeHFzNXBxUWNtVmV4dTZSRWlfZzlua1lxN3BvUEFIdjRkWU11TjNNYWRGNWtVTVoyVlJySkd1ZXRpNU9IT05WR2NXVHc5ektkSXFCTk1xUDUtSkFlNEpxcy1VNGhzTGpkUXdKU3U4WU00cFN6U2tPTm1aZENadmRmd2VONExoeDIwbjJ4M3VJblJnYlUzbUIxR2hUZmFuaGNuSTlBQTl0cjZB?oc=5,High,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Queen's Club 411: Dates, who's playing, prize money and more"" | Queen's Club 411: Dates, who's playing, prize money and more amount number details | Queen's Club 411: Dates, who's playing, prize money and more purse revenue viewership attendance investment | Queen's Club 411: Dates, who's playing, prize money and more WTA Tennis Supplemental source context: WTA Tennis (Official): Queen's Club 411: Dates, who's playing, prize money and more || WTA Tennis (Official): Queen's Club 411: Dates, who's playing, prize money and more WTA Tennis || WTA Tennis (Official): Grass-Court Swing 411: Dates, draws, prize money and everything you need to know","Queen's Club 411: Dates, who's playing, prize money and more","Queen's Club 411: Dates, who's playing, prize money and more","Queen's Club 411: Dates, who's playing, prize money and more WTA Tennis","Grass-Court Swing 411: Dates, draws, prize money and everything you need to know","Grass-Court Swing 411: Dates, draws, prize money and everything you need to know WTA Tennis",,,,,,,,,,,,,,,,,,,,,"Queen's Club 411: Dates, who's playing, prize money and more WTA Tennis","Queen's Club 411: Dates, who's playing, prize money and more WTA Tennis",,No,"""Queen's Club 411: Dates, who's playing, prize money and more"" | Queen's Club 411: Dates, who's playing, prize money and more amount number details | Queen's Club 411: Dates, who's playing, prize money and more purse revenue viewership attendance investment | Queen's Club 411: Dates, who's playing, prize money and more WTA Tennis",5,"WTA Tennis (Official): Queen's Club 411: Dates, who's playing, prize money and more || WTA Tennis (Official): Queen's Club 411: Dates, who's playing, prize money and more WTA Tennis || WTA Tennis (Official): Grass-Court Swing 411: Dates, draws, prize money and everything you need to know || WTA Tennis (Official): Grass-Court Swing 411: Dates, draws, prize money and everything you need to know WTA Tennis || WTA Tennis (Official): Queen's Club draw: Zheng, Raducanu, Krejcikova land in top quarter"
