scope_id,league_id,team_id,team_name,player_id,display_name,candidate_id,candidate_status,registry_status,local_candidate_path,local_candidate_exists,approved_marker_path,approved_marker_exists,current_approval_status,identity_review_status,source_url,source_domain,source_tier,source_kind,source_candidate_class,source_candidate_priority,source_platform,photo_candidate_url,license_hint,rights_class,rights_note,identity_evidence_notes,identity_confidence,intended_review_only_use,quarantine_folder,proposed_quarantine_path,download_intake_file,download_approved,separate_approval_required,identity_risk_flags,allowed_decisions,human_intake_file,team_contact_sheet_path,team_review_board_path,review_only,publish_ready,auto_approval,auto_publish,move_files,paid_apis,asset_downloads
europe_top_flight,arkema_premiere_ligue_france,as_saint_etienne_women,AS Saint-Etienne Women,,operator_add_player_candidate,as_saint_etienne_women_operator_add_candidate,operator_add_candidate,candidate_layer_only_no_player_registry_write,assets/leagues/womens_soccer/europe_top_flight/arkema_premiere_ligue_france/teams/as_saint_etienne_women/athletes/operator_fill_required/review_candidates/as_saint_etienne_women_operator_add_candidate.png,false,assets/leagues/womens_soccer/europe_top_flight/arkema_premiere_ligue_france/teams/as_saint_etienne_women/athletes/operator_fill_required/review_candidates/as_saint_etienne_women_operator_add_candidate.png.approved,false,not_approved,operator_fill_required,https://epreuves.fff.fr/competition/engagement/436476-arkema-premiere-ligue/phase/1/1/accueil,epreuves.fff.fr,public_or_official_candidate,roster_or_public_profile_candidate,manual_starter_placeholder,P2_europe_top_flight_manual_starter,manual_research,,operator_review_required,operator_rights_review_required,review_only_fair_use_tolerant_candidate; no renderer approval,"Add exact player name, current team evidence, and source URL before approval.",operator_fill_required,review_only_candidate_research_not_renderer_approval,data/assets/quarantine/review_only_candidates,data/assets/quarantine/review_only_candidates/womens_soccer/athlete_photo_candidates/europe_top_flight/arkema_premiere_ligue_france/as_saint_etienne_women/operator_fill_required/as_saint_etienne_women_operator_add_candidate.png,data/asset_registry/womens_soccer/womens_soccer_athlete_photo_download_intake.csv,no,true,missing_player_identity_candidate,approve_for_review_only_renderer_use|hold_identity|deny_candidate|revise_source_metadata|request_better_candidate,data/asset_registry/womens_soccer/womens_soccer_athlete_photo_review_intake.csv,data/asset_registry/womens_soccer/athlete_photo_contact_sheets/europe_top_flight/as_saint_etienne_women.png,data/asset_registry/womens_soccer/athlete_photo_contact_sheets/europe_top_flight/as_saint_etienne_women.md,true,false,false,false,false,false,false
europe_top_flight,arkema_premiere_ligue_france,dijon_fco_women,Dijon FCO Women,,operator_add_player_candidate,dijon_fco_women_operator_add_candidate,operator_add_candidate,candidate_layer_only_no_player_registry_write,assets/leagues/womens_soccer/europe_top_flight/arkema_premiere_ligue_france/teams/dijon_fco_women/athletes/operator_fill_required/review_candidates/dijon_fco_women_operator_add_candidate.png,false,assets/leagues/womens_soccer/europe_top_flight/arkema_premiere_ligue_france/teams/dijon_fco_women/athletes/operator_fill_required/review_candidates/dijon_fco_women_operator_add_candidate.png.approved,false,not_approved,operator_fill_required,https://epreuves.fff.fr/competition/engagement/436476-arkema-premiere-ligue/phase/1/1/accueil,epreuves.fff.fr,public_or_official_candidate,roster_or_public_profile_candidate,manual_starter_placeholder,P2_europe_top_flight_manual_starter,manual_research,,operator_review_required,operator_rights_review_required,review_only_fair_use_tolerant_candidate; no renderer approval,"Add exact player name, current team evidence, and source URL before approval.",operator_fill_required,review_only_candidate_research_not_renderer_approval,data/assets/quarantine/review_only_candidates,data/assets/quarantine/review_only_candidates/womens_soccer/athlete_photo_candidates/europe_top_flight/arkema_premiere_ligue_france/dijon_fco_women/operator_fill_required/dijon_fco_women_operator_add_candidate.png,data/asset_registry/womens_soccer/womens_soccer_athlete_photo_download_intake.csv,no,true,missing_player_identity_candidate,approve_for_review_only_renderer_use|hold_identity|deny_candidate|revise_source_metadata|request_better_candidate,data/asset_registry/womens_soccer/womens_soccer_athlete_photo_review_intake.csv,data/asset_registry/womens_soccer/athlete_photo_contact_sheets/europe_top_flight/dijon_fco_women.png,data/asset_registry/womens_soccer/athlete_photo_contact_sheets/europe_top_flight/dijon_fco_women.md,true,false,false,false,false,false,false
europe_top_flight,arkema_premiere_ligue_france,fc_fleury_91_women,FC Fleury 91 Women,,operator_add_player_candidate,fc_fleury_91_women_operator_add_candidate,operator_add_candidate,candidate_layer_only_no_player_registry_write,assets/leagues/womens_soccer/europe_top_flight/arkema_premiere_ligue_france/teams/fc_fleury_91_women/athletes/operator_fill_required/review_candidates/fc_fleury_91_women_operator_add_candidate.png,false,assets/leagues/womens_soccer/europe_top_flight/arkema_premiere_ligue_france/teams/fc_fleury_91_women/athletes/operator_fill_required/review_candidates/fc_fleury_91_women_operator_add_candidate.png.approved,false,not_approved,operator_fill_required,https://epreuves.fff.fr/competition/engagement/436476-arkema-premiere-ligue/phase/1/1/accueil,epreuves.fff.fr,public_or_official_candidate,roster_or_public_profile_candidate,manual_starter_placeholder,P2_europe_top_flight_manual_starter,manual_research,,operator_review_required,operator_rights_review_required,review_only_fair_use_tolerant_candidate; no renderer approval,"Add exact player name, current team evidence, and source URL before approval.",operator_fill_required,review_only_candidate_research_not_renderer_approval,data/assets/quarantine/review_only_candidates,data/assets/quarantine/review_only_candidates/womens_soccer/athlete_photo_candidates/europe_top_flight/arkema_premiere_ligue_france/fc_fleury_91_women/operator_fill_required/fc_fleury_91_women_operator_add_candidate.png,data/asset_registry/womens_soccer/womens_soccer_athlete_photo_download_intake.csv,no,true,missing_player_identity_candidate,approve_for_review_only_renderer_use|hold_identity|deny_candidate|revise_source_metadata|request_better_candidate,data/asset_registry/womens_soccer/womens_soccer_athlete_photo_review_intake.csv,data/asset_registry/womens_soccer/athlete_photo_contact_sheets/europe_top_flight/fc_fleury_91_women.png,data/asset_registry/womens_soccer/athlete_photo_contact_sheets/europe_top_flight/fc_fleury_91_women.md,true,false,false,false,false,false,false
europe_top_flight,arkema_premiere_ligue_france,fc_nantes_women,FC Nantes Women,,operator_add_player_candidate,fc_nantes_women_operator_add_candidate,operator_add_candidate,candidate_layer_only_no_player_registry_write,assets/leagues/womens_soccer/europe_top_flight/arkema_premiere_ligue_france/teams/fc_nantes_women/athletes/operator_fill_required/review_candidates/fc_nantes_women_operator_add_candidate.png,false,assets/leagues/womens_soccer/europe_top_flight/arkema_premiere_ligue_france/teams/fc_nantes_women/athletes/operator_fill_required/review_candidates/fc_nantes_women_operator_add_candidate.png.approved,false,not_approved,operator_fill_required,https://epreuves.fff.fr/competition/engagement/436476-arkema-premiere-ligue/phase/1/1/accueil,epreuves.fff.fr,public_or_official_candidate,roster_or_public_profile_candidate,manual_starter_placeholder,P2_europe_top_flight_manual_starter,manual_research,,operator_review_required,operator_rights_review_required,review_only_fair_use_tolerant_candidate; no renderer approval,"Add exact player name, current team evidence, and source URL before approval.",operator_fill_required,review_only_candidate_research_not_renderer_approval,data/assets/quarantine/review_only_candidates,data/assets/quarantine/review_only_candidates/womens_soccer/athlete_photo_candidates/europe_top_flight/arkema_premiere_ligue_france/fc_nantes_women/operator_fill_required/fc_nantes_women_operator_add_candidate.png,data/asset_registry/womens_soccer/womens_soccer_athlete_photo_download_intake.csv,no,true,missing_player_identity_candidate,approve_for_review_only_renderer_use|hold_identity|deny_candidate|revise_source_metadata|request_better_candidate,data/asset_registry/womens_soccer/womens_soccer_athlete_photo_review_intake.csv,data/asset_registry/womens_soccer/athlete_photo_contact_sheets/europe_top_flight/fc_nantes_women.png,data/asset_registry/womens_soccer/athlete_photo_contact_sheets/europe_top_flight/fc_nantes_women.md,true,false,false,false,false,false,false
europe_top_flight,arkema_premiere_ligue_france,le_havre_ac_women,Le Havre AC Women,,operator_add_player_candidate,le_havre_ac_women_operator_add_candidate,operator_add_candidate,candidate_layer_only_no_player_registry_write,assets/leagues/womens_soccer/europe_top_flight/arkema_premiere_ligue_france/teams/le_havre_ac_women/athletes/operator_fill_required/review_candidates/le_havre_ac_women_operator_add_candidate.png,false,assets/leagues/womens_soccer/europe_top_flight/arkema_premiere_ligue_france/teams/le_havre_ac_women/athletes/operator_fill_required/review_candidates/le_havre_ac_women_operator_add_candidate.png.approved,false,not_approved,operator_fill_required,https://epreuves.fff.fr/competition/engagement/436476-arkema-premiere-ligue/phase/1/1/accueil,epreuves.fff.fr,public_or_official_candidate,roster_or_public_profile_candidate,manual_starter_placeholder,P2_europe_top_flight_manual_starter,manual_research,,operator_review_required,operator_rights_review_required,review_only_fair_use_tolerant_candidate; no renderer approval,"Add exact player name, current team evidence, and source URL before approval.",operator_fill_required,review_only_candidate_research_not_renderer_approval,data/assets/quarantine/review_only_candidates,data/assets/quarantine/review_only_candidates/womens_soccer/athlete_photo_candidates/europe_top_flight/arkema_premiere_ligue_france/le_havre_ac_women/operator_fill_required/le_havre_ac_women_operator_add_candidate.png,data/asset_registry/womens_soccer/womens_soccer_athlete_photo_download_intake.csv,no,true,missing_player_identity_candidate,approve_for_review_only_renderer_use|hold_identity|deny_candidate|revise_source_metadata|request_better_candidate,data/asset_registry/womens_soccer/womens_soccer_athlete_photo_review_intake.csv,data/asset_registry/womens_soccer/athlete_photo_contact_sheets/europe_top_flight/le_havre_ac_women.png,data/asset_registry/womens_soccer/athlete_photo_contact_sheets/europe_top_flight/le_havre_ac_women.md,true,false,false,false,false,false,false
europe_top_flight,arkema_premiere_ligue_france,mhsc_feminines,MHSC Feminines,,operator_add_player_candidate,mhsc_feminines_operator_add_candidate,operator_add_candidate,candidate_layer_only_no_player_registry_write,assets/leagues/womens_soccer/europe_top_flight/arkema_premiere_ligue_france/teams/mhsc_feminines/athletes/operator_fill_required/review_candidates/mhsc_feminines_operator_add_candidate.png,false,assets/leagues/womens_soccer/europe_top_flight/arkema_premiere_ligue_france/teams/mhsc_feminines/athletes/operator_fill_required/review_candidates/mhsc_feminines_operator_add_candidate.png.approved,false,not_approved,operator_fill_required,https://epreuves.fff.fr/competition/engagement/436476-arkema-premiere-ligue/phase/1/1/accueil,epreuves.fff.fr,public_or_official_candidate,roster_or_public_profile_candidate,manual_starter_placeholder,P2_europe_top_flight_manual_starter,manual_research,,operator_review_required,operator_rights_review_required,review_only_fair_use_tolerant_candidate; no renderer approval,"Add exact player name, current team evidence, and source URL before approval.",operator_fill_required,review_only_candidate_research_not_renderer_approval,data/assets/quarantine/review_only_candidates,data/assets/quarantine/review_only_candidates/womens_soccer/athlete_photo_candidates/europe_top_flight/arkema_premiere_ligue_france/mhsc_feminines/operator_fill_required/mhsc_feminines_operator_add_candidate.png,data/asset_registry/womens_soccer/womens_soccer_athlete_photo_download_intake.csv,no,true,missing_player_identity_candidate,approve_for_review_only_renderer_use|hold_identity|deny_candidate|revise_source_metadata|request_better_candidate,data/asset_registry/womens_soccer/womens_soccer_athlete_photo_review_intake.csv,data/asset_registry/womens_soccer/athlete_photo_contact_sheets/europe_top_flight/mhsc_feminines.png,data/asset_registry/womens_soccer/athlete_photo_contact_sheets/europe_top_flight/mhsc_feminines.md,true,false,false,false,false,false,false
europe_top_flight,arkema_premiere_ligue_france,ol_lyonnes,OL Lyonnes,,operator_add_player_candidate,ol_lyonnes_operator_add_candidate,operator_add_candidate,candidate_layer_only_no_player_registry_write,assets/leagues/womens_soccer/europe_top_flight/arkema_premiere_ligue_france/teams/ol_lyonnes/athletes/operator_fill_required/review_candidates/ol_lyonnes_operator_add_candidate.png,false,assets/leagues/womens_soccer/europe_top_flight/arkema_premiere_ligue_france/teams/ol_lyonnes/athletes/operator_fill_required/review_candidates/ol_lyonnes_operator_add_candidate.png.approved,false,not_approved,operator_fill_required,https://epreuves.fff.fr/competition/engagement/436476-arkema-premiere-ligue/phase/1/1/accueil,epreuves.fff.fr,public_or_official_candidate,roster_or_public_profile_candidate,manual_starter_placeholder,P2_europe_top_flight_manual_starter,manual_research,,operator_review_required,operator_rights_review_required,review_only_fair_use_tolerant_candidate; no renderer approval,"Add exact player name, current team evidence, and source URL before approval.",operator_fill_required,review_only_candidate_research_not_renderer_approval,data/assets/quarantine/review_only_candidates,data/assets/quarantine/review_only_candidates/womens_soccer/athlete_photo_candidates/europe_top_flight/arkema_premiere_ligue_france/ol_lyonnes/operator_fill_required/ol_lyonnes_operator_add_candidate.png,data/asset_registry/womens_soccer/womens_soccer_athlete_photo_download_intake.csv,no,true,missing_player_identity_candidate,approve_for_review_only_renderer_use|hold_identity|deny_candidate|revise_source_metadata|request_better_candidate,data/asset_registry/womens_soccer/womens_soccer_athlete_photo_review_intake.csv,data/asset_registry/womens_soccer/athlete_photo_contact_sheets/europe_top_flight/ol_lyonnes.png,data/asset_registry/womens_soccer/athlete_photo_contact_sheets/europe_top_flight/ol_lyonnes.md,true,false,false,false,false,false,false
europe_top_flight,arkema_premiere_ligue_france,olympique_marseille_women,Olympique Marseille Women,,operator_add_player_candidate,olympique_marseille_women_operator_add_candidate,operator_add_candidate,candidate_layer_only_no_player_registry_write,assets/leagues/womens_soccer/europe_top_flight/arkema_premiere_ligue_france/teams/olympique_marseille_women/athletes/operator_fill_required/review_candidates/olympique_marseille_women_operator_add_candidate.png,false,assets/leagues/womens_soccer/europe_top_flight/arkema_premiere_ligue_france/teams/olympique_marseille_women/athletes/operator_fill_required/review_candidates/olympique_marseille_women_operator_add_candidate.png.approved,false,not_approved,operator_fill_required,https://epreuves.fff.fr/competition/engagement/436476-arkema-premiere-ligue/phase/1/1/accueil,epreuves.fff.fr,public_or_official_candidate,roster_or_public_profile_candidate,manual_starter_placeholder,P2_europe_top_flight_manual_starter,manual_research,,operator_review_required,operator_rights_review_required,review_only_fair_use_tolerant_candidate; no renderer approval,"Add exact player name, current team evidence, and source URL before approval.",operator_fill_required,review_only_candidate_research_not_renderer_approval,data/assets/quarantine/review_only_candidates,data/assets/quarantine/review_only_candidates/womens_soccer/athlete_photo_candidates/europe_top_flight/arkema_premiere_ligue_france/olympique_marseille_women/operator_fill_required/olympique_marseille_women_operator_add_candidate.png,data/asset_registry/womens_soccer/womens_soccer_athlete_photo_download_intake.csv,no,true,missing_player_identity_candidate,approve_for_review_only_renderer_use|hold_identity|deny_candidate|revise_source_metadata|request_better_candidate,data/asset_registry/womens_soccer/womens_soccer_athlete_photo_review_intake.csv,data/asset_registry/womens_soccer/athlete_photo_contact_sheets/europe_top_flight/olympique_marseille_women.png,data/asset_registry/womens_soccer/athlete_photo_contact_sheets/europe_top_flight/olympique_marseille_women.md,true,false,false,false,false,false,false
europe_top_flight,arkema_premiere_ligue_france,paris_fc_women,Paris FC Women,,operator_add_player_candidate,paris_fc_women_operator_add_candidate,operator_add_candidate,candidate_layer_only_no_player_registry_write,assets/leagues/womens_soccer/europe_top_flight/arkema_premiere_ligue_france/teams/paris_fc_women/athletes/operator_fill_required/review_candidates/paris_fc_women_operator_add_candidate.png,false,assets/leagues/womens_soccer/europe_top_flight/arkema_premiere_ligue_france/teams/paris_fc_women/athletes/operator_fill_required/review_candidates/paris_fc_women_operator_add_candidate.png.approved,false,not_approved,operator_fill_required,https://epreuves.fff.fr/competition/engagement/436476-arkema-premiere-ligue/phase/1/1/accueil,epreuves.fff.fr,public_or_official_candidate,roster_or_public_profile_candidate,manual_starter_placeholder,P2_europe_top_flight_manual_starter,manual_research,,operator_review_required,operator_rights_review_required,review_only_fair_use_tolerant_candidate; no renderer approval,"Add exact player name, current team evidence, and source URL before approval.",operator_fill_required,review_only_candidate_research_not_renderer_approval,data/assets/quarantine/review_only_candidates,data/assets/quarantine/review_only_candidates/womens_soccer/athlete_photo_candidates/europe_top_flight/arkema_premiere_ligue_france/paris_fc_women/operator_fill_required/paris_fc_women_operator_add_candidate.png,data/asset_registry/womens_soccer/womens_soccer_athlete_photo_download_intake.csv,no,true,missing_player_identity_candidate,approve_for_review_only_renderer_use|hold_identity|deny_candidate|revise_source_metadata|request_better_candidate,data/asset_registry/womens_soccer/womens_soccer_athlete_photo_review_intake.csv,data/asset_registry/womens_soccer/athlete_photo_contact_sheets/europe_top_flight/paris_fc_women.png,data/asset_registry/womens_soccer/athlete_photo_contact_sheets/europe_top_flight/paris_fc_women.md,true,false,false,false,false,false,false
europe_top_flight,arkema_premiere_ligue_france,paris_saint_germain_women,Paris Saint-Germain Women,,operator_add_player_candidate,paris_saint_germain_women_operator_add_candidate,operator_add_candidate,candidate_layer_only_no_player_registry_write,assets/leagues/womens_soccer/europe_top_flight/arkema_premiere_ligue_france/teams/paris_saint_germain_women/athletes/operator_fill_required/review_candidates/paris_saint_germain_women_operator_add_candidate.png,false,assets/leagues/womens_soccer/europe_top_flight/arkema_premiere_ligue_france/teams/paris_saint_germain_women/athletes/operator_fill_required/review_candidates/paris_saint_germain_women_operator_add_candidate.png.approved,false,not_approved,operator_fill_required,https://epreuves.fff.fr/competition/engagement/436476-arkema-premiere-ligue/phase/1/1/accueil,epreuves.fff.fr,public_or_official_candidate,roster_or_public_profile_candidate,manual_starter_placeholder,P2_europe_top_flight_manual_starter,manual_research,,operator_review_required,operator_rights_review_required,review_only_fair_use_tolerant_candidate; no renderer approval,"Add exact player name, current team evidence, and source URL before approval.",operator_fill_required,review_only_candidate_research_not_renderer_approval,data/assets/quarantine/review_only_candidates,data/assets/quarantine/review_only_candidates/womens_soccer/athlete_photo_candidates/europe_top_flight/arkema_premiere_ligue_france/paris_saint_germain_women/operator_fill_required/paris_saint_germain_women_operator_add_candidate.png,data/asset_registry/womens_soccer/womens_soccer_athlete_photo_download_intake.csv,no,true,missing_player_identity_candidate,approve_for_review_only_renderer_use|hold_identity|deny_candidate|revise_source_metadata|request_better_candidate,data/asset_registry/womens_soccer/womens_soccer_athlete_photo_review_intake.csv,data/asset_registry/womens_soccer/athlete_photo_contact_sheets/europe_top_flight/paris_saint_germain_women.png,data/asset_registry/womens_soccer/athlete_photo_contact_sheets/europe_top_flight/paris_saint_germain_women.md,true,false,false,false,false,false,false
europe_top_flight,arkema_premiere_ligue_france,rc_lens_women,RC Lens Women,,operator_add_player_candidate,rc_lens_women_operator_add_candidate,operator_add_candidate,candidate_layer_only_no_player_registry_write,assets/leagues/womens_soccer/europe_top_flight/arkema_premiere_ligue_france/teams/rc_lens_women/athletes/operator_fill_required/review_candidates/rc_lens_women_operator_add_candidate.png,false,assets/leagues/womens_soccer/europe_top_flight/arkema_premiere_ligue_france/teams/rc_lens_women/athletes/operator_fill_required/review_candidates/rc_lens_women_operator_add_candidate.png.approved,false,not_approved,operator_fill_required,https://epreuves.fff.fr/competition/engagement/436476-arkema-premiere-ligue/phase/1/1/accueil,epreuves.fff.fr,public_or_official_candidate,roster_or_public_profile_candidate,manual_starter_placeholder,P2_europe_top_flight_manual_starter,manual_research,,operator_review_required,operator_rights_review_required,review_only_fair_use_tolerant_candidate; no renderer approval,"Add exact player name, current team evidence, and source URL before approval.",operator_fill_required,review_only_candidate_research_not_renderer_approval,data/assets/quarantine/review_only_candidates,data/assets/quarantine/review_only_candidates/womens_soccer/athlete_photo_candidates/europe_top_flight/arkema_premiere_ligue_france/rc_lens_women/operator_fill_required/rc_lens_women_operator_add_candidate.png,data/asset_registry/womens_soccer/womens_soccer_athlete_photo_download_intake.csv,no,true,missing_player_identity_candidate,approve_for_review_only_renderer_use|hold_identity|deny_candidate|revise_source_metadata|request_better_candidate,data/asset_registry/womens_soccer/womens_soccer_athlete_photo_review_intake.csv,data/asset_registry/womens_soccer/athlete_photo_contact_sheets/europe_top_flight/rc_lens_women.png,data/asset_registry/womens_soccer/athlete_photo_contact_sheets/europe_top_flight/rc_lens_women.md,true,false,false,false,false,false,false
