scope_id,league_id,team_id,team_name,player_id,display_name,candidate_id,local_candidate_path,source_url,photo_candidate_url,current_approval_status,identity_review_status,allowed_decisions,operator_decision,identity_verified,source_reviewed,local_file_reviewed,source_allowed_for_review_only,rights_reviewed,source_url_to_record,registry_action,operator_notes,reviewed_by,reviewed_at_local,approval_scope,publish_ready,auto_approval,auto_publish,move_files,paid_apis,asset_downloads
nwsl,nwsl,angel_city_fc,Angel City FC,,operator_add_player_candidate,angel_city_fc_operator_add_candidate,assets/leagues/womens_soccer/nwsl/nwsl/teams/angel_city_fc/athletes/operator_fill_required/review_candidates/angel_city_fc_operator_add_candidate.png,https://www.nwslsoccer.com/teams/9587b8ce40624165903b6bc9fd252634/angel-city-fc/roster,,not_approved,operator_fill_required,approve_for_review_only_renderer_use|hold_identity|deny_candidate|revise_source_metadata|request_better_candidate,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,,candidate_layer_only_no_registry_state_change,,,,review_only_renderer_womens_soccer_athlete_photo_trust_manual_intake,false,false,false,false,false,false
nwsl,nwsl,bay_fc,Bay FC,,operator_add_player_candidate,bay_fc_operator_add_candidate,assets/leagues/womens_soccer/nwsl/nwsl/teams/bay_fc/athletes/operator_fill_required/review_candidates/bay_fc_operator_add_candidate.png,https://www.nwslsoccer.com/teams/19674698cec24f53af8866cd21abaf8f/bay-fc/roster,,not_approved,operator_fill_required,approve_for_review_only_renderer_use|hold_identity|deny_candidate|revise_source_metadata|request_better_candidate,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,,candidate_layer_only_no_registry_state_change,,,,review_only_renderer_womens_soccer_athlete_photo_trust_manual_intake,false,false,false,false,false,false
nwsl,nwsl,boston_legacy_fc,Boston Legacy FC,,operator_add_player_candidate,boston_legacy_fc_operator_add_candidate,assets/leagues/womens_soccer/nwsl/nwsl/teams/boston_legacy_fc/athletes/operator_fill_required/review_candidates/boston_legacy_fc_operator_add_candidate.png,https://www.nwslsoccer.com/teams/d2d8efe548734dfd8bc667b5a52a079a/boston-legacy-fc/roster,,not_approved,operator_fill_required,approve_for_review_only_renderer_use|hold_identity|deny_candidate|revise_source_metadata|request_better_candidate,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,,candidate_layer_only_no_registry_state_change,,,,review_only_renderer_womens_soccer_athlete_photo_trust_manual_intake,false,false,false,false,false,false
nwsl,nwsl,chicago_stars_fc,Chicago Stars FC,,operator_add_player_candidate,chicago_stars_fc_operator_add_candidate,assets/leagues/womens_soccer/nwsl/nwsl/teams/chicago_stars_fc/athletes/operator_fill_required/review_candidates/chicago_stars_fc_operator_add_candidate.png,https://www.nwslsoccer.com/teams/269e825b853f4b43a9d38390aa92bf6e/chicago-stars-fc/roster,,not_approved,operator_fill_required,approve_for_review_only_renderer_use|hold_identity|deny_candidate|revise_source_metadata|request_better_candidate,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,,candidate_layer_only_no_registry_state_change,,,,review_only_renderer_womens_soccer_athlete_photo_trust_manual_intake,false,false,false,false,false,false
nwsl,nwsl,denver_summit_fc,Denver Summit FC,,operator_add_player_candidate,denver_summit_fc_operator_add_candidate,assets/leagues/womens_soccer/nwsl/nwsl/teams/denver_summit_fc/athletes/operator_fill_required/review_candidates/denver_summit_fc_operator_add_candidate.png,https://www.nwslsoccer.com/teams/cbfcacbef5bc4a278442c00926ac9ebc/denver-summit-fc/roster,,not_approved,operator_fill_required,approve_for_review_only_renderer_use|hold_identity|deny_candidate|revise_source_metadata|request_better_candidate,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,,candidate_layer_only_no_registry_state_change,,,,review_only_renderer_womens_soccer_athlete_photo_trust_manual_intake,false,false,false,false,false,false
nwsl,nwsl,gotham_fc,Gotham FC,,operator_add_player_candidate,gotham_fc_operator_add_candidate,assets/leagues/womens_soccer/nwsl/nwsl/teams/gotham_fc/athletes/operator_fill_required/review_candidates/gotham_fc_operator_add_candidate.png,https://www.nwslsoccer.com/teams/c83f2ca05aa84c738b5373f0d2a31b39/nj-ny-gotham-fc/roster,,not_approved,operator_fill_required,approve_for_review_only_renderer_use|hold_identity|deny_candidate|revise_source_metadata|request_better_candidate,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,,candidate_layer_only_no_registry_state_change,,,,review_only_renderer_womens_soccer_athlete_photo_trust_manual_intake,false,false,false,false,false,false
nwsl,nwsl,houston_dash,Houston Dash,,operator_add_player_candidate,houston_dash_operator_add_candidate,assets/leagues/womens_soccer/nwsl/nwsl/teams/houston_dash/athletes/operator_fill_required/review_candidates/houston_dash_operator_add_candidate.png,https://www.nwslsoccer.com/teams/ca3f464d6b794a9087d441d75961403f/houston-dash/roster,,not_approved,operator_fill_required,approve_for_review_only_renderer_use|hold_identity|deny_candidate|revise_source_metadata|request_better_candidate,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,,candidate_layer_only_no_registry_state_change,,,,review_only_renderer_womens_soccer_athlete_photo_trust_manual_intake,false,false,false,false,false,false
nwsl,nwsl,kansas_city_current,Kansas City Current,,operator_add_player_candidate,kansas_city_current_operator_add_candidate,assets/leagues/womens_soccer/nwsl/nwsl/teams/kansas_city_current/athletes/operator_fill_required/review_candidates/kansas_city_current_operator_add_candidate.png,https://www.nwslsoccer.com/teams/2c1699409ff84c9eb491aeaca3d3edde/kansas-city-current/roster,,not_approved,operator_fill_required,approve_for_review_only_renderer_use|hold_identity|deny_candidate|revise_source_metadata|request_better_candidate,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,,candidate_layer_only_no_registry_state_change,,,,review_only_renderer_womens_soccer_athlete_photo_trust_manual_intake,false,false,false,false,false,false
nwsl,nwsl,north_carolina_courage,North Carolina Courage,,operator_add_player_candidate,north_carolina_courage_operator_add_candidate,assets/leagues/womens_soccer/nwsl/nwsl/teams/north_carolina_courage/athletes/operator_fill_required/review_candidates/north_carolina_courage_operator_add_candidate.png,https://www.nwslsoccer.com/teams/fb41ef4439dd495098cb6d40415767cc/north-carolina-courage/roster,,not_approved,operator_fill_required,approve_for_review_only_renderer_use|hold_identity|deny_candidate|revise_source_metadata|request_better_candidate,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,,candidate_layer_only_no_registry_state_change,,,,review_only_renderer_womens_soccer_athlete_photo_trust_manual_intake,false,false,false,false,false,false
nwsl,nwsl,orlando_pride,Orlando Pride,,operator_add_player_candidate,orlando_pride_operator_add_candidate,assets/leagues/womens_soccer/nwsl/nwsl/teams/orlando_pride/athletes/operator_fill_required/review_candidates/orlando_pride_operator_add_candidate.png,https://www.nwslsoccer.com/teams/c3e9513e280b41e5bfbb8230076e8c43/orlando-pride/roster,,not_approved,operator_fill_required,approve_for_review_only_renderer_use|hold_identity|deny_candidate|revise_source_metadata|request_better_candidate,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,operator_fill_required,,candidate_layer_only_no_registry_state_change,,,,review_only_renderer_womens_soccer_athlete_photo_trust_manual_intake,false,false,false,false,false,false
