rank,headline,sport,story_type,source,link,context_confidence,context_source_status,verified_context_notes,story_summary,key_fact_1,key_fact_2,key_fact_3,key_fact_4,winner,loser,final_score,matchup,game_time,tv_network,key_player_1,key_player_1_statline,key_player_2,key_player_2_statline,watch_angle,round_or_event,top_performer_1,top_performer_1_statline,top_performer_2,top_performer_2_statline,milestone_text,historical_context,key_number,number_context,business_impact,main_takeaway,next_game_or_implication,manual_review_flag,supplemental_search_queries,supplemental_source_count,supplemental_sources
1,"""It Was A Momentum Changer"": Angel Reese Earns High Praise From Atlanta HC After Milestone Performance",WNBA,Record / Milestone,Hardwood Heroics,https://sports.yahoo.com/articles/momentum-changer-angel-reese-earns-132809579.html,High,direct_article_text,"Fetched direct article text. Supplemental searches used: """"It Was A Momentum Changer"": Angel Reese Earns High Praise From Atlanta HC After Milestone Performance"" record stats | ""It Was A Momentum Changer"": Angel Reese Earns High Praise From Atlanta HC After Milestone Performance exact record | ""It Was A Momentum Changer"": Angel Reese Earns High Praise From Atlanta HC After Milestone Performance milestone stats | ""It Was A Momentum Changer"": Angel Reese Earns High Praise From Atlanta HC After Milestone Performance WNBA records stats | ""It Was A Momentum Changer"": Angel Reese Earns High Praise From Atlanta HC After Milestone Performance Hardwood Heroics","As the Connecticut Sun led the game by four points with just a [...] ""It Was A Momentum Changer"": Angel Reese Earns High Praise From Atlanta HC After Milestone Performance On a night where the main storyline was Brittney Griner's first game against her former side, the Atlanta Dream, Angel Reese decided it was her time to shine...","As the Connecticut Sun led the game by four points with just a [...] ""It Was A Momentum Changer"": Angel Reese Earns High Praise From Atlanta HC After Milestone Performance On a night where the main storyline was Brittney Griner's first game against her former side, the Atlanta Dream, Angel Reese decided it was her time to shine...",They used that momentum to extend the run to 10-0 to start the fourth quarter and never looked back as they cruised to a 91-75 win.,"Following her three-pointer, the Dream went on a 7-0 run and finished the third quarter with a three-point advantage.","After the game, Dream head coach Karl Smesko peppered Reese with praise. ""I did think it was a momentum changer,"" said Smesko via Wilton C.",,,10-0,,,,,,,,,,,,,,"As the Connecticut Sun led the game by four points with just a [...] ""It Was A Momentum Changer"": Angel Reese Earns High Praise From Atlanta HC After Milestone Performance On a night where the main storyline was Brittney Griner's first game against her former side, the Atlanta Dream, Angel Reese decided it was her time to shine...",They used that momentum to extend the run to 10-0 to start the fourth quarter and never looked back as they cruised to a 91-75 win.,,,,They used that momentum to extend the run to 10-0 to start the fourth quarter and never looked back as they cruised to a 91-75 win.,,No,"""""It Was A Momentum Changer"": Angel Reese Earns High Praise From Atlanta HC After Milestone Performance"" record stats | ""It Was A Momentum Changer"": Angel Reese Earns High Praise From Atlanta HC After Milestone Performance exact record | ""It Was A Momentum Changer"": Angel Reese Earns High Praise From Atlanta HC After Milestone Performance milestone stats | ""It Was A Momentum Changer"": Angel Reese Earns High Praise From Atlanta HC After Milestone Performance WNBA records stats | ""It Was A Momentum Changer"": Angel Reese Earns High Praise From Atlanta HC After Milestone Performance Hardwood Heroics",0,
2,A'ja Wilson Earns Record 14th Career WNBA Western Conference Player of the Month Award,WNBA,Record / Milestone,Las Vegas Aces | WNBA,https://news.google.com/rss/articles/CBMisgFBVV95cUxOQm1lTklnZlhXNFhYME91UWtLMDM1UlVkbE1hR1FUOXNZcjFNd3hiYll6dkVVNWowMEJvVGV3ZnU0SGtMVHNmOWxSOUt3ZllzcHAxMnZwZG9WRWdBa0VTV2Fia0dUN0lManFCUzVTUXdRUjR3SXNHcFQtZnZyeVFqUDVUM1pLUm5ESmZscFJsZnVnNkRpbjRvZ1pHX1V4dFlrc1pRV001TUtsQklYdXhLOVZB?oc=5,High,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""A'ja Wilson Earns Record 14th Career WNBA Western Conference Player of the Month Award"" record stats | A'ja Wilson Earns Record 14th Career WNBA Western Conference Player of the Month Award exact record | A'ja Wilson Earns Record 14th Career WNBA Western Conference Player of the Month Award milestone stats | A'ja Wilson Earns Record 14th Career WNBA Western Conference Player of the Month Award WNBA records stats | A'ja Wilson Earns Record 14th Career WNBA Western Conference Player of the Month Award Las Vegas Aces | WNBA Supplemental source context: Las Vegas Aces | WNBA (Official): A'ja Wilson Earns 13th Career WNBA Western Conference Player of the Month Award || Las Vegas Aces | WNBA (Official): A'ja Wilson Earns 13th Career WNBA Western Conference Player of the Month Award Las Vegas Aces. || WNBA (Official): Las Vegas Aces' A'ja Wilson Wins Record Fourth Kia WNBA Most Valuable Player Award",A'ja Wilson Earns 13th Career WNBA Western Conference Player of the Month Award,A'ja Wilson Earns 13th Career WNBA Western Conference Player of the Month Award,A'ja Wilson Earns 13th Career WNBA Western Conference Player of the Month Award Las Vegas Aces.,Las Vegas Aces' A'ja Wilson Wins Record Fourth Kia WNBA Most Valuable Player Award,Las Vegas Aces' A'ja Wilson Wins Record Fourth Kia WNBA Most Valuable Player Award WNBA,,,,,,,,,,,,,,,,,13th,A'ja Wilson Earns 13th Career WNBA Western Conference Player of the Month Award Las Vegas Aces.,13th,A'ja Wilson Earns 13th Career WNBA Western Conference Player of the Month Award,,A'ja Wilson Earns 13th Career WNBA Western Conference Player of the Month Award Las Vegas Aces.,,No,"""A'ja Wilson Earns Record 14th Career WNBA Western Conference Player of the Month Award"" record stats | A'ja Wilson Earns Record 14th Career WNBA Western Conference Player of the Month Award exact record | A'ja Wilson Earns Record 14th Career WNBA Western Conference Player of the Month Award milestone stats | A'ja Wilson Earns Record 14th Career WNBA Western Conference Player of the Month Award WNBA records stats | A'ja Wilson Earns Record 14th Career WNBA Western Conference Player of the Month Award Las Vegas Aces | WNBA",5,Las Vegas Aces | WNBA (Official): A'ja Wilson Earns 13th Career WNBA Western Conference Player of the Month Award || Las Vegas Aces | WNBA (Official): A'ja Wilson Earns 13th Career WNBA Western Conference Player of the Month Award Las Vegas Aces. || WNBA (Official): Las Vegas Aces' A'ja Wilson Wins Record Fourth Kia WNBA Most Valuable Player Award || WNBA (Official): Las Vegas Aces' A'ja Wilson Wins Record Fourth Kia WNBA Most Valuable Player Award WNBA || Yahoo Sports (Strong): A'ja Wilson extends her WNBA record with Player of the Month Award
3,"""Caitlin Took Always Take Ownership. Stephanie White Never Will"": WNBA Fans Applaud Caitlin Clark For Taking Accountability On Fever's 6-6 Record",WNBA,Record / Milestone,Hardwood Heroics,https://sports.yahoo.com/articles/caitlin-took-always-ownership-stephanie-123054368.html,High,direct_article_text,"Fetched direct article text. Supplemental searches used: """"Caitlin Took Always Take Ownership. Stephanie White Never Will"": WNBA Fans Applaud Caitlin Clark For Taking Accountability On Fever's 6-6 Record"" record stats | ""Caitlin Took Always Take Ownership. Stephanie White Never Will"": WNBA Fans Applaud Caitlin Clark For Taking Accountability On Fever's 6-6 Record exact record | ""Caitlin Took Always Take Ownership. Stephanie White Never Will"": WNBA Fans Applaud Caitlin Clark For Taking Accountability On Fever's 6-6 Record milestone stats | ""Caitlin Took Always Take Ownership. Stephanie White Never Will"": WNBA Fans Applaud Caitlin Clark For Taking Accountability On Fever's 6-6 Record WNBA records stats | ""Caitlin Took Always Take Ownership. Stephanie White Never Will"": WNBA Fans Applaud Caitlin Clark For Taking Accountability On Fever's 6-6 Record Hardwood Heroics","Stephanie White Never Will"": WNBA Fans Applaud Caitlin Clark For Taking Accountability On Fever's 6-6 Record The Indiana Fever front office is making massive headlines again.","Stephanie White Never Will"": WNBA Fans Applaud Caitlin Clark For Taking Accountability On Fever's 6-6 Record The Indiana Fever front office is making massive headlines again.","The drama never stops. [...] ""Caitlin Took Always Take Ownership.","""Caitlin Took Always Take Ownership.",Scott Agness announced that he has been banned because of his reporting on Caitlin Clark 's surprising absence from a game in May.,,,6-6,,,,,,,,,,,,,,6,"The drama never stops. [...] ""Caitlin Took Always Take Ownership.",6,"Stephanie White Never Will"": WNBA Fans Applaud Caitlin Clark For Taking Accountability On Fever's 6-6 Record The Indiana Fever front office is making massive headlines again.",,"The drama never stops. [...] ""Caitlin Took Always Take Ownership.",,No,"""""Caitlin Took Always Take Ownership. Stephanie White Never Will"": WNBA Fans Applaud Caitlin Clark For Taking Accountability On Fever's 6-6 Record"" record stats | ""Caitlin Took Always Take Ownership. Stephanie White Never Will"": WNBA Fans Applaud Caitlin Clark For Taking Accountability On Fever's 6-6 Record exact record | ""Caitlin Took Always Take Ownership. Stephanie White Never Will"": WNBA Fans Applaud Caitlin Clark For Taking Accountability On Fever's 6-6 Record milestone stats | ""Caitlin Took Always Take Ownership. Stephanie White Never Will"": WNBA Fans Applaud Caitlin Clark For Taking Accountability On Fever's 6-6 Record WNBA records stats | ""Caitlin Took Always Take Ownership. Stephanie White Never Will"": WNBA Fans Applaud Caitlin Clark For Taking Accountability On Fever's 6-6 Record Hardwood Heroics",0,
4,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Softball,Record / Milestone,Just Women's Sports,https://justwomenssports.com/reads/texas-softball-reese-atwood-wcws-championship-ausl-2026/,High,direct_article_plus_supplemental_search,"Fetched direct article text. Supplemental searches used: ""Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships"" record stats | Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships exact record | Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships milestone stats | Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships Just Women's Sports Supplemental source context: Just Women's Sports (Strong): Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships || Just Women's Sports (Strong): Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships Just Women's Sports || Just Women's Sports (Strong): Texas Scores First-Ever NCAA Softball Championship as 2025 WCWS Breaks Records",Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships Texas softball legend Reese Atwood crowns her historic career with a second straight WCWS national championship before heading to the AUSL.,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships Texas softball legend Reese Atwood crowns her historic career with a second straight WCWS national championship before heading to the AUSL.,"Texas softball are back-to-back national champions, after the Longhorns defeated Texas Tech 4-1 on Thursday to clinch a second consecutive Women's College World Series title in Oklahoma City.","She's been an inspiration to everybody including myself."" Now, with her college career capped, Atwood is headed to the pros.","Over her four seasons, Texas went 209-49-1 with Atwood behind the plate.",,,4-1,,,,,,,,,,,,,,2025,"Texas softball are back-to-back national champions, after the Longhorns defeated Texas Tech 4-1 on Thursday to clinch a second consecutive Women's College World Series title in Oklahoma City.",2025,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships Texas softball legend Reese Atwood crowns her historic career with a second straight WCWS national championship before heading to the AUSL.,,"Texas softball are back-to-back national champions, after the Longhorns defeated Texas Tech 4-1 on Thursday to clinch a second consecutive Women's College World Series title in Oklahoma City.",,No,"""Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships"" record stats | Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships exact record | Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships milestone stats | Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships Just Women's Sports",5,Just Women's Sports (Strong): Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships || Just Women's Sports (Strong): Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships Just Women's Sports || Just Women's Sports (Strong): Texas Scores First-Ever NCAA Softball Championship as 2025 WCWS Breaks Records || Just Women's Sports (Strong): Texas Scores First-Ever NCAA Softball Championship as 2025 WCWS Breaks Records Just Women's Sports || Austin American-Statesman (Other): Reese Atwood says goodbye to Texas softball after historic career
5,Mirra Andreeva becomes youngest Roland Garros women's champion since Monica Seles,Women's Sports,Record / Milestone,Yahoo Sports,https://news.google.com/rss/articles/CBMikAFBVV95cUxQM0tLSHlGM0p4RE5LR0JRWlo0YUFKcVFsOS1EYjNJRTJ6NF9aVXMxbXM3SkhQWjl3VjBPX2dLZGZ1QjBIMzhfcnUxMzVTa3pnaDMyU0p6bVEtZE9laGE2SFlIS1pmcmdpMGxfQ3puSG1kbEhsNTBuX0Z0ck9rMUJIRFVCNXdmMUNYMHVFUEZSS0I?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Mirra Andreeva becomes youngest Roland Garros women's champion since Monica Seles"" record stats | Mirra Andreeva becomes youngest Roland Garros women's champion since Monica Seles exact record | Mirra Andreeva becomes youngest Roland Garros women's champion since Monica Seles milestone stats | Mirra Andreeva becomes youngest Roland Garros women's champion since Monica Seles Yahoo Sports Supplemental source context: Yahoo Sports (Strong): Mirra Andreeva becomes youngest Roland Garros women's champion since Monica Seles || Yahoo Sports (Strong): Mirra Andreeva becomes youngest Roland Garros women's champion since Monica Seles Yahoo Sports || Yahoo Sports (Strong): Mirra Andreeva Becomes Youngest Roland Garros Champion in 34 Years Verify exact stats, scores, records, player details, and jersey numbers before final design.",Mirra Andreeva becomes youngest Roland Garros women's champion since Monica Seles,Mirra Andreeva becomes youngest Roland Garros women's champion since Monica Seles,Mirra Andreeva becomes youngest Roland Garros women's champion since Monica Seles Yahoo Sports,Mirra Andreeva Becomes Youngest Roland Garros Champion in 34 Years,Mirra Andreeva Becomes Youngest Roland Garros Champion in 34 Years Yahoo Sports,,,,,,,,,,,,,,,,,Mirra Andreeva becomes youngest Roland Garros women's champion since Monica Seles,Mirra Andreeva becomes youngest Roland Garros women's champion since Monica Seles Yahoo Sports,,,,Mirra Andreeva becomes youngest Roland Garros women's champion since Monica Seles Yahoo Sports,,Yes,"""Mirra Andreeva becomes youngest Roland Garros women's champion since Monica Seles"" record stats | Mirra Andreeva becomes youngest Roland Garros women's champion since Monica Seles exact record | Mirra Andreeva becomes youngest Roland Garros women's champion since Monica Seles milestone stats | Mirra Andreeva becomes youngest Roland Garros women's champion since Monica Seles Yahoo Sports",5,Yahoo Sports (Strong): Mirra Andreeva becomes youngest Roland Garros women's champion since Monica Seles || Yahoo Sports (Strong): Mirra Andreeva becomes youngest Roland Garros women's champion since Monica Seles Yahoo Sports || Yahoo Sports (Strong): Mirra Andreeva Becomes Youngest Roland Garros Champion in 34 Years || Yahoo Sports (Strong): Mirra Andreeva Becomes Youngest Roland Garros Champion in 34 Years Yahoo Sports || The Times (Other): Mirra Andreeva wins first grand-slam title at Roland-Garros
6,Saint Leo wins 2026 NCAA DII softball championship,Softball,Game Recap / Result,NCAA.com,https://news.google.com/rss/articles/CBMipwFBVV95cUxNYW50N0xZMlBsaWVzTlZ5OVR4dmgxU3dkMVp6YlI5eGJfejVza2VLdlhmUGJyMk1oMGJUazFTMFo5dUxXNTFxNGpFM21OSWhCRXNjMUVuVlJzQ05Iekk0MlIzUzRJWk15MEN4SG9lTmtGOG8tdnEzaGRaSnU1NFdXZWw3UFJqUHBvcUJxQnhycXNWTjh0a213ZzFWZE90aFFPV2pUbGM1VQ?oc=5,High,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Saint Leo wins 2026 NCAA DII softball championship"" score | Saint Leo wins 2026 NCAA DII softball championship final score | Saint Leo wins 2026 NCAA DII softball championship box score | Saint Leo wins 2026 NCAA DII softball championship opponent score softball | site:ncaa.com Saint Leo wins 2026 NCAA DII softball championship score Supplemental source context: NCAA.com (Official): Saint Leo wins 2026 NCAA DII softball championship || NCAA.com (Official): Saint Leo wins 2026 NCAA DII softball championship NCAA.com || NCAA.com (Official): Saint Leo wins the 2026 DII softball championship",Saint Leo wins 2026 NCAA DII softball championship,Saint Leo wins 2026 NCAA DII softball championship,Saint Leo wins 2026 NCAA DII softball championship NCAA.com,Saint Leo wins the 2026 DII softball championship,Saint Leo wins the 2026 DII softball championship NCAA.com,,,,,,,,,,,,,,,,,,,,,,Saint Leo wins 2026 NCAA DII softball championship NCAA.com,,No,"""Saint Leo wins 2026 NCAA DII softball championship"" score | Saint Leo wins 2026 NCAA DII softball championship final score | Saint Leo wins 2026 NCAA DII softball championship box score | Saint Leo wins 2026 NCAA DII softball championship opponent score softball | site:ncaa.com Saint Leo wins 2026 NCAA DII softball championship score",5,"NCAA.com (Official): Saint Leo wins 2026 NCAA DII softball championship || NCAA.com (Official): Saint Leo wins 2026 NCAA DII softball championship NCAA.com || NCAA.com (Official): Saint Leo wins the 2026 DII softball championship || NCAA.com (Official): Saint Leo wins the 2026 DII softball championship NCAA.com || NCAA.com (Official): UT Tyler repeats, wins 2025 NCAA DII softball championship"
7,Notre Dame Women's basketball hires former player as assistant coach,NCAA Women's Basketball,Breaking / Transaction,Yahoo Sports,https://news.google.com/rss/articles/CBMiigFBVV95cUxPOGxiTENSeGtPd2tBX2x4aFdOOVVvRUJ2anlTdWtvQ1BWbTFQeGdFd1ZkcWtrN0JwV3h1ZHU1X2ZZM25nOWc4d0ZFTkxyb0JMYlozMDRQQzZBb1N0VGlwbW5CbEwwZWtlYmJ6YkIwOHFBcFBKR3hwXzcwZmt6bnc3Vm4yOE1Pa1V4MlE?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Notre Dame Women's basketball hires former player as assistant coach"" | Notre Dame Women's basketball hires former player as assistant coach details | Notre Dame Women's basketball hires former player as assistant coach Yahoo Sports Supplemental source context: Yahoo Sports (Strong): Notre Dame Women's basketball hires former player as assistant coach || Yahoo Sports (Strong): Notre Dame Women's basketball hires former player as assistant coach Yahoo Sports || Fighting Irish Wire (Other): Notre Dame Women's basketball hires former player as assistant coach Fighting Irish Wire Verify exact stats, scores, records, player details, and jersey numbers before final design.",Notre Dame Women's basketball hires former player as assistant coach,Notre Dame Women's basketball hires former player as assistant coach,Notre Dame Women's basketball hires former player as assistant coach Yahoo Sports,Notre Dame Women's basketball hires former player as assistant coach Fighting Irish Wire,Penn State hires former player Tanisha Wright as women's basketball coach,,,,,,,,,,,,,,,,,,,,,,Notre Dame Women's basketball hires former player as assistant coach Yahoo Sports,,Yes,"""Notre Dame Women's basketball hires former player as assistant coach"" | Notre Dame Women's basketball hires former player as assistant coach details | Notre Dame Women's basketball hires former player as assistant coach Yahoo Sports",5,Yahoo Sports (Strong): Notre Dame Women's basketball hires former player as assistant coach || Yahoo Sports (Strong): Notre Dame Women's basketball hires former player as assistant coach Yahoo Sports || Fighting Irish Wire (Other): Notre Dame Women's basketball hires former player as assistant coach Fighting Irish Wire || Yahoo Sports (Strong): Penn State hires former player Tanisha Wright as women's basketball coach || Yahoo Sports (Strong): Penn State hires former player Tanisha Wright as women's basketball coach Yahoo Sports
8,Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk,Tennis,Record / Milestone,WTA Tennis,https://news.google.com/rss/articles/CBMiugFBVV95cUxOcmJaQU4za1FvYS1WRGV0SGZIZVItZ0dTNEcxUlctb1c3b01hVFBPTFhvM3RwejBsOTAyem5fYmFCcmZ4ZjRMbkwzeThITnNZS0VuWVA5aFNaZjVjWGN0bHJpMGZaN25zZkU2enFwSnBselFyR3ZtZFBvQ3NPZXBVSm1vQlVTNDQzVXNhT1lWanJEQmZYVGg2SmhJdGlUZVhlZU1vbFMzcktpVXhFbkowOGRpTzVPaFZlQnc?oc=5,High,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk"" record stats | Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk exact record | Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk milestone stats | Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk WTA Tennis Supplemental source context: WTA Tennis (Official): Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk || WTA Tennis (Official): Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk WTA Tennis || Tennis365 (Other): Marta Kostyuk's kind message to Elina Svitolina after Roland Garros milestone",Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk,Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk,Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk WTA Tennis,Marta Kostyuk's kind message to Elina Svitolina after Roland Garros milestone,Marta Kostyuk's kind message to Elina Svitolina after Roland Garros milestone Tennis365,,,,,,,,,,,,,,,,,Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk,Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk WTA Tennis,,,,Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk WTA Tennis,,No,"""Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk"" record stats | Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk exact record | Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk milestone stats | Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk WTA Tennis",4,WTA Tennis (Official): Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk || WTA Tennis (Official): Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk WTA Tennis || Tennis365 (Other): Marta Kostyuk's kind message to Elina Svitolina after Roland Garros milestone || Tennis365 (Other): Marta Kostyuk's kind message to Elina Svitolina after Roland Garros milestone Tennis365
9,U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million,Golf / LPGA,Business / Growth,Yahoo Sports,https://news.google.com/rss/articles/CBMifkFVX3lxTE9iN1dEVTNVUzVTaktXVHNpaUNGTmczbF9wc3dmREJkdjlMVW9LUTE3bWpIclUxNjVqWmIzeXpZNUwwc3FXTnZtWFo2QVZCWjFZOXhNMXNPalAySURmWk1jY0U3TTNReVNreHdGdmtrZE42VWIyQnZYSEN5ZXZ4QQ?oc=5,Medium,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million"" | U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million amount number details | U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million purse revenue viewership attendance investment | U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million Yahoo Sports Supplemental source context: Yahoo Sports (Strong): U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million || Yahoo Sports (Strong): Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million. || Yahoo Sports (Strong): Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million Yahoo Sports Verify exact stats, scores, records, player details, and jersey numbers before final design.",U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million,U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million,Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million.,Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million Yahoo Sports,Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million Golf Channel,,,,,,,,,,,,,,,,,$12.5 million,,$12.5 million,U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million,Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million.,Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million.,,Yes,"""U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million"" | U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million amount number details | U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million purse revenue viewership attendance investment | U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million Yahoo Sports",5,Yahoo Sports (Strong): U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million || Yahoo Sports (Strong): Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million. || Yahoo Sports (Strong): Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million Yahoo Sports || Golf Channel (Other): Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million Golf Channel || Golf Channel (Other): Chevron Championship announces $1 million purse increase
10,"Queen's Club 411: Dates, who's playing, prize money and more",Tennis,Business / Growth,WTA Tennis,https://news.google.com/rss/articles/CBMisgFBVV95cUxNT1RkU1kyWG1YeHFzNXBxUWNtVmV4dTZSRWlfZzlua1lxN3BvUEFIdjRkWU11TjNNYWRGNWtVTVoyVlJySkd1ZXRpNU9IT05WR2NXVHc5ektkSXFCTk1xUDUtSkFlNEpxcy1VNGhzTGpkUXdKU3U4WU00cFN6U2tPTm1aZENadmRmd2VONExoeDIwbjJ4M3VJblJnYlUzbUIxR2hUZmFuaGNuSTlBQTl0cjZB?oc=5,High,supplemental_search,"Skipped Google News aggregator URL. Supplemental searches used: ""Queen's Club 411: Dates, who's playing, prize money and more"" | Queen's Club 411: Dates, who's playing, prize money and more amount number details | Queen's Club 411: Dates, who's playing, prize money and more purse revenue viewership attendance investment | Queen's Club 411: Dates, who's playing, prize money and more WTA Tennis Supplemental source context: WTA Tennis (Official): Queen's Club 411: Dates, who's playing, prize money and more || WTA Tennis (Official): Queen's Club 411: Dates, who's playing, prize money and more WTA Tennis || WTA Tennis (Official): Grass-Court Swing 411: Dates, draws, prize money and everything you need to know","Queen's Club 411: Dates, who's playing, prize money and more","Queen's Club 411: Dates, who's playing, prize money and more","Queen's Club 411: Dates, who's playing, prize money and more WTA Tennis","Grass-Court Swing 411: Dates, draws, prize money and everything you need to know","Grass-Court Swing 411: Dates, draws, prize money and everything you need to know WTA Tennis",,,,,,,,,,,,,,,,,,,,,"Queen's Club 411: Dates, who's playing, prize money and more WTA Tennis","Queen's Club 411: Dates, who's playing, prize money and more WTA Tennis",,No,"""Queen's Club 411: Dates, who's playing, prize money and more"" | Queen's Club 411: Dates, who's playing, prize money and more amount number details | Queen's Club 411: Dates, who's playing, prize money and more purse revenue viewership attendance investment | Queen's Club 411: Dates, who's playing, prize money and more WTA Tennis",5,"WTA Tennis (Official): Queen's Club 411: Dates, who's playing, prize money and more || WTA Tennis (Official): Queen's Club 411: Dates, who's playing, prize money and more WTA Tennis || WTA Tennis (Official): Grass-Court Swing 411: Dates, draws, prize money and everything you need to know || WTA Tennis (Official): Grass-Court Swing 411: Dates, draws, prize money and everything you need to know WTA Tennis || WTA Tennis (Official): Queen's Club draw: Zheng, Raducanu, Krejcikova land in top quarter"
