entity_type,entity_id,league_id,team_id,asset_slot,intended_use,target_path,source_url_required,local_file_path,file_exists,approval_status,render_enabled,auto_download_allowed,publish_ready,notes
league,wsl_england,wsl_england,,league_mark,league reference only,assets/leagues/womens_soccer/europe_top_flight/wsl_england/league_mark.png,true,assets/leagues/womens_soccer/europe_top_flight/wsl_england/league_mark.png,true,approved,false,false,false,"Human-approved local candidate for review-only logo/mark use; no render enablement, publishing, file movement, or publish-ready lane"
league,liga_f_spain,liga_f_spain,,league_mark,league reference only,assets/leagues/womens_soccer/europe_top_flight/liga_f_spain/league_mark.png,true,assets/leagues/womens_soccer/europe_top_flight/liga_f_spain/league_mark.png,true,approved,false,false,false,"Human-approved local candidate for review-only logo/mark use; no render enablement, publishing, file movement, or publish-ready lane"
league,frauen_bundesliga_germany,frauen_bundesliga_germany,,league_mark,league reference only,assets/leagues/womens_soccer/europe_top_flight/frauen_bundesliga_germany/league_mark.png,true,assets/leagues/womens_soccer/europe_top_flight/frauen_bundesliga_germany/league_mark.png,true,approved,false,false,false,"Human-approved local candidate for review-only logo/mark use; no render enablement, publishing, file movement, or publish-ready lane"
league,premiere_ligue_france,premiere_ligue_france,,league_mark,league reference only,assets/leagues/womens_soccer/europe_top_flight/premiere_ligue_france/league_mark.png,true,assets/leagues/womens_soccer/europe_top_flight/premiere_ligue_france/league_mark.png,true,approved,false,false,false,"Human-approved local candidate for review-only logo/mark use; no render enablement, publishing, file movement, or publish-ready lane"
league,serie_a_women_italy,serie_a_women_italy,,league_mark,league reference only,assets/leagues/womens_soccer/europe_top_flight/serie_a_women_italy/league_mark.png,true,assets/leagues/womens_soccer/europe_top_flight/serie_a_women_italy/league_mark.png,true,approved,false,false,false,"Human-approved local candidate for review-only logo/mark use; no render enablement, publishing, file movement, or publish-ready lane"
team,arsenal_women,wsl_england,arsenal_women,primary_logo,team identity reference,assets/leagues/womens_soccer/europe_top_flight/wsl_england/teams/arsenal_women/logo.png,true,assets/leagues/womens_soccer/europe_top_flight/wsl_england/teams/arsenal_women/logo.png,true,approved,false,false,false,"Human-approved local candidate for review-only logo/mark use; no render enablement, publishing, file movement, or publish-ready lane"
team,aston_villa_women,wsl_england,aston_villa_women,primary_logo,team identity reference,assets/leagues/womens_soccer/europe_top_flight/wsl_england/teams/aston_villa_women/logo.png,true,assets/leagues/womens_soccer/europe_top_flight/wsl_england/teams/aston_villa_women/logo.png,true,approved,false,false,false,"Human-approved local candidate for review-only logo/mark use; no render enablement, publishing, file movement, or publish-ready lane"
team,brighton_hove_albion_women,wsl_england,brighton_hove_albion_women,primary_logo,team identity reference,assets/leagues/womens_soccer/europe_top_flight/wsl_england/teams/brighton_hove_albion_women/logo.png,true,assets/leagues/womens_soccer/europe_top_flight/wsl_england/teams/brighton_hove_albion_women/logo.png,true,approved,false,false,false,"Human-approved local candidate for review-only logo/mark use; no render enablement, publishing, file movement, or publish-ready lane"
team,chelsea_women,wsl_england,chelsea_women,primary_logo,team identity reference,assets/leagues/womens_soccer/europe_top_flight/wsl_england/teams/chelsea_women/logo.png,true,assets/leagues/womens_soccer/europe_top_flight/wsl_england/teams/chelsea_women/logo.png,true,approved,false,false,false,"Human-approved local candidate for review-only logo/mark use; no render enablement, publishing, file movement, or publish-ready lane"
team,everton_women,wsl_england,everton_women,primary_logo,team identity reference,assets/leagues/womens_soccer/europe_top_flight/wsl_england/teams/everton_women/logo.png,true,assets/leagues/womens_soccer/europe_top_flight/wsl_england/teams/everton_women/logo.png,true,approved,false,false,false,"Human-approved local candidate for review-only logo/mark use; no render enablement, publishing, file movement, or publish-ready lane"
