team_id,league_id,team_name,country,team_site_url,league_team_url,roster_url,schedule_url,logo_review_source_url,teams_index_url,official_status,manual_review_status,asset_registry_status,render_enabled,notes
arsenal_women,wsl_england,Arsenal Women,England,https://www.arsenal.com/women,,https://www.arsenal.com/women/players,https://www.arsenal.com/women/fixtures,https://www.arsenal.com/women,https://www.wslfootball.com/clubs/index,active_candidate,review_required,source_candidate_seeded,false,Small WSL pilot row; URLs are review-only source candidates
aston_villa_women,wsl_england,Aston Villa Women,England,https://www.avfc.co.uk/teams/womens,,https://www.avfc.co.uk/teams/womens,https://www.avfc.co.uk/teams/womens,https://www.avfc.co.uk/teams/womens,https://www.wslfootball.com/clubs/index,active_candidate,review_required,source_candidate_seeded,false,WSL club source row; URLs are review-only source candidates
brighton_hove_albion_women,wsl_england,Brighton & Hove Albion Women,England,https://www.brightonandhovealbion.com/pages/en/womens-team,,https://www.brightonandhovealbion.com/pages/en/womens-team,https://www.brightonandhovealbion.com/pages/en/womens-team,https://www.brightonandhovealbion.com/pages/en/womens-team,https://www.wslfootball.com/clubs/index,active_candidate,review_required,source_candidate_seeded,false,WSL club source row; URLs are review-only source candidates
chelsea_women,wsl_england,Chelsea Women,England,https://www.chelseafc.com/en/teams/chelsea-women,,https://www.chelseafc.com/en/teams/chelsea-women,https://www.chelseafc.com/en/teams/chelsea-women,https://www.chelseafc.com/en/teams/chelsea-women,https://www.wslfootball.com/clubs/index,active_candidate,review_required,source_candidate_seeded,false,Small WSL pilot row; URLs are review-only source candidates
everton_women,wsl_england,Everton Women,England,https://www.evertonfc.com/teams/women,,https://www.evertonfc.com/teams/women,https://www.evertonfc.com/teams/women,https://www.evertonfc.com/teams/women,https://www.wslfootball.com/clubs/index,active_candidate,review_required,source_candidate_seeded,false,WSL club source row; URLs are review-only source candidates
leicester_city_women,wsl_england,Leicester City Women,England,https://www.lcfc.com/pages/en/women,,https://www.lcfc.com/pages/en/women,https://www.lcfc.com/pages/en/women,https://www.lcfc.com/pages/en/women,https://www.wslfootball.com/clubs/index,active_candidate,review_required,source_candidate_seeded,false,WSL club source row; URLs are review-only source candidates
liverpool_women,wsl_england,Liverpool Women,England,https://www.liverpoolfc.com/team/womens,,https://www.liverpoolfc.com/team/womens,https://www.liverpoolfc.com/team/womens/fixtures-and-results,https://www.liverpoolfc.com/team/womens,https://www.wslfootball.com/clubs/index,active_candidate,review_required,source_candidate_seeded,false,WSL club source row; URLs are review-only source candidates
london_city_lionesses,wsl_england,London City Lionesses,England,https://www.londoncitylionesses.com/,,https://www.londoncitylionesses.com/teams,https://www.londoncitylionesses.com/fixtures,https://www.londoncitylionesses.com/,https://www.wslfootball.com/clubs/index,active_candidate,review_required,source_candidate_seeded,false,WSL club source row; URLs are review-only source candidates
manchester_city_women,wsl_england,Manchester City Women,England,https://www.mancity.com/teams/mcwfc,,https://www.mancity.com/teams/mcwfc,https://www.mancity.com/teams/mcwfc/fixtures,https://www.mancity.com/teams/mcwfc,https://www.wslfootball.com/clubs/index,active_candidate,review_required,source_candidate_seeded,false,Small WSL pilot row; URLs are review-only source candidates
manchester_united_women,wsl_england,Manchester United Women,England,https://www.manutd.com/en/teams/women,,https://www.manutd.com/en/teams/women,https://www.manutd.com/en/teams/women/fixtures,https://www.manutd.com/en/teams/women,https://www.wslfootball.com/clubs/index,active_candidate,review_required,source_candidate_seeded,false,Small WSL pilot row; URLs are review-only source candidates
tottenham_hotspur_women,wsl_england,Tottenham Hotspur Women,England,https://www.tottenhamhotspur.com/teams/women/,,https://www.tottenhamhotspur.com/teams/women/players/,https://www.tottenhamhotspur.com/teams/women/fixtures/,https://www.tottenhamhotspur.com/teams/women/,https://www.wslfootball.com/clubs/index,active_candidate,review_required,source_candidate_seeded,false,WSL club source row; URLs are review-only source candidates
west_ham_united_women,wsl_england,West Ham United Women,England,https://www.whufc.com/teams/women,,https://www.whufc.com/teams/women,https://www.whufc.com/teams/women/fixtures-and-results,https://www.whufc.com/teams/women,https://www.wslfootball.com/clubs/index,active_candidate,review_required,source_candidate_seeded,false,WSL club source row; URLs are review-only source candidates
